NCTId,0,Active Comparator,Experimental,No Intervention,Other,Placebo Comparator,Sham Comparator
NCT00231855,1,0,0,0,0,0,0
NCT00231868,0,0,1,0,0,0,0
NCT00231894,0,1,0,0,0,1,0
NCT00231907,0,1,1,0,0,0,0
NCT00231920,1,0,0,0,0,0,0
NCT00231933,0,1,1,0,0,0,0
NCT00231946,1,0,0,0,0,0,0
NCT00231959,0,0,1,0,0,1,0
NCT00231972,0,1,1,0,0,0,0
NCT00231985,0,1,0,0,0,1,0
NCT00231998,0,0,1,0,0,0,0
NCT00232011,0,0,1,0,0,0,0
NCT00232024,1,0,0,0,0,0,0
NCT00232037,1,0,0,0,0,0,0
NCT00232076,1,0,0,0,0,0,0
NCT00232089,1,0,0,0,0,0,0
NCT00232102,1,0,0,0,0,0,0
NCT00232115,0,0,1,0,0,1,0
NCT00232128,1,0,0,0,0,0,0
NCT00232141,0,0,1,0,0,1,0
NCT00232154,1,0,0,0,0,0,0
NCT00232180,0,1,0,0,0,0,0
NCT00232193,1,0,0,0,0,0,0
NCT00232206,1,0,0,0,0,0,0
NCT00232297,1,0,0,0,0,0,0
NCT00232310,1,0,0,0,0,0,0
NCT00232336,1,0,0,0,0,0,0
NCT00232349,0,0,1,0,0,0,0
NCT00232388,1,0,0,0,0,0,0
NCT00232414,1,0,0,0,0,0,0
NCT00232479,0,0,1,0,0,0,0
NCT00232505,0,0,1,0,0,0,0
NCT00232544,0,0,1,0,0,1,0
NCT00232557,0,1,1,0,0,0,0
NCT00232570,1,0,0,0,0,0,0
NCT00232583,0,1,0,0,0,0,0
NCT00232596,0,0,1,0,0,1,0
NCT00232609,1,0,0,0,0,0,0
NCT00232661,1,0,0,0,0,0,0
NCT00232726,1,0,0,0,0,0,0
NCT00232739,0,0,1,0,0,0,0
NCT00232752,0,0,1,0,0,0,0
NCT00232765,0,1,1,0,0,0,0
NCT00232817,0,0,1,0,0,0,0
NCT00232908,0,0,1,0,0,0,0
NCT00232947,1,0,0,0,0,0,0
NCT00232973,1,0,0,0,0,0,0
NCT00233025,1,0,0,0,0,0,0
NCT00233038,1,0,0,0,0,0,0
NCT00233051,1,0,0,0,0,0,0
NCT00233064,0,1,0,0,0,0,0
NCT00233077,0,0,1,0,1,0,0
NCT00233090,0,0,1,0,0,1,0
NCT00233103,0,0,1,0,0,1,0
NCT00233129,0,1,1,0,0,0,0
NCT00233142,0,0,1,0,0,0,1
NCT00233168,0,1,1,0,0,0,0
NCT00233194,1,0,0,0,0,0,0
NCT00233207,1,0,0,0,0,0,0
NCT00233220,0,1,1,0,0,0,0
NCT00233233,1,0,0,0,0,0,0
NCT00233246,1,0,0,0,0,0,0
NCT00233259,0,1,0,0,0,1,0
NCT00233272,1,0,0,0,0,0,0
NCT00233298,1,0,0,0,0,0,0
NCT00233311,1,0,0,0,0,0,0
NCT00233324,0,0,1,0,0,0,0
NCT00233337,1,0,0,0,0,0,0
NCT00233402,0,1,1,0,0,0,0
NCT00233415,1,0,0,0,0,0,0
NCT00233428,1,0,0,0,0,0,0
NCT00233441,1,0,0,0,0,0,0
NCT00233454,0,0,1,0,0,0,0
NCT00233467,1,0,0,0,0,0,0
NCT00233480,0,0,1,0,0,1,0
NCT00233493,1,0,0,0,0,0,0
NCT00233506,0,0,1,0,0,0,0
NCT00233519,0,1,1,0,0,0,0
NCT00233558,1,0,0,0,0,0,0
NCT00233597,1,0,0,0,0,0,0
NCT00233662,1,0,0,0,0,0,0
NCT00233675,1,0,0,0,0,0,0
NCT00233688,0,1,1,0,0,0,0
NCT00233701,1,0,0,0,0,0,0
NCT00233883,0,1,1,0,0,0,0
NCT00233896,1,0,0,0,0,0,0
NCT00233935,0,0,1,0,0,1,0
NCT00233948,0,0,1,0,0,0,0
NCT00233961,1,0,0,0,0,0,0
NCT00233974,0,0,1,0,0,0,0
NCT00233987,0,0,1,0,0,0,0
NCT00234000,0,0,1,0,0,0,0
NCT00234039,0,0,1,0,0,0,0
NCT00234052,0,0,1,0,0,0,0
NCT00234130,1,0,0,0,0,0,0
NCT00234156,0,1,0,0,0,0,0
NCT00234195,1,0,0,0,0,0,0
NCT00234221,0,1,0,0,0,0,0
NCT00234260,1,0,0,0,0,0,0
NCT00234286,0,0,1,0,0,0,0
NCT00234299,0,1,0,0,0,1,0
NCT00234312,1,0,0,0,0,0,0
NCT00234481,1,0,0,0,0,0,0
NCT00234494,0,0,1,0,0,0,0
NCT00234507,1,0,0,0,0,0,0
NCT00234572,1,0,0,0,0,0,0
NCT00234585,1,0,0,0,0,0,0
NCT00234598,0,1,0,1,0,0,0
NCT00234611,1,0,0,0,0,0,0
NCT00234663,1,0,0,0,0,0,0
NCT00234676,0,0,1,0,0,0,0
NCT00234702,0,0,1,0,0,1,0
NCT00234728,1,0,0,0,0,0,0
NCT00234741,1,0,0,0,0,0,0
NCT00234780,1,0,0,0,0,0,0
NCT00234793,1,0,0,0,0,0,0
NCT00234806,0,0,1,0,0,1,0
NCT00234819,1,0,0,0,0,0,0
NCT00234832,0,0,1,0,0,1,0
NCT00234845,1,0,0,0,0,0,0
NCT00234897,1,0,0,0,0,0,0
NCT00234910,0,1,1,0,0,0,0
NCT00234962,1,0,0,0,0,0,0
NCT00234988,0,0,1,0,0,0,0
NCT00235001,0,0,1,0,0,0,0
NCT00235027,0,0,1,1,0,0,0
NCT00235053,1,0,0,0,0,0,0
NCT00235118,1,0,0,0,0,0,0
NCT00235196,1,0,0,0,0,0,0
NCT00235209,1,0,0,0,0,0,0
NCT00235235,1,0,0,0,0,0,0
NCT00235274,1,0,0,0,0,0,0
NCT00235300,0,1,1,0,0,0,0
NCT00235352,1,0,0,0,0,0,0
NCT00235378,1,0,0,0,0,0,0
NCT00235391,0,0,1,0,0,0,0
NCT00235443,0,0,1,0,0,0,0
NCT00235469,1,0,0,0,0,0,0
NCT00235495,0,1,0,0,0,1,0
NCT00235508,0,1,0,0,0,0,0
NCT00235534,0,1,1,0,0,0,0
NCT00235547,0,1,0,0,0,0,0
NCT00235573,0,0,1,0,0,0,0
NCT00235586,1,0,0,0,0,0,0
NCT00235599,1,0,0,0,0,0,0
NCT00235625,1,0,0,0,0,0,0
NCT00235651,1,0,0,0,0,0,0
NCT00235664,1,0,0,0,0,0,0
NCT00235690,0,0,0,0,1,0,0
NCT00235716,0,0,1,0,0,1,0
NCT00235729,0,0,1,0,0,1,0
NCT00235755,0,0,1,0,0,1,0
NCT00235781,1,0,0,0,0,0,0
NCT00235794,1,0,0,0,0,0,0
NCT00235807,0,0,0,0,1,0,0
NCT00235820,0,1,0,0,0,1,0
NCT00235885,1,0,0,0,0,0,0
NCT00235963,1,0,0,0,0,0,0
NCT00235989,0,1,1,0,0,0,0
NCT00236015,1,0,0,0,0,0,0
NCT00236041,1,0,0,0,0,0,0
NCT00236054,1,0,0,0,0,0,0
NCT00236067,1,0,0,0,0,0,0
NCT00236080,0,0,1,0,0,1,0
NCT00236093,1,0,0,0,0,0,0
NCT00236119,0,0,1,0,0,0,0
NCT00236132,1,0,0,0,0,0,0
NCT00236184,0,0,1,0,0,1,0
NCT00236197,0,0,1,0,0,1,0
NCT00236288,1,0,0,0,0,0,0
NCT00236977,0,1,1,0,0,0,0
NCT00237042,0,1,1,0,0,0,0
NCT00237055,1,0,0,0,0,0,0
NCT00237068,1,0,0,0,0,0,0
NCT00237081,1,0,0,0,0,0,0
NCT00237094,1,0,0,0,0,0,0
NCT00237185,0,0,1,0,0,0,0
NCT00237237,1,0,0,0,0,0,0
NCT00237250,1,0,0,0,0,0,0
NCT00237263,1,0,0,0,0,0,0
NCT00237315,1,0,0,0,0,0,0
NCT00237328,1,0,0,0,0,0,0
NCT00237367,1,0,0,0,0,0,0
NCT00237393,0,0,1,0,0,1,0
NCT00237406,1,0,0,0,0,0,0
NCT00237432,1,0,0,0,0,0,0
NCT00237445,1,0,0,0,0,0,0
NCT00237510,1,0,0,0,0,0,0
NCT00237523,1,0,0,0,0,0,0
NCT00237536,1,0,0,0,0,0,0
NCT00237562,1,0,0,0,0,0,0
NCT00237575,1,0,0,0,0,0,0
NCT00237627,0,0,1,0,0,0,0
NCT00237640,0,1,0,0,0,1,0
NCT00237666,0,0,1,0,0,0,0
NCT00237679,0,1,0,0,0,0,1
NCT00237692,0,0,1,1,0,0,0
NCT00237718,0,1,0,0,0,1,0
NCT00237744,0,0,1,0,0,0,0
NCT00237757,0,1,1,0,0,0,0
NCT00237770,0,0,0,0,0,1,0
NCT00237783,0,1,1,0,0,0,0
NCT00237796,0,1,1,0,0,0,0
NCT00237809,0,0,1,0,0,0,0
NCT00237822,1,0,0,0,0,0,0
NCT00237874,1,0,0,0,0,0,0
NCT00237926,0,0,1,0,0,0,0
NCT00237952,1,0,0,0,0,0,0
NCT00238069,1,0,0,0,0,0,0
NCT00238082,1,0,0,0,0,0,0
NCT00238108,0,0,1,0,0,1,0
NCT00238121,0,0,1,0,0,0,0
NCT00238147,1,0,0,0,0,0,0
NCT00238173,1,0,0,0,0,0,0
NCT00238199,1,0,0,0,0,0,0
NCT00238212,0,0,1,0,0,0,0
NCT00238225,1,0,0,0,0,0,0
NCT00238238,0,1,1,0,0,0,0
NCT00238264,0,0,1,0,0,0,0
NCT00238277,1,0,0,0,0,0,0
NCT00238303,0,0,1,0,0,0,0
NCT00238316,0,1,0,0,0,1,0
NCT00238329,1,0,0,0,0,0,0
NCT00238342,1,0,0,0,0,0,0
NCT00238355,0,0,1,0,0,0,0
NCT00238368,1,0,0,0,0,0,0
NCT00238394,0,0,1,0,0,0,0
NCT00238420,0,0,1,0,0,0,0
NCT00238433,0,0,1,0,0,0,0
NCT00238459,1,0,0,0,0,0,0
NCT00238472,1,0,0,0,0,0,0
NCT00238498,1,0,0,0,0,0,0
NCT00238563,1,0,0,0,0,0,0
NCT00238576,1,0,0,0,0,0,0
NCT00238602,1,0,0,0,0,0,0
NCT00238615,0,0,1,0,0,0,0
NCT00238628,1,0,0,0,0,0,0
NCT00238641,1,0,0,0,0,0,0
NCT00238693,1,0,0,0,0,0,0
NCT00238732,1,0,0,0,0,0,0
NCT00238810,1,0,0,0,0,0,0
NCT00238823,1,0,0,0,0,0,0
NCT00238849,1,0,0,0,0,0,0
NCT00238914,0,1,0,0,0,0,0
NCT00239135,1,0,0,0,0,0,0
NCT00239148,1,0,0,0,0,0,0
NCT00239187,1,0,0,0,0,0,0
NCT00239200,1,0,0,0,0,0,0
NCT00239447,1,0,0,0,0,0,0
NCT00239460,1,0,0,0,0,0,0
NCT00239525,1,0,0,0,0,0,0
NCT00239538,1,0,0,0,0,0,0
NCT00239551,0,0,1,0,0,0,0
NCT00239564,0,0,1,0,0,0,0
NCT00239577,0,0,1,0,0,1,0
NCT00239603,1,0,0,0,0,0,0
NCT00239642,0,0,1,0,0,0,0
NCT00239668,1,0,0,0,0,0,0
NCT00239681,0,0,1,0,0,1,0
NCT00239694,0,0,1,0,0,0,0
NCT00239707,0,0,1,0,0,1,0
NCT00239720,0,0,1,0,0,1,0
NCT00239733,0,0,1,0,0,0,0
NCT00239746,0,0,1,0,0,1,0
NCT00239759,1,0,0,0,0,0,0
NCT00239772,1,0,0,0,0,0,0
NCT00239837,0,0,1,1,0,0,0
NCT00239915,1,0,0,0,0,0,0
NCT00239954,1,0,0,0,0,0,0
NCT00239967,1,0,0,0,0,0,0
NCT00239993,0,0,1,0,0,0,0
NCT00240019,1,0,0,0,0,0,0
NCT00240058,0,0,0,0,1,0,0
NCT00240071,0,0,1,0,0,0,0
NCT00240084,0,0,1,0,0,0,0
NCT00240097,0,0,1,0,0,0,0
NCT00240110,0,0,1,0,0,1,0
NCT00240136,1,0,0,0,0,0,0
NCT00240149,1,0,0,0,0,0,0
NCT00240162,0,0,1,0,0,0,0
NCT00240175,1,0,0,0,0,0,0
NCT00240188,0,0,0,0,1,0,0
NCT00240227,0,1,0,0,1,0,0
NCT00240253,0,1,0,0,0,0,0
NCT00240318,1,0,0,0,0,0,0
NCT00240370,1,0,0,0,0,0,0
NCT00240383,1,0,0,0,0,0,0
NCT00240396,1,0,0,0,0,0,0
NCT00240435,1,0,0,0,0,0,0
NCT00240448,1,0,0,0,0,0,0
NCT00240487,0,1,0,0,0,0,0
NCT00240617,0,1,0,0,0,1,0
NCT00240630,0,0,1,0,0,1,0
NCT00240643,1,0,0,0,0,0,0
NCT00240747,1,0,0,0,0,0,0
NCT00240877,0,0,1,0,0,1,0
NCT00240903,1,0,0,0,0,0,0
NCT00240916,1,0,0,0,0,0,0
NCT00240929,1,0,0,0,0,0,0
NCT00240968,0,0,1,0,0,0,0
NCT00240981,0,0,1,0,0,1,0
NCT00240994,0,0,1,0,0,0,0
NCT00241007,1,0,0,0,0,0,0
NCT00241176,0,0,1,0,0,0,0
NCT00241189,0,1,1,0,0,0,0
NCT00241202,1,0,0,0,0,0,0
NCT00241215,1,0,0,0,0,0,0
NCT00241280,0,1,1,0,0,0,0
NCT00241319,1,0,0,0,0,0,0
NCT00241345,0,0,1,0,0,0,0
NCT00241358,0,1,1,0,1,0,0
NCT00241371,0,0,1,0,0,0,0
NCT00241384,0,1,0,0,0,0,0
NCT00241423,0,0,1,0,0,1,0
NCT00241436,1,0,0,0,0,0,0
NCT00241449,0,1,1,0,0,0,0
NCT00241501,1,0,0,0,0,0,0
NCT00241514,1,0,0,0,0,0,0
NCT00241527,1,0,0,0,0,0,0
NCT00241540,1,0,0,0,0,0,0
NCT00241553,1,0,0,0,0,0,0
NCT00241579,1,0,0,0,0,0,0
NCT00241592,1,0,0,0,0,0,0
NCT00241709,1,0,0,0,0,0,0
NCT00241722,0,0,1,0,0,1,0
NCT00241748,1,0,0,0,0,0,0
NCT00241774,1,0,0,0,0,0,0
NCT00241813,0,1,1,0,0,0,0
NCT00241826,1,0,0,0,0,0,0
NCT00241839,0,1,0,0,0,1,0
NCT00241852,0,1,1,0,0,0,0
NCT00241891,0,0,0,0,1,0,0
NCT00241904,0,1,0,0,0,0,0
NCT00241917,0,0,1,1,0,0,0
NCT00241930,1,0,0,0,0,0,0
NCT00241943,1,0,0,0,0,0,0
NCT00241969,0,1,1,0,0,0,0
NCT00242008,1,0,0,0,0,0,0
NCT00242164,1,0,0,0,0,0,0
NCT00242177,1,0,0,0,0,0,0
NCT00242190,1,0,0,0,0,0,0
NCT00242203,0,1,1,0,0,0,0
NCT00242216,0,1,0,0,0,0,0
NCT00242242,1,0,0,0,0,0,0
NCT00242255,1,0,0,0,0,0,0
NCT00242268,1,0,0,0,0,0,0
NCT00242281,1,0,0,0,0,0,0
NCT00242372,1,0,0,0,0,0,0
NCT00242424,0,0,1,0,0,1,0
NCT00242437,1,0,0,0,0,0,0
NCT00242502,0,0,1,0,0,0,0
NCT00242580,0,1,1,0,0,0,0
NCT00242593,0,0,1,0,0,1,0
NCT00242619,0,0,1,0,0,0,0
NCT00242632,0,0,1,0,0,0,0
NCT00242658,0,0,1,1,0,0,0
NCT00242684,1,0,0,0,0,0,0
NCT00242710,0,1,1,0,0,1,0
NCT00242723,1,0,0,0,0,0,0
NCT00242736,1,0,0,0,0,0,0
NCT00242827,1,0,0,0,0,0,0
NCT00242840,1,0,0,0,0,0,0
NCT00242879,1,0,0,0,0,0,0
NCT00242918,1,0,0,0,0,0,0
NCT00242970,1,0,0,0,0,0,0
NCT00242996,1,0,0,0,0,0,0
NCT00243009,1,0,0,0,0,0,0
NCT00243022,0,1,1,0,0,0,0
NCT00243035,0,0,1,0,0,0,0
NCT00243048,1,0,0,0,0,0,0
NCT00243074,0,0,1,0,0,0,0
NCT00243087,1,0,0,0,0,0,0
NCT00243100,0,0,1,0,0,0,0
NCT00243126,0,0,1,1,0,0,0
NCT00243152,0,1,0,0,0,0,0
NCT00243178,1,0,0,0,0,0,0
NCT00243191,0,0,0,0,1,0,0
NCT00243204,1,0,0,0,0,0,0
NCT00243243,0,0,1,0,0,1,0
NCT00243269,0,0,1,0,0,0,1
NCT00243282,0,0,0,1,1,0,0
NCT00243308,1,0,0,0,0,0,0
NCT00243321,0,0,1,0,0,0,0
NCT00243334,0,0,1,1,0,0,0
NCT00243347,1,0,0,0,0,0,0
NCT00243373,1,0,0,0,0,0,0
NCT00243386,0,1,1,0,0,0,0
NCT00243399,0,0,1,0,0,0,0
NCT00243425,1,0,0,0,0,0,0
NCT00243451,1,0,0,0,0,0,0
NCT00243503,0,0,1,0,0,0,0
NCT00243516,1,0,0,0,0,0,0
NCT00243542,1,0,0,0,0,0,0
NCT00243646,0,1,0,0,0,0,0
NCT00243659,0,0,1,0,0,0,0
NCT00243685,0,0,1,0,0,0,0
NCT00243711,1,0,0,0,0,0,0
NCT00243763,1,0,0,0,0,0,0
NCT00243776,1,0,0,0,0,0,0
NCT00243789,0,1,0,1,0,0,0
NCT00243802,1,0,0,0,0,0,0
NCT00243841,0,0,1,0,0,0,0
NCT00243854,1,0,0,0,0,0,0
NCT00243867,0,1,1,0,0,0,0
NCT00243880,0,0,1,0,0,0,0
NCT00243893,0,1,0,0,0,0,0
NCT00243906,1,0,0,0,0,0,0
NCT00243919,0,1,0,0,0,0,0
NCT00243932,0,0,1,0,0,1,0
NCT00243984,1,0,0,0,0,0,0
NCT00244010,0,0,0,0,1,0,0
NCT00244075,0,1,0,0,0,0,0
NCT00244101,0,1,1,0,0,0,0
NCT00244140,0,0,1,0,0,0,0
NCT00244218,1,0,0,0,0,0,0
NCT00244244,1,0,0,0,0,0,0
NCT00244257,0,0,1,0,0,0,0
NCT00244309,1,0,0,0,0,0,0
NCT00244322,1,0,0,0,0,0,0
NCT00244335,1,0,0,0,0,0,0
NCT00244348,1,0,0,0,0,0,0
NCT00244361,1,0,0,0,0,0,0
NCT00244374,0,0,1,0,0,0,0
NCT00244413,1,0,0,0,0,0,0
NCT00244439,0,1,1,0,0,0,0
NCT00244478,0,0,1,0,0,1,0
NCT00244491,1,0,0,0,0,0,0
NCT00244543,1,0,0,0,0,0,0
NCT00244569,1,0,0,0,0,0,0
NCT00244582,1,0,0,0,0,0,0
NCT00244595,1,0,0,0,0,0,0
NCT00244621,0,0,1,0,0,0,0
NCT00244634,1,0,0,0,0,0,0
NCT00244712,0,1,1,0,0,0,0
NCT00244725,1,0,0,0,0,0,0
NCT00244751,0,0,1,0,0,1,0
NCT00244764,0,0,1,0,0,1,0
NCT00244777,1,0,0,0,0,0,0
NCT00244790,0,0,1,0,0,0,0
NCT00244803,1,0,0,0,0,0,0
NCT00244816,1,0,0,0,0,0,0
NCT00244829,1,0,0,0,0,0,0
NCT00244855,0,0,0,0,1,0,0
NCT00244868,1,0,0,0,0,0,0
NCT00244881,0,0,1,0,0,0,0
NCT00244894,1,0,0,0,0,0,0
NCT00244907,0,1,0,0,0,0,0
NCT00244933,0,0,1,0,0,0,0
NCT00244946,0,0,1,0,0,0,0
NCT00244959,0,0,1,0,0,0,0
NCT00244972,0,0,1,0,0,0,0
NCT00244985,0,0,1,0,0,0,0
NCT00244998,1,0,0,0,0,0,0
NCT00245011,0,0,1,0,0,0,0
NCT00245024,1,0,0,0,0,0,0
NCT00245037,0,0,1,0,0,0,0
NCT00245050,0,0,1,0,0,1,0
NCT00245063,0,0,1,0,0,0,0
NCT00245076,1,0,0,0,0,0,0
NCT00245102,0,0,1,0,0,0,0
NCT00245115,1,0,0,0,0,0,0
NCT00245128,1,0,0,0,0,0,0
NCT00245167,1,0,0,0,0,0,0
NCT00245193,1,0,0,0,0,0,0
NCT00245206,0,0,1,0,0,0,0
NCT00245232,1,0,0,0,0,0,0
NCT00245245,1,0,0,0,0,0,0
NCT00245271,0,0,1,0,0,1,0
NCT00245284,1,0,0,0,0,0,0
NCT00245323,1,0,0,0,0,0,0
NCT00245336,0,1,1,0,0,0,0
NCT00245349,1,0,0,0,0,0,0
NCT00245362,1,0,0,0,0,0,0
NCT00245388,1,0,0,0,0,0,0
NCT00245427,0,0,0,0,1,0,0
NCT00245440,0,1,0,0,0,0,0
NCT00245453,0,1,0,0,0,0,0
NCT00245492,0,0,1,0,0,0,0
NCT00245518,0,0,1,0,0,1,0
NCT00245531,1,0,0,0,0,0,0
NCT00245557,0,0,1,1,0,0,0
NCT00245583,0,0,1,0,0,1,0
NCT00245622,0,0,1,0,0,1,0
NCT00245635,0,0,1,0,0,1,0
NCT00245648,1,0,0,0,0,0,0
NCT00245687,1,0,0,0,0,0,0
NCT00245726,0,1,1,0,0,0,0
NCT00245739,1,0,0,0,0,0,0
NCT00245830,0,0,1,1,0,0,0
NCT00245856,0,0,1,0,0,0,0
NCT00245882,0,1,0,0,0,0,0
NCT00245895,0,1,0,0,0,0,0
NCT00245973,1,0,0,0,0,0,0
NCT00245986,1,0,0,0,0,0,0
NCT00246012,0,0,1,0,0,0,0
NCT00246051,0,0,0,0,1,0,0
NCT00246077,1,0,0,0,0,0,0
NCT00246090,0,0,1,0,0,0,0
NCT00246103,0,0,1,0,0,0,0
NCT00246181,1,0,0,0,0,0,0
NCT00246194,1,0,0,0,0,0,0
NCT00246324,0,0,1,0,0,0,0
NCT00246350,0,1,1,0,0,0,0
NCT00246363,0,0,1,0,0,1,0
NCT00246376,0,0,1,0,0,1,0
NCT00246402,1,0,0,0,0,0,0
NCT00246415,1,0,0,0,0,0,0
NCT00246428,0,0,1,0,0,0,0
NCT00246441,0,0,1,0,0,1,0
NCT00246454,1,0,0,0,0,0,0
NCT00246467,1,0,0,0,0,0,0
NCT00246480,1,0,0,0,0,0,0
NCT00246493,1,0,0,0,0,0,0
NCT00246506,0,1,0,0,0,0,0
NCT00246519,0,0,1,0,0,0,0
NCT00246532,0,1,0,0,0,1,0
NCT00246571,0,1,1,0,0,0,0
NCT00246610,0,0,1,0,0,0,0
NCT00246623,1,0,0,0,0,0,0
NCT00246662,0,0,1,0,0,0,0
NCT00246727,0,0,0,0,0,1,0
NCT00246753,0,0,0,0,1,0,0
NCT00246818,1,0,0,0,0,0,0
NCT00246831,1,0,0,0,0,0,0
NCT00246844,1,0,0,0,0,0,0
NCT00246857,1,0,0,0,0,0,0
NCT00246870,1,0,0,0,0,0,0
NCT00246883,1,0,0,0,0,0,0
NCT00246896,1,0,0,0,0,0,0
NCT00246909,1,0,0,0,0,0,0
NCT00246987,1,0,0,0,0,0,0
NCT00247013,1,0,0,0,0,0,0
NCT00247078,0,0,1,0,0,1,0
NCT00247143,1,0,0,0,0,0,0
NCT00247156,1,0,0,0,0,0,0
NCT00247182,0,1,0,0,1,0,0
NCT00247195,0,1,1,0,0,0,0
NCT00247208,0,1,1,0,0,0,0
NCT00247221,0,1,1,0,0,0,0
NCT00247273,0,1,1,0,0,0,0
NCT00247312,0,1,0,0,0,0,0
NCT00247364,1,0,0,0,0,0,0
NCT00247377,0,1,0,0,0,0,0
NCT00247390,0,0,1,0,0,1,0
NCT00247403,0,0,1,0,0,0,0
NCT00247416,0,0,1,0,1,0,0
NCT00247520,1,0,0,0,0,0,0
NCT00247572,1,0,0,0,0,0,0
NCT00247585,1,0,0,0,0,0,0
NCT00247611,0,0,1,0,1,0,0
NCT00247624,0,1,1,0,0,0,0
NCT00247637,1,0,0,0,0,0,0
NCT00247689,1,0,0,0,0,0,0
NCT00247819,1,0,0,0,0,0,0
NCT00248040,0,0,1,0,0,1,0
NCT00248092,1,0,0,0,0,0,0
NCT00248105,0,0,1,1,0,0,0
NCT00248118,0,1,0,0,0,1,0
NCT00248170,0,1,1,0,0,0,0
NCT00248183,1,0,0,0,0,0,0
NCT00248196,1,0,0,0,0,0,0
NCT00248209,0,0,0,0,0,1,0
NCT00248248,1,0,0,0,0,0,0
NCT00248274,1,0,0,0,0,0,0
NCT00248287,0,1,1,0,0,0,0
NCT00248300,1,0,0,0,0,0,0
NCT00248326,1,0,0,0,0,0,0
NCT00248339,0,1,0,0,0,0,0
NCT00248378,1,0,0,0,0,0,0
NCT00248404,1,0,0,0,0,0,0
NCT00248430,1,0,0,0,0,0,0
NCT00248482,0,0,1,0,0,0,0
NCT00248495,0,0,1,0,0,0,0
NCT00248534,0,0,1,0,0,0,0
NCT00248547,0,1,0,0,0,1,0
NCT00248560,0,0,1,0,0,0,0
NCT00248573,1,0,0,0,0,0,0
NCT00248586,0,0,1,1,0,0,0
NCT00248612,0,1,1,0,0,1,0
NCT00248625,0,1,0,0,0,1,0
NCT00248638,0,1,0,0,0,1,0
NCT00248651,0,1,0,0,0,1,0
NCT00248664,1,0,0,0,0,0,0
NCT00248677,0,0,1,1,0,0,0
NCT00248729,1,0,0,0,0,0,0
NCT00248755,1,0,0,0,0,0,0
NCT00248768,0,0,0,0,1,0,0
NCT00248781,0,0,1,0,1,0,0
NCT00248794,0,0,1,0,0,0,0
NCT00248807,0,1,0,0,0,1,0
NCT00248833,0,0,1,0,0,0,0
NCT00248846,0,0,1,1,0,0,0
NCT00248859,1,0,0,0,0,0,0
NCT00248872,0,0,1,1,0,0,0
NCT00248885,0,1,1,0,0,0,0
NCT00248898,1,0,0,0,0,0,0
NCT00248911,0,0,1,0,0,0,0
NCT00248924,1,0,0,0,0,0,0
NCT00248937,1,0,0,0,0,0,0
NCT00248950,1,0,0,0,0,0,0
NCT00248976,0,0,1,1,0,0,0
NCT00249002,0,0,1,0,0,0,0
NCT00249067,1,0,0,0,0,0,0
NCT00249080,1,0,0,0,0,0,0
NCT00249106,0,0,1,0,0,1,0
NCT00249288,0,0,1,0,0,1,0
NCT00249301,0,0,1,0,0,0,0
NCT00249327,1,0,0,0,0,0,0
NCT00249340,1,0,0,0,0,0,0
NCT00249366,0,1,0,0,0,0,0
NCT00249379,0,0,1,1,0,0,0
NCT00249405,0,0,1,0,0,1,0
NCT00249418,1,0,0,0,0,0,0
NCT00249444,0,1,0,0,0,1,0
NCT00249457,0,0,1,1,0,0,0
NCT00249470,0,0,1,0,1,0,0
NCT00249483,0,0,1,0,0,1,0
NCT00249496,0,1,1,0,0,0,0
NCT00249509,1,0,0,0,0,0,0
NCT00249522,1,0,0,0,0,0,0
NCT00249535,0,0,1,0,0,0,0
NCT00249561,0,1,1,0,0,0,0
NCT00249574,0,0,1,0,0,0,0
NCT00249587,0,1,1,0,0,0,0
NCT00249600,1,0,0,0,0,0,0
NCT00249613,0,0,1,1,0,0,0
NCT00249626,1,0,0,0,0,0,0
NCT00249639,1,0,0,0,0,0,0
NCT00249652,0,0,1,0,1,0,0
NCT00249678,1,0,0,0,0,0,0
NCT00249691,0,0,1,0,0,1,0
NCT00249704,0,0,1,0,0,1,0
NCT00249717,1,0,0,0,0,0,0
NCT00249743,1,0,0,0,0,0,0
NCT00249756,0,1,1,0,0,0,0
NCT00249782,1,0,0,0,0,0,0
NCT00249795,0,0,1,0,0,1,0
NCT00249847,0,0,1,0,0,0,0
NCT00249873,0,0,1,0,0,1,0
NCT00249899,0,1,1,0,0,0,0
NCT00249912,0,1,1,0,0,0,0
NCT00249925,1,0,0,0,0,0,0
NCT00249938,1,0,0,0,0,0,0
NCT00249964,0,0,1,0,0,0,0
NCT00249977,1,0,0,0,0,0,0
NCT00249990,1,0,0,0,0,0,0
NCT00250016,1,0,0,0,0,0,0
NCT00250029,1,0,0,0,0,0,0
NCT00250042,1,0,0,0,0,0,0
NCT00250055,1,0,0,0,0,0,0
NCT00250068,1,0,0,0,0,0,0
NCT00250081,0,1,0,0,0,0,0
NCT00250094,1,0,0,0,0,0,0
NCT00250120,1,0,0,0,0,0,0
NCT00250133,1,0,0,0,0,0,0
NCT00250159,1,0,0,0,0,0,0
NCT00250172,1,0,0,0,0,0,0
NCT00250185,1,0,0,0,0,0,0
NCT00250198,1,0,0,0,0,0,0
NCT00250341,0,1,1,0,0,0,0
NCT00250484,0,1,0,0,0,0,1
NCT00250497,0,0,1,1,0,0,0
NCT00250510,0,0,1,1,0,0,0
NCT00250523,1,0,0,0,0,0,0
