,NCTId,CollaboratorClass
5543,NCT02789176,OTHER
1534,NCT03566095,OTHER
5567,NCT02907983,OTHER
5543,NCT02789176,OTHER
5577,NCT03294551,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
7674,NCT03170297,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
1518,NCT02725905,OTHER
1519,NCT00183898,OTHER
7577,NCT00431847,OTHER
5567,NCT02907983,OTHER
7674,NCT03170297,OTHER
1523,NCT00183911,OTHER
2090,NCT03722589,OTHER
2090,NCT03722589,OTHER
9031,NCT04565509,OTHER
9028,NCT04567719,OTHER
7671,NCT03865901,OTHER
2086,NCT04371419,OTHER
9027,NCT04568395,OTHER
1488,NCT01560754,OTHER
5543,NCT02789176,OTHER
5543,NCT02789176,OTHER
7674,NCT03170297,OTHER
7665,NCT01989273,OTHER
5530,NCT04036006,OTHER
5530,NCT04036006,OTHER
1577,NCT01334541,OTHER
1577,NCT01334541,OTHER
5530,NCT04036006,OTHER
8812,NCT01265953,OTHER
2065,NCT03429413,OTHER
9009,NCT04582214,OTHER
9009,NCT04582214,OTHER
7665,NCT01989273,OTHER
8812,NCT01265953,OTHER
7666,NCT02298361,OTHER
9008,NCT04582617,OTHER
1585,NCT02723617,OTHER
1586,NCT03276247,OTHER
5522,NCT01243437,OTHER
9008,NCT04582617,OTHER
1589,NCT02877147,OTHER
8813,NCT01671332,OTHER
5193,NCT03674216,OTHER
5193,NCT03674216,OTHER
8813,NCT01671332,OTHER
7665,NCT01989273,OTHER
5530,NCT04036006,OTHER
9020,NCT04576247,OTHER
1566,NCT04098250,OTHER
5178,NCT03450135,OTHER
5543,NCT02789176,OTHER
9018,NCT04577001,OTHER
8810,NCT03136094,OTHER
5543,NCT02789176,OTHER
5543,NCT02789176,OTHER
8810,NCT03136094,OTHER
5543,NCT02789176,OTHER
5543,NCT02789176,OTHER
1566,NCT04098250,OTHER
1566,NCT04098250,OTHER
7667,NCT01212848,OTHER
5543,NCT02789176,OTHER
2072,NCT00661128,OTHER
5541,NCT01402674,OTHER
7583,NCT00235235,OTHER
7583,NCT00235235,OTHER
5180,NCT03007485,OTHER
5533,NCT00223080,OTHER
5533,NCT00223080,OTHER
5182,NCT02947009,OTHER
1576,NCT01207167,OTHER
1518,NCT02725905,OTHER
2086,NCT04371419,OTHER
1933,NCT03372928,OTHER
1504,NCT04369729,OTHER
1492,NCT03155841,OTHER
1492,NCT03155841,OTHER
2098,NCT01517945,OTHER
2098,NCT01517945,OTHER
2098,NCT01517945,OTHER
5591,NCT03552978,OTHER
2096,NCT02069782,OTHER
2096,NCT02069782,OTHER
2096,NCT02069782,OTHER
5591,NCT03552978,OTHER
9033,NCT04565119,OTHER
9033,NCT04565119,OTHER
9032,NCT04565353,OTHER
7575,NCT04398784,OTHER
1492,NCT03155841,OTHER
2098,NCT01517945,OTHER
2098,NCT01517945,OTHER
2095,NCT01973153,OTHER
2098,NCT01517945,OTHER
7568,NCT02758236,OTHER
5596,NCT00536185,OTHER
1500,NCT02425345,OTHER
9035,NCT04563754,OTHER
9035,NCT04563754,OTHER
1500,NCT02425345,OTHER
8800,NCT00589459,OTHER
5596,NCT00536185,OTHER
7678,NCT01968590,OTHER
9033,NCT04565119,OTHER
1492,NCT03155841,OTHER
5596,NCT00536185,OTHER
1504,NCT04369729,OTHER
1504,NCT04369729,OTHER
1492,NCT03155841,OTHER
2096,NCT02069782,OTHER
9035,NCT04563754,OTHER
1513,NCT04406441,OTHER
1513,NCT04406441,OTHER
5156,NCT01324102,OTHER
9035,NCT04563754,OTHER
2094,NCT00123825,OTHER
1513,NCT04406441,OTHER
1513,NCT04406441,OTHER
2094,NCT00123825,OTHER
9031,NCT04565509,OTHER
7675,NCT00731887,OTHER
1512,NCT03713333,OTHER
1511,NCT03535272,OTHER
9035,NCT04563754,OTHER
5584,NCT02070328,OTHER
2094,NCT00123825,OTHER
9036,NCT04563026,OTHER
7989,NCT04032106,NIH
4038,NCT00402922,NIH
7950,NCT00081250,NIH
7993,NCT00121186,NIH
7945,NCT01439945,NIH
5062,NCT02341326,NIH
5060,NCT01960946,NIH
7966,NCT00088764,NIH
5021,NCT01633567,NIH
7981,NCT00124579,NIH
7330,NCT00204477,NIH
6877,NCT02760537,NIH
7295,NCT03905668,NIH
4977,NCT01270113,NIH
5016,NCT01466998,NIH
7005,NCT03532139,NIH
7109,NCT00349622,NIH
7972,NCT00087399,NIH
7252,NCT00754169,NIH
7347,NCT02877680,NIH
5021,NCT01633567,NIH
7985,NCT02760030,NIH
7987,NCT02795104,NIH
4037,NCT00039741,NIH
3989,NCT01953588,NIH
5083,NCT02155127,NIH
5246,NCT01893112,NIH
7638,NCT01169428,NIH
7963,NCT00874211,NIH
5184,NCT03373916,NIH
7254,NCT00466934,NIH
7322,NCT01208870,NIH
7255,NCT00314769,NIH
7964,NCT00040937,NIH
7992,NCT00369785,NIH
7991,NCT00872989,NIH
7990,NCT00122447,NIH
7303,NCT01964859,NIH
7303,NCT01964859,NIH
7947,NCT01091454,NIH
6888,NCT00253643,NIH
3942,NCT00593983,NIH
7302,NCT02194582,NIH
7696,NCT02170246,NIH
5207,NCT01253408,NIH
7990,NCT00122447,NIH
7946,NCT01376349,NIH
7983,NCT00113399,NIH
5207,NCT01253408,NIH
7302,NCT02194582,NIH
7982,NCT00096031,NIH
7177,NCT00990106,NIH
5209,NCT01639079,NIH
3957,NCT02045043,NIH
7980,NCT00775645,NIH
4048,NCT00235729,NIH
7652,NCT03672461,NIH
7696,NCT02170246,NIH
7227,NCT00860951,NIH
7949,NCT00489411,NIH
5208,NCT03989063,NIH
5146,NCT04164537,NIH
5146,NCT04164537,NIH
7948,NCT01009918,NIH
3969,NCT01177176,NIH
7952,NCT00124618,NIH
5256,NCT02570672,NIH
5160,NCT01351805,NIH
3982,NCT00097123,NIH
7271,NCT02465307,NIH
3982,NCT00097123,NIH
5257,NCT01972464,NIH
7074,NCT03866837,NIH
7672,NCT00438594,NIH
7243,NCT03358563,NIH
5141,NCT03978533,NIH
3971,NCT02688660,NIH
3967,NCT00032890,NIH
3967,NCT00032890,NIH
7977,NCT00776100,NIH
3971,NCT02688660,NIH
7978,NCT00268489,NIH
5025,NCT04026399,NIH
5073,NCT04502589,NIH
5274,NCT00339534,NIH
4013,NCT02167022,NIH
7269,NCT03052010,NIH
7072,NCT01199380,NIH
5034,NCT03372018,NIH
7071,NCT01912287,NIH
7683,NCT03935282,NIH
5265,NCT02556996,NIH
5088,NCT04032613,NIH
5035,NCT03349775,NIH
3982,NCT00097123,NIH
7072,NCT01199380,NIH
7268,NCT02993458,NIH
5036,NCT04279704,NIH
7684,NCT03502096,NIH
5267,NCT02990377,NIH
7969,NCT03341858,NIH
7976,NCT00880191,NIH
7699,NCT02721147,NIH
4026,NCT01322529,NIH
5254,NCT00932295,NIH
7238,NCT01398319,NIH
7251,NCT00885131,NIH
7682,NCT00732173,NIH
4983,NCT02720484,NIH
7236,NCT02971072,NIH
4034,NCT00799617,NIH
7093,NCT01474057,NIH
5085,NCT01247753,NIH
7995,NCT01686087,NIH
7975,NCT01515800,NIH
4034,NCT00799617,NIH
5141,NCT03978533,NIH
7973,NCT00085501,NIH
7953,NCT00079118,NIH
5153,NCT03283657,NIH
7962,NCT00016406,NIH
7286,NCT01670227,NIH
3962,NCT03464188,NIH
4026,NCT01322529,NIH
7640,NCT00468832,NIH
5098,NCT03741335,NIH
7970,NCT01385137,NIH
7968,NCT00450281,NIH
7956,NCT01099449,NIH
7960,NCT00075686,NIH
6906,NCT01004094,NIH
5039,NCT03291808,NIH
7250,NCT01194661,NIH
7954,NCT00316836,NIH
4032,NCT00664040,NIH
7984,NCT02940301,NIH
7967,NCT01124695,NIH
7009,NCT03403166,NIH
4034,NCT00799617,NIH
4034,NCT00799617,NIH
7005,NCT03532139,NIH
4826,NCT01963169,NIH
7944,NCT00365105,NIH
4653,NCT01786109,NIH
6267,NCT01080716,NIH
7463,NCT02320903,NIH
7462,NCT00878150,NIH
7462,NCT00878150,NIH
6276,NCT00460525,NIH
4653,NCT01786109,NIH
6279,NCT00358332,NIH
6280,NCT00349713,NIH
5586,NCT00923728,NIH
6283,NCT00287469,NIH
7943,NCT00087178,NIH
7461,NCT01583127,NIH
7460,NCT01363245,NIH
5583,NCT03612271,NIH
5580,NCT03194906,NIH
7854,NCT03014414,NIH
4359,NCT00697151,NIH
4357,NCT04344873,NIH
7576,NCT04045132,NIH
5577,NCT03294551,NIH
5596,NCT00536185,NIH
5596,NCT00536185,NIH
6264,NCT01435135,NIH
6259,NCT01931358,NIH
6209,NCT00851799,NIH
6212,NCT02481310,NIH
4635,NCT02870868,NIH
7476,NCT03432325,NIH
5606,NCT01769430,NIH
4405,NCT00734539,NIH
7475,NCT01304407,NIH
4403,NCT00360087,NIH
7475,NCT01304407,NIH
4642,NCT01084239,NIH
4386,NCT03185871,NIH
6234,NCT01905618,NIH
4383,NCT01223313,NIH
7470,NCT00902798,NIH
6244,NCT02505035,NIH
4376,NCT03360422,NIH
7465,NCT01212029,NIH
7465,NCT01212029,NIH
6258,NCT01933685,NIH
5572,NCT02440061,NIH
4663,NCT04349020,NIH
7578,NCT01959321,NIH
5542,NCT02346162,NIH
4302,NCT01264627,NIH
4299,NCT04137757,NIH
7884,NCT01779414,NIH
6384,NCT04180020,NIH
7443,NCT00675714,NIH
7443,NCT00675714,NIH
6388,NCT02195570,NIH
5527,NCT04592978,NIH
5524,NCT03517397,NIH
7887,NCT03371186,NIH
7440,NCT02215200,NIH
7440,NCT02215200,NIH
7440,NCT02215200,NIH
6404,NCT01491919,NIH
6407,NCT00108862,NIH
6411,NCT02438592,NIH
6411,NCT02438592,NIH
4278,NCT03175640,NIH
4269,NCT03337139,NIH
6380,NCT01266122,NIH
7448,NCT01653535,NIH
6309,NCT04385251,NIH
6369,NCT00028145,NIH
7773,NCT04373460,NIH
4347,NCT03502278,NIH
6309,NCT04385251,NIH
6323,NCT00005879,NIH
4346,NCT02925156,NIH
5560,NCT01157117,NIH
4674,NCT03683589,NIH
5556,NCT02927821,NIH
5555,NCT01211418,NIH
5554,NCT01147120,NIH
6344,NCT02932475,NIH
5554,NCT01147120,NIH
5548,NCT00579943,NIH
4320,NCT01228916,NIH
7450,NCT01487434,NIH
6357,NCT01880463,NIH
7448,NCT01653535,NIH
6369,NCT00028145,NIH
4313,NCT04609514,NIH
6204,NCT04347629,NIH
4408,NCT04334707,NIH
5613,NCT01152684,NIH
5731,NCT02789215,NIH
4501,NCT00097292,NIH
4500,NCT00418899,NIH
5717,NCT03723928,NIH
7514,NCT01572532,NIH
5800,NCT00694551,NIH
5713,NCT03834025,NIH
5708,NCT01091857,NIH
4496,NCT04518657,NIH
5815,NCT04378101,NIH
4543,NCT01864564,NIH
7508,NCT04092257,NIH
7503,NCT01637324,NIH
4548,NCT03403257,NIH
4549,NCT03905928,NIH
4550,NCT01669915,NIH
5697,NCT04330235,NIH
4486,NCT00788879,NIH
7501,NCT04050449,NIH
5837,NCT01601847,NIH
4501,NCT00097292,NIH
5793,NCT03913715,NIH
5837,NCT01601847,NIH
4533,NCT02972515,NIH
5760,NCT01874886,NIH
5751,NCT03860077,NIH
5747,NCT02188563,NIH
5776,NCT01480193,NIH
5776,NCT01480193,NIH
4530,NCT03282916,NIH
5741,NCT01014533,NIH
5741,NCT01014533,NIH
5781,NCT00338845,NIH
4532,NCT04386577,NIH
5784,NCT03067649,NIH
5789,NCT02284685,NIH
5790,NCT03361384,NIH
4508,NCT01169259,NIH
4508,NCT01169259,NIH
4508,NCT01169259,NIH
4508,NCT01169259,NIH
4508,NCT01169259,NIH
5735,NCT01987830,NIH
4554,NCT01684722,NIH
5696,NCT02994108,NIH
5614,NCT01591733,NIH
5657,NCT02792426,NIH
5656,NCT02795806,NIH
7792,NCT04023487,NIH
7834,NCT01702805,NIH
7834,NCT01702805,NIH
5891,NCT00811954,NIH
7790,NCT01770743,NIH
7840,NCT03872375,NIH
4602,NCT02990091,NIH
5647,NCT02442739,NIH
4415,NCT01563887,NIH
7787,NCT03325062,NIH
4411,NCT02301195,NIH
5636,NCT00680693,NIH
7565,NCT02246413,NIH
4624,NCT01889225,NIH
7779,NCT00605163,NIH
5971,NCT04162847,NIH
5619,NCT02237885,NIH
6186,NCT00921557,NIH
5656,NCT02795806,NIH
5659,NCT01836445,NIH
5696,NCT02994108,NIH
7822,NCT00094302,NIH
4478,NCT03433053,NIH
4474,NCT02302612,NIH
4470,NCT01166412,NIH
5843,NCT01003262,NIH
5688,NCT00302042,NIH
5849,NCT02297126,NIH
4559,NCT01747447,NIH
4560,NCT01653678,NIH
7492,NCT00310726,NIH
4579,NCT01782352,NIH
7557,NCT02643576,NIH
4582,NCT02239874,NIH
4461,NCT00132249,NIH
4583,NCT01696435,NIH
4461,NCT00132249,NIH
4461,NCT00132249,NIH
5880,NCT02236663,NIH
4584,NCT01704859,NIH
4461,NCT00132249,NIH
4269,NCT03337139,NIH
6414,NCT01418014,NIH
6414,NCT01418014,NIH
5373,NCT04294095,NIH
6678,NCT01104805,NIH
5365,NCT02774330,NIH
6680,NCT00837239,NIH
6685,NCT03504085,NIH
4888,NCT01633177,NIH
6705,NCT02187211,NIH
6706,NCT02157051,NIH
5358,NCT04236804,NIH
5358,NCT04236804,NIH
7913,NCT00719563,NIH
7915,NCT00956813,NIH
5350,NCT03683147,NIH
5349,NCT00351416,NIH
6728,NCT00310791,NIH
4905,NCT01803464,NIH
4906,NCT00940784,NIH
4114,NCT02840877,NIH
7922,NCT00072046,NIH
7925,NCT01107626,NIH
6670,NCT00430313,NIH
5378,NCT03297645,NIH
5332,NCT01894451,NIH
5385,NCT01607541,NIH
6605,NCT00795678,NIH
5405,NCT02839915,NIH
6606,NCT00623090,NIH
5403,NCT03125291,NIH
4840,NCT03940209,NIH
5397,NCT02475850,NIH
4162,NCT00979238,NIH
5397,NCT02475850,NIH
4155,NCT02299726,NIH
4153,NCT00974259,NIH
4848,NCT03658954,NIH
4149,NCT04477304,NIH
6627,NCT03167658,NIH
4868,NCT03800394,NIH
6635,NCT02963987,NIH
6640,NCT03869671,NIH
6644,NCT01739803,NIH
6648,NCT01969864,NIH
7622,NCT02202031,NIH
5333,NCT00904046,NIH
7926,NCT00265850,NIH
4171,NCT00081640,NIH
4073,NCT00359723,NIH
6790,NCT00255060,NIH
4940,NCT00465010,NIH
6799,NCT03063385,NIH
4070,NCT00939380,NIH
4957,NCT02178410,NIH
4067,NCT00761813,NIH
7351,NCT03138564,NIH
7350,NCT00595491,NIH
7936,NCT01011478,NIH
4062,NCT02230332,NIH
6859,NCT01526291,NIH
7937,NCT00041119,NIH
7938,NCT00869206,NIH
7939,NCT03360799,NIH
5286,NCT03495388,NIH
7940,NCT00058357,NIH
7941,NCT00110084,NIH
5285,NCT03207711,NIH
7942,NCT00040885,NIH
7934,NCT00382070,NIH
5295,NCT03615469,NIH
7927,NCT00134056,NIH
4936,NCT03833375,NIH
5328,NCT01038323,NIH
7631,NCT00622401,NIH
5326,NCT03048500,NIH
5325,NCT02086630,NIH
5323,NCT02132715,NIH
7929,NCT00075946,NIH
7930,NCT00008385,NIH
4090,NCT00000411,NIH
4090,NCT00000411,NIH
5317,NCT01308814,NIH
5308,NCT02145949,NIH
6765,NCT04387227,NIH
6766,NCT04329065,NIH
7931,NCT00053898,NIH
5300,NCT01724489,NIH
4077,NCT01871506,NIH
4077,NCT01871506,NIH
4076,NCT01295229,NIH
5298,NCT04323774,NIH
4171,NCT00081640,NIH
4171,NCT00081640,NIH
6414,NCT01418014,NIH
4742,NCT03641742,NIH
4240,NCT00120471,NIH
6444,NCT01098279,NIH
4240,NCT00120471,NIH
6449,NCT04070833,NIH
6452,NCT02924467,NIH
6453,NCT04579198,NIH
6454,NCT02761551,NIH
5484,NCT03750838,NIH
5483,NCT01028144,NIH
5482,NCT00841269,NIH
5481,NCT02139436,NIH
6455,NCT04219540,NIH
6457,NCT02473926,NIH
6458,NCT01098292,NIH
7755,NCT02775929,NIH
6467,NCT01118026,NIH
5475,NCT02045459,NIH
5473,NCT03944616,NIH
7423,NCT03276572,NIH
4240,NCT00120471,NIH
4243,NCT00308061,NIH
4757,NCT03645941,NIH
4244,NCT00615407,NIH
6414,NCT01418014,NIH
6414,NCT01418014,NIH
6414,NCT01418014,NIH
5514,NCT03152760,NIH
6414,NCT01418014,NIH
6414,NCT01418014,NIH
5513,NCT03294473,NIH
6414,NCT01418014,NIH
6414,NCT01418014,NIH
4253,NCT00576693,NIH
4253,NCT00576693,NIH
4252,NCT00321971,NIH
7762,NCT02737761,NIH
5511,NCT01040949,NIH
6419,NCT02968355,NIH
7762,NCT02737761,NIH
7760,NCT02927249,NIH
4250,NCT01617161,NIH
6427,NCT03756545,NIH
4220,NCT02245178,NIH
7423,NCT03276572,NIH
4175,NCT02655354,NIH
4797,NCT01896414,NIH
4797,NCT01896414,NIH
6514,NCT01465607,NIH
7414,NCT02374060,NIH
6541,NCT01420016,NIH
4805,NCT03845985,NIH
4806,NCT03065647,NIH
4181,NCT04200443,NIH
6555,NCT02378090,NIH
4815,NCT01068522,NIH
7396,NCT01158976,NIH
7395,NCT03758846,NIH
7738,NCT00707785,NIH
6581,NCT01684748,NIH
4530,NCT03282916,NIH
7384,NCT00865553,NIH
6589,NCT04596644,NIH
4828,NCT01373840,NIH
4175,NCT02655354,NIH
4175,NCT02655354,NIH
4189,NCT00101790,NIH
5440,NCT02530619,NIH
7751,NCT03529695,NIH
7611,NCT04599296,NIH
7422,NCT02629068,NIH
6481,NCT02875535,NIH
7900,NCT01665690,NIH
7901,NCT02359097,NIH
4213,NCT01530867,NIH
7420,NCT00201006,NIH
6495,NCT02113410,NIH
5468,NCT01477762,NIH
6497,NCT03259646,NIH
5457,NCT01937468,NIH
4201,NCT03726320,NIH
6501,NCT02260778,NIH
6504,NCT00840658,NIH
5456,NCT01868672,NIH
5455,NCT02626949,NIH
5454,NCT02076152,NIH
7416,NCT03503097,NIH
7608,NCT00263341,NIH
4193,NCT01967394,NIH
3935,NCT00481715,NIH
3891,NCT00005271,NIH
3933,NCT00000980,NIH
2384,NCT00224913,NIH
2366,NCT04033432,NIH
2367,NCT04266314,NIH
8694,NCT00435617,NIH
2375,NCT01652573,NIH
8689,NCT02520115,NIH
8688,NCT04159896,NIH
2378,NCT02470260,NIH
2383,NCT01376778,NIH
2396,NCT00404872,NIH
2420,NCT00123578,NIH
2396,NCT00404872,NIH
8676,NCT01515475,NIH
2404,NCT00675506,NIH
2406,NCT00000455,NIH
8674,NCT00764517,NIH
8671,NCT04042909,NIH
2414,NCT00436865,NIH
8669,NCT01505868,NIH
2360,NCT00106951,NIH
2359,NCT01248156,NIH
2359,NCT01248156,NIH
8698,NCT03384836,NIH
8708,NCT01941810,NIH
2328,NCT03243084,NIH
8707,NCT03758625,NIH
8706,NCT00482274,NIH
2332,NCT03263195,NIH
2332,NCT03263195,NIH
2333,NCT00709696,NIH
8705,NCT02295059,NIH
2335,NCT02968381,NIH
2339,NCT02365116,NIH
2342,NCT01402453,NIH
8702,NCT00938964,NIH
2349,NCT00728377,NIH
2350,NCT04221633,NIH
2351,NCT04116229,NIH
2354,NCT03219372,NIH
2354,NCT03219372,NIH
8668,NCT03456804,NIH
8666,NCT00258752,NIH
8598,NCT03051997,NIH
2538,NCT01015820,NIH
2514,NCT00636454,NIH
8630,NCT01979055,NIH
8628,NCT00000398,NIH
2525,NCT04029220,NIH
8624,NCT04207060,NIH
8622,NCT03616171,NIH
2531,NCT01222585,NIH
2538,NCT01015820,NIH
8614,NCT00253448,NIH
2422,NCT02660086,NIH
2542,NCT01611948,NIH
8610,NCT01066949,NIH
2551,NCT01619020,NIH
8607,NCT00228046,NIH
8600,NCT00873366,NIH
2567,NCT00004992,NIH
2567,NCT00004992,NIH
2567,NCT00004992,NIH
2504,NCT02011685,NIH
8635,NCT00833898,NIH
2489,NCT01514279,NIH
2486,NCT00203996,NIH
2422,NCT02660086,NIH
2423,NCT00461162,NIH
2434,NCT04533425,NIH
2436,NCT03615235,NIH
2436,NCT03615235,NIH
2436,NCT03615235,NIH
8651,NCT03229057,NIH
2458,NCT00642213,NIH
2459,NCT00005245,NIH
2462,NCT00378950,NIH
2463,NCT03742258,NIH
2466,NCT00186862,NIH
8647,NCT03238456,NIH
2470,NCT00018876,NIH
8644,NCT01257802,NIH
8644,NCT01257802,NIH
2486,NCT00203996,NIH
8710,NCT00004263,NIH
8712,NCT01834794,NIH
8713,NCT04221997,NIH
2106,NCT02167386,NIH
8810,NCT03136094,NIH
2072,NCT00661128,NIH
2075,NCT04358900,NIH
2082,NCT03844412,NIH
8806,NCT01693874,NIH
2093,NCT00097838,NIH
8798,NCT01992432,NIH
8795,NCT00183339,NIH
2114,NCT00218179,NIH
8714,NCT00072995,NIH
8789,NCT03947983,NIH
8785,NCT04123223,NIH
2129,NCT01263600,NIH
2137,NCT00134901,NIH
2142,NCT00258479,NIH
2146,NCT00318734,NIH
2147,NCT00384241,NIH
2151,NCT04258397,NIH
2070,NCT03492229,NIH
8811,NCT02696291,NIH
8812,NCT01265953,NIH
2065,NCT03429413,NIH
2003,NCT03964974,NIH
2008,NCT03323008,NIH
2013,NCT00895635,NIH
8829,NCT02871921,NIH
8826,NCT01671475,NIH
2030,NCT03269721,NIH
2030,NCT03269721,NIH
2032,NCT01354613,NIH
2034,NCT00954681,NIH
2044,NCT00563901,NIH
2045,NCT00827632,NIH
2049,NCT00379652,NIH
2050,NCT00729560,NIH
2051,NCT00142792,NIH
2053,NCT01050205,NIH
2059,NCT04275297,NIH
2064,NCT02056340,NIH
8772,NCT02041923,NIH
2159,NCT01140724,NIH
8772,NCT02041923,NIH
2269,NCT03416738,NIH
2274,NCT03489356,NIH
2274,NCT03489356,NIH
2277,NCT00387166,NIH
8729,NCT04542642,NIH
2287,NCT00064480,NIH
8725,NCT00025389,NIH
8724,NCT00039468,NIH
8722,NCT04524104,NIH
2301,NCT01631747,NIH
2301,NCT01631747,NIH
2302,NCT02879812,NIH
2302,NCT02879812,NIH
8721,NCT00004930,NIH
8720,NCT00006018,NIH
8719,NCT00006264,NIH
2312,NCT02069379,NIH
8718,NCT00058045,NIH
2272,NCT01894581,NIH
2268,NCT02054624,NIH
8765,NCT00280748,NIH
8732,NCT00896701,NIH
8763,NCT04179721,NIH
8762,NCT04481568,NIH
2189,NCT01547286,NIH
2190,NCT00308763,NIH
8757,NCT00596284,NIH
8752,NCT02819141,NIH
8748,NCT02140021,NIH
2217,NCT01592383,NIH
2227,NCT03930420,NIH
2230,NCT01299896,NIH
2230,NCT01299896,NIH
2244,NCT00607620,NIH
2245,NCT00573092,NIH
2248,NCT03242655,NIH
2251,NCT00587990,NIH
2252,NCT02063178,NIH
2266,NCT00586300,NIH
2567,NCT00004992,NIH
2583,NCT04562649,NIH
3191,NCT02133872,NIH
8436,NCT03333252,NIH
2944,NCT03007134,NIH
8447,NCT04294264,NIH
8444,NCT00120614,NIH
8441,NCT00621530,NIH
2958,NCT03740490,NIH
2959,NCT04018573,NIH
8440,NCT04247555,NIH
8438,NCT02527980,NIH
8434,NCT03885232,NIH
8423,NCT00006172,NIH
2977,NCT03807817,NIH
2980,NCT04438161,NIH
2981,NCT04311294,NIH
8434,NCT03885232,NIH
2994,NCT03061188,NIH
8429,NCT00224419,NIH
2998,NCT01807572,NIH
8428,NCT03613038,NIH
8448,NCT04253483,NIH
8450,NCT03677739,NIH
8451,NCT03233555,NIH
8451,NCT03233555,NIH
2899,NCT04090879,NIH
8461,NCT00566670,NIH
2908,NCT01153490,NIH
2912,NCT00381992,NIH
2914,NCT04115228,NIH
8458,NCT02399215,NIH
2918,NCT01377857,NIH
2918,NCT01377857,NIH
8455,NCT00496366,NIH
2923,NCT01407146,NIH
2924,NCT02188381,NIH
8453,NCT01032590,NIH
2927,NCT03600103,NIH
8452,NCT02295540,NIH
2930,NCT03399500,NIH
2930,NCT03399500,NIH
2932,NCT00502788,NIH
8424,NCT01729299,NIH
8422,NCT00069433,NIH
8593,NCT03317795,NIH
8372,NCT01431027,NIH
3096,NCT04097834,NIH
3096,NCT04097834,NIH
8387,NCT00504023,NIH
8383,NCT01081080,NIH
8382,NCT03342872,NIH
3109,NCT04371536,NIH
3120,NCT02124044,NIH
3121,NCT03882957,NIH
3131,NCT03465917,NIH
8421,NCT00553319,NIH
3138,NCT04564209,NIH
3143,NCT00634764,NIH
3149,NCT00399880,NIH
8360,NCT00074802,NIH
3156,NCT00328744,NIH
3158,NCT01736930,NIH
8358,NCT00007527,NIH
8346,NCT03848312,NIH
3096,NCT04097834,NIH
3078,NCT03776201,NIH
3071,NCT03982511,NIH
3066,NCT01724125,NIH
8419,NCT02121652,NIH
3012,NCT01999244,NIH
8417,NCT01824511,NIH
3015,NCT02035826,NIH
8417,NCT01824511,NIH
3018,NCT02808143,NIH
3020,NCT02084836,NIH
3023,NCT00962806,NIH
3024,NCT01926678,NIH
3024,NCT01926678,NIH
8413,NCT02342795,NIH
3034,NCT03884478,NIH
3045,NCT00799097,NIH
3048,NCT00986648,NIH
8406,NCT04372823,NIH
8405,NCT03781154,NIH
3065,NCT03467789,NIH
2898,NCT01944306,NIH
2896,NCT03252223,NIH
2895,NCT03845283,NIH
8543,NCT03674944,NIH
8557,NCT03281161,NIH
2670,NCT04399941,NIH
2676,NCT00835289,NIH
8556,NCT00644566,NIH
2683,NCT03004443,NIH
8554,NCT00268242,NIH
8547,NCT01588457,NIH
8545,NCT04580810,NIH
8543,NCT03674944,NIH
2894,NCT01309217,NIH
8542,NCT00981253,NIH
2714,NCT01569607,NIH
8536,NCT02290938,NIH
8536,NCT02290938,NIH
8535,NCT00626457,NIH
2726,NCT03577990,NIH
8528,NCT01978080,NIH
2732,NCT03295994,NIH
8560,NCT02656212,NIH
2660,NCT03340233,NIH
8560,NCT02656212,NIH
2657,NCT01011829,NIH
2586,NCT03301753,NIH
8588,NCT02360644,NIH
2594,NCT01347762,NIH
2600,NCT00608283,NIH
2610,NCT01378195,NIH
2615,NCT03689530,NIH
8580,NCT01859000,NIH
2618,NCT00798876,NIH
8576,NCT02553161,NIH
2627,NCT04109443,NIH
2629,NCT00167440,NIH
2631,NCT00713479,NIH
2633,NCT02151435,NIH
8572,NCT02189876,NIH
8568,NCT04502524,NIH
8567,NCT02906241,NIH
8564,NCT02835495,NIH
8527,NCT00723203,NIH
8521,NCT04018092,NIH
2742,NCT03156283,NIH
2837,NCT02222246,NIH
2842,NCT03748420,NIH
8479,NCT01625793,NIH
8474,NCT01804452,NIH
2854,NCT01029288,NIH
2855,NCT03325777,NIH
8474,NCT01804452,NIH
2859,NCT01966094,NIH
2866,NCT01106456,NIH
8470,NCT00731588,NIH
8470,NCT00731588,NIH
8469,NCT00760383,NIH
2882,NCT00375089,NIH
2882,NCT00375089,NIH
8463,NCT01244568,NIH
2890,NCT00006181,NIH
2890,NCT00006181,NIH
2891,NCT00000408,NIH
2837,NCT02222246,NIH
2830,NCT01484717,NIH
2746,NCT01334554,NIH
2821,NCT02063451,NIH
8516,NCT02133209,NIH
2756,NCT00520611,NIH
2760,NCT00405912,NIH
8510,NCT04473729,NIH
8510,NCT04473729,NIH
8507,NCT00014950,NIH
2781,NCT02925481,NIH
2781,NCT02925481,NIH
8504,NCT01618461,NIH
2784,NCT04187092,NIH
8502,NCT01174290,NIH
2787,NCT01415570,NIH
8500,NCT03841682,NIH
8499,NCT00993590,NIH
2806,NCT00221923,NIH
2815,NCT02021175,NIH
2815,NCT02021175,NIH
8837,NCT03784846,NIH
1995,NCT03311646,NIH
1994,NCT00542672,NIH
