,NCTId,CollaboratorClass
2796,NCT03028233,UNKNOWN
2286,NCT03640286,UNKNOWN
6894,NCT02118454,UNKNOWN
1342,NCT03734237,UNKNOWN
1342,NCT03734237,UNKNOWN
5222,NCT04184843,UNKNOWN
7344,NCT02243774,UNKNOWN
9823,NCT03881449,UNKNOWN
7805,NCT01927523,UNKNOWN
2796,NCT03028233,UNKNOWN
5037,NCT02271932,UNKNOWN
2795,NCT04426318,UNKNOWN
7346,NCT03492021,UNKNOWN
7575,NCT04398784,UNKNOWN
7805,NCT01927523,UNKNOWN
2981,NCT04311294,UNKNOWN
1516,NCT03700281,UNKNOWN
5037,NCT02271932,UNKNOWN
7575,NCT04398784,UNKNOWN
2795,NCT04426318,UNKNOWN
2795,NCT04426318,UNKNOWN
8840,NCT00960765,UNKNOWN
8840,NCT00960765,UNKNOWN
6798,NCT03030703,UNKNOWN
6755,NCT03038828,UNKNOWN
9743,NCT03945474,UNKNOWN
9120,NCT04485559,UNKNOWN
6763,NCT04598386,UNKNOWN
9741,NCT03947749,UNKNOWN
7773,NCT04373460,UNKNOWN
6762,NCT04601532,UNKNOWN
7579,NCT03842111,UNKNOWN
3005,NCT03348345,UNKNOWN
7579,NCT03842111,UNKNOWN
6754,NCT03883009,UNKNOWN
8118,NCT03637296,UNKNOWN
6754,NCT03883009,UNKNOWN
6754,NCT03883009,UNKNOWN
6754,NCT03883009,UNKNOWN
5276,NCT00124358,UNKNOWN
9127,NCT04482712,UNKNOWN
5277,NCT03177447,UNKNOWN
7516,NCT01386294,UNKNOWN
5792,NCT02483650,UNKNOWN
5281,NCT01182298,UNKNOWN
9120,NCT04485559,UNKNOWN
8701,NCT04118972,UNKNOWN
2992,NCT01894191,UNKNOWN
3672,NCT00321295,UNKNOWN
5251,NCT01996384,UNKNOWN
5774,NCT03336255,UNKNOWN
6797,NCT02428920,UNKNOWN
5255,NCT03856320,UNKNOWN
8101,NCT03887793,UNKNOWN
5774,NCT03336255,UNKNOWN
5007,NCT03020758,UNKNOWN
5265,NCT02556996,UNKNOWN
4664,NCT04512157,UNKNOWN
5569,NCT02938130,UNKNOWN
9747,NCT03942549,UNKNOWN
4525,NCT01273077,UNKNOWN
9753,NCT03938103,UNKNOWN
5569,NCT02938130,UNKNOWN
7579,NCT03842111,UNKNOWN
4998,NCT01874951,UNKNOWN
5269,NCT04250779,UNKNOWN
4083,NCT04266834,UNKNOWN
7773,NCT04373460,UNKNOWN
5276,NCT00124358,UNKNOWN
2286,NCT03640286,UNKNOWN
6821,NCT02222532,UNKNOWN
7539,NCT04031326,UNKNOWN
4538,NCT01524705,UNKNOWN
5206,NCT04151186,UNKNOWN
8728,NCT03722316,UNKNOWN
8729,NCT04542642,UNKNOWN
4013,NCT02167022,UNKNOWN
7661,NCT04230967,UNKNOWN
9849,NCT03866616,UNKNOWN
5589,NCT03158740,UNKNOWN
4013,NCT02167022,UNKNOWN
8497,NCT02700542,UNKNOWN
9849,NCT03866616,UNKNOWN
8437,NCT00679289,UNKNOWN
3767,NCT04583072,UNKNOWN
9849,NCT03866616,UNKNOWN
9861,NCT03861832,UNKNOWN
8822,NCT02905929,UNKNOWN
4013,NCT02167022,UNKNOWN
8439,NCT02511301,UNKNOWN
7539,NCT04031326,UNKNOWN
9097,NCT04506294,UNKNOWN
7539,NCT04031326,UNKNOWN
6921,NCT02312349,UNKNOWN
6920,NCT04537689,UNKNOWN
1342,NCT03734237,UNKNOWN
7958,NCT03991182,UNKNOWN
9861,NCT03861832,UNKNOWN
4788,NCT04334824,OTHER_GOV
4067,NCT00761813,OTHER_GOV
3695,NCT03107468,OTHER_GOV
7737,NCT03774602,OTHER_GOV
9988,NCT03771638,OTHER_GOV
8773,NCT01440907,OTHER_GOV
6555,NCT02378090,OTHER_GOV
4143,NCT02893150,OTHER_GOV
7712,NCT01910493,OTHER_GOV
7885,NCT03944395,OTHER_GOV
3304,NCT00556842,OTHER_GOV
6802,NCT01128023,OTHER_GOV
5577,NCT03294551,OTHER_GOV
7886,NCT03880006,OTHER_GOV
6804,NCT02113228,OTHER_GOV
4961,NCT03106363,OTHER_GOV
7756,NCT01413126,OTHER_GOV
6643,NCT00342992,OTHER_GOV
6633,NCT01630980,OTHER_GOV
5938,NCT02319967,OTHER_GOV
8300,NCT00917007,OTHER_GOV
8716,NCT03602014,OTHER_GOV
7523,NCT00164281,OTHER_GOV
7889,NCT02383602,OTHER_GOV
5769,NCT03266003,OTHER_GOV
8715,NCT04154618,OTHER_GOV
6633,NCT01630980,OTHER_GOV
4687,NCT00746083,OTHER_GOV
8862,NCT00542360,OTHER_GOV
4652,NCT04198974,OTHER_GOV
5928,NCT01672541,OTHER_GOV
2761,NCT01044927,OTHER_GOV
5504,NCT04011059,OTHER_GOV
7889,NCT02383602,OTHER_GOV
5485,NCT03551080,OTHER_GOV
7703,NCT02272959,OTHER_GOV
74,NCT01087905,OTHER_GOV
1314,NCT04156373,OTHER_GOV
2684,NCT01681862,OTHER_GOV
9854,NCT03864965,OTHER_GOV
68,NCT01154296,OTHER_GOV
5265,NCT02556996,OTHER_GOV
5432,NCT03551184,OTHER_GOV
6918,NCT02079116,OTHER_GOV
8110,NCT01858311,OTHER_GOV
6281,NCT00337181,OTHER_GOV
6919,NCT02072694,OTHER_GOV
5533,NCT00223080,OTHER_GOV
7485,NCT03397420,OTHER_GOV
3248,NCT02945787,OTHER_GOV
3897,NCT04142723,OTHER_GOV
4520,NCT03266783,OTHER_GOV
7413,NCT04060017,OTHER_GOV
7721,NCT04160169,OTHER_GOV
4127,NCT04422873,OTHER_GOV
5533,NCT00223080,OTHER_GOV
7547,NCT04602416,OTHER_GOV
7257,NCT01031927,OTHER_GOV
6380,NCT01266122,OTHER_GOV
5533,NCT00223080,OTHER_GOV
7518,NCT00532181,OTHER_GOV
6376,NCT02133469,OTHER_GOV
8667,NCT01773239,OTHER_GOV
4990,NCT01892631,OTHER_GOV
3961,NCT03260920,OTHER_GOV
4466,NCT04395781,OTHER_GOV
2993,NCT03229356,OTHER_GOV
6657,NCT02418962,OTHER_GOV
7520,NCT00396526,OTHER_GOV
7692,NCT00162435,OTHER_GOV
4961,NCT03106363,OTHER_GOV
8101,NCT03887793,OTHER_GOV
6363,NCT03832049,OTHER_GOV
8101,NCT03887793,OTHER_GOV
4126,NCT04427800,OTHER_GOV
4662,NCT01427400,OTHER_GOV
4350,NCT02702479,OTHER_GOV
5127,NCT02725840,OTHER_GOV
7898,NCT03884816,OTHER_GOV
4639,NCT01353352,OTHER_GOV
8184,NCT02022657,OTHER_GOV
7473,NCT00446979,OTHER_GOV
4694,NCT00816426,OTHER_GOV
7472,NCT03412136,OTHER_GOV
8874,NCT01216891,OTHER_GOV
4185,NCT02197689,OTHER_GOV
7076,NCT00635960,OTHER_GOV
7908,NCT03271307,OTHER_GOV
7470,NCT00902798,OTHER_GOV
6615,NCT04130984,OTHER_GOV
4185,NCT02197689,OTHER_GOV
6615,NCT04130984,OTHER_GOV
4382,NCT04139187,OTHER_GOV
5513,NCT03294473,OTHER_GOV
3105,NCT04079582,OTHER_GOV
4557,NCT01672060,OTHER_GOV
4847,NCT01859039,OTHER_GOV
7716,NCT04044235,OTHER_GOV
5522,NCT01243437,OTHER_GOV
5559,NCT03429322,OTHER_GOV
8471,NCT01258244,OTHER_GOV
6749,NCT01844102,OTHER_GOV
6894,NCT02118454,OTHER_GOV
4557,NCT01672060,OTHER_GOV
4641,NCT01163773,OTHER_GOV
7900,NCT01665690,OTHER_GOV
6897,NCT00999453,OTHER_GOV
4225,NCT03474029,OTHER_GOV
9528,NCT04110236,OTHER_GOV
7090,NCT01679938,OTHER_GOV
9864,NCT03856034,OTHER_GOV
5520,NCT02307929,OTHER_GOV
4978,NCT02590198,OTHER_GOV
7902,NCT02848235,OTHER_GOV
1774,NCT01329939,OTHER_GOV
7892,NCT01389219,OTHER_GOV
6845,NCT00119106,OTHER_GOV
7605,NCT04037852,OTHER_GOV
7606,NCT04049305,OTHER_GOV
7891,NCT02071563,OTHER_GOV
1572,NCT01618591,OTHER_GOV
7734,NCT02847962,OTHER_GOV
5044,NCT00748111,OTHER_GOV
4845,NCT02369887,OTHER_GOV
7495,NCT03605888,OTHER_GOV
6845,NCT00119106,OTHER_GOV
4986,NCT03230305,OTHER_GOV
3907,NCT02188953,OTHER_GOV
8334,NCT04060030,OTHER_GOV
4481,NCT02670850,OTHER_GOV
7607,NCT02435264,OTHER_GOV
7694,NCT02910934,OTHER_GOV
7797,NCT00198822,OTHER_GOV
4879,NCT02111512,OTHER_GOV
1101,NCT02498301,OTHER_GOV
2775,NCT02161913,OTHER
2677,NCT01417182,OTHER
7769,NCT00876889,OTHER
7780,NCT01522768,OTHER
8521,NCT04018092,OTHER
2768,NCT00658476,OTHER
7777,NCT01080833,OTHER
8554,NCT00268242,OTHER
2814,NCT00531518,OTHER
2761,NCT01044927,OTHER
4742,NCT03641742,OTHER
7775,NCT00283153,OTHER
2769,NCT01977989,OTHER
7777,NCT01080833,OTHER
7780,NCT01522768,OTHER
2778,NCT02593032,OTHER
7754,NCT03255941,OTHER
2857,NCT01231165,OTHER
7766,NCT03441867,OTHER
4742,NCT03641742,OTHER
2664,NCT04113733,OTHER
8520,NCT04258332,OTHER
4742,NCT03641742,OTHER
7756,NCT01413126,OTHER
2677,NCT01417182,OTHER
2759,NCT02903433,OTHER
4674,NCT03683589,OTHER
8509,NCT01239368,OTHER
7755,NCT02775929,OTHER
2681,NCT03409003,OTHER
8556,NCT00644566,OTHER
4752,NCT01191411,OTHER
2803,NCT01570309,OTHER
7769,NCT00876889,OTHER
2681,NCT03409003,OTHER
7779,NCT00605163,OTHER
4681,NCT04401631,OTHER
8473,NCT00642590,OTHER
8556,NCT00644566,OTHER
4685,NCT04075903,OTHER
4745,NCT04516252,OTHER
8497,NCT02700542,OTHER
4652,NCT04198974,OTHER
4745,NCT04516252,OTHER
4652,NCT04198974,OTHER
2810,NCT03375099,OTHER
2771,NCT01193777,OTHER
8557,NCT03281161,OTHER
2775,NCT02161913,OTHER
8556,NCT00644566,OTHER
8473,NCT00642590,OTHER
8557,NCT03281161,OTHER
7754,NCT03255941,OTHER
2678,NCT00868309,OTHER
8473,NCT00642590,OTHER
8473,NCT00642590,OTHER
4681,NCT04401631,OTHER
2732,NCT03295994,OTHER
2705,NCT00059267,OTHER
4740,NCT01766960,OTHER
8536,NCT02290938,OTHER
4693,NCT02258256,OTHER
4714,NCT00850824,OTHER
4642,NCT01084239,OTHER
4637,NCT01630213,OTHER
4642,NCT01084239,OTHER
4714,NCT00850824,OTHER
2821,NCT02063451,OTHER
4642,NCT01084239,OTHER
4657,NCT04171180,OTHER
4657,NCT04171180,OTHER
4657,NCT04171180,OTHER
2837,NCT02222246,OTHER
7778,NCT02976389,OTHER
8501,NCT03582683,OTHER
2802,NCT01915069,OTHER
2790,NCT02784834,OTHER
4642,NCT01084239,OTHER
2837,NCT02222246,OTHER
8536,NCT02290938,OTHER
8481,NCT02710318,OTHER
4703,NCT02038101,OTHER
8491,NCT03778177,OTHER
4642,NCT01084239,OTHER
8481,NCT02710318,OTHER
8518,NCT03602456,OTHER
8482,NCT00771589,OTHER
7777,NCT01080833,OTHER
8518,NCT03602456,OTHER
8485,NCT03933345,OTHER
4703,NCT02038101,OTHER
2730,NCT01013870,OTHER
8500,NCT03841682,OTHER
8528,NCT01978080,OTHER
2828,NCT02101619,OTHER
4703,NCT02038101,OTHER
8485,NCT03933345,OTHER
8500,NCT03841682,OTHER
4640,NCT01511939,OTHER
4641,NCT01163773,OTHER
8485,NCT03933345,OTHER
2797,NCT00120224,OTHER
4703,NCT02038101,OTHER
4703,NCT02038101,OTHER
2797,NCT00120224,OTHER
7766,NCT03441867,OTHER
4707,NCT01596023,OTHER
4642,NCT01084239,OTHER
8485,NCT03933345,OTHER
7764,NCT01138917,OTHER
8498,NCT02224352,OTHER
4694,NCT00816426,OTHER
4703,NCT02038101,OTHER
8516,NCT02133209,OTHER
7757,NCT01177072,OTHER
4688,NCT01867905,OTHER
2803,NCT01570309,OTHER
2742,NCT03156283,OTHER
2699,NCT00706576,OTHER
4662,NCT01427400,OTHER
7768,NCT01597518,OTHER
2663,NCT01924273,OTHER
4664,NCT04512157,OTHER
2803,NCT01570309,OTHER
7777,NCT01080833,OTHER
4702,NCT02045290,OTHER
7768,NCT01597518,OTHER
4731,NCT02812030,OTHER
4657,NCT04171180,OTHER
7777,NCT01080833,OTHER
4688,NCT01867905,OTHER
2756,NCT00520611,OTHER
4687,NCT00746083,OTHER
4731,NCT02812030,OTHER
4687,NCT00746083,OTHER
4687,NCT00746083,OTHER
7766,NCT03441867,OTHER
2759,NCT02903433,OTHER
4738,NCT03634852,OTHER
2692,NCT02443142,OTHER
4662,NCT01427400,OTHER
8543,NCT03674944,OTHER
7768,NCT01597518,OTHER
8528,NCT01978080,OTHER
2843,NCT03080090,OTHER
2843,NCT03080090,OTHER
4657,NCT04171180,OTHER
8480,NCT01797497,OTHER
4703,NCT02038101,OTHER
2803,NCT01570309,OTHER
2803,NCT01570309,OTHER
4719,NCT03274713,OTHER
8537,NCT02328690,OTHER
8520,NCT04258332,OTHER
7775,NCT00283153,OTHER
8479,NCT01625793,OTHER
4642,NCT01084239,OTHER
4719,NCT03274713,OTHER
7775,NCT00283153,OTHER
8477,NCT00788632,OTHER
2710,NCT03023163,OTHER
7778,NCT02976389,OTHER
8539,NCT03745040,OTHER
4720,NCT04049045,OTHER
4642,NCT01084239,OTHER
4721,NCT00517270,OTHER
4628,NCT01695252,OTHER
8509,NCT01239368,OTHER
5325,NCT02086630,OTHER
4758,NCT03327103,OTHER
5022,NCT03308097,OTHER
2300,NCT03378336,OTHER
2300,NCT03378336,OTHER
5037,NCT02271932,OTHER
7698,NCT00399529,OTHER
7698,NCT00399529,OTHER
5029,NCT02801747,OTHER
5029,NCT02801747,OTHER
8722,NCT04524104,OTHER
2307,NCT01092078,OTHER
2307,NCT01092078,OTHER
5028,NCT00167648,OTHER
5021,NCT01633567,OTHER
8722,NCT04524104,OTHER
2313,NCT00127686,OTHER
2314,NCT04250077,OTHER
2321,NCT00013026,OTHER
7701,NCT01145443,OTHER
5017,NCT03923491,OTHER
5017,NCT03923491,OTHER
7701,NCT01145443,OTHER
7701,NCT01145443,OTHER
5013,NCT01844596,OTHER
2329,NCT00548639,OTHER
7701,NCT01145443,OTHER
2300,NCT03378336,OTHER
5037,NCT02271932,OTHER
5010,NCT03000998,OTHER
8729,NCT04542642,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
5054,NCT00298922,OTHER
7696,NCT02170246,OTHER
7696,NCT02170246,OTHER
7696,NCT02170246,OTHER
2280,NCT02807155,OTHER
7698,NCT00399529,OTHER
5039,NCT03291808,OTHER
8722,NCT04524104,OTHER
2286,NCT03640286,OTHER
2286,NCT03640286,OTHER
5039,NCT03291808,OTHER
2288,NCT00930995,OTHER
5039,NCT03291808,OTHER
7698,NCT00399529,OTHER
5037,NCT02271932,OTHER
5037,NCT02271932,OTHER
5037,NCT02271932,OTHER
5037,NCT02271932,OTHER
5037,NCT02271932,OTHER
5010,NCT03000998,OTHER
7703,NCT02272959,OTHER
4758,NCT03327103,OTHER
4975,NCT01929564,OTHER
8695,NCT03705325,OTHER
4979,NCT04030273,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
4978,NCT02590198,OTHER
7705,NCT04377412,OTHER
4975,NCT01929564,OTHER
4981,NCT02375659,OTHER
4975,NCT01929564,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
4969,NCT00433173,OTHER
4968,NCT02332993,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
4964,NCT00672204,OTHER
7705,NCT04377412,OTHER
2390,NCT00680706,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
7703,NCT02272959,OTHER
7705,NCT04377412,OTHER
5007,NCT03020758,OTHER
5006,NCT02383303,OTHER
2335,NCT02968381,OTHER
7704,NCT02088671,OTHER
5001,NCT00489151,OTHER
7705,NCT04377412,OTHER
2340,NCT00734175,OTHER
2341,NCT00722774,OTHER
2343,NCT00674336,OTHER
7705,NCT04377412,OTHER
4996,NCT01626729,OTHER
8701,NCT04118972,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
2353,NCT01238432,OTHER
4990,NCT01892631,OTHER
4989,NCT04071327,OTHER
7705,NCT04377412,OTHER
7705,NCT04377412,OTHER
2358,NCT04481373,OTHER
2358,NCT04481373,OTHER
2358,NCT04481373,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
7687,NCT04053842,OTHER
8754,NCT03183050,OTHER
8754,NCT03183050,OTHER
7687,NCT04053842,OTHER
2203,NCT02698722,OTHER
8752,NCT02819141,OTHER
2205,NCT04321811,OTHER
2205,NCT04321811,OTHER
8751,NCT03932773,OTHER
5095,NCT03365063,OTHER
8751,NCT03932773,OTHER
2213,NCT00344903,OTHER
7688,NCT01942746,OTHER
7686,NCT01067287,OTHER
7688,NCT01942746,OTHER
7689,NCT01489215,OTHER
7690,NCT00571038,OTHER
8746,NCT02665143,OTHER
8744,NCT01566890,OTHER
8744,NCT01566890,OTHER
2223,NCT02179788,OTHER
5088,NCT04032613,OTHER
8744,NCT01566890,OTHER
8744,NCT01566890,OTHER
5088,NCT04032613,OTHER
5098,NCT03741335,OTHER
7686,NCT01067287,OTHER
2275,NCT01890044,OTHER
8760,NCT01513343,OTHER
5108,NCT02744846,OTHER
5108,NCT02744846,OTHER
8764,NCT03261661,OTHER
8764,NCT03261661,OTHER
8763,NCT04179721,OTHER
2177,NCT01910519,OTHER
5108,NCT02744846,OTHER
8762,NCT04481568,OTHER
7686,NCT01067287,OTHER
2183,NCT02638168,OTHER
8761,NCT01825252,OTHER
8760,NCT01513343,OTHER
5103,NCT03724487,OTHER
2187,NCT03261089,OTHER
2187,NCT03261089,OTHER
2187,NCT03261089,OTHER
2187,NCT03261089,OTHER
7686,NCT01067287,OTHER
5104,NCT00792155,OTHER
5104,NCT00792155,OTHER
8759,NCT00983892,OTHER
8759,NCT00983892,OTHER
8758,NCT03564522,OTHER
8758,NCT03564522,OTHER
8744,NCT01566890,OTHER
7690,NCT00571038,OTHER
5085,NCT01247753,OTHER
5058,NCT03457272,OTHER
8735,NCT01678079,OTHER
8735,NCT01678079,OTHER
2259,NCT01857245,OTHER
2259,NCT01857245,OTHER
8735,NCT01678079,OTHER
5069,NCT03858868,OTHER
5069,NCT03858868,OTHER
8735,NCT01678079,OTHER
7693,NCT03406013,OTHER
2263,NCT00547716,OTHER
5065,NCT00612287,OTHER
5058,NCT03457272,OTHER
8741,NCT02395341,OTHER
5058,NCT03457272,OTHER
2270,NCT04203238,OTHER
2271,NCT00008749,OTHER
5058,NCT03457272,OTHER
2273,NCT03798691,OTHER
5058,NCT03457272,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
2275,NCT01890044,OTHER
7694,NCT02910934,OTHER
2275,NCT01890044,OTHER
7692,NCT00162435,OTHER
7692,NCT00162435,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
7690,NCT00571038,OTHER
8740,NCT01954576,OTHER
7690,NCT00571038,OTHER
8737,NCT03126981,OTHER
8735,NCT01678079,OTHER
8735,NCT01678079,OTHER
2244,NCT00607620,OTHER
7690,NCT00571038,OTHER
7690,NCT00571038,OTHER
2246,NCT00277654,OTHER
7691,NCT02052037,OTHER
2249,NCT03906942,OTHER
2249,NCT03906942,OTHER
2250,NCT03556293,OTHER
2250,NCT03556293,OTHER
2251,NCT00587990,OTHER
2252,NCT02063178,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
2253,NCT03406975,OTHER
2392,NCT03800628,OTHER
7708,NCT00859716,OTHER
4955,NCT03230669,OTHER
7739,NCT00470158,OTHER
2572,NCT00135720,OTHER
2572,NCT00135720,OTHER
8598,NCT03051997,OTHER
2575,NCT00869609,OTHER
8598,NCT03051997,OTHER
7738,NCT00707785,OTHER
4823,NCT02485145,OTHER
4823,NCT02485145,OTHER
2582,NCT02124824,OTHER
4821,NCT00223990,OTHER
4821,NCT00223990,OTHER
2586,NCT03301753,OTHER
2570,NCT01598896,OTHER
2586,NCT03301753,OTHER
4818,NCT03068117,OTHER
4818,NCT03068117,OTHER
2589,NCT01770717,OTHER
7740,NCT00441298,OTHER
2592,NCT02069353,OTHER
7740,NCT00441298,OTHER
8588,NCT02360644,OTHER
8587,NCT01800318,OTHER
2598,NCT03050840,OTHER
7741,NCT00136370,OTHER
2571,NCT01260441,OTHER
8598,NCT03051997,OTHER
7732,NCT03158558,OTHER
2550,NCT00973440,OTHER
7732,NCT03158558,OTHER
2538,NCT01015820,OTHER
4852,NCT03277846,OTHER
7732,NCT03158558,OTHER
8615,NCT01644812,OTHER
7733,NCT03413709,OTHER
8612,NCT01502761,OTHER
4847,NCT01859039,OTHER
4846,NCT00603174,OTHER
8609,NCT03200366,OTHER
8609,NCT03200366,OTHER
2551,NCT01619020,OTHER
8599,NCT01503307,OTHER
4843,NCT01581307,OTHER
4841,NCT04297228,OTHER
8604,NCT00176722,OTHER
7734,NCT02847962,OTHER
7736,NCT03210415,OTHER
4835,NCT00535444,OTHER
8599,NCT01503307,OTHER
8599,NCT01503307,OTHER
4834,NCT01881828,OTHER
7736,NCT03210415,OTHER
7737,NCT03774602,OTHER
4808,NCT00279617,OTHER
8585,NCT02700698,OTHER
2602,NCT00169806,OTHER
7749,NCT00537173,OTHER
7748,NCT02008058,OTHER
7748,NCT02008058,OTHER
7748,NCT02008058,OTHER
7748,NCT02008058,OTHER
4778,NCT02021838,OTHER
2637,NCT04276558,OTHER
2638,NCT03865199,OTHER
8571,NCT03001024,OTHER
7749,NCT00537173,OTHER
8570,NCT02133846,OTHER
4775,NCT02650154,OTHER
2645,NCT01228214,OTHER
2602,NCT00169806,OTHER
7749,NCT00537173,OTHER
2647,NCT03625492,OTHER
2647,NCT03625492,OTHER
7749,NCT00537173,OTHER
4767,NCT00255229,OTHER
7751,NCT03529695,OTHER
7752,NCT04312334,OTHER
4763,NCT00820378,OTHER
7753,NCT04092114,OTHER
7753,NCT04092114,OTHER
8560,NCT02656212,OTHER
2633,NCT02151435,OTHER
4785,NCT02019680,OTHER
8572,NCT02189876,OTHER
4788,NCT04334824,OTHER
7742,NCT04169269,OTHER
2606,NCT03824093,OTHER
7744,NCT03308812,OTHER
4801,NCT02350231,OTHER
2609,NCT03794856,OTHER
2610,NCT01378195,OTHER
7745,NCT00858988,OTHER
4799,NCT04414371,OTHER
2612,NCT02698761,OTHER
2613,NCT03432897,OTHER
2613,NCT03432897,OTHER
4798,NCT03953794,OTHER
4798,NCT03953794,OTHER
2615,NCT03689530,OTHER
8579,NCT01428258,OTHER
7745,NCT00858988,OTHER
7746,NCT04012749,OTHER
7746,NCT04012749,OTHER
7747,NCT01624337,OTHER
8575,NCT02461706,OTHER
8574,NCT03483441,OTHER
2625,NCT03823872,OTHER
8574,NCT03483441,OTHER
7732,NCT03158558,OTHER
4860,NCT00317473,OTHER
7708,NCT00859716,OTHER
8650,NCT03003221,OTHER
4924,NCT03567837,OTHER
7714,NCT04133766,OTHER
2441,NCT01416766,OTHER
2441,NCT01416766,OTHER
4919,NCT03554785,OTHER
4919,NCT03554785,OTHER
8653,NCT03494166,OTHER
4919,NCT03554785,OTHER
8652,NCT04305457,OTHER
4919,NCT03554785,OTHER
8651,NCT03229057,OTHER
8650,NCT03003221,OTHER
2428,NCT03737370,OTHER
8650,NCT03003221,OTHER
7717,NCT01539005,OTHER
7717,NCT01539005,OTHER
4912,NCT00582478,OTHER
8650,NCT03003221,OTHER
4912,NCT00582478,OTHER
4911,NCT04379063,OTHER
8649,NCT01733017,OTHER
7718,NCT00775866,OTHER
2466,NCT00186862,OTHER
4905,NCT01803464,OTHER
8662,NCT01208142,OTHER
4924,NCT03567837,OTHER
4860,NCT00317473,OTHER
4939,NCT03030508,OTHER
2398,NCT04469036,OTHER
4950,NCT01722474,OTHER
7709,NCT02764528,OTHER
2401,NCT00313404,OTHER
4946,NCT04040504,OTHER
4944,NCT04143113,OTHER
7710,NCT04379414,OTHER
4940,NCT00465010,OTHER
4939,NCT03030508,OTHER
2409,NCT01364805,OTHER
2409,NCT01364805,OTHER
8671,NCT04042909,OTHER
4925,NCT01846182,OTHER
4939,NCT03030508,OTHER
4939,NCT03030508,OTHER
4938,NCT01785004,OTHER
7711,NCT02843178,OTHER
4936,NCT03833375,OTHER
8666,NCT00258752,OTHER
4936,NCT03833375,OTHER
7711,NCT02843178,OTHER
7713,NCT01569191,OTHER
2424,NCT03028688,OTHER
8664,NCT02415764,OTHER
2471,NCT00590161,OTHER
2472,NCT03313271,OTHER
2472,NCT03313271,OTHER
2520,NCT03136029,OTHER
8633,NCT01672684,OTHER
7725,NCT00138047,OTHER
7725,NCT00138047,OTHER
7726,NCT00115271,OTHER
4871,NCT02676024,OTHER
4871,NCT02676024,OTHER
4871,NCT02676024,OTHER
4871,NCT02676024,OTHER
8629,NCT01700036,OTHER
4871,NCT02676024,OTHER
2519,NCT03194854,OTHER
4871,NCT02676024,OTHER
2473,NCT00643812,OTHER
4871,NCT02676024,OTHER
4870,NCT02777112,OTHER
8626,NCT01841333,OTHER
7726,NCT00115271,OTHER
2525,NCT04029220,OTHER
2525,NCT04029220,OTHER
7727,NCT01672840,OTHER
7729,NCT04248088,OTHER
4861,NCT03083431,OTHER
4861,NCT03083431,OTHER
4861,NCT03083431,OTHER
2507,NCT03120585,OTHER
2507,NCT03120585,OTHER
4877,NCT03540745,OTHER
2506,NCT01349088,OTHER
2474,NCT01599923,OTHER
2474,NCT01599923,OTHER
7720,NCT04244799,OTHER
4900,NCT03305497,OTHER
2479,NCT02941809,OTHER
8643,NCT03932032,OTHER
8642,NCT03502681,OTHER
4899,NCT04446728,OTHER
2483,NCT03337113,OTHER
2483,NCT03337113,OTHER
4899,NCT04446728,OTHER
7721,NCT04160169,OTHER
7722,NCT04115813,OTHER
4891,NCT04036032,OTHER
8640,NCT00766051,OTHER
8640,NCT00766051,OTHER
7723,NCT01668992,OTHER
7723,NCT01668992,OTHER
8637,NCT03608085,OTHER
2865,NCT04479761,OTHER
8637,NCT03608085,OTHER
7724,NCT00829114,OTHER
4879,NCT02111512,OTHER
4882,NCT03143049,OTHER
4466,NCT04395781,OTHER
7781,NCT03594734,OTHER
3608,NCT01539720,OTHER
4140,NCT02354482,OTHER
4140,NCT02354482,OTHER
3591,NCT04043130,OTHER
4140,NCT02354482,OTHER
4140,NCT02354482,OTHER
7911,NCT01072279,OTHER
8151,NCT01545934,OTHER
3599,NCT01171027,OTHER
4127,NCT04422873,OTHER
3603,NCT00727636,OTHER
4126,NCT04427800,OTHER
4125,NCT04139928,OTHER
4121,NCT01816516,OTHER
3608,NCT01539720,OTHER
8235,NCT00676793,OTHER
3608,NCT01539720,OTHER
3608,NCT01539720,OTHER
8144,NCT02140775,OTHER
4119,NCT03314129,OTHER
3611,NCT04371887,OTHER
3612,NCT00420719,OTHER
3612,NCT00420719,OTHER
3612,NCT00420719,OTHER
7919,NCT02463968,OTHER
8141,NCT04212351,OTHER
3615,NCT02239328,OTHER
3615,NCT02239328,OTHER
