,NCTId,BaselineMeasureParamType
6714,NCT01391832,Count of Participants
6714,NCT01391832,Count of Participants
6714,NCT01391832,Count of Participants
6713,NCT01402817,Count of Participants
6713,NCT01402817,Count of Participants
6713,NCT01402817,Count of Participants
6713,NCT01402817,Count of Participants
6710,NCT01632709,Count of Participants
6710,NCT01632709,Count of Participants
6608,NCT00202449,Count of Participants
6607,NCT00290186,Count of Participants
6607,NCT00290186,Count of Participants
6541,NCT01420016,Count of Participants
6541,NCT01420016,Count of Participants
6541,NCT01420016,Count of Participants
6541,NCT01420016,Count of Participants
6536,NCT01746979,Count of Participants
6527,NCT02845700,Count of Participants
6527,NCT02845700,Count of Participants
6527,NCT02845700,Count of Participants
6527,NCT02845700,Count of Participants
6517,NCT02207803,Count of Participants
6517,NCT02207803,Count of Participants
6517,NCT02207803,Count of Participants
6516,NCT01853384,Count of Participants
6516,NCT01853384,Count of Participants
6516,NCT01853384,Count of Participants
6504,NCT00840658,Count of Participants
6502,NCT01787175,Count of Participants
6502,NCT01787175,Count of Participants
6495,NCT02113410,Count of Participants
6495,NCT02113410,Count of Participants
6495,NCT02113410,Count of Participants
6495,NCT02113410,Count of Participants
6490,NCT02508480,Count of Participants
6490,NCT02508480,Count of Participants
6489,NCT02294318,Count of Participants
6489,NCT02294318,Count of Participants
6541,NCT01420016,Count of Participants
6542,NCT00756444,Count of Participants
6604,NCT00984698,Count of Participants
6543,NCT01987908,Count of Participants
6604,NCT00984698,Count of Participants
6604,NCT00984698,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6600,NCT02383472,Count of Participants
6596,NCT01381406,Count of Participants
6594,NCT01326481,Count of Participants
6594,NCT01326481,Count of Participants
6594,NCT01326481,Count of Participants
6583,NCT03905642,Count of Participants
6581,NCT01684748,Count of Participants
6581,NCT01684748,Count of Participants
6576,NCT00689221,Count of Participants
6575,NCT02083679,Count of Participants
6574,NCT00777296,Count of Participants
6574,NCT00777296,Count of Participants
6572,NCT00813943,Count of Participants
6571,NCT02049151,Count of Participants
6571,NCT02049151,Count of Participants
6569,NCT00525837,Count of Participants
6558,NCT00424294,Count of Participants
6778,NCT02334384,Count of Participants
6778,NCT02334384,Count of Participants
6778,NCT02334384,Count of Participants
7025,NCT02558829,Count of Participants
7015,NCT00942890,Count of Participants
7011,NCT01464307,Count of Participants
7010,NCT01894230,Count of Participants
7010,NCT01894230,Count of Participants
7000,NCT01907906,Count of Participants
7000,NCT01907906,Count of Participants
7000,NCT01907906,Count of Participants
6999,NCT02155829,Count of Participants
6999,NCT02155829,Count of Participants
6999,NCT02155829,Count of Participants
6984,NCT00233090,Count of Participants
6983,NCT00233103,Count of Participants
6972,NCT00735670,Count of Participants
6972,NCT00735670,Count of Participants
6967,NCT01115998,Count of Participants
6967,NCT01115998,Count of Participants
6966,NCT01119001,Count of Participants
6962,NCT01429077,Count of Participants
6962,NCT01429077,Count of Participants
6941,NCT01707030,Count of Participants
6941,NCT01707030,Count of Participants
6941,NCT01707030,Count of Participants
6941,NCT01707030,Count of Participants
6933,NCT01955382,Count of Participants
6930,NCT03073798,Count of Participants
7015,NCT00942890,Count of Participants
7025,NCT02558829,Count of Participants
6930,NCT03073798,Count of Participants
7025,NCT02558829,Count of Participants
7046,NCT02115607,Count of Participants
7046,NCT02115607,Count of Participants
7046,NCT02115607,Count of Participants
7046,NCT02115607,Count of Participants
7041,NCT01294150,Count of Participants
7041,NCT01294150,Count of Participants
7041,NCT01294150,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7040,NCT01884545,Count of Participants
7035,NCT00409786,Count of Participants
7035,NCT00409786,Count of Participants
7032,NCT01747811,Count of Participants
7032,NCT01747811,Count of Participants
7027,NCT01500434,Count of Participants
7027,NCT01500434,Count of Participants
7026,NCT03237013,Count of Participants
7026,NCT03237013,Count of Participants
7026,NCT03237013,Count of Participants
7026,NCT03237013,Count of Participants
7025,NCT02558829,Count of Participants
6930,NCT03073798,Count of Participants
6926,NCT01510327,Count of Participants
6781,NCT02115646,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6796,NCT02445196,Count of Participants
6796,NCT02445196,Count of Participants
6796,NCT02445196,Count of Participants
6795,NCT02238483,Count of Participants
6795,NCT02238483,Count of Participants
6795,NCT02238483,Count of Participants
6788,NCT00563784,Count of Participants
6788,NCT00563784,Count of Participants
6788,NCT00563784,Count of Participants
6788,NCT00563784,Count of Participants
6783,NCT01611935,Count of Participants
6783,NCT01611935,Count of Participants
6781,NCT02115646,Count of Participants
6781,NCT02115646,Count of Participants
6781,NCT02115646,Count of Participants
6781,NCT02115646,Count of Participants
6799,NCT03063385,Count of Participants
6799,NCT03063385,Count of Participants
6926,NCT01510327,Count of Participants
6799,NCT03063385,Count of Participants
6911,NCT00909857,Count of Participants
6905,NCT01751230,Count of Participants
6905,NCT01751230,Count of Participants
6905,NCT01751230,Count of Participants
6905,NCT01751230,Count of Participants
6905,NCT01751230,Count of Participants
6905,NCT01751230,Count of Participants
6895,NCT01257581,Count of Participants
6895,NCT01257581,Count of Participants
6895,NCT01257581,Count of Participants
6888,NCT00253643,Count of Participants
6888,NCT00253643,Count of Participants
6880,NCT01498458,Count of Participants
6862,NCT01977846,Count of Participants
6862,NCT01977846,Count of Participants
6862,NCT01977846,Count of Participants
6850,NCT02286921,Count of Participants
6850,NCT02286921,Count of Participants
6850,NCT02286921,Count of Participants
6850,NCT02286921,Count of Participants
6848,NCT02784587,Count of Participants
6848,NCT02784587,Count of Participants
6848,NCT02784587,Count of Participants
6843,NCT00711087,Count of Participants
6799,NCT03063385,Count of Participants
4116,NCT02236598,Count of Participants
9999,NCT03766373,Count of Participants
3174,NCT01309828,Count of Participants
3615,NCT02239328,Count of Participants
1475,NCT00290147,Count of Participants
1475,NCT00290147,Count of Participants
1475,NCT00290147,Count of Participants
1476,NCT02285777,Count of Participants
2265,NCT02692417,Count of Participants
2265,NCT02692417,Count of Participants
2265,NCT02692417,Count of Participants
2265,NCT02692417,Count of Participants
3615,NCT02239328,Count of Participants
3615,NCT02239328,Count of Participants
3615,NCT02239328,Count of Participants
3615,NCT02239328,Count of Participants
1471,NCT01088503,Count of Participants
2262,NCT01654315,Count of Participants
3215,NCT02261974,Count of Participants
3215,NCT02261974,Count of Participants
3215,NCT02261974,Count of Participants
1476,NCT02285777,Count of Participants
2661,NCT00537303,Count of Participants
2661,NCT00537303,Count of Participants
1479,NCT01858428,Count of Participants
2661,NCT00537303,Count of Participants
3212,NCT01351064,Count of Participants
3212,NCT01351064,Count of Participants
1475,NCT00290147,Count of Participants
3603,NCT00727636,Count of Participants
3145,NCT00308620,Count of Participants
2656,NCT02101515,Count of Participants
3227,NCT00578877,Count of Participants
1464,NCT00805948,Count of Participants
1464,NCT00805948,Count of Participants
1464,NCT00805948,Count of Participants
3227,NCT00578877,Count of Participants
2281,NCT01878786,Count of Participants
2281,NCT01878786,Count of Participants
2281,NCT01878786,Count of Participants
2281,NCT01878786,Count of Participants
3226,NCT01233050,Count of Participants
3226,NCT01233050,Count of Participants
1467,NCT01093885,Count of Participants
1471,NCT01088503,Count of Participants
1467,NCT01093885,Count of Participants
3223,NCT01440803,Count of Participants
3223,NCT01440803,Count of Participants
3223,NCT01440803,Count of Participants
1471,NCT01088503,Count of Participants
3223,NCT01440803,Count of Participants
3603,NCT00727636,Count of Participants
3222,NCT01775865,Count of Participants
2656,NCT02101515,Count of Participants
2657,NCT01011829,Count of Participants
2657,NCT01011829,Count of Participants
2661,NCT00537303,Count of Participants
2252,NCT02063178,Count of Participants
2252,NCT02063178,Count of Participants
2680,NCT00927862,Count of Participants
1479,NCT01858428,Count of Participants
2678,NCT00868309,Count of Participants
2678,NCT00868309,Count of Participants
3644,NCT00518882,Count of Participants
3644,NCT00518882,Count of Participants
3644,NCT00518882,Count of Participants
2680,NCT00927862,Count of Participants
3210,NCT01428713,Count of Participants
3210,NCT01428713,Count of Participants
3209,NCT01719367,Count of Participants
3209,NCT01719367,Count of Participants
1091,NCT02817841,Count of Participants
2252,NCT02063178,Count of Participants
2238,NCT01050907,Count of Participants
2238,NCT01050907,Count of Participants
2238,NCT01050907,Count of Participants
1091,NCT02817841,Count of Participants
1486,NCT02424383,Count of Participants
1486,NCT02424383,Count of Participants
1486,NCT02424383,Count of Participants
1091,NCT02817841,Count of Participants
3656,NCT01668667,Count of Participants
1491,NCT02223065,Count of Participants
3202,NCT03040466,Count of Participants
2239,NCT01109602,Count of Participants
3638,NCT00608426,Count of Participants
3637,NCT00336232,Count of Participants
3637,NCT00336232,Count of Participants
2252,NCT02063178,Count of Participants
2251,NCT00587990,Count of Participants
3212,NCT01351064,Count of Participants
2244,NCT00607620,Count of Participants
2244,NCT00607620,Count of Participants
2672,NCT03294538,Count of Participants
2672,NCT03294538,Count of Participants
2672,NCT03294538,Count of Participants
3628,NCT00733096,Count of Participants
3629,NCT00396318,Count of Participants
3631,NCT02587520,Count of Participants
3631,NCT02587520,Count of Participants
3631,NCT02587520,Count of Participants
3632,NCT00978627,Count of Participants
3633,NCT03830307,Count of Participants
3633,NCT03830307,Count of Participants
3633,NCT03830307,Count of Participants
3633,NCT03830307,Count of Participants
2240,NCT01848353,Count of Participants
2240,NCT01848353,Count of Participants
2239,NCT01109602,Count of Participants
3637,NCT00336232,Count of Participants
3637,NCT00336232,Count of Participants
1461,NCT02009930,Count of Participants
1461,NCT02009930,Count of Participants
1461,NCT02009930,Count of Participants
2312,NCT02069379,Count of Participants
1447,NCT00764322,Count of Participants
1447,NCT00764322,Count of Participants
1447,NCT00764322,Count of Participants
1129,NCT03243305,Count of Participants
1449,NCT00642603,Count of Participants
3573,NCT01045707,Count of Participants
3575,NCT00846573,Count of Participants
3256,NCT01131312,Count of Participants
3256,NCT01131312,Count of Participants
3256,NCT01131312,Count of Participants
3256,NCT01131312,Count of Participants
2312,NCT02069379,Count of Participants
74,NCT01087905,Count of Participants
2312,NCT02069379,Count of Participants
3256,NCT01131312,Count of Participants
2312,NCT02069379,Count of Participants
3575,NCT00846573,Count of Participants
83,NCT02128542,Count of Participants
2309,NCT01753115,Count of Participants
1452,NCT00997503,Count of Participants
2635,NCT00924898,Count of Participants
2635,NCT00924898,Count of Participants
2635,NCT00924898,Count of Participants
3254,NCT01826448,Count of Participants
2635,NCT00924898,Count of Participants
1447,NCT00764322,Count of Participants
1447,NCT00764322,Count of Participants
95,NCT02207569,Count of Participants
1444,NCT00809445,Count of Participants
1444,NCT00809445,Count of Participants
112,NCT00796315,Count of Participants
2630,NCT03286283,Count of Participants
2630,NCT03286283,Count of Participants
2630,NCT03286283,Count of Participants
108,NCT01965561,Count of Participants
107,NCT00351741,Count of Participants
107,NCT00351741,Count of Participants
2630,NCT03286283,Count of Participants
2631,NCT00713479,Count of Participants
2631,NCT00713479,Count of Participants
1129,NCT03243305,Count of Participants
1129,NCT03243305,Count of Participants
2315,NCT02781844,Count of Participants
2315,NCT02781844,Count of Participants
99,NCT02746809,Count of Participants
99,NCT02746809,Count of Participants
99,NCT02746809,Count of Participants
3565,NCT01566500,Count of Participants
2315,NCT02781844,Count of Participants
1447,NCT00764322,Count of Participants
3569,NCT00847288,Count of Participants
74,NCT01087905,Count of Participants
73,NCT00601835,Count of Participants
3229,NCT00395304,Count of Participants
2290,NCT00946088,Count of Participants
2296,NCT02747433,Count of Participants
1460,NCT02984943,Count of Participants
1460,NCT02984943,Count of Participants
1460,NCT02984943,Count of Participants
2291,NCT00779142,Count of Participants
2291,NCT00779142,Count of Participants
54,NCT02813577,Count of Participants
54,NCT02813577,Count of Participants
2290,NCT00946088,Count of Participants
2290,NCT00946088,Count of Participants
2290,NCT00946088,Count of Participants
2641,NCT03323723,Count of Participants
3581,NCT01162122,Count of Participants
3590,NCT00773279,Count of Participants
2641,NCT03323723,Count of Participants
3590,NCT00773279,Count of Participants
3590,NCT00773279,Count of Participants
2641,NCT03323723,Count of Participants
2643,NCT01135992,Count of Participants
1109,NCT01873417,Count of Participants
1107,NCT01260324,Count of Participants
3229,NCT00395304,Count of Participants
3594,NCT02026297,Count of Participants
3594,NCT02026297,Count of Participants
1121,NCT01419769,Count of Participants
3587,NCT00486902,Count of Participants
3587,NCT00486902,Count of Participants
3587,NCT00486902,Count of Participants
1455,NCT01342029,Count of Participants
1455,NCT01342029,Count of Participants
2635,NCT00924898,Count of Participants
2302,NCT02879812,Count of Participants
2302,NCT02879812,Count of Participants
73,NCT00601835,Count of Participants
2635,NCT00924898,Count of Participants
1455,NCT01342029,Count of Participants
1456,NCT03400475,Count of Participants
2635,NCT00924898,Count of Participants
2302,NCT02879812,Count of Participants
2301,NCT01631747,Count of Participants
2301,NCT01631747,Count of Participants
2301,NCT01631747,Count of Participants
1458,NCT03483623,Count of Participants
1458,NCT03483623,Count of Participants
1458,NCT03483623,Count of Participants
1458,NCT03483623,Count of Participants
2296,NCT02747433,Count of Participants
2296,NCT02747433,Count of Participants
1458,NCT03483623,Count of Participants
3586,NCT00396032,Count of Participants
3587,NCT00486902,Count of Participants
3662,NCT00787566,Count of Participants
3662,NCT00787566,Count of Participants
3202,NCT03040466,Count of Participants
2724,NCT02679690,Count of Participants
3736,NCT02391948,Count of Participants
2723,NCT03822182,Count of Participants
2723,NCT03822182,Count of Participants
2724,NCT02679690,Count of Participants
3167,NCT00323414,Count of Participants
1553,NCT02228967,Count of Participants
1553,NCT02228967,Count of Participants
2184,NCT03606460,Count of Participants
2184,NCT03606460,Count of Participants
2184,NCT03606460,Count of Participants
2724,NCT02679690,Count of Participants
2724,NCT02679690,Count of Participants
1561,NCT01949844,Count of Participants
2183,NCT02638168,Count of Participants
2183,NCT02638168,Count of Participants
2725,NCT00812097,Count of Participants
1053,NCT02420041,Count of Participants
1561,NCT01949844,Count of Participants
1561,NCT01949844,Count of Participants
2177,NCT01910519,Count of Participants
2177,NCT01910519,Count of Participants
3745,NCT03588741,Count of Participants
3745,NCT03588741,Count of Participants
3745,NCT03588741,Count of Participants
2723,NCT03822182,Count of Participants
3169,NCT00711490,Count of Participants
3169,NCT00711490,Count of Participants
2721,NCT00753922,Count of Participants
1065,NCT01589978,Count of Participants
2711,NCT02110381,Count of Participants
2711,NCT02110381,Count of Participants
3736,NCT02391948,Count of Participants
3736,NCT02391948,Count of Participants
3736,NCT02391948,Count of Participants
2713,NCT00634842,Count of Participants
2714,NCT01569607,Count of Participants
2714,NCT01569607,Count of Participants
1547,NCT02542046,Count of Participants
1547,NCT02542046,Count of Participants
2714,NCT01569607,Count of Participants
2714,NCT01569607,Count of Participants
1062,NCT01078246,Count of Participants
1553,NCT02228967,Count of Participants
1553,NCT02228967,Count of Participants
1553,NCT02228967,Count of Participants
1553,NCT02228967,Count of Participants
1553,NCT02228967,Count of Participants
3173,NCT00995488,Count of Participants
2721,NCT00753922,Count of Participants
3171,NCT00654615,Count of Participants
3171,NCT00654615,Count of Participants
2725,NCT00812097,Count of Participants
1562,NCT02016482,Count of Participants
1066,NCT03975790,Count of Participants
3765,NCT01338506,Count of Participants
3151,NCT02319174,Count of Participants
2737,NCT03211156,Count of Participants
2737,NCT03211156,Count of Participants
3149,NCT00399880,Count of Participants
2162,NCT02482610,Count of Participants
2162,NCT02482610,Count of Participants
3149,NCT00399880,Count of Participants
3149,NCT00399880,Count of Participants
3149,NCT00399880,Count of Participants
3149,NCT00399880,Count of Participants
3764,NCT01727895,Count of Participants
3765,NCT01338506,Count of Participants
2728,NCT03557775,Count of Participants
3765,NCT01338506,Count of Participants
2737,NCT03211156,Count of Participants
3146,NCT02039375,Count of Participants
3146,NCT02039375,Count of Participants
1587,NCT00183872,Count of Participants
2155,NCT00363038,Count of Participants
1587,NCT00183872,Count of Participants
1587,NCT00183872,Count of Participants
1587,NCT00183872,Count of Participants
3146,NCT02039375,Count of Participants
2150,NCT02600845,Count of Participants
1579,NCT02296164,Count of Participants
2162,NCT02482610,Count of Participants
1579,NCT02296164,Count of Participants
1579,NCT02296164,Count of Participants
2728,NCT03557775,Count of Participants
3167,NCT00323414,Count of Participants
2728,NCT03557775,Count of Participants
1568,NCT02209259,Count of Participants
1568,NCT02209259,Count of Participants
3164,NCT01661686,Count of Participants
3164,NCT01661686,Count of Participants
3164,NCT01661686,Count of Participants
1570,NCT00485134,Count of Participants
1570,NCT00485134,Count of Participants
2730,NCT01013870,Count of Participants
3158,NCT01736930,Count of Participants
1574,NCT01557868,Count of Participants
3158,NCT01736930,Count of Participants
3158,NCT01736930,Count of Participants
2730,NCT01013870,Count of Participants
2730,NCT01013870,Count of Participants
3152,NCT03249584,Count of Participants
3152,NCT03249584,Count of Participants
1579,NCT02296164,Count of Participants
1579,NCT02296164,Count of Participants
3757,NCT00219557,Count of Participants
3757,NCT00219557,Count of Participants
1066,NCT03975790,Count of Participants
2189,NCT01547286,Count of Participants
3664,NCT01261325,Count of Participants
1080,NCT01411839,Count of Participants
2231,NCT01737762,Count of Participants
2231,NCT01737762,Count of Participants
3700,NCT00729937,Count of Participants
3700,NCT00729937,Count of Participants
3700,NCT00729937,Count of Participants
3700,NCT00729937,Count of Participants
2231,NCT01737762,Count of Participants
3702,NCT01980485,Count of Participants
3702,NCT01980485,Count of Participants
3703,NCT00395876,Count of Participants
2230,NCT01299896,Count of Participants
1080,NCT01411839,Count of Participants
2221,NCT03148262,Count of Participants
1080,NCT01411839,Count of Participants
3710,NCT00312845,Count of Participants
3710,NCT00312845,Count of Participants
2694,NCT01386528,Count of Participants
3712,NCT01272232,Count of Participants
3712,NCT01272232,Count of Participants
3712,NCT01272232,Count of Participants
2695,NCT01008280,Count of Participants
2224,NCT00924508,Count of Participants
2223,NCT02179788,Count of Participants
2223,NCT02179788,Count of Participants
2231,NCT01737762,Count of Participants
1508,NCT00971633,Count of Participants
2232,NCT00322049,Count of Participants
2232,NCT00322049,Count of Participants
3201,NCT01570751,Count of Participants
3669,NCT01951417,Count of Participants
3669,NCT01951417,Count of Participants
3669,NCT01951417,Count of Participants
2691,NCT00850135,Count of Participants
3199,NCT02384460,Count of Participants
3199,NCT02384460,Count of Participants
2691,NCT00850135,Count of Participants
3674,NCT00613730,Count of Participants
3199,NCT02384460,Count of Participants
3198,NCT01005732,Count of Participants
2691,NCT00850135,Count of Participants
2691,NCT00850135,Count of Participants
3679,NCT00084136,Count of Participants
3681,NCT01411891,Count of Participants
3681,NCT01411891,Count of Participants
1498,NCT01494350,Count of Participants
1086,NCT00936715,Count of Participants
3684,NCT00684021,Count of Participants
2694,NCT01386528,Count of Participants
1501,NCT01148563,Count of Participants
1501,NCT01148563,Count of Participants
1084,NCT01720277,Count of Participants
3188,NCT01088438,Count of Participants
2221,NCT03148262,Count of Participants
2189,NCT01547286,Count of Participants
3727,NCT00528606,Count of Participants
3719,NCT00528840,Count of Participants
3721,NCT01444911,Count of Participants
3721,NCT01444911,Count of Participants
2204,NCT01254669,Count of Participants
2204,NCT01254669,Count of Participants
2204,NCT01254669,Count of Participants
2204,NCT01254669,Count of Participants
1530,NCT00844532,Count of Participants
2197,NCT01357551,Count of Participants
2197,NCT01357551,Count of Participants
2197,NCT01357551,Count of Participants
3727,NCT00528606,Count of Participants
3187,NCT01553318,Count of Participants
2706,NCT01624194,Count of Participants
2706,NCT01624194,Count of Participants
2194,NCT02762370,Count of Participants
2193,NCT03709823,Count of Participants
2193,NCT03709823,Count of Participants
2193,NCT03709823,Count of Participants
2706,NCT01624194,Count of Participants
2706,NCT01624194,Count of Participants
3729,NCT02191137,Count of Participants
3730,NCT00459316,Count of Participants
3731,NCT01786993,Count of Participants
3719,NCT00528840,Count of Participants
1530,NCT00844532,Count of Participants
2210,NCT03168425,Count of Participants
3714,NCT00294723,Count of Participants
2695,NCT01008280,Count of Participants
2695,NCT01008280,Count of Participants
2218,NCT01702428,Count of Participants
2218,NCT01702428,Count of Participants
2217,NCT01592383,Count of Participants
3714,NCT00294723,Count of Participants
3714,NCT00294723,Count of Participants
3186,NCT01618162,Count of Participants
2217,NCT01592383,Count of Participants
1522,NCT00159432,Count of Participants
1522,NCT00159432,Count of Participants
1522,NCT00159432,Count of Participants
1522,NCT00159432,Count of Participants
2211,NCT02934191,Count of Participants
1075,NCT00618956,Count of Participants
2700,NCT00880256,Count of Participants
1073,NCT01306968,Count of Participants
2702,NCT01217840,Count of Participants
2702,NCT01217840,Count of Participants
2211,NCT02934191,Count of Participants
2211,NCT02934191,Count of Participants
2210,NCT03168425,Count of Participants
3714,NCT00294723,Count of Participants
116,NCT00730964,Count of Participants
2318,NCT03112993,Count of Participants
2318,NCT03112993,Count of Participants
3320,NCT00585689,Count of Participants
1297,NCT04067401,Count of Participants
1297,NCT04067401,Count of Participants
3327,NCT00763698,Count of Participants
3327,NCT00763698,Count of Participants
1185,NCT00761631,Count of Participants
2558,NCT01871545,Count of Participants
2558,NCT01871545,Count of Participants
2558,NCT01871545,Count of Participants
2558,NCT01871545,Count of Participants
2558,NCT01871545,Count of Participants
2444,NCT02411396,Count of Participants
2444,NCT02411396,Count of Participants
2437,NCT00481507,Count of Participants
2444,NCT02411396,Count of Participants
2444,NCT02411396,Count of Participants
1306,NCT03693937,Count of Participants
1306,NCT03693937,Count of Participants
1306,NCT03693937,Count of Participants
2439,NCT02517996,Count of Participants
2439,NCT02517996,Count of Participants
2439,NCT02517996,Count of Participants
2439,NCT02517996,Count of Participants
3450,NCT00675584,Count of Participants
3450,NCT00675584,Count of Participants
1297,NCT04067401,Count of Participants
2448,NCT00734344,Count of Participants
1297,NCT04067401,Count of Participants
2558,NCT01871545,Count of Participants
3334,NCT01789814,Count of Participants
1191,NCT01498640,Count of Participants
1191,NCT01498640,Count of Participants
1190,NCT01157897,Count of Participants
1190,NCT01157897,Count of Participants
3426,NCT00917501,Count of Participants
3427,NCT02833922,Count of Participants
3427,NCT02833922,Count of Participants
3427,NCT02833922,Count of Participants
3428,NCT01852955,Count of Participants
1190,NCT01157897,Count of Participants
1294,NCT00220740,Count of Participants
1188,NCT01333488,Count of Participants
1188,NCT01333488,Count of Participants
2452,NCT02861131,Count of Participants
2452,NCT02861131,Count of Participants
1294,NCT00220740,Count of Participants
2448,NCT00734344,Count of Participants
2448,NCT00734344,Count of Participants
2558,NCT01871545,Count of Participants
2558,NCT01871545,Count of Participants
1297,NCT04067401,Count of Participants
1297,NCT04067401,Count of Participants
2437,NCT00481507,Count of Participants
3453,NCT01045447,Count of Participants
1191,NCT01498640,Count of Participants
1328,NCT00657618,Count of Participants
1178,NCT01772823,Count of Participants
1178,NCT01772823,Count of Participants
2558,NCT01871545,Count of Participants
2559,NCT00729690,Count of Participants
1178,NCT01772823,Count of Participants
3314,NCT01856907,Count of Participants
3314,NCT01856907,Count of Participants
3462,NCT00581061,Count of Participants
3462,NCT00581061,Count of Participants
1325,NCT00662012,Count of Participants
1325,NCT00662012,Count of Participants
3466,NCT01997723,Count of Participants
1309,NCT00263887,Count of Participants
3466,NCT01997723,Count of Participants
1330,NCT00490841,Count of Participants
3469,NCT00324155,Count of Participants
3469,NCT00324155,Count of Participants
3470,NCT00572039,Count of Participants
3470,NCT00572039,Count of Participants
1330,NCT00490841,Count of Participants
3473,NCT01766102,Count of Participants
3473,NCT01766102,Count of Participants
3473,NCT01766102,Count of Participants
3473,NCT01766102,Count of Participants
1316,NCT02207608,Count of Participants
3458,NCT00566995,Count of Participants
3458,NCT00566995,Count of Participants
3458,NCT00566995,Count of Participants
1309,NCT00263887,Count of Participants
1312,NCT00220805,Count of Participants
3455,NCT01284127,Count of Participants
3455,NCT01284127,Count of Participants
1312,NCT00220805,Count of Participants
2430,NCT01559649,Count of Participants
3455,NCT01284127,Count of Participants
3455,NCT01284127,Count of Participants
3455,NCT01284127,Count of Participants
1179,NCT01769456,Count of Participants
1179,NCT01769456,Count of Participants
3458,NCT00566995,Count of Participants
1179,NCT01769456,Count of Participants
3314,NCT01856907,Count of Participants
3314,NCT01856907,Count of Participants
1179,NCT01769456,Count of Participants
1179,NCT01769456,Count of Participants
1179,NCT01769456,Count of Participants
1178,NCT01772823,Count of Participants
1178,NCT01772823,Count of Participants
1315,NCT01954251,Count of Participants
1316,NCT02207608,Count of Participants
3458,NCT00566995,Count of Participants
3334,NCT01789814,Count of Participants
1191,NCT01498640,Count of Participants
3473,NCT01766102,Count of Participants
3374,NCT03634306,Count of Participants
2531,NCT01222585,Count of Participants
3368,NCT00112047,Count of Participants
2531,NCT01222585,Count of Participants
2508,NCT02129608,Count of Participants
1241,NCT00558701,Count of Participants
3371,NCT01320150,Count of Participants
3371,NCT01320150,Count of Participants
2531,NCT01222585,Count of Participants
3373,NCT03221192,Count of Participants
3373,NCT03221192,Count of Participants
3374,NCT03634306,Count of Participants
2534,NCT01142908,Count of Participants
3386,NCT01392573,Count of Participants
3351,NCT00394329,Count of Participants
3350,NCT01096771,Count of Participants
3350,NCT01096771,Count of Participants
1207,NCT02458092,Count of Participants
1207,NCT02458092,Count of Participants
2538,NCT01015820,Count of Participants
1207,NCT02458092,Count of Participants
1254,NCT01605669,Count of Participants
2500,NCT01453894,Count of Participants
1254,NCT01605669,Count of Participants
1207,NCT02458092,Count of Participants
1212,NCT00373958,Count of Participants
1213,NCT03310580,Count of Participants
2508,NCT02129608,Count of Participants
2508,NCT02129608,Count of Participants
2528,NCT02768103,Count of Participants
2528,NCT02768103,Count of Participants
3358,NCT02460991,Count of Participants
2524,NCT01079234,Count of Participants
2523,NCT00499746,Count of Participants
2523,NCT00499746,Count of Participants
3358,NCT02460991,Count of Participants
2528,NCT02768103,Count of Participants
3365,NCT00319839,Count of Participants
3365,NCT00319839,Count of Participants
3365,NCT00319839,Count of Participants
3365,NCT00319839,Count of Participants
3356,NCT01917812,Count of Participants
3367,NCT00811057,Count of Participants
3367,NCT00811057,Count of Participants
1213,NCT03310580,Count of Participants
1213,NCT03310580,Count of Participants
1213,NCT03310580,Count of Participants
2510,NCT01744821,Count of Participants
2510,NCT01744821,Count of Participants
3351,NCT00394329,Count of Participants
1235,NCT00723008,Count of Participants
2508,NCT02129608,Count of Participants
3349,NCT01620489,Count of Participants
1200,NCT01234103,Count of Participants
2555,NCT01364428,Count of Participants
3409,NCT02465463,Count of Participants
2542,NCT01611948,Count of Participants
1200,NCT01234103,Count of Participants
2544,NCT01513473,Count of Participants
2544,NCT01513473,Count of Participants
1283,NCT02223338,Count of Participants
1283,NCT02223338,Count of Participants
3404,NCT01152580,Count of Participants
3404,NCT01152580,Count of Participants
1200,NCT01234103,Count of Participants
3406,NCT01923389,Count of Participants
3409,NCT02465463,Count of Participants
2471,NCT00590161,Count of Participants
1200,NCT01234103,Count of Participants
2471,NCT00590161,Count of Participants
2469,NCT02298192,Count of Participants
1196,NCT00996164,Count of Participants
1196,NCT00996164,Count of Participants
3338,NCT02290106,Count of Participants
3415,NCT01440634,Count of Participants
3415,NCT01440634,Count of Participants
1287,NCT00220779,Count of Participants
1287,NCT00220779,Count of Participants
3338,NCT02290106,Count of Participants
3334,NCT01789814,Count of Participants
3404,NCT01152580,Count of Participants
3339,NCT01578317,Count of Participants
3339,NCT01578317,Count of Participants
1200,NCT01234103,Count of Participants
1200,NCT01234103,Count of Participants
3343,NCT00620763,Count of Participants
