,NCTId,LeadSponsorClass
9315,NCT04305145,OTHER
9301,NCT04315558,OTHER
9302,NCT04314778,OTHER
9304,NCT04311619,OTHER
9305,NCT04309825,OTHER
9306,NCT04309812,OTHER
9307,NCT04307004,OTHER
9308,NCT04306211,OTHER
9310,NCT04305743,OTHER
9311,NCT04305613,OTHER
9283,NCT04329832,OTHER
9282,NCT04330183,OTHER
9281,NCT04330391,OTHER
9280,NCT04330482,OTHER
9256,NCT04349202,OTHER
9258,NCT04344860,OTHER
9259,NCT04344561,OTHER
9260,NCT04344457,OTHER
9261,NCT04344184,OTHER
9262,NCT04342871,OTHER
9263,NCT04342728,OTHER
9264,NCT04342689,OTHER
9265,NCT04342663,OTHER
9266,NCT04341727,OTHER
9267,NCT04341675,OTHER
9268,NCT04341311,OTHER
9271,NCT04339998,OTHER
9273,NCT04336774,OTHER
9274,NCT04335682,OTHER
9275,NCT04334382,OTHER
9276,NCT04334356,OTHER
9277,NCT04332861,OTHER
9279,NCT04330716,OTHER
9312,NCT04305600,OTHER
9316,NCT04304495,OTHER
9382,NCT04243044,OTHER
9365,NCT04258319,OTHER
9355,NCT04268745,OTHER
9357,NCT04264897,OTHER
9358,NCT04263831,OTHER
9359,NCT04263259,OTHER
9360,NCT04263233,OTHER
9361,NCT04262869,OTHER
9362,NCT04262180,OTHER
9363,NCT04260048,OTHER
9364,NCT04259645,OTHER
9366,NCT04257474,OTHER
9317,NCT04302948,OTHER
9368,NCT04257045,OTHER
9370,NCT04254692,OTHER
9371,NCT04254666,OTHER
9372,NCT04254653,OTHER
9374,NCT04253782,OTHER
9375,NCT04252040,OTHER
9376,NCT04251988,OTHER
9378,NCT04250662,OTHER
9380,NCT04246996,OTHER
9354,NCT04269161,OTHER
9352,NCT04269772,OTHER
9351,NCT04270474,OTHER
9349,NCT04273139,OTHER
9319,NCT04300478,OTHER
9320,NCT04299438,OTHER
9321,NCT04298281,OTHER
9323,NCT04295135,OTHER
9325,NCT04294225,OTHER
9326,NCT04294043,OTHER
9328,NCT04293406,OTHER
9330,NCT04292119,OTHER
9332,NCT04291066,OTHER
9334,NCT04287374,OTHER
9335,NCT04285814,OTHER
9337,NCT04283630,OTHER
9338,NCT04283539,OTHER
9342,NCT04279587,OTHER
9343,NCT04278781,OTHER
9344,NCT04278157,OTHER
9345,NCT04276805,OTHER
9346,NCT04276194,OTHER
9347,NCT04274764,OTHER
2052,NCT03999099,OTHER
7092,NCT04476901,OTHER
2054,NCT01982149,OTHER
2564,NCT03451071,OTHER
3015,NCT02035826,OTHER
8242,NCT04492462,OTHER
2566,NCT02877394,OTHER
3017,NCT01185041,OTHER
3018,NCT02808143,OTHER
8340,NCT04254562,OTHER
2563,NCT01240174,OTHER
2569,NCT02787928,OTHER
3020,NCT02084836,OTHER
2562,NCT01595178,OTHER
3021,NCT01097785,OTHER
2561,NCT00891033,OTHER
3023,NCT00962806,OTHER
3024,NCT01926678,OTHER
2568,NCT01266915,OTHER
2570,NCT01598896,OTHER
2559,NCT00729690,OTHER
3009,NCT03318237,OTHER
3005,NCT03348345,OTHER
2575,NCT00869609,OTHER
3006,NCT00324909,OTHER
2574,NCT00758693,OTHER
3007,NCT02682784,OTHER
3008,NCT01227590,OTHER
2573,NCT00476021,OTHER
3014,NCT00991185,OTHER
3010,NCT04491539,OTHER
3011,NCT02634216,OTHER
3012,NCT01999244,OTHER
8243,NCT04420988,OTHER
2572,NCT00135720,OTHER
2571,NCT01260441,OTHER
3025,NCT02591381,OTHER
2558,NCT01871545,OTHER
8348,NCT01527617,OTHER
3038,NCT02191748,OTHER
3036,NCT02872454,OTHER
3037,NCT00135733,OTHER
8343,NCT03737318,OTHER
2543,NCT01268670,OTHER
2542,NCT01611948,OTHER
8344,NCT04427527,OTHER
8241,NCT00332228,OTHER
2546,NCT01238445,OTHER
3040,NCT02924194,OTHER
8346,NCT03848312,OTHER
8240,NCT01658228,OTHER
2538,NCT01015820,OTHER
3042,NCT00208026,OTHER
8347,NCT01506206,OTHER
2545,NCT04277780,OTHER
3035,NCT01925456,OTHER
3026,NCT00183963,OTHER
2553,NCT01404858,OTHER
2557,NCT03597620,OTHER
3027,NCT00682617,OTHER
8341,NCT02955537,OTHER
8342,NCT00713050,OTHER
3028,NCT00208832,OTHER
3030,NCT02239770,OTHER
3031,NCT01129570,OTHER
2547,NCT03548883,OTHER
2552,NCT03196999,OTHER
2551,NCT01619020,OTHER
2550,NCT00973440,OTHER
2549,NCT01161810,OTHER
3034,NCT03884478,OTHER
2548,NCT04346511,OTHER
3004,NCT02833298,OTHER
3003,NCT01419652,OTHER
2576,NCT00299949,OTHER
2976,NCT01874964,OTHER
2604,NCT00255216,OTHER
2603,NCT02027324,OTHER
2602,NCT00169806,OTHER
8332,NCT01928758,OTHER
2974,NCT02662023,OTHER
2599,NCT03028298,OTHER
2977,NCT03807817,OTHER
2971,NCT02968199,OTHER
2978,NCT03801863,OTHER
2598,NCT03050840,OTHER
2979,NCT03710161,OTHER
2980,NCT04438161,OTHER
2597,NCT03066999,OTHER
2981,NCT04311294,OTHER
8246,NCT03028948,OTHER
2606,NCT03824093,OTHER
3001,NCT00510614,OTHER
2962,NCT00463060,OTHER
2611,NCT02311777,OTHER
2958,NCT03740490,OTHER
2609,NCT03794856,OTHER
2608,NCT00352651,OTHER
2959,NCT04018573,OTHER
8249,NCT01810640,OTHER
2607,NCT04388605,OTHER
2970,NCT01341275,OTHER
2964,NCT02023528,OTHER
2965,NCT04039399,OTHER
2966,NCT01996072,OTHER
8248,NCT02637427,OTHER
2968,NCT00266058,OTHER
8247,NCT02688192,OTHER
2596,NCT01134653,OTHER
8333,NCT01928719,OTHER
2982,NCT02524366,OTHER
2584,NCT03807934,OTHER
2995,NCT02133599,OTHER
2996,NCT00814697,OTHER
2586,NCT03301753,OTHER
8244,NCT04150055,OTHER
8335,NCT02740998,OTHER
2998,NCT01807572,OTHER
2583,NCT04562649,OTHER
2594,NCT01347762,OTHER
8336,NCT04205539,OTHER
2581,NCT03925038,OTHER
2999,NCT01526239,OTHER
2580,NCT01841840,OTHER
3000,NCT01106170,OTHER
2578,NCT04510168,OTHER
2994,NCT03061188,OTHER
2587,NCT03997422,OTHER
2993,NCT03229356,OTHER
2588,NCT02414178,OTHER
2992,NCT01894191,OTHER
2991,NCT02737514,OTHER
2589,NCT01770717,OTHER
8245,NCT03112720,OTHER
2590,NCT02643914,OTHER
2989,NCT03063528,OTHER
2988,NCT00496145,OTHER
2987,NCT04417361,OTHER
2986,NCT01239095,OTHER
2591,NCT02453230,OTHER
2592,NCT02069353,OTHER
8334,NCT04060030,OTHER
2983,NCT03927742,OTHER
2535,NCT01462526,OTHER
2533,NCT02944370,OTHER
2956,NCT00767039,OTHER
2470,NCT00018876,OTHER
3089,NCT00775515,OTHER
2475,NCT01871896,OTHER
8230,NCT03344419,OTHER
2750,NCT00527839,OTHER
2472,NCT03313271,OTHER
2471,NCT00590161,OTHER
2468,NCT04496804,OTHER
2476,NCT00543153,OTHER
2467,NCT03426137,OTHER
2466,NCT00186862,OTHER
2465,NCT01433770,OTHER
3093,NCT01295879,OTHER
8365,NCT00947206,OTHER
2463,NCT03742258,OTHER
8231,NCT02255357,OTHER
3087,NCT01665677,OTHER
2462,NCT00378950,OTHER
2483,NCT03337113,OTHER
2486,NCT00203996,OTHER
2485,NCT00222963,OTHER
3082,NCT01343420,OTHER
8232,NCT01811940,OTHER
2484,NCT01985763,OTHER
3084,NCT04533607,OTHER
2482,NCT02703909,OTHER
3086,NCT02153814,OTHER
2481,NCT02529150,OTHER
8361,NCT02541032,OTHER
2479,NCT02941809,OTHER
8362,NCT01783327,OTHER
3085,NCT01401816,OTHER
2477,NCT03702270,OTHER
3094,NCT03207880,OTHER
2461,NCT02288702,OTHER
3043,NCT02240407,OTHER
2440,NCT02289313,OTHER
8225,NCT04204447,OTHER
2444,NCT02411396,OTHER
2443,NCT03479905,OTHER
3104,NCT03778060,OTHER
3105,NCT04079582,OTHER
2441,NCT01416766,OTHER
2439,NCT02517996,OTHER
8227,NCT02257099,OTHER
2438,NCT00797615,OTHER
8224,NCT00759733,OTHER
2437,NCT00481507,OTHER
2436,NCT03615235,OTHER
3108,NCT03920670,OTHER
2434,NCT04533425,OTHER
8226,NCT03810365,OTHER
2446,NCT00115830,OTHER
2460,NCT04016584,OTHER
8367,NCT03774186,OTHER
2459,NCT00005245,OTHER
2458,NCT00642213,OTHER
3096,NCT04097834,OTHER
8366,NCT04548596,OTHER
3097,NCT00247377,OTHER
8229,NCT03740139,OTHER
8228,NCT00879996,OTHER
2447,NCT02231957,OTHER
2453,NCT02187913,OTHER
2452,NCT02861131,OTHER
2451,NCT04352764,OTHER
8369,NCT01096628,OTHER
2449,NCT00274417,OTHER
2448,NCT00734344,OTHER
2487,NCT01748890,OTHER
2488,NCT00653029,OTHER
2489,NCT01514279,OTHER
2519,NCT03194854,OTHER
3058,NCT03644914,OTHER
8237,NCT04363450,OTHER
2522,NCT00646204,OTHER
8236,NCT03511001,OTHER
8235,NCT00676793,OTHER
3063,NCT02456649,OTHER
3064,NCT02412865,OTHER
8353,NCT00704912,OTHER
2518,NCT04129567,OTHER
3065,NCT03467789,OTHER
2517,NCT02868021,OTHER
2516,NCT03310528,OTHER
3066,NCT01724125,OTHER
2515,NCT01910454,OTHER
8238,NCT00784849,OTHER
3056,NCT02351518,OTHER
2490,NCT03014037,OTHER
8350,NCT02558855,OTHER
2532,NCT01858051,OTHER
3044,NCT00391352,OTHER
2531,NCT01222585,OTHER
3045,NCT00799097,OTHER
3046,NCT00453700,OTHER
3047,NCT02800486,OTHER
3048,NCT00986648,OTHER
3055,NCT01084941,OTHER
3049,NCT01051284,OTHER
8239,NCT00736268,OTHER
3051,NCT00811278,OTHER
3053,NCT00624000,OTHER
3054,NCT02068079,OTHER
2525,NCT04029220,OTHER
2514,NCT00636454,OTHER
8234,NCT00176462,OTHER
2513,NCT01498705,OTHER
2496,NCT04521595,OTHER
2500,NCT01453894,OTHER
2499,NCT04063670,OTHER
3078,NCT03776201,OTHER
8233,NCT03130699,OTHER
2498,NCT01107301,OTHER
2497,NCT03195205,OTHER
3080,NCT03679117,OTHER
3068,NCT03679676,OTHER
2495,NCT01230606,OTHER
2494,NCT03707626,OTHER
2493,NCT02413125,OTHER
8360,NCT00074802,OTHER
2491,NCT03702283,OTHER
3081,NCT00269503,OTHER
2501,NCT03012555,OTHER
3076,NCT03917875,OTHER
2502,NCT02404896,OTHER
2503,NCT02308735,OTHER
2504,NCT02011685,OTHER
2505,NCT01165411,OTHER
2506,NCT01349088,OTHER
3075,NCT02000778,OTHER
3074,NCT01167920,OTHER
2507,NCT03120585,OTHER
2508,NCT02129608,OTHER
3073,NCT03864367,OTHER
3072,NCT02860676,OTHER
2510,NCT01744821,OTHER
8357,NCT01196169,OTHER
3071,NCT03982511,OTHER
3070,NCT02679794,OTHER
2957,NCT01125397,OTHER
2612,NCT02698761,OTHER
2432,NCT04122378,OTHER
8310,NCT03482440,OTHER
2698,NCT01049828,OTHER
2814,NCT00531518,OTHER
2815,NCT02021175,OTHER
2055,NCT02859142,OTHER
2696,NCT03307356,OTHER
2816,NCT02931435,OTHER
8283,NCT00783172,OTHER
2700,NCT00880256,OTHER
2818,NCT02709135,OTHER
2819,NCT03418649,OTHER
8282,NCT02387281,OTHER
2821,NCT02063451,OTHER
8311,NCT04097353,OTHER
8281,NCT02551640,OTHER
2699,NCT00706576,OTHER
2810,NCT03375099,OTHER
2825,NCT01002118,OTHER
2706,NCT01624194,OTHER
2711,NCT02110381,OTHER
2804,NCT01048632,OTHER
8306,NCT04567394,OTHER
8307,NCT04208685,OTHER
8308,NCT02429479,OTHER
2707,NCT02939287,OTHER
2805,NCT01903876,OTHER
2809,NCT00581516,OTHER
2704,NCT02824705,OTHER
2703,NCT03826290,OTHER
2702,NCT01217840,OTHER
2806,NCT00221923,OTHER
2807,NCT04052815,OTHER
2808,NCT04221815,OTHER
2824,NCT00627185,OTHER
2692,NCT02443142,OTHER
2850,NCT03681769,OTHER
2842,NCT03748420,OTHER
2681,NCT03409003,OTHER
2680,NCT00927862,OTHER
2679,NCT01521117,OTHER
8314,NCT03404219,OTHER
2677,NCT01417182,OTHER
2841,NCT03465995,OTHER
2843,NCT03080090,OTHER
2682,NCT01285362,OTHER
2844,NCT02296840,OTHER
2676,NCT00835289,OTHER
2845,NCT02077972,OTHER
2675,NCT00451308,OTHER
2674,NCT02080429,OTHER
2849,NCT01202994,OTHER
2840,NCT02560038,OTHER
2683,NCT03004443,OTHER
2691,NCT00850135,OTHER
8276,NCT02929485,OTHER
2828,NCT02101619,OTHER
2689,NCT01322997,OTHER
2829,NCT00495209,OTHER
2830,NCT01484717,OTHER
2831,NCT02776917,OTHER
8277,NCT00941876,OTHER
8275,NCT00737321,OTHER
2838,NCT04294303,OTHER
8274,NCT02074254,OTHER
2836,NCT01581905,OTHER
2837,NCT02222246,OTHER
2686,NCT01699906,OTHER
2685,NCT00588497,OTHER
2684,NCT01681862,OTHER
2712,NCT02484950,OTHER
8305,NCT03367845,OTHER
2714,NCT01569607,OTHER
2772,NCT00986115,OTHER
2740,NCT01395368,OTHER
2767,NCT02148003,OTHER
2739,NCT02330042,OTHER
2768,NCT00658476,OTHER
2769,NCT01977989,OTHER
2771,NCT01193777,OTHER
8290,NCT00608036,OTHER
2765,NCT04135443,OTHER
8289,NCT00308386,OTHER
8300,NCT00917007,OTHER
2735,NCT04559191,OTHER
2775,NCT02161913,OTHER
2776,NCT01105169,OTHER
2777,NCT02539433,OTHER
2766,NCT00769262,OTHER
2742,NCT03156283,OTHER
2803,NCT01570309,OTHER
8296,NCT00529308,OTHER
2749,NCT03990350,OTHER
2752,NCT02916433,OTHER
2753,NCT02763917,OTHER
8294,NCT03280836,OTHER
2756,NCT00520611,OTHER
2757,NCT03642769,OTHER
2759,NCT02903433,OTHER
2763,NCT01059487,OTHER
2760,NCT00405912,OTHER
2761,NCT01044927,OTHER
2746,NCT01334554,OTHER
2745,NCT00620750,OTHER
2762,NCT01801670,OTHER
2744,NCT03837860,OTHER
2778,NCT02593032,OTHER
2733,NCT03163849,OTHER
2732,NCT03295994,OTHER
2798,NCT02644057,OTHER
2723,NCT03822182,OTHER
2793,NCT00134680,OTHER
8286,NCT03817931,OTHER
2795,NCT04426318,OTHER
2796,NCT03028233,OTHER
2797,NCT00120224,OTHER
2799,NCT04585230,OTHER
2779,NCT04036344,OTHER
2720,NCT01916538,OTHER
2719,NCT00775216,OTHER
2718,NCT01829256,OTHER
2717,NCT03127358,OTHER
2716,NCT04364074,OTHER
2802,NCT01915069,OTHER
2724,NCT02679690,OTHER
2792,NCT02956408,OTHER
2790,NCT02784834,OTHER
2789,NCT03087253,OTHER
2726,NCT03577990,OTHER
2788,NCT01953120,OTHER
2727,NCT03029702,OTHER
2787,NCT01415570,OTHER
2786,NCT00818896,OTHER
2785,NCT02746874,OTHER
2728,NCT03557775,OTHER
2784,NCT04187092,OTHER
2729,NCT03850717,OTHER
2730,NCT01013870,OTHER
2783,NCT01451762,OTHER
2782,NCT01158508,OTHER
2781,NCT02925481,OTHER
8315,NCT03637972,OTHER
2851,NCT04313088,OTHER
8250,NCT01742338,OTHER
2918,NCT01377857,OTHER
8258,NCT00067353,OTHER
2631,NCT00713479,OTHER
8257,NCT03634397,OTHER
2916,NCT02302950,OTHER
8327,NCT04369742,OTHER
2917,NCT01779804,OTHER
2919,NCT02665338,OTHER
2913,NCT01625923,OTHER
2920,NCT00169754,OTHER
2921,NCT03405129,OTHER
2923,NCT01407146,OTHER
2924,NCT02188381,OTHER
2629,NCT00167440,OTHER
2925,NCT04465019,OTHER
2632,NCT03814980,OTHER
2633,NCT02151435,OTHER
2927,NCT03600103,OTHER
2909,NCT01004952,OTHER
8259,NCT00514449,OTHER
2907,NCT00123786,OTHER
2908,NCT01153490,OTHER
2642,NCT03359421,OTHER
8322,NCT01219647,OTHER
2640,NCT03099954,OTHER
8323,NCT00308971,OTHER
8326,NCT03206775,OTHER
2910,NCT02120560,OTHER
2638,NCT03865199,OTHER
2911,NCT03438227,OTHER
2912,NCT00381992,OTHER
2636,NCT03791814,OTHER
2635,NCT00924898,OTHER
2926,NCT03987581,OTHER
2627,NCT04109443,OTHER
2852,NCT03442374,OTHER
2619,NCT02841280,OTHER
2945,NCT03843437,OTHER
8253,NCT02812147,OTHER
8252,NCT01417286,OTHER
2949,NCT02151877,OTHER
2950,NCT03680495,OTHER
2620,NCT03304782,OTHER
2618,NCT00798876,OTHER
2943,NCT01979211,OTHER
2617,NCT02932579,OTHER
2616,NCT03148652,OTHER
2615,NCT03689530,OTHER
8251,NCT01649947,OTHER
2613,NCT03432897,OTHER
2954,NCT03408483,OTHER
2944,NCT03007134,OTHER
2621,NCT03050554,OTHER
2929,NCT01127490,OTHER
2934,NCT01047709,OTHER
2626,NCT00947232,OTHER
2930,NCT03399500,OTHER
2931,NCT00256217,OTHER
2625,NCT03823872,OTHER
2932,NCT00502788,OTHER
2933,NCT01510418,OTHER
2624,NCT00161226,OTHER
2941,NCT01276678,OTHER
8255,NCT01100268,OTHER
2936,NCT01529138,OTHER
2937,NCT01128374,OTHER
2938,NCT00573898,OTHER
8254,NCT01250938,OTHER
2940,NCT02834624,OTHER
2905,NCT02002182,OTHER
8260,NCT00515177,OTHER
8321,NCT01637129,OTHER
2872,NCT02068430,OTHER
2869,NCT03155880,OTHER
8268,NCT00380679,OTHER
2665,NCT03199313,OTHER
2871,NCT01378546,OTHER
2664,NCT04113733,OTHER
2663,NCT01924273,OTHER
8319,NCT04514471,OTHER
2866,NCT01106456,OTHER
8320,NCT01657422,OTHER
2873,NCT01930149,OTHER
8267,NCT03917979,OTHER
2875,NCT01625546,OTHER
2660,NCT03340233,OTHER
8266,NCT03584945,OTHER
2868,NCT02402803,OTHER
2865,NCT04479761,OTHER
2903,NCT00826839,OTHER
2858,NCT03566706,OTHER
8316,NCT02037750,OTHER
2853,NCT02043977,OTHER
2854,NCT01029288,OTHER
2855,NCT03325777,OTHER
2857,NCT01231165,OTHER
2670,NCT04399941,OTHER
2669,NCT03404349,OTHER
8270,NCT03170700,OTHER
2859,NCT01966094,OTHER
8271,NCT02333045,OTHER
2668,NCT01331980,OTHER
2861,NCT04570475,OTHER
2862,NCT04156802,OTHER
2863,NCT00440232,OTHER
2659,NCT03970642,OTHER
2658,NCT00379782,OTHER
2657,NCT01011829,OTHER
2898,NCT01944306,OTHER
2894,NCT01309217,OTHER
2895,NCT03845283,OTHER
2896,NCT03252223,OTHER
2648,NCT02070068,OTHER
2647,NCT03625492,OTHER
2897,NCT04434664,OTHER
2646,NCT00505908,OTHER
2877,NCT02441348,OTHER
2645,NCT01228214,OTHER
2644,NCT03613714,OTHER
2899,NCT04090879,OTHER
2900,NCT04317924,OTHER
2901,NCT04134923,OTHER
2902,NCT02790502,OTHER
2893,NCT01288534,OTHER
2650,NCT03219177,OTHER
2892,NCT04173884,OTHER
2651,NCT02548117,OTHER
2891,NCT00000408,OTHER
2890,NCT00006181,OTHER
2888,NCT03405792,OTHER
8262,NCT03840096,OTHER
2652,NCT00790595,OTHER
2653,NCT01447771,OTHER
2883,NCT02817009,OTHER
2882,NCT00375089,OTHER
2655,NCT02332694,OTHER
2656,NCT02101515,OTHER
8264,NCT04491591,OTHER
2880,NCT01795586,OTHER
8265,NCT03872856,OTHER
8372,NCT01431027,OTHER
2473,NCT00643812,OTHER
2431,NCT01195571,OTHER
2202,NCT00663143,OTHER
2208,NCT04533360,OTHER
8419,NCT02121652,OTHER
2206,NCT01276184,OTHER
8420,NCT02944578,OTHER
2204,NCT01254669,OTHER
2203,NCT02698722,OTHER
3226,NCT01233050,OTHER
2192,NCT02531958,OTHER
8421,NCT00553319,OTHER
8422,NCT00069433,OTHER
2199,NCT03266471,OTHER
8423,NCT00006172,OTHER
8424,NCT01729299,OTHER
2195,NCT00346580,OTHER
8418,NCT00914108,OTHER
3225,NCT00476580,OTHER
2210,NCT03168425,OTHER
2211,NCT02934191,OTHER
3224,NCT04199702,OTHER
8417,NCT01824511,OTHER
2213,NCT00344903,OTHER
3223,NCT01440803,OTHER
3222,NCT01775865,OTHER
3221,NCT03044821,OTHER
3220,NCT02121132,OTHER
2215,NCT01639573,OTHER
2216,NCT04031729,OTHER
2217,NCT01592383,OTHER
8416,NCT02874989,OTHER
2219,NCT03699930,OTHER
2220,NCT01461889,OTHER
8426,NCT00462683,OTHER
2191,NCT00452582,OTHER
3194,NCT01379287,OTHER
3239,NCT03037021,OTHER
2178,NCT01696409,OTHER
3235,NCT00906984,OTHER
2176,NCT00546858,OTHER
8432,NCT01698112,OTHER
3238,NCT01852656,OTHER
2171,NCT03911141,OTHER
3240,NCT01099384,OTHER
2190,NCT00308763,OTHER
2170,NCT00469625,OTHER
2169,NCT03841838,OTHER
2168,NCT02930941,OTHER
2167,NCT04580004,OTHER
2166,NCT00685555,OTHER
8200,NCT00542113,OTHER
2179,NCT00252213,OTHER
2180,NCT03420638,OTHER
8430,NCT02808702,OTHER
8201,NCT03003949,OTHER
3231,NCT03278990,OTHER
8429,NCT00224419,OTHER
2183,NCT02638168,OTHER
8428,NCT03613038,OTHER
2185,NCT02257346,OTHER
3230,NCT04140084,OTHER
3229,NCT00395304,OTHER
3228,NCT03670914,OTHER
2186,NCT03642275,OTHER
2187,NCT03261089,OTHER
2188,NCT00615706,OTHER
2189,NCT01547286,OTHER
3227,NCT00578877,OTHER
3219,NCT01673750,OTHER
2221,NCT03148262,OTHER
2222,NCT03271931,OTHER
3203,NCT01968785,OTHER
3200,NCT03972774,OTHER
8204,NCT04189523,OTHER
2255,NCT02217345,OTHER
2254,NCT02236572,OTHER
2253,NCT03406975,OTHER
3202,NCT03040466,OTHER
2252,NCT02063178,OTHER
2223,NCT02179788,OTHER
2251,NCT00587990,OTHER
2250,NCT03556293,OTHER
2249,NCT03906942,OTHER
2248,NCT03242655,OTHER
2247,NCT02703701,OTHER
2246,NCT00277654,OTHER
2256,NCT03281590,OTHER
2258,NCT01671397,OTHER
2259,NCT01857245,OTHER
8205,NCT03181022,OTHER
2260,NCT03081871,OTHER
2261,NCT00360204,OTHER
2262,NCT01654315,OTHER
2263,NCT00547716,OTHER
2264,NCT02458313,OTHER
3198,NCT01005732,OTHER
2265,NCT02692417,OTHER
2266,NCT00586300,OTHER
2267,NCT02950337,OTHER
2268,NCT02054624,OTHER
2269,NCT03416738,OTHER
2270,NCT04203238,OTHER
2272,NCT01894581,OTHER
3204,NCT03911284,OTHER
2245,NCT00573092,OTHER
2244,NCT00607620,OTHER
3212,NCT01351064,OTHER
2224,NCT00924508,OTHER
2225,NCT03236155,OTHER
3218,NCT02578147,OTHER
2226,NCT00451841,OTHER
3217,NCT02148068,OTHER
2227,NCT03930420,OTHER
3216,NCT03654365,OTHER
8415,NCT03806751,OTHER
2229,NCT03532256,OTHER
2230,NCT01299896,OTHER
8414,NCT01162369,OTHER
3214,NCT02550730,OTHER
3213,NCT02944877,OTHER
8413,NCT02342795,OTHER
3211,NCT03615950,OTHER
8203,NCT03865758,OTHER
2233,NCT03565653,OTHER
8412,NCT03832933,OTHER
2235,NCT00323349,OTHER
2236,NCT02396589,OTHER
3210,NCT01428713,OTHER
8374,NCT02973594,OTHER
3209,NCT01719367,OTHER
3208,NCT03992378,OTHER
8409,NCT01253161,OTHER
2240,NCT01848353,OTHER
2241,NCT02865967,OTHER
3206,NCT00317564,OTHER
2242,NCT01063179,OTHER
8408,NCT01324999,OTHER
8433,NCT01552213,OTHER
3243,NCT01166386,OTHER
2164,NCT02066948,OTHER
2092,NCT00307957,OTHER
2098,NCT01517945,OTHER
2097,NCT03327831,OTHER
2096,NCT02069782,OTHER
2095,NCT01973153,OTHER
2094,NCT00123825,OTHER
8454,NCT01001429,OTHER
8191,NCT01889758,OTHER
2116,NCT00865358,OTHER
8455,NCT00496366,OTHER
2089,NCT03400345,OTHER
8456,NCT01280500,OTHER
8457,NCT02621944,OTHER
2086,NCT04371419,OTHER
2085,NCT03246126,OTHER
2099,NCT03377621,OTHER
8453,NCT01032590,OTHER
2101,NCT03877497,OTHER
2102,NCT00525083,OTHER
2103,NCT03411278,OTHER
2104,NCT00592371,OTHER
8452,NCT02295540,OTHER
2106,NCT02167386,OTHER
3277,NCT02263326,OTHER
8451,NCT03233555,OTHER
2108,NCT01403428,OTHER
8450,NCT03677739,OTHER
8449,NCT03937687,OTHER
2111,NCT02364570,OTHER
2112,NCT01164644,OTHER
8448,NCT04253483,OTHER
2114,NCT00218179,OTHER
2084,NCT01716130,OTHER
8458,NCT02399215,OTHER
2082,NCT03844412,OTHER
3283,NCT01751620,OTHER
2056,NCT00916539,OTHER
8186,NCT01343056,OTHER
2058,NCT01987115,OTHER
2059,NCT04275297,OTHER
2060,NCT03982602,OTHER
8466,NCT00574769,OTHER
2062,NCT03490188,OTHER
8465,NCT00408200,OTHER
2064,NCT02056340,OTHER
8188,NCT01632202,OTHER
2065,NCT03429413,OTHER
8464,NCT00581295,OTHER
2067,NCT01438307,OTHER
2068,NCT03266939,OTHER
8463,NCT01244568,OTHER
3279,NCT01661764,OTHER
2070,NCT03492229,OTHER
2071,NCT00204048,OTHER
2072,NCT00661128,OTHER
8461,NCT00566670,OTHER
2074,NCT01585571,OTHER
8190,NCT04501536,OTHER
2075,NCT04358900,OTHER
3281,NCT00411762,OTHER
2076,NCT04598828,OTHER
3280,NCT02354716,OTHER
8459,NCT04309370,OTHER
2079,NCT01876667,OTHER
2080,NCT02516332,OTHER
2081,NCT03963375,OTHER
8447,NCT04294264,OTHER
2117,NCT00740337,OTHER
3244,NCT02713321,OTHER
3257,NCT03206736,OTHER
8198,NCT02313181,OTHER
2155,NCT00363038,OTHER
2154,NCT03819686,OTHER
2153,NCT00540852,OTHER
2151,NCT04258397,OTHER
8435,NCT02802774,OTHER
8436,NCT03333252,OTHER
3275,NCT01390233,OTHER
3258,NCT04442152,OTHER
3259,NCT02694627,OTHER
2148,NCT04248023,OTHER
8196,NCT00170079,OTHER
8195,NCT00004494,OTHER
3262,NCT03077945,OTHER
2156,NCT00983463,OTHER
8434,NCT03885232,OTHER
3253,NCT03671746,OTHER
3252,NCT01070082,OTHER
3251,NCT03213184,OTHER
3250,NCT00540540,OTHER
3249,NCT04067804,OTHER
2158,NCT02301455,OTHER
3248,NCT02945787,OTHER
2159,NCT01140724,OTHER
2160,NCT03304990,OTHER
2161,NCT04125537,OTHER
2162,NCT02482610,OTHER
3247,NCT01943682,OTHER
3246,NCT03602391,OTHER
2163,NCT03508739,OTHER
8199,NCT03057119,OTHER
2147,NCT00384241,OTHER
3264,NCT00883350,OTHER
8194,NCT01492738,OTHER
2133,NCT03441503,OTHER
8192,NCT00826605,OTHER
2119,NCT01839903,OTHER
2120,NCT03404531,OTHER
2121,NCT03518294,OTHER
2122,NCT03337217,OTHER
2123,NCT00826735,OTHER
2124,NCT02482675,OTHER
8445,NCT01527955,OTHER
8444,NCT00120614,OTHER
2127,NCT04333615,OTHER
8443,NCT00775788,OTHER
2129,NCT01263600,OTHER
2131,NCT00156013,OTHER
8441,NCT00621530,OTHER
3272,NCT00469079,OTHER
2146,NCT00318734,OTHER
2135,NCT02606006,OTHER
2136,NCT02192034,OTHER
2137,NCT00134901,OTHER
2138,NCT01049776,OTHER
3270,NCT01492257,OTHER
3269,NCT01347164,OTHER
8193,NCT04470544,OTHER
2140,NCT01413555,OTHER
8438,NCT02527980,OTHER
2142,NCT00258479,OTHER
3267,NCT00911820,OTHER
3266,NCT04063813,OTHER
2144,NCT02515578,OTHER
8437,NCT00679289,OTHER
3196,NCT03680365,OTHER
2237,NCT03306147,OTHER
3193,NCT00582270,OTHER
