,NCTId,LeadSponsorClass
3548,NCT02158884,OTHER
8118,NCT03637296,OTHER
3574,NCT04598295,OTHER
3575,NCT00846573,OTHER
8111,NCT02759172,OTHER
3577,NCT01389726,OTHER
8106,NCT00302055,OTHER
3600,NCT04496466,OTHER
3599,NCT01171027,OTHER
3597,NCT04570579,OTHER
3595,NCT02021344,OTHER
3594,NCT02026297,OTHER
3592,NCT03361800,OTHER
3591,NCT04043130,OTHER
8107,NCT04043936,OTHER
3589,NCT01299064,OTHER
3588,NCT03860259,OTHER
3587,NCT00486902,OTHER
8108,NCT03694418,OTHER
3585,NCT01586858,OTHER
3584,NCT01506544,OTHER
3583,NCT04428112,OTHER
8109,NCT03312387,OTHER
8110,NCT01858311,OTHER
3580,NCT01866722,OTHER
3579,NCT03253783,OTHER
3578,NCT04144062,OTHER
3659,NCT01660607,OTHER
8082,NCT00397735,OTHER
4348,NCT02192684,OTHER
3737,NCT01488227,OTHER
3749,NCT03869515,OTHER
3748,NCT04335929,OTHER
3746,NCT02987257,OTHER
8039,NCT03771417,OTHER
8041,NCT02836990,OTHER
3742,NCT01638104,OTHER
3741,NCT02347202,OTHER
3740,NCT02253550,OTHER
3739,NCT04545320,OTHER
8043,NCT01337232,OTHER
3736,NCT02391948,OTHER
3722,NCT01346527,OTHER
3734,NCT02814552,OTHER
8045,NCT00061906,OTHER
3732,NCT03059004,OTHER
8046,NCT01898299,OTHER
8047,NCT02113514,OTHER
3728,NCT00249405,OTHER
8048,NCT02763150,OTHER
3726,NCT01519999,OTHER
3725,NCT01558479,OTHER
3724,NCT04240288,OTHER
3750,NCT00166088,OTHER
3751,NCT03418870,OTHER
8038,NCT02407093,OTHER
3753,NCT03284541,OTHER
8027,NCT01515072,OTHER
8028,NCT01614353,OTHER
3774,NCT04023357,OTHER
8029,NCT01964404,OTHER
3771,NCT03339245,OTHER
3770,NCT04538495,OTHER
8030,NCT02593474,OTHER
3768,NCT03850223,OTHER
3767,NCT04583072,OTHER
8031,NCT02255474,OTHER
3765,NCT01338506,OTHER
3764,NCT01727895,OTHER
8032,NCT04080128,OTHER
8033,NCT03625570,OTHER
3760,NCT04082338,OTHER
3759,NCT03966755,OTHER
8035,NCT01112709,OTHER
8036,NCT01505257,OTHER
3756,NCT01404910,OTHER
8037,NCT02077907,OTHER
3754,NCT03834142,OTHER
8049,NCT01408147,OTHER
3721,NCT01444911,OTHER
8081,NCT02371317,OTHER
3681,NCT01411891,OTHER
8066,NCT02197390,OTHER
8067,NCT04332172,OTHER
3690,NCT04468776,OTHER
8068,NCT04083690,OTHER
8070,NCT03555331,OTHER
8071,NCT03665675,OTHER
3685,NCT03571893,OTHER
3684,NCT00684021,OTHER
3683,NCT02060799,OTHER
8072,NCT03015896,OTHER
3678,NCT01199172,OTHER
3720,NCT00584051,OTHER
8073,NCT02184494,OTHER
3676,NCT03790137,OTHER
8075,NCT03874793,OTHER
8076,NCT02967016,OTHER
3672,NCT00321295,OTHER
8079,NCT01167270,OTHER
3667,NCT03734523,OTHER
3665,NCT04009070,OTHER
8080,NCT01713972,OTHER
3663,NCT03676023,OTHER
8065,NCT00599599,OTHER
8064,NCT01155830,OTHER
3695,NCT03107468,OTHER
3696,NCT00335790,OTHER
8050,NCT03389750,OTHER
8051,NCT02251743,OTHER
8052,NCT02864160,OTHER
8053,NCT02144649,OTHER
3715,NCT00539175,OTHER
8054,NCT01147614,OTHER
3713,NCT02629939,OTHER
8055,NCT01818739,OTHER
3711,NCT01733394,OTHER
8056,NCT03710109,OTHER
8057,NCT01530321,OTHER
8058,NCT04464993,OTHER
3707,NCT02673229,OTHER
3706,NCT02824276,OTHER
3705,NCT01813266,OTHER
8059,NCT01857440,OTHER
8061,NCT02272998,OTHER
3702,NCT01980485,OTHER
3701,NCT01742117,OTHER
8062,NCT01959217,OTHER
3698,NCT01696721,OTHER
7093,NCT01474057,OTHER
3545,NCT02565420,OTHER
3544,NCT03520530,OTHER
8166,NCT02303392,OTHER
3388,NCT04461405,OTHER
3387,NCT03267914,OTHER
8162,NCT04390243,OTHER
8163,NCT00700791,OTHER
3384,NCT00672009,OTHER
3383,NCT04381481,OTHER
3382,NCT01901276,OTHER
8164,NCT00482963,OTHER
8165,NCT00320749,OTHER
3379,NCT03523780,OTHER
3376,NCT00730704,OTHER
3360,NCT00454948,OTHER
8167,NCT03523507,OTHER
3374,NCT03634306,OTHER
8169,NCT01535924,OTHER
3371,NCT01320150,OTHER
3369,NCT02213068,OTHER
8170,NCT00417976,OTHER
3367,NCT00811057,OTHER
3366,NCT03519074,OTHER
3365,NCT00319839,OTHER
3364,NCT01864057,OTHER
3390,NCT02774317,OTHER
3391,NCT04070573,OTHER
3392,NCT02177006,OTHER
3393,NCT02116712,OTHER
3418,NCT02180139,OTHER
3416,NCT00187018,OTHER
3415,NCT01440634,OTHER
3414,NCT00485251,OTHER
3413,NCT04133376,OTHER
8156,NCT00427128,OTHER
3411,NCT03187080,OTHER
3410,NCT02861898,OTHER
3409,NCT02465463,OTHER
3408,NCT03465072,OTHER
3405,NCT03022929,OTHER
3404,NCT01152580,OTHER
8158,NCT00045903,OTHER
3401,NCT00646451,OTHER
3400,NCT01817660,OTHER
8159,NCT02256085,OTHER
3398,NCT03974061,OTHER
8160,NCT01401023,OTHER
8161,NCT03569059,OTHER
3395,NCT03643783,OTHER
3394,NCT04413708,OTHER
8171,NCT01856049,OTHER
3359,NCT03736603,OTHER
3543,NCT02882620,OTHER
3307,NCT01837498,OTHER
3323,NCT01812824,OTHER
3322,NCT03543735,OTHER
3321,NCT04046055,OTHER
3320,NCT00585689,OTHER
3318,NCT03490045,OTHER
3315,NCT02739893,OTHER
3314,NCT01856907,OTHER
3313,NCT03781115,OTHER
3312,NCT01678625,OTHER
3310,NCT01391858,OTHER
3306,NCT03049904,OTHER
3357,NCT02039882,OTHER
3304,NCT00556842,OTHER
8183,NCT00125580,OTHER
8184,NCT02022657,OTHER
3299,NCT03889418,OTHER
8185,NCT02266576,OTHER
3296,NCT04587258,OTHER
3295,NCT03287765,OTHER
3294,NCT01416467,OTHER
3292,NCT00836303,OTHER
3291,NCT01516801,OTHER
8178,NCT02049541,OTHER
8177,NCT02077959,OTHER
3328,NCT01714102,OTHER
3330,NCT01027611,OTHER
3356,NCT01917812,OTHER
3354,NCT00918996,OTHER
3353,NCT04022434,OTHER
3352,NCT00805246,OTHER
3351,NCT00394329,OTHER
3350,NCT01096771,OTHER
3348,NCT04422600,OTHER
8174,NCT02992522,OTHER
3346,NCT04608188,OTHER
3345,NCT01116323,OTHER
3344,NCT01323114,OTHER
8176,NCT01814501,OTHER
3341,NCT00990262,OTHER
3340,NCT00988169,OTHER
3338,NCT02290106,OTHER
3337,NCT00454467,OTHER
3335,NCT00454506,OTHER
3334,NCT01789814,OTHER
3333,NCT04161040,OTHER
3332,NCT02974764,OTHER
3331,NCT03767231,OTHER
3419,NCT03060291,OTHER
3421,NCT02433769,OTHER
3422,NCT02607124,OTHER
3497,NCT01502592,OTHER
3507,NCT01439477,OTHER
3506,NCT02352389,OTHER
3505,NCT02021149,OTHER
3504,NCT02989701,OTHER
8133,NCT01447602,OTHER
3502,NCT01276782,OTHER
8134,NCT00000273,OTHER
3500,NCT04434352,OTHER
3499,NCT04420156,OTHER
8135,NCT01223404,OTHER
3496,NCT01982825,OTHER
3423,NCT01613833,OTHER
3495,NCT02122445,OTHER
3494,NCT00581269,OTHER
3493,NCT03231592,OTHER
3492,NCT01509690,OTHER
3491,NCT00256789,OTHER
8136,NCT02566317,OTHER
3489,NCT00184054,OTHER
3488,NCT03201159,OTHER
8137,NCT00760812,OTHER
3486,NCT01215721,OTHER
8130,NCT00148031,OTHER
3511,NCT01082237,OTHER
3512,NCT01704573,OTHER
8128,NCT01460940,OTHER
8119,NCT03769740,OTHER
8121,NCT04007913,OTHER
8122,NCT00004409,OTHER
8123,NCT01980771,OTHER
3536,NCT02561286,OTHER
3535,NCT01730911,OTHER
3533,NCT01965756,OTHER
3532,NCT01388439,OTHER
3531,NCT01072123,OTHER
3530,NCT03009968,OTHER
3529,NCT01588158,OTHER
8125,NCT01469663,OTHER
3526,NCT04075162,OTHER
3525,NCT03455530,OTHER
3524,NCT00845052,OTHER
3522,NCT00278928,OTHER
3521,NCT01212289,OTHER
3520,NCT03818737,OTHER
3519,NCT03981835,OTHER
3518,NCT03219359,OTHER
8126,NCT01017523,OTHER
3485,NCT02880540,OTHER
3482,NCT01636999,OTHER
3481,NCT02341950,OTHER
8148,NCT03168529,OTHER
3450,NCT00675584,OTHER
3449,NCT03891381,OTHER
3447,NCT03217201,OTHER
3445,NCT01764685,OTHER
8151,NCT01545934,OTHER
3441,NCT03184792,OTHER
3440,NCT00758615,OTHER
3439,NCT01128764,OTHER
3438,NCT03177941,OTHER
8152,NCT01812005,OTHER
3436,NCT02775461,OTHER
3435,NCT04377204,OTHER
3432,NCT02997293,OTHER
3431,NCT01938222,OTHER
8154,NCT00738920,OTHER
3429,NCT01880034,OTHER
3428,NCT01852955,OTHER
3427,NCT02833922,OTHER
3426,NCT00917501,OTHER
8155,NCT00389493,OTHER
3424,NCT03338257,OTHER
8149,NCT00017199,OTHER
8147,NCT03325946,OTHER
3480,NCT00506597,OTHER
8146,NCT00004084,OTHER
3479,NCT00308958,OTHER
3477,NCT04345562,OTHER
8138,NCT01184755,OTHER
3475,NCT02078934,OTHER
3473,NCT01766102,OTHER
8139,NCT03711500,OTHER
3471,NCT02985801,OTHER
3470,NCT00572039,OTHER
8140,NCT03205709,OTHER
3468,NCT00366587,OTHER
8141,NCT04212351,OTHER
3466,NCT01997723,OTHER
3465,NCT00542581,OTHER
8143,NCT03246113,OTHER
3462,NCT00581061,OTHER
3461,NCT01586767,OTHER
8144,NCT02140775,OTHER
3459,NCT03161470,OTHER
3457,NCT03282669,OTHER
8145,NCT01141049,OTHER
3455,NCT01284127,OTHER
8026,NCT01929122,OTHER
8025,NCT01025674,OTHER
3779,NCT03445403,OTHER
7838,NCT04281264,OTHER
7831,NCT01619930,OTHER
4169,NCT03180723,OTHER
4168,NCT01336764,OTHER
7833,NCT01775995,OTHER
7835,NCT02182180,OTHER
4164,NCT03499860,OTHER
4163,NCT01166919,OTHER
4162,NCT00979238,OTHER
4161,NCT03042117,OTHER
7837,NCT04378309,OTHER
4155,NCT02299726,OTHER
4136,NCT03400514,OTHER
4154,NCT00857376,OTHER
4153,NCT00974259,OTHER
4151,NCT02664610,OTHER
4149,NCT04477304,OTHER
7840,NCT03872375,OTHER
7841,NCT03191253,OTHER
4146,NCT04000971,OTHER
7842,NCT01615237,OTHER
4143,NCT02893150,OTHER
7843,NCT04345393,OTHER
4174,NCT03264521,OTHER
4175,NCT02655354,OTHER
4176,NCT02486783,OTHER
4177,NCT03352115,OTHER
4212,NCT03004157,OTHER
4209,NCT03356340,OTHER
7817,NCT03376633,OTHER
7818,NCT03208686,OTHER
4203,NCT04047147,OTHER
7820,NCT01352637,OTHER
4201,NCT03726320,OTHER
4200,NCT00768248,OTHER
4199,NCT02137512,OTHER
7821,NCT00857324,OTHER
4197,NCT02720653,OTHER
4196,NCT00970853,OTHER
7822,NCT00094302,OTHER
4193,NCT01967394,OTHER
4189,NCT00101790,OTHER
4188,NCT04423458,OTHER
4186,NCT04357730,OTHER
4185,NCT02197689,OTHER
4181,NCT04200443,OTHER
7829,NCT02711267,OTHER
4178,NCT04536298,OTHER
4140,NCT02354482,OTHER
7849,NCT00616083,OTHER
4056,NCT01682746,OTHER
4075,NCT04259632,OTHER
4091,NCT02669420,OTHER
4090,NCT00000411,OTHER
7872,NCT04027218,OTHER
4086,NCT04604418,OTHER
7874,NCT01906515,OTHER
7875,NCT02017548,OTHER
7876,NCT03817736,OTHER
4078,NCT03937960,OTHER
4077,NCT01871506,OTHER
4076,NCT01295229,OTHER
4074,NCT01321346,OTHER
4131,NCT04336579,OTHER
4073,NCT00359723,OTHER
4072,NCT01127282,OTHER
4071,NCT04202900,OTHER
4070,NCT00939380,OTHER
4068,NCT04018651,OTHER
4067,NCT00761813,OTHER
4065,NCT01714323,OTHER
4062,NCT02230332,OTHER
4061,NCT00835120,OTHER
7882,NCT00855075,OTHER
4093,NCT02113475,OTHER
4094,NCT03422276,OTHER
4097,NCT01889797,OTHER
7869,NCT01687153,OTHER
4130,NCT03777020,OTHER
4127,NCT04422873,OTHER
4126,NCT04427800,OTHER
4124,NCT01523977,OTHER
7854,NCT03014414,OTHER
4121,NCT01816516,OTHER
4119,NCT03314129,OTHER
4117,NCT01271023,OTHER
4116,NCT02236598,OTHER
4114,NCT02840877,OTHER
7859,NCT04137250,OTHER
4112,NCT03606655,OTHER
7860,NCT04465708,OTHER
4109,NCT04131296,OTHER
7861,NCT03862963,OTHER
7862,NCT03828201,OTHER
7864,NCT03328572,OTHER
7865,NCT02476253,OTHER
4104,NCT03289676,OTHER
7866,NCT03823898,OTHER
4099,NCT02512926,OTHER
4213,NCT01530867,OTHER
4216,NCT02282748,OTHER
4217,NCT04258722,OTHER
4302,NCT01264627,OTHER
4315,NCT01170676,OTHER
4314,NCT03355794,OTHER
4313,NCT04609514,OTHER
4312,NCT03430973,OTHER
4311,NCT01625442,OTHER
4310,NCT00173823,OTHER
4308,NCT04597437,OTHER
4306,NCT02881684,OTHER
4305,NCT02304263,OTHER
7773,NCT04373460,OTHER
4301,NCT00312169,OTHER
7811,NCT04243265,OTHER
4300,NCT03395119,OTHER
4299,NCT04137757,OTHER
7775,NCT00283153,OTHER
7777,NCT01080833,OTHER
7778,NCT02976389,OTHER
7780,NCT01522768,OTHER
7781,NCT03594734,OTHER
7783,NCT04201613,OTHER
4287,NCT01744548,OTHER
4286,NCT01076816,OTHER
4316,NCT03674775,OTHER
4317,NCT04112173,OTHER
7770,NCT02277418,OTHER
4320,NCT01228916,OTHER
4347,NCT03502278,OTHER
4346,NCT02925156,OTHER
7757,NCT01177072,OTHER
7758,NCT02944149,OTHER
4343,NCT03309163,OTHER
7759,NCT03971435,OTHER
4341,NCT03163589,OTHER
4340,NCT04557761,OTHER
7760,NCT02927249,OTHER
7762,NCT02737761,OTHER
4336,NCT04176627,OTHER
7765,NCT04098419,OTHER
4331,NCT03315442,OTHER
4330,NCT01182467,OTHER
4329,NCT00683085,OTHER
4328,NCT03172741,OTHER
4327,NCT03653195,OTHER
4326,NCT04534621,OTHER
7767,NCT02050165,OTHER
4323,NCT02317250,OTHER
7769,NCT00876889,OTHER
4285,NCT03984227,OTHER
4284,NCT01092572,OTHER
7784,NCT04072757,OTHER
7797,NCT00198822,OTHER
4247,NCT00124514,OTHER
4246,NCT03251794,OTHER
4245,NCT01300325,OTHER
4244,NCT00615407,OTHER
7800,NCT03798548,OTHER
7801,NCT03461120,OTHER
7802,NCT04484649,OTHER
7803,NCT03250364,OTHER
4237,NCT02100904,OTHER
7804,NCT00860470,OTHER
7805,NCT01927523,OTHER
4234,NCT03521817,OTHER
4233,NCT02068937,OTHER
4230,NCT01654926,OTHER
4229,NCT02716909,OTHER
4228,NCT02755818,OTHER
4224,NCT02880644,OTHER
4223,NCT01611233,OTHER
7809,NCT01495923,OTHER
4220,NCT02245178,OTHER
4219,NCT02572323,OTHER
4250,NCT01617161,OTHER
4252,NCT00321971,OTHER
4281,NCT04278183,OTHER
4253,NCT00576693,OTHER
4280,NCT00422448,OTHER
7785,NCT04393246,OTHER
4278,NCT03175640,OTHER
4277,NCT00999986,OTHER
4276,NCT04398901,OTHER
4275,NCT02703506,OTHER
7786,NCT02066441,OTHER
7787,NCT03325062,OTHER
4272,NCT03571750,OTHER
7788,NCT01957813,OTHER
4269,NCT03337139,OTHER
4267,NCT03572595,OTHER
7791,NCT02058342,OTHER
4264,NCT01480999,OTHER
4263,NCT01401842,OTHER
4262,NCT04213508,OTHER
7792,NCT04023487,OTHER
4260,NCT02708264,OTHER
4257,NCT01578967,OTHER
7795,NCT02260856,OTHER
7796,NCT03334266,OTHER
7884,NCT01779414,OTHER
7885,NCT03944395,OTHER
8024,NCT03343106,OTHER
3863,NCT04302727,OTHER
7965,NCT02865187,OTHER
3878,NCT02756494,OTHER
7966,NCT00088764,OTHER
3874,NCT03925337,OTHER
7969,NCT03341858,OTHER
3872,NCT01751451,OTHER
7971,NCT02169024,OTHER
7972,NCT00087399,OTHER
3867,NCT00005137,OTHER
3864,NCT03924414,OTHER
7976,NCT00880191,OTHER
3842,NCT02207517,OTHER
7977,NCT00776100,OTHER
7978,NCT00268489,OTHER
3855,NCT03193879,OTHER
3853,NCT01880853,OTHER
3852,NCT04588662,OTHER
7984,NCT02940301,OTHER
3848,NCT02195778,OTHER
7985,NCT02760030,OTHER
7987,NCT02795104,OTHER
7988,NCT01980979,OTHER
3881,NCT01565863,OTHER
3882,NCT02820519,OTHER
3885,NCT03146897,OTHER
3887,NCT02957799,OTHER
7953,NCT00079118,OTHER
7954,NCT00316836,OTHER
3911,NCT00631085,OTHER
3910,NCT02797431,OTHER
7955,NCT04390009,OTHER
3908,NCT00880178,OTHER
3907,NCT02188953,OTHER
3905,NCT01206166,OTHER
7956,NCT01099449,OTHER
3902,NCT02213198,OTHER
7958,NCT03991182,OTHER
7959,NCT03343158,OTHER
3898,NCT01117974,OTHER
3897,NCT04142723,OTHER
3895,NCT04246424,OTHER
3894,NCT04296344,OTHER
3893,NCT04589819,OTHER
3891,NCT00005271,OTHER
3890,NCT03789591,OTHER
3889,NCT00444301,OTHER
3888,NCT01156090,OTHER
7989,NCT04032106,OTHER
7990,NCT00122447,OTHER
7886,NCT03880006,OTHER
8015,NCT00004048,OTHER
3803,NCT03553576,OTHER
8009,NCT04026295,OTHER
3800,NCT01313130,OTHER
8010,NCT03736382,OTHER
3798,NCT02096432,OTHER
8011,NCT03896165,OTHER
3796,NCT01063959,OTHER
8012,NCT02912078,OTHER
8013,NCT02193984,OTHER
8014,NCT03176004,OTHER
8016,NCT02293824,OTHER
3839,NCT01234766,OTHER
8017,NCT01695291,OTHER
3789,NCT01591681,OTHER
8018,NCT04075877,OTHER
8019,NCT00043745,OTHER
8020,NCT02162927,OTHER
8021,NCT04387734,OTHER
3784,NCT01713777,OTHER
3783,NCT02752282,OTHER
8022,NCT02160847,OTHER
8023,NCT00742781,OTHER
8008,NCT03701711,OTHER
3805,NCT02378740,OTHER
8007,NCT02715206,OTHER
8006,NCT01839708,OTHER
3838,NCT00637689,OTHER
7992,NCT00369785,OTHER
3836,NCT00522119,OTHER
7994,NCT03537729,OTHER
3831,NCT00325754,OTHER
3829,NCT04450966,OTHER
7995,NCT01686087,OTHER
3826,NCT00732147,OTHER
7996,NCT01058395,OTHER
3823,NCT01894087,OTHER
3822,NCT02445989,OTHER
3821,NCT00796419,OTHER
7998,NCT02831582,OTHER
7999,NCT01177137,OTHER
3818,NCT01352676,OTHER
3817,NCT01273896,OTHER
8000,NCT04498975,OTHER
3814,NCT03407625,OTHER
8002,NCT03010644,OTHER
3811,NCT01823341,OTHER
8005,NCT01431573,OTHER
7952,NCT00124618,OTHER
7950,NCT00081250,OTHER
3917,NCT03684070,OTHER
4006,NCT03032770,OTHER
7901,NCT02359097,OTHER
4016,NCT02568618,OTHER
7902,NCT02848235,OTHER
7903,NCT04216030,OTHER
4013,NCT02167022,OTHER
7904,NCT04119375,OTHER
4011,NCT04040881,OTHER
7905,NCT04034381,OTHER
4008,NCT02061579,OTHER
4007,NCT03064932,OTHER
4005,NCT04435873,OTHER
7949,NCT00489411,OTHER
7906,NCT03631719,OTHER
7907,NCT03455127,OTHER
7908,NCT03271307,OTHER
7910,NCT01856673,OTHER
3998,NCT03903146,OTHER
7911,NCT01072279,OTHER
3996,NCT01431183,OTHER
3993,NCT03683394,OTHER
3989,NCT01953588,OTHER
7913,NCT00719563,OTHER
4018,NCT00237926,OTHER
4019,NCT02293655,OTHER
7900,NCT01665690,OTHER
4021,NCT04567511,OTHER
4052,NCT02730819,OTHER
7887,NCT03371186,OTHER
4049,NCT03031457,OTHER
7888,NCT03135366,OTHER
4047,NCT03504826,OTHER
7889,NCT02383602,OTHER
4044,NCT02757937,OTHER
7890,NCT02271074,OTHER
4042,NCT02924051,OTHER
7891,NCT02071563,OTHER
7892,NCT01389219,OTHER
4038,NCT00402922,OTHER
4036,NCT04530032,OTHER
4034,NCT00799617,OTHER
4032,NCT00664040,OTHER
4031,NCT02588651,OTHER
4030,NCT03603496,OTHER
4028,NCT03340012,OTHER
7896,NCT03124277,OTHER
4025,NCT02564653,OTHER
7898,NCT03884816,OTHER
7914,NCT00223509,OTHER
7915,NCT00956813,OTHER
7916,NCT01006018,OTHER
3947,NCT02996877,OTHER
3944,NCT03106233,OTHER
3943,NCT04577599,OTHER
3942,NCT00593983,OTHER
7935,NCT03567018,OTHER
7937,NCT00041119,OTHER
3937,NCT03242070,OTHER
7938,NCT00869206,OTHER
3935,NCT00481715,OTHER
7939,NCT03360799,OTHER
7940,NCT00058357,OTHER
7941,NCT00110084,OTHER
7942,NCT00040885,OTHER
3930,NCT01625468,OTHER
7945,NCT01439945,OTHER
7946,NCT01376349,OTHER
3925,NCT04387305,OTHER
3924,NCT04431622,OTHER
7947,NCT01091454,OTHER
3921,NCT01589692,OTHER
7948,NCT01009918,OTHER
3919,NCT03343795,OTHER
3946,NCT03259373,OTHER
3948,NCT01058421,OTHER
7919,NCT02463968,OTHER
3951,NCT03278626,OTHER
3978,NCT02322554,OTHER
3977,NCT02467998,OTHER
3976,NCT02813161,OTHER
3975,NCT02813187,OTHER
3974,NCT02293694,OTHER
7920,NCT03141567,OTHER
7921,NCT03932799,OTHER
3971,NCT02688660,OTHER
7922,NCT00072046,OTHER
3969,NCT01177176,OTHER
3968,NCT04023604,OTHER
7923,NCT02348645,OTHER
7924,NCT02615470,OTHER
7926,NCT00265850,OTHER
3963,NCT03495284,OTHER
3962,NCT03464188,OTHER
3961,NCT03260920,OTHER
3960,NCT03286179,OTHER
3957,NCT02045043,OTHER
7928,NCT02331368,OTHER
3953,NCT02403466,OTHER
5236,NCT04041687,OTHER
5247,NCT04421755,OTHER
5238,NCT04267978,OTHER
6494,NCT04304833,OTHER
6504,NCT00840658,OTHER
7222,NCT00222547,OTHER
6502,NCT01787175,OTHER
6501,NCT02260778,OTHER
6500,NCT03924674,OTHER
6499,NCT01301638,OTHER
6498,NCT04604821,OTHER
6497,NCT03259646,OTHER
6496,NCT04520984,OTHER
6495,NCT02113410,OTHER
7223,NCT00216333,OTHER
7220,NCT00270725,OTHER
7224,NCT00213096,OTHER
6491,NCT01697267,OTHER
6490,NCT02508480,OTHER
6489,NCT02294318,OTHER
6488,NCT04365270,OTHER
6487,NCT03381885,OTHER
6486,NCT01451359,OTHER
6485,NCT03645551,OTHER
6484,NCT04372329,OTHER
6483,NCT01492348,OTHER
7221,NCT00244777,OTHER
6507,NCT04522258,OTHER
6646,NCT00884988,OTHER
7213,NCT01129089,OTHER
7206,NCT02395328,OTHER
7207,NCT02121821,OTHER
7208,NCT01985269,OTHER
7209,NCT01930084,OTHER
7210,NCT01873196,OTHER
6527,NCT02845700,OTHER
7211,NCT01872390,OTHER
7212,NCT01756469,OTHER
6524,NCT01969903,OTHER
6523,NCT03862924,OTHER
7214,NCT00505609,OTHER
6508,NCT04419948,OTHER
7215,NCT00407394,OTHER
6519,NCT03820921,OTHER
7216,NCT00396500,OTHER
6517,NCT02207803,OTHER
7217,NCT00355043,OTHER
6515,NCT03198819,OTHER
6514,NCT01465607,OTHER
6512,NCT03726463,OTHER
6511,NCT02597881,OTHER
6509,NCT01935102,OTHER
6482,NCT03524482,OTHER
6481,NCT02875535,OTHER
7225,NCT00198835,OTHER
6436,NCT04182529,OTHER
6447,NCT01786603,OTHER
7236,NCT02971072,OTHER
6445,NCT01678495,OTHER
6444,NCT01098279,OTHER
6442,NCT01744899,OTHER
7238,NCT01398319,OTHER
6440,NCT00549796,OTHER
6439,NCT02601820,OTHER
7239,NCT04453943,OTHER
7240,NCT02191267,OTHER
6435,NCT02888912,OTHER
6479,NCT02050789,OTHER
6434,NCT02991664,OTHER
6432,NCT02134847,OTHER
6431,NCT02507882,OTHER
6430,NCT00642057,OTHER
7241,NCT01024569,OTHER
6426,NCT04306705,OTHER
6425,NCT01251523,OTHER
6423,NCT03662776,OTHER
6422,NCT03872895,OTHER
6421,NCT04408105,OTHER
6449,NCT04070833,OTHER
7235,NCT01140269,OTHER
7234,NCT01387490,OTHER
6452,NCT02924467,OTHER
6478,NCT04445116,OTHER
7227,NCT00860951,OTHER
6476,NCT03322891,OTHER
7230,NCT02405026,OTHER
6471,NCT03059095,OTHER
6469,NCT02381054,OTHER
6468,NCT01824082,OTHER
6467,NCT01118026,OTHER
6466,NCT01850940,OTHER
6465,NCT04338334,OTHER
7231,NCT02272257,OTHER
6463,NCT03630588,OTHER
6462,NCT03733626,OTHER
6461,NCT00856999,OTHER
6460,NCT02276118,OTHER
6458,NCT01098292,OTHER
6457,NCT02473926,OTHER
7232,NCT03288233,OTHER
6455,NCT04219540,OTHER
6454,NCT02761551,OTHER
6453,NCT04579198,OTHER
7205,NCT02577380,OTHER
7204,NCT02908399,OTHER
6535,NCT00337688,OTHER
6607,NCT00290186,OTHER
6617,NCT04044326,OTHER
6616,NCT03250156,OTHER
6615,NCT04130984,OTHER
6614,NCT02693444,OTHER
6613,NCT03598816,OTHER
6612,NCT02144441,OTHER
6611,NCT02832401,OTHER
6610,NCT01543997,OTHER
6609,NCT04045938,OTHER
6608,NCT00202449,OTHER
6606,NCT00623090,OTHER
6592,NCT02848469,OTHER
6605,NCT00795678,OTHER
6604,NCT00984698,OTHER
7177,NCT00990106,OTHER
6602,NCT01480804,OTHER
7178,NCT00651872,OTHER
6600,NCT02383472,OTHER
6599,NCT03547869,OTHER
6598,NCT03992183,OTHER
6597,NCT04531579,OTHER
7179,NCT00162461,OTHER
7176,NCT01780701,OTHER
6619,NCT01509573,OTHER
6621,NCT04026802,OTHER
6622,NCT04261738,OTHER
6644,NCT01739803,OTHER
6642,NCT03885700,OTHER
6641,NCT02382822,OTHER
6640,NCT03869671,OTHER
6639,NCT01535326,OTHER
6638,NCT00151359,OTHER
6637,NCT00254072,OTHER
6636,NCT01286142,OTHER
6635,NCT02963987,OTHER
6634,NCT03551483,OTHER
6633,NCT01630980,OTHER
6632,NCT02387320,OTHER
6631,NCT02831257,OTHER
6630,NCT03033602,OTHER
6629,NCT04168450,OTHER
6628,NCT04549532,OTHER
6627,NCT03167658,OTHER
6626,NCT00710502,OTHER
6625,NCT01662973,OTHER
6624,NCT03221530,OTHER
7175,NCT02764983,OTHER
7180,NCT02386878,OTHER
6591,NCT03798184,OTHER
7203,NCT02927496,OTHER
6549,NCT02524613,OTHER
7193,NCT03885973,OTHER
6562,NCT04562779,OTHER
7194,NCT03829358,OTHER
7195,NCT03824756,OTHER
6557,NCT02349945,OTHER
7196,NCT03745495,OTHER
6554,NCT00710957,OTHER
6553,NCT04392557,OTHER
6551,NCT03409575,OTHER
6550,NCT04495686,OTHER
6548,NCT02889640,OTHER
6590,NCT01158950,OTHER
6547,NCT03539315,OTHER
7197,NCT03555669,OTHER
6545,NCT02634879,OTHER
7198,NCT03254628,OTHER
7199,NCT03074799,OTHER
7200,NCT03058302,OTHER
6541,NCT01420016,OTHER
7201,NCT02929134,OTHER
6538,NCT03889392,OTHER
7202,NCT02929121,OTHER
6564,NCT02611648,OTHER
6565,NCT02676479,OTHER
6566,NCT04306549,OTHER
7192,NCT03973593,OTHER
6589,NCT04596644,OTHER
7182,NCT02845349,OTHER
7183,NCT01443078,OTHER
6586,NCT04576507,OTHER
7184,NCT02329639,OTHER
6584,NCT01175291,OTHER
7186,NCT04370977,OTHER
6581,NCT01684748,OTHER
6580,NCT00157586,OTHER
6579,NCT02043158,OTHER
