,NCTId,EnrollmentCount
4849,NCT01016860,16
3884,NCT00491738,16
4043,NCT00554359,16
1399,NCT02486770,16
2155,NCT00363038,16
6586,NCT04576507,16
9091,NCT04511338,16
9123,NCT04484805,16
2368,NCT02221726,16
2995,NCT02133599,16
1666,NCT02239627,16
6589,NCT04596644,16
2388,NCT00528931,16
5408,NCT02853617,16
5401,NCT03327883,16
3910,NCT02797431,16
5683,NCT00923936,16
7617,NCT00140140,16
1388,NCT02940717,16
8291,NCT00760279,16
6710,NCT01632709,16
8801,NCT03912350,16
6882,NCT01019798,16
9599,NCT04056455,16
8527,NCT00723203,16
2265,NCT02692417,16
2821,NCT02063451,16
9479,NCT04154774,16
6391,NCT01355679,16
8933,NCT02217007,16
1266,NCT02679430,16
9437,NCT04207437,16
3173,NCT00995488,16
1141,NCT00414518,16
1494,NCT01981135,16
6925,NCT03762772,16
6737,NCT01048112,16
5922,NCT03662308,16
1335,NCT04215328,16
4268,NCT03968848,16
8710,NCT00004263,16
4686,NCT01241383,16
9377,NCT04251026,16
6359,NCT01987388,16
9415,NCT04223635,16
8667,NCT01773239,16
5876,NCT02139397,16
8338,NCT00176982,16
8176,NCT01814501,16
3326,NCT03520387,16
8397,NCT02037568,159
9505,NCT04128618,159
3967,NCT00032890,1588
3906,NCT03852316,1582
5617,NCT00339300,1581
6091,NCT01638481,158
26,NCT04004260,158
8762,NCT04481568,158
9580,NCT04073914,158
3048,NCT00986648,158
8226,NCT03810365,158
6101,NCT01501656,158
8522,NCT03581877,158
1345,NCT04565860,158
9828,NCT03878758,158
5852,NCT00808353,15792
7843,NCT04345393,1578
3679,NCT00084136,1571
8503,NCT00359580,157
4083,NCT04266834,157
4211,NCT02322333,157
7025,NCT02558829,157
4051,NCT00257907,157
3309,NCT03399370,1561
131,NCT02939131,156
7445,NCT04533464,156
8544,NCT03267043,156
2136,NCT02192034,156
3927,NCT03354663,156
3724,NCT04240288,156
4990,NCT01892631,156
7256,NCT00248300,156
9569,NCT04082481,156
9046,NCT04554212,156
7127,NCT04287478,156
8639,NCT02111525,156
2666,NCT00873964,156
3990,NCT03460743,1556
7904,NCT04119375,15500
9275,NCT04334382,1550
6621,NCT04026802,155
6995,NCT02807506,155
5881,NCT02844543,155
2231,NCT01737762,155
3298,NCT00813605,155
1383,NCT02030522,155
5429,NCT00339495,154900
2086,NCT04371419,15475
4884,NCT04517006,1542
2806,NCT00221923,1540
2309,NCT01753115,154
9739,NCT03948386,154
1831,NCT00889616,154
9502,NCT04131647,154
2627,NCT04109443,154
7130,NCT02719860,154
4523,NCT03897764,154
6538,NCT03889392,154
3941,NCT03060538,154
4404,NCT04266821,154
6822,NCT03459846,154
3544,NCT03520530,154
6590,NCT01158950,154
7287,NCT00619463,154
8086,NCT00936390,1538
8349,NCT01435616,1538
2088,NCT04372108,1536
8481,NCT02710318,15348
7437,NCT00823212,1530
1601,NCT02323438,153
6973,NCT00692575,153
3688,NCT02629289,153
1378,NCT02178462,153
3174,NCT01309828,153
6761,NCT04124523,153
2894,NCT01309217,1528
2198,NCT02079701,152723
7427,NCT02345434,1525
9757,NCT03936985,1523
3854,NCT04176107,152
9620,NCT04044521,152
2329,NCT00548639,152
9265,NCT04342663,152
4692,NCT03494244,152
4717,NCT00736554,152
4587,NCT03613623,152
6855,NCT02878850,152
6479,NCT02050789,152
5150,NCT02172040,152
6328,NCT00779220,152
8002,NCT03010644,152
1788,NCT00681200,152
7115,NCT00111163,1516
7774,NCT00727506,151
1530,NCT00844532,151
5394,NCT02086864,151
7999,NCT01177137,151
3928,NCT00617851,1507
4094,NCT03422276,1507
7401,NCT01670708,1504
2801,NCT00530426,150000
4810,NCT04499495,15000
6641,NCT02382822,1500
9588,NCT04068649,1500
9089,NCT04513990,1500
7223,NCT00216333,1500
1265,NCT04010162,1500
9284,NCT04328467,1500
1167,NCT01570998,1500
6419,NCT02968355,1500
1257,NCT00134797,1500
6511,NCT02597881,1500
2458,NCT00642213,1500
3234,NCT00001235,1500
5309,NCT03843021,1500
5559,NCT03429322,1500
3379,NCT03523780,1500
7267,NCT02938975,1500
4588,NCT00015613,1500
2494,NCT03707626,1500
2584,NCT03807934,1500
9264,NCT04342689,1500
4005,NCT04435873,1500
3848,NCT02195778,1500
7736,NCT03210415,1500
1056,NCT00904878,1500
4310,NCT00173823,1500
7247,NCT01749215,150
1689,NCT00822263,150
6051,NCT02535949,150
3614,NCT01707524,150
5247,NCT04421755,150
2334,NCT03640208,150
9248,NCT04355143,150
9238,NCT04367246,150
5696,NCT02994108,150
6914,NCT04606342,150
1001,NCT01865032,150
9871,NCT03849937,150
9990,NCT03770832,150
7866,NCT03823898,150
6772,NCT03440554,150
129,NCT03699709,150
8986,NCT04604015,150
1706,NCT00245882,150
7231,NCT02272257,150
3923,NCT00107666,150
5977,NCT04517994,150
6909,NCT04442620,150
2269,NCT03416738,150
8428,NCT03613038,150
9850,NCT03866005,150
3593,NCT00001162,150
2259,NCT01857245,150
2080,NCT02516332,150
3492,NCT01509690,150
3586,NCT00396032,150
2062,NCT03490188,150
9287,NCT04323176,150
8340,NCT04254562,150
7037,NCT03080246,150
7158,NCT02277405,150
9904,NCT03828370,150
7119,NCT02293226,150
8886,NCT02522923,150
6806,NCT04029298,150
6474,NCT04341948,150
9740,NCT03948139,150
9956,NCT03794102,150
8563,NCT03398902,150
6227,NCT04182659,150
9366,NCT04257474,150
7151,NCT02294916,150
3129,NCT00380016,150
3123,NCT03351140,150
9372,NCT04254653,150
7117,NCT02305524,150
7620,NCT02990793,150
8831,NCT03727815,150
3788,NCT00325429,150
3157,NCT02619773,150
9323,NCT04295135,150
1445,NCT00271999,150
7896,NCT03124277,150
7828,NCT01374906,150
6684,NCT03619369,150
9441,NCT04204434,150
2843,NCT03080090,150
8538,NCT04170062,150
2833,NCT02970968,150
8713,NCT04221997,150
4045,NCT00300287,150
2543,NCT01268670,150
7263,NCT04589377,150
1016,NCT00978484,150
9711,NCT03978598,150
8578,NCT02765906,150
9159,NCT04451382,150
2014,NCT04177472,150
6998,NCT03165968,150
1628,NCT00722124,150
2620,NCT03304782,150
8649,NCT01733017,150
2610,NCT01378195,150
6630,NCT03033602,150
3377,NCT01212003,150
2980,NCT04438161,150
5030,NCT04313296,150
70,NCT00412568,150
2977,NCT03807817,150
9765,NCT03929237,150
4239,NCT00089947,150
88,NCT00413517,150
3530,NCT03009968,150
9073,NCT04526665,150
4979,NCT04030273,150
8012,NCT02912078,150
1164,NCT01427673,150
9812,NCT03890471,150
9981,NCT03775590,150
3376,NCT00730704,150
7787,NCT03325062,150
6644,NCT01739803,150
2386,NCT01968642,150
7883,NCT01470599,150
3243,NCT01166386,150
4041,NCT03117998,150
3362,NCT00459992,150
6397,NCT03106116,150
7744,NCT03308812,150
9693,NCT03990558,150
8230,NCT03344419,150
6592,NCT02848469,150
6073,NCT01879696,150
6293,NCT03663361,150
8687,NCT00870207,150
9082,NCT04519957,150
9167,NCT04439656,150
8360,NCT00074802,150
9666,NCT04009447,150
6791,NCT02205450,15
5629,NCT00076557,15
8940,NCT01878175,15
9431,NCT04210427,15
8008,NCT03701711,15
2223,NCT02179788,15
7674,NCT03170297,15
3606,NCT04002830,15
9733,NCT03956056,15
5964,NCT02949115,15
6313,NCT02346994,15
2306,NCT02070029,15
5295,NCT03615469,15
5960,NCT04120584,15
2034,NCT00954681,15
6575,NCT02083679,15
7756,NCT01413126,15
1336,NCT01992185,15
5645,NCT02655458,15
5179,NCT03731000,15
9703,NCT03982160,15
9687,NCT03995979,15
5957,NCT02267187,15
3161,NCT04037033,15
7323,NCT03544632,15
8206,NCT00520208,15
1467,NCT01093885,15
9512,NCT04123574,15
5979,NCT04512105,15
7444,NCT02045511,15
9623,NCT04042506,15
6907,NCT00782392,15
9924,NCT03813524,15
4507,NCT02318862,15
7301,NCT03623022,15
3232,NCT04502212,15
7432,NCT01750684,15
9605,NCT04054544,15
7627,NCT04242160,15
6707,NCT01959022,15
9576,NCT04077190,15
2639,NCT03075670,15
9498,NCT04134715,15
4950,NCT01722474,15
9837,NCT03874637,15
7789,NCT02599961,15
2236,NCT02396589,15
9454,NCT04188262,15
1884,NCT00942695,15
1269,NCT04111263,15
2832,NCT02606396,15
6661,NCT00107991,15
4806,NCT03065647,15
9882,NCT03843528,15
4808,NCT00279617,15
2557,NCT03597620,15
1879,NCT01830712,15
2278,NCT04587115,15
7310,NCT04028180,15
2905,NCT02002182,15
6064,NCT02104713,15
3479,NCT00308958,15
9340,NCT04280653,15
3764,NCT01727895,15
9093,NCT04508751,15
8560,NCT02656212,15
6811,NCT04386317,15
9300,NCT04315883,15
8840,NCT00960765,15
8631,NCT00151047,15
6508,NCT04419948,15
6096,NCT01564407,15
2965,NCT04039399,15
1543,NCT00598247,15
9125,NCT04483440,15
5785,NCT03634527,15
4306,NCT02881684,15
34,NCT03311295,15
4659,NCT02267317,15
2511,NCT02185300,15
5407,NCT03795233,15
6111,NCT01372644,15
7053,NCT01507129,15
7049,NCT01663792,15
7983,NCT00113399,15
5728,NCT03775096,15
3082,NCT01343420,15
6043,NCT02773056,15
9067,NCT04534660,15
2884,NCT03721835,15
8288,NCT00751270,15
9960,NCT03792516,15
3779,NCT03445403,15
9341,NCT04279847,15
2085,NCT03246126,15
7996,NCT01058395,15
5349,NCT00351416,15
3304,NCT00556842,1495
3519,NCT03981835,1492
3440,NCT00758615,149
2419,NCT00102817,149
8826,NCT01671475,149
7495,NCT03605888,149
5003,NCT00999388,149
154,NCT01112917,149
2140,NCT01413555,14889
1297,NCT04067401,1485
7509,NCT03510286,1483
4965,NCT04424823,148
5962,NCT00902603,148
7244,NCT03211884,148
6642,NCT03885700,148
4006,NCT03032770,148
9357,NCT04264897,148
8914,NCT02341638,148
7702,NCT03371225,148
3301,NCT02610465,148
7171,NCT02195427,148
4399,NCT04293536,148
8938,NCT03890029,148
1158,NCT00639418,147494
3989,NCT01953588,1473
7544,NCT01626599,147
7964,NCT00040937,147
6829,NCT00751244,147
5479,NCT02192931,147
7648,NCT00790790,147
7745,NCT00858988,147
3873,NCT00171990,1461
1210,NCT00410475,146022
9229,NCT04374760,1460
9037,NCT04561362,146
7800,NCT03798548,146
1558,NCT00733512,146
1823,NCT01809288,146
6164,NCT00582569,146
9752,NCT03938974,146
3219,NCT01673750,146
1060,NCT01844804,146
1189,NCT03532230,146
5209,NCT01639079,146
3900,NCT03305016,146
8774,NCT01127633,1457
5013,NCT01844596,1455
1381,NCT01240902,1453
1766,NCT01228058,1450
9998,NCT03767595,145
7809,NCT01495923,145
8461,NCT00566670,145
9849,NCT03866616,145
9303,NCT04313400,145
3201,NCT01570751,145
4035,NCT00555217,1448
7289,NCT03449667,144
9551,NCT04091022,144
6339,NCT03831321,144
8218,NCT03065426,144
9232,NCT04373044,144
2482,NCT02703909,144
80,NCT02971709,144
9047,NCT04553133,144
8051,NCT02251743,144
7213,NCT01129089,144
1591,NCT02287688,144
5461,NCT03050658,144
7325,NCT01838863,144
3938,NCT02389855,144
1044,NCT00341510,14350
7492,NCT00310726,1435
2643,NCT01135992,143
6330,NCT03332563,143
7494,NCT00153777,1428
5483,NCT01028144,1422
5791,NCT02769078,14201
5390,NCT01844492,1420
9976,NCT03779269,142
2240,NCT01848353,142
1455,NCT01342029,142
1718,NCT00218127,142
7107,NCT00134784,142
9795,NCT03906461,142
9760,NCT03933631,142
2989,NCT03063528,142
4113,NCT04368988,1419
1439,NCT02045706,1419
2,NCT02801266,1418
3248,NCT02945787,1416
4020,NCT01016483,141
8747,NCT04374630,141
3888,NCT01156090,141
8186,NCT01343056,141
5282,NCT01444378,141
3279,NCT01661764,141
5925,NCT01881815,141
4478,NCT03433053,141
8081,NCT02371317,141
2122,NCT03337217,141
2184,NCT03606460,141
2079,NCT01876667,141
7785,NCT04393246,1407
5366,NCT03116243,1404
6896,NCT03736395,14000
148,NCT02951598,1400
102,NCT03293875,1400
8556,NCT00644566,140
5956,NCT02253147,140
2069,NCT00225862,140
9861,NCT03861832,140
1432,NCT03140488,140
4848,NCT03658954,140
1454,NCT03269331,140
4292,NCT02421367,140
8470,NCT00731588,140
6675,NCT00708890,140
2769,NCT01977989,140
2520,NCT03136029,140
3565,NCT01566500,140
9884,NCT03842670,140
3678,NCT01199172,140
2926,NCT03987581,140
6207,NCT00046475,140
4364,NCT02948738,140
1956,NCT00668941,140
6550,NCT04495686,140
8728,NCT03722316,140
9175,NCT04428580,140
9609,NCT04049669,140
2545,NCT04277780,140
6852,NCT00859781,140
2337,NCT04374552,140
5668,NCT00080366,14
3807,NCT00551200,14
2409,NCT01364805,14
1460,NCT02984943,14
8708,NCT01941810,14
9737,NCT03951883,14
7636,NCT01207687,14
8636,NCT00779363,14
8589,NCT01698983,14
3350,NCT01096771,14
5497,NCT02866721,14
4707,NCT01596023,14
22,NCT00928694,14
8152,NCT01812005,14
6130,NCT01077089,14
2653,NCT01447771,14
2032,NCT01354613,14
5226,NCT01252251,14
3049,NCT01051284,14
8644,NCT01257802,14
2569,NCT02787928,14
5477,NCT02926040,14
1862,NCT00137254,14
4877,NCT03540745,14
4162,NCT00979238,14
3575,NCT00846573,14
2699,NCT00706576,14
5129,NCT01341587,14
8898,NCT04004325,14
2005,NCT01750294,14
6300,NCT01119326,14
6428,NCT04117607,14
147,NCT01940679,14
1764,NCT00626379,1395
7317,NCT00822692,139
1408,NCT02151955,139
8421,NCT00553319,139
6924,NCT02129361,139
5384,NCT02152397,139
7188,NCT04234815,1387
1129,NCT03243305,1384
5798,NCT01365975,1382
4024,NCT00356915,1381
2637,NCT04276558,138
1427,NCT00584805,138
8038,NCT02407093,138
4473,NCT03284372,138
6941,NCT01707030,138
7861,NCT03862963,138
8144,NCT02140775,138
1370,NCT02654509,138
2498,NCT01107301,138
5554,NCT01147120,138
1102,NCT01783652,138
104,NCT03390660,13771
2319,NCT03481270,1374
4807,NCT02359045,137
9513,NCT04123041,137
7994,NCT03537729,137
7995,NCT01686087,137
8648,NCT01468987,1369
8292,NCT01709110,1366
3631,NCT02587520,1363
4245,NCT01300325,136
124,NCT03933215,136
1351,NCT00505414,136
6658,NCT01574300,136
7986,NCT00748098,136
1501,NCT01148563,136
8158,NCT00045903,136
5622,NCT01006824,136
7273,NCT00992953,136
7092,NCT04476901,136
9135,NCT04478617,136
3217,NCT02148068,136
4065,NCT01714323,1359
5392,NCT00352573,1357
4754,NCT01435954,13551
7712,NCT01910493,1352
4030,NCT03603496,1350
5276,NCT00124358,1350
7501,NCT04050449,1350
5853,NCT00341107,1350
8863,NCT02926677,135
5926,NCT01750203,135
4120,NCT03209895,135
7459,NCT00007722,135
4860,NCT00317473,135
4437,NCT01877421,135
8785,NCT04123223,135
5024,NCT00430196,135
5832,NCT04463264,135
1575,NCT03068949,135
5873,NCT01435512,135
2865,NCT04479761,135
1669,NCT04047121,1349
7773,NCT04373460,1344
3960,NCT03286179,13419
8984,NCT04605198,134
1195,NCT01308437,134
1872,NCT01790477,134
2937,NCT01128374,134
7428,NCT02216812,134
3741,NCT02347202,134
4380,NCT02178982,134
1148,NCT02064413,134
6851,NCT01007890,134
8759,NCT00983892,134
6738,NCT01942811,134
5827,NCT04181034,1330
2479,NCT02941809,133
1292,NCT00219323,133
7093,NCT01474057,133
7377,NCT02975596,1326
6940,NCT01747824,1322
3876,NCT04605783,1320
5717,NCT03723928,1320
9568,NCT04083859,1320
9274,NCT04335682,132
2438,NCT00797615,132
5841,NCT02796651,132
4651,NCT03486093,132
6443,NCT03552263,132
8792,NCT03283553,132
6808,NCT02129114,132
6801,NCT02046590,132
8148,NCT03168529,132
7378,NCT02907697,132
9538,NCT04103385,132
2075,NCT04358900,132
9805,NCT03899181,132
7783,NCT04201613,132
3126,NCT00774254,132
7412,NCT00615940,132
3237,NCT00824941,132
6248,NCT04333459,132
1497,NCT01473771,1319
3062,NCT00283283,1316
4554,NCT01684722,1312
2405,NCT01858519,1310
2390,NCT00680706,131
8060,NCT02103660,131
4862,NCT01578499,131
4204,NCT03945981,131
4736,NCT04431661,131
6495,NCT02113410,131
8552,NCT01710358,1307
3579,NCT03253783,1304
6441,NCT02897414,13015
3244,NCT02713321,13000
6735,NCT04074486,1300
2941,NCT01276678,1300
2166,NCT00685555,1300
9130,NCT04480086,130
3694,NCT04285489,130
2354,NCT03219372,130
8847,NCT02079480,130
7120,NCT02291640,130
6847,NCT03947216,130
7923,NCT02348645,130
4650,NCT01547013,130
1594,NCT04274153,130
3007,NCT02682784,130
5004,NCT03501407,130
3076,NCT03917875,130
6237,NCT02604238,130
7152,NCT02286323,130
3235,NCT00906984,130
8935,NCT03635905,130
9460,NCT04180540,130
5525,NCT01443728,130
5592,NCT03625349,130
9679,NCT04000555,130
8729,NCT04542642,130
7271,NCT02465307,130
2588,NCT02414178,130
4530,NCT03282916,130
7306,NCT01683409,130
3272,NCT00469079,130
1901,NCT02116205,130
2483,NCT03337113,130
4101,NCT03870334,130
4767,NCT00255229,130
3292,NCT00836303,130
9895,NCT03833921,130
3149,NCT00399880,130
3254,NCT01826448,13
3409,NCT02465463,13
110,NCT01704235,13
2719,NCT00775216,13
5735,NCT01987830,13
2476,NCT00543153,13
3145,NCT00308620,13
3462,NCT00581061,13
4073,NCT00359723,13
1159,NCT02874222,13
8398,NCT02706964,13
2936,NCT01529138,13
2400,NCT01951209,13
2484,NCT01985763,13
3271,NCT00796705,13
2370,NCT00271011,13
6527,NCT02845700,13
3459,NCT03161470,13
2613,NCT03432897,13
3623,NCT00114010,13
6966,NCT01119001,13
1932,NCT03524690,13
7633,NCT03580538,13
5327,NCT02532010,13
4677,NCT02232269,13
5943,NCT01673828,13
8042,NCT01109576,13
2456,NCT00341692,13
7050,NCT01650220,13
2694,NCT01386528,13
6456,NCT02461771,13
8508,NCT01182727,13
2401,NCT00313404,13
6127,NCT01140373,13
3037,NCT00135733,13
6038,NCT02960516,13
8532,NCT01439750,13
5515,NCT02759744,13
7237,NCT01434173,1299056
2065,NCT03429413,1296
6721,NCT00640445,1292
7905,NCT04034381,1290
3476,NCT01831765,1290
8835,NCT00624520,129
9900,NCT03831451,129
7624,NCT02756689,129
7162,NCT04568330,129
7250,NCT01194661,129
7991,NCT00872989,129
4959,NCT01584596,129
7839,NCT00827112,129
4283,NCT00726661,1287
7925,NCT01107626,1282
1444,NCT00809445,1281
2553,NCT01404858,12800
7909,NCT03064620,12800
7558,NCT03207750,1280
6616,NCT03250156,128
7742,NCT04169269,128
5907,NCT01928849,128
9485,NCT04149249,128
6192,NCT03821402,128
1287,NCT00220779,128
3666,NCT00078208,128
4662,NCT01427400,128
9163,NCT04444050,128
6417,NCT00999804,128
1221,NCT03030430,128
69,NCT02857764,127690
8326,NCT03206775,1271
2434,NCT04533425,1270
1795,NCT01561937,127
6891,NCT04523259,127
5090,NCT00313144,127
4411,NCT02301195,127
3829,NCT04450966,1268
1824,NCT00797095,12651
6588,NCT04134273,1260
7625,NCT02171312,126
5663,NCT01873131,126
1459,NCT03276741,126
4238,NCT03713320,126
7371,NCT03882515,126
5632,NCT03440450,126
7807,NCT01848184,126
8411,NCT03649958,126
4214,NCT02316353,126
1171,NCT00339924,1258
9032,NCT04565353,125600
4940,NCT00465010,1252
5181,NCT02476721,1251
35,NCT03242278,12507
4652,NCT04198974,12500
5681,NCT03409367,1250
7635,NCT02096653,125
8250,NCT01742338,125
8816,NCT02787434,125
8241,NCT00332228,125
8000,NCT04498975,125
0,NCT04371159,125
6289,NCT03600324,125
6945,NCT03433599,125
4479,NCT03532958,125
5902,NCT02632422,125
7048,NCT01901887,125
3905,NCT01206166,125
2437,NCT00481507,125
2423,NCT00461162,125
4926,NCT03654118,125
3121,NCT03882957,125
5965,NCT01078909,125
3073,NCT03864367,125
4304,NCT03945162,125
6671,NCT04466423,125
5137,NCT02698891,125
1225,NCT03302611,125
7824,NCT01299272,1249
7389,NCT00130312,1248
31,NCT04562636,1244
9308,NCT04306211,124
9427,NCT04214249,124
1662,NCT04335812,124
3463,NCT00493051,124
9124,NCT04484337,124
3670,NCT00232115,124
9390,NCT04240691,124
9239,NCT04365543,124
1331,NCT04532788,124
7262,NCT01412866,124
6534,NCT04545385,124
3858,NCT02595073,124
6341,NCT03795532,124
7592,NCT04146168,124
2908,NCT01153490,124
2057,NCT00797953,124
4551,NCT04596904,124
8362,NCT01783327,124
4012,NCT01390909,12386
4059,NCT01587638,12336
6900,NCT04336397,1232
4343,NCT03309163,1230
5016,NCT01466998,123
1012,NCT02581748,123
1912,NCT02052544,123
2626,NCT00947232,123
5786,NCT02454010,123
5843,NCT01003262,123
5217,NCT03666247,1229
6514,NCT01465607,1228
3238,NCT01852656,12255
7958,NCT03991182,12240
1471,NCT01088503,12227
9898,NCT03833245,122
8864,NCT01496378,122
3695,NCT03107468,122
1649,NCT02556112,122
1332,NCT03614819,122
7434,NCT01628718,122
4153,NCT00974259,122
3892,NCT01118169,122
3872,NCT01751451,122
1983,NCT02056652,122
4240,NCT00120471,122
2150,NCT02600845,122
2055,NCT02859142,122
2051,NCT00142792,122
2973,NCT00342446,12193
1830,NCT01704768,1219
8477,NCT00788632,12128
5730,NCT03080493,121
9762,NCT03933488,121
7362,NCT02237196,121
3005,NCT03348345,121
4470,NCT01166412,121
2335,NCT02968381,121
7665,NCT01989273,121
7258,NCT02010684,121
8866,NCT01104701,121
5516,NCT02986802,1208
1380,NCT01061164,1207
5933,NCT00628498,1206
5069,NCT03858868,1204
2049,NCT00379652,1204
2595,NCT02648204,1201
2360,NCT00106951,12000
7887,NCT03371186,12000
1867,NCT01317784,1200
5428,NCT00860002,1200
8903,NCT00122486,1200
1832,NCT01150279,1200
2159,NCT01140724,1200
8094,NCT02825771,1200
1185,NCT00761631,1200
5740,NCT04418518,1200
7179,NCT00162461,1200
8305,NCT03367845,1200
5723,NCT03928067,1200
9547,NCT04092777,1200
3646,NCT00258869,1200
3690,NCT04468776,1200
7892,NCT01389219,1200
3605,NCT02847728,1200
4071,NCT04202900,120
5256,NCT02570672,120
8881,NCT03241732,120
3962,NCT03464188,120
6603,NCT01171638,120
5343,NCT00437827,120
7998,NCT02831582,120
8588,NCT02360644,120
9040,NCT04558567,120
6730,NCT01043718,120
4011,NCT04040881,120
2927,NCT03600103,120
4519,NCT04247646,120
4068,NCT04018651,120
5751,NCT03860077,120
8068,NCT04083690,120
3136,NCT02922985,120
3130,NCT00001729,120
1130,NCT00002402,120
3083,NCT03978442,120
3270,NCT01492257,120
6666,NCT01861951,120
6599,NCT03547869,120
4217,NCT04258722,120
3033,NCT03058692,120
3059,NCT03427411,120
3108,NCT03920670,120
3084,NCT04533607,120
8948,NCT04571502,120
6426,NCT04306705,120
3641,NCT00459615,120
4365,NCT04418856,120
3684,NCT00684021,120
9521,NCT04116112,120
8435,NCT02802774,120
9503,NCT04129060,120
1283,NCT02223338,120
3715,NCT00539175,120
4363,NCT02479555,120
8951,NCT03197454,120
3797,NCT02479620,120
5978,NCT04515212,120
7924,NCT02615470,120
1245,NCT02415309,120
8300,NCT00917007,120
8405,NCT03781154,120
8404,NCT00361075,120
3822,NCT02445989,120
6744,NCT02991690,120
4375,NCT01244204,120
7840,NCT03872375,120
9701,NCT03983681,120
6423,NCT03662776,120
3948,NCT01058421,120
9863,NCT03858777,120
3302,NCT01117571,120
3316,NCT04312165,120
3330,NCT01027611,120
3348,NCT04422600,120
1227,NCT04530136,120
1375,NCT03255161,120
3432,NCT02997293,120
9536,NCT04103931,120
9628,NCT04038697,120
6278,NCT00370682,120
4278,NCT03175640,120
1313,NCT04017624,120
1036,NCT02719964,120
3493,NCT03231592,120
5829,NCT00525954,120
4171,NCT00081640,120
1856,NCT00037219,120
4882,NCT03143049,120
2512,NCT04574167,120
9247,NCT04355650,120
134,NCT02829073,120
2758,NCT04346615,120
1700,NCT03224416,120
5211,NCT04518670,120
7727,NCT01672840,120
6978,NCT00448045,120
9104,NCT04499781,120
8084,NCT02858778,120
4648,NCT02453646,120
2732,NCT03295994,120
6965,NCT01207375,120
7293,NCT00599508,120
4667,NCT03780985,120
4819,NCT01033188,120
9218,NCT04382963,120
8827,NCT02853149,120
5062,NCT02341326,120
78,NCT03310112,120
6881,NCT04360044,120
8161,NCT03569059,120
9254,NCT04350359,120
1544,NCT04382625,120
6769,NCT03678766,120
8796,NCT03852030,120
5082,NCT04300699,120
8216,NCT03202277,120
5188,NCT03442192,120
7128,NCT03692273,120
5133,NCT03818789,120
7033,NCT00282516,120
4631,NCT01700517,120
8098,NCT03582566,120
8767,NCT03354585,120
7456,NCT04360681,120
29,NCT00646438,120
1885,NCT00942656,120
7135,NCT00615979,120
6796,NCT02445196,120
8682,NCT02352103,120
4722,NCT02094898,12
2425,NCT01330810,12
9691,NCT03993041,12
1535,NCT00257816,12
8923,NCT01909752,12
1934,NCT03250234,12
3510,NCT01425099,12
8105,NCT02088177,12
9669,NCT04004598,12
2517,NCT02868021,12
3483,NCT00359411,12
8040,NCT02994654,12
2561,NCT00891033,12
2570,NCT01598896,12
5124,NCT01791660,12
1337,NCT01916629,12
121,NCT00935623,12
4369,NCT02230566,12
8408,NCT01324999,12
6151,NCT00742001,12
5939,NCT00643721,12
1128,NCT01605864,12
4215,NCT02135276,12
4921,NCT02433210,12
9601,NCT04055623,12
4232,NCT01796106,12
4919,NCT03554785,12
4234,NCT03521817,12
7500,NCT01023477,12
5578,NCT03505567,12
5899,NCT04302181,12
7342,NCT01866735,12
8388,NCT04300049,12
5941,NCT00633087,12
6143,NCT00851253,12
8020,NCT02162927,12
9350,NCT04270682,12
7296,NCT03767894,12
5987,NCT04144257,12
39,NCT04021030,12
4998,NCT01874951,12
4423,NCT03882528,12
3743,NCT04461353,12
7174,NCT02877732,12
9382,NCT04243044,12
2304,NCT02539576,12
3677,NCT00414778,12
5402,NCT01973608,12
2488,NCT00653029,12
2572,NCT00135720,12
9864,NCT03856034,12
9466,NCT04174352,12
3249,NCT04067804,12
6930,NCT03073798,12
9457,NCT04186793,12
6503,NCT04154462,12
3144,NCT01581463,12
2671,NCT02964429,12
2678,NCT00868309,12
2679,NCT01521117,12
4614,NCT01191229,12
4546,NCT03671785,12
8894,NCT02754687,12
4558,NCT02555904,12
3021,NCT01097785,12
2996,NCT00814697,12
1508,NCT00971633,12
4599,NCT03859362,12
1569,NCT04127058,12
9449,NCT04195477,12
3284,NCT01310179,12
9905,NCT03825640,12
9476,NCT04162145,12
1390,NCT00539357,12
9473,NCT04166240,12
1396,NCT03594292,12
3382,NCT01901276,12
8657,NCT01749384,12
3380,NCT00592046,12
1531,NCT03261882,11987
7002,NCT02186093,1197
7579,NCT03842111,1194
5850,NCT03164616,1193
7888,NCT03135366,1190
7407,NCT02439736,119
7326,NCT01556581,119
4743,NCT02036060,119
6482,NCT03524482,119
8610,NCT01066949,119
8650,NCT03003221,119
4309,NCT01897896,119
2757,NCT03642769,119
2742,NCT03156283,119
6872,NCT02679937,119
5937,NCT03736356,119
8066,NCT02197390,1184
9923,NCT03813966,1181
9217,NCT04383938,118
2760,NCT00405912,118
8085,NCT01052220,118
9775,NCT03922204,118
3052,NCT00879840,118
81,NCT03801928,118
8564,NCT02835495,118
7464,NCT01976780,118
7972,NCT00087399,118
1926,NCT03407443,118
1340,NCT01728142,118
3122,NCT01450462,118
7761,NCT02870205,1176
6425,NCT01251523,1176
6365,NCT01403649,117175
1578,NCT00672074,117
1368,NCT00857662,117
1970,NCT01044108,117
7275,NCT04071600,117
2325,NCT00127257,117
1294,NCT00220740,117
1576,NCT01207167,1164
4529,NCT00731497,1163
5280,NCT00339742,1163
7488,NCT02894294,1162
8450,NCT03677739,1160
3943,NCT04577599,1160
4836,NCT04169867,1160
3890,NCT03789591,116
9183,NCT04419389,116
8852,NCT03723395,116
