,NCTId,InterventionType
2719,NCT00775216,Behavioral
2718,NCT01829256,Behavioral
2120,NCT03404531,Behavioral
9915,NCT03819608,Behavioral
2717,NCT03127358,Behavioral
9594,NCT04058795,Behavioral
9594,NCT04058795,Behavioral
9915,NCT03819608,Behavioral
2120,NCT03404531,Behavioral
8785,NCT04123223,Behavioral
8785,NCT04123223,Behavioral
1965,NCT03072511,Behavioral
2121,NCT03518294,Behavioral
9582,NCT04072549,Behavioral
9925,NCT03812614,Behavioral
9926,NCT03812146,Behavioral
1372,NCT03479541,Behavioral
2810,NCT03375099,Behavioral
120,NCT00245076,Behavioral
8475,NCT01719679,Behavioral
8477,NCT00788632,Behavioral
8477,NCT00788632,Behavioral
8477,NCT00788632,Behavioral
9097,NCT04506294,Behavioral
1022,NCT02857751,Behavioral
2810,NCT03375099,Behavioral
1021,NCT02874131,Behavioral
1021,NCT02874131,Behavioral
8480,NCT01797497,Behavioral
1375,NCT03255161,Behavioral
8481,NCT02710318,Behavioral
2807,NCT04052815,Behavioral
2805,NCT01903876,Behavioral
8472,NCT03533829,Behavioral
1364,NCT00413868,Behavioral
9580,NCT04073914,Behavioral
8468,NCT02415751,Behavioral
1352,NCT03788408,Behavioral
8463,NCT01244568,Behavioral
2824,NCT00627185,Behavioral
1354,NCT00494260,Behavioral
1354,NCT00494260,Behavioral
1355,NCT00417599,Behavioral
2815,NCT02021175,Behavioral
9104,NCT04499781,Behavioral
1363,NCT00965302,Behavioral
9104,NCT04499781,Behavioral
9103,NCT04499937,Behavioral
2814,NCT00531518,Behavioral
9103,NCT04499937,Behavioral
9103,NCT04499937,Behavioral
9103,NCT04499937,Behavioral
9262,NCT04342871,Behavioral
2805,NCT01903876,Behavioral
2796,NCT03028233,Behavioral
8796,NCT03852030,Behavioral
8504,NCT01618461,Behavioral
9524,NCT04114942,Behavioral
8500,NCT03841682,Behavioral
9524,NCT04114942,Behavioral
8501,NCT03582683,Behavioral
9524,NCT04114942,Behavioral
2098,NCT01517945,Behavioral
2765,NCT04135443,Behavioral
8873,NCT00759746,Behavioral
2796,NCT03028233,Behavioral
8504,NCT01618461,Behavioral
2765,NCT04135443,Behavioral
2759,NCT02903433,Behavioral
9574,NCT04080414,Behavioral
2101,NCT03877497,Behavioral
8873,NCT00759746,Behavioral
9574,NCT04080414,Behavioral
8499,NCT00993590,Behavioral
2768,NCT00658476,Behavioral
2775,NCT02161913,Behavioral
2775,NCT02161913,Behavioral
2795,NCT04426318,Behavioral
2781,NCT02925481,Behavioral
2781,NCT02925481,Behavioral
2095,NCT01973153,Behavioral
122,NCT03688126,Behavioral
9090,NCT04513899,Behavioral
2781,NCT02925481,Behavioral
9926,NCT03812146,Behavioral
9090,NCT04513899,Behavioral
8494,NCT01264718,Behavioral
2779,NCT04036344,Behavioral
2095,NCT01973153,Behavioral
9525,NCT04113746,Behavioral
1383,NCT02030522,Behavioral
8794,NCT02150681,Behavioral
2814,NCT00531518,Behavioral
2989,NCT03063528,Behavioral
9147,NCT04463992,Behavioral
1077,NCT00682994,Behavioral
8849,NCT02043496,Behavioral
3175,NCT02303275,Behavioral
9225,NCT04378751,Behavioral
1077,NCT00682994,Behavioral
9984,NCT03773419,Behavioral
8849,NCT02043496,Behavioral
8848,NCT01033942,Behavioral
1076,NCT04468360,Behavioral
9192,NCT04409236,Behavioral
1072,NCT04406714,Behavioral
9187,NCT04414982,Behavioral
2013,NCT00895635,Behavioral
8305,NCT03367845,Behavioral
8305,NCT03367845,Behavioral
8305,NCT03367845,Behavioral
9984,NCT03773419,Behavioral
3175,NCT02303275,Behavioral
9192,NCT04409236,Behavioral
8305,NCT03367845,Behavioral
14,NCT01861210,Behavioral
3213,NCT02944877,Behavioral
1122,NCT04538482,Behavioral
1992,NCT03833284,Behavioral
8289,NCT00308386,Behavioral
1124,NCT04576832,Behavioral
14,NCT01861210,Behavioral
1124,NCT04576832,Behavioral
1992,NCT03833284,Behavioral
8850,NCT01435603,Behavioral
2013,NCT00895635,Behavioral
2013,NCT00895635,Behavioral
9536,NCT04103931,Behavioral
8294,NCT03280836,Behavioral
1080,NCT01411839,Behavioral
3188,NCT01088438,Behavioral
8850,NCT01435603,Behavioral
21,NCT03995745,Behavioral
8306,NCT04567394,Behavioral
8324,NCT01506323,Behavioral
8320,NCT01657422,Behavioral
32,NCT03924505,Behavioral
3153,NCT01415479,Behavioral
9187,NCT04414982,Behavioral
8860,NCT03945552,Behavioral
8861,NCT00967083,Behavioral
1069,NCT02380833,Behavioral
3149,NCT00399880,Behavioral
3140,NCT00061165,Behavioral
3153,NCT01415479,Behavioral
8322,NCT01219647,Behavioral
8322,NCT01219647,Behavioral
1069,NCT02380833,Behavioral
9538,NCT04103385,Behavioral
8846,NCT03471221,Behavioral
9184,NCT04417946,Behavioral
9184,NCT04417946,Behavioral
8316,NCT02037750,Behavioral
3153,NCT01415479,Behavioral
8308,NCT02429479,Behavioral
3156,NCT00328744,Behavioral
25,NCT03867409,Behavioral
26,NCT04004260,Behavioral
8308,NCT02429479,Behavioral
3161,NCT04037033,Behavioral
2014,NCT04177472,Behavioral
9979,NCT03777046,Behavioral
9979,NCT03777046,Behavioral
1069,NCT02380833,Behavioral
3154,NCT03647449,Behavioral
8311,NCT04097353,Behavioral
32,NCT03924505,Behavioral
8311,NCT04097353,Behavioral
3156,NCT00328744,Behavioral
8313,NCT00032760,Behavioral
8314,NCT03404219,Behavioral
9229,NCT04374760,Behavioral
3214,NCT02550730,Behavioral
2004,NCT00373009,Behavioral
9989,NCT03771235,Behavioral
1993,NCT03252951,Behavioral
8260,NCT00515177,Behavioral
3258,NCT04442152,Behavioral
9996,NCT03768206,Behavioral
1993,NCT03252951,Behavioral
9996,NCT03768206,Behavioral
1993,NCT03252951,Behavioral
3255,NCT04103593,Behavioral
3249,NCT04067804,Behavioral
3261,NCT01864460,Behavioral
1997,NCT04461184,Behavioral
1998,NCT03711630,Behavioral
3248,NCT02945787,Behavioral
3248,NCT02945787,Behavioral
8266,NCT03584945,Behavioral
9,NCT00948233,Behavioral
2003,NCT03964974,Behavioral
3259,NCT02694627,Behavioral
3262,NCT03077945,Behavioral
9989,NCT03771235,Behavioral
9214,NCT04386291,Behavioral
3266,NCT04063813,Behavioral
8857,NCT03454022,Behavioral
9214,NCT04386291,Behavioral
9214,NCT04386291,Behavioral
2,NCT02801266,Behavioral
3266,NCT04063813,Behavioral
3266,NCT04063813,Behavioral
9996,NCT03768206,Behavioral
8257,NCT03634397,Behavioral
3266,NCT04063813,Behavioral
3266,NCT04063813,Behavioral
8254,NCT01250938,Behavioral
3264,NCT00883350,Behavioral
8856,NCT03905720,Behavioral
3262,NCT03077945,Behavioral
8257,NCT03634397,Behavioral
1993,NCT03252951,Behavioral
1100,NCT04308746,Behavioral
1100,NCT04308746,Behavioral
1116,NCT01152918,Behavioral
1116,NCT01152918,Behavioral
1116,NCT01152918,Behavioral
3231,NCT03278990,Behavioral
3231,NCT03278990,Behavioral
1116,NCT01152918,Behavioral
2004,NCT00373009,Behavioral
1116,NCT01152918,Behavioral
2004,NCT00373009,Behavioral
9,NCT00948233,Behavioral
2004,NCT00373009,Behavioral
1122,NCT04538482,Behavioral
3225,NCT00476580,Behavioral
6678,NCT01104805,Behavioral
3218,NCT02578147,Behavioral
3218,NCT02578147,Behavioral
12,NCT02663219,Behavioral
1116,NCT01152918,Behavioral
8277,NCT00941876,Behavioral
3238,NCT01852656,Behavioral
9210,NCT04388748,Behavioral
3246,NCT03602391,Behavioral
8267,NCT03917979,Behavioral
8267,NCT03917979,Behavioral
1102,NCT01783652,Behavioral
8853,NCT01156610,Behavioral
2003,NCT03964974,Behavioral
8270,NCT03170700,Behavioral
8270,NCT03170700,Behavioral
3243,NCT01166386,Behavioral
3243,NCT01166386,Behavioral
3240,NCT01099384,Behavioral
9,NCT00948233,Behavioral
3240,NCT01099384,Behavioral
3238,NCT01852656,Behavioral
3238,NCT01852656,Behavioral
1069,NCT02380833,Behavioral
8324,NCT01506323,Behavioral
2065,NCT03429413,Behavioral
8373,NCT03929939,Behavioral
3036,NCT02872454,Behavioral
2055,NCT02859142,Behavioral
9564,NCT04086875,Behavioral
3034,NCT03884478,Behavioral
9565,NCT04084561,Behavioral
8823,NCT04407767,Behavioral
8823,NCT04407767,Behavioral
1193,NCT00704067,Behavioral
9158,NCT04452201,Behavioral
3027,NCT00682617,Behavioral
3027,NCT00682617,Behavioral
3023,NCT00962806,Behavioral
3023,NCT00962806,Behavioral
9154,NCT04456738,Behavioral
1193,NCT00704067,Behavioral
1989,NCT03501992,Behavioral
2053,NCT01050205,Behavioral
3050,NCT01950650,Behavioral
3015,NCT02035826,Behavioral
8362,NCT01783327,Behavioral
3064,NCT02412865,Behavioral
9162,NCT04448002,Behavioral
3064,NCT02412865,Behavioral
9162,NCT04448002,Behavioral
57,NCT04163341,Behavioral
1178,NCT01772823,Behavioral
8362,NCT01783327,Behavioral
2049,NCT00379652,Behavioral
2053,NCT01050205,Behavioral
3058,NCT03644914,Behavioral
1179,NCT01769456,Behavioral
3055,NCT01084941,Behavioral
3055,NCT01084941,Behavioral
8365,NCT00947206,Behavioral
8365,NCT00947206,Behavioral
3050,NCT01950650,Behavioral
9239,NCT04365543,Behavioral
8380,NCT03458013,Behavioral
8862,NCT00542360,Behavioral
2988,NCT00496145,Behavioral
1200,NCT01234103,Behavioral
2062,NCT03490188,Behavioral
9148,NCT04463719,Behavioral
9148,NCT04463719,Behavioral
9952,NCT03796065,Behavioral
8391,NCT02860442,Behavioral
2135,NCT02606006,Behavioral
8393,NCT02808598,Behavioral
74,NCT01087905,Behavioral
8820,NCT01330420,Behavioral
2983,NCT03927742,Behavioral
2983,NCT03927742,Behavioral
78,NCT03310112,Behavioral
2980,NCT04438161,Behavioral
2976,NCT01874964,Behavioral
2976,NCT01874964,Behavioral
2989,NCT03063528,Behavioral
1989,NCT03501992,Behavioral
8382,NCT03342872,Behavioral
9152,NCT04460872,Behavioral
8822,NCT02905929,Behavioral
9239,NCT04365543,Behavioral
8382,NCT03342872,Behavioral
68,NCT01154296,Behavioral
3012,NCT01999244,Behavioral
3012,NCT01999244,Behavioral
2059,NCT04275297,Behavioral
3012,NCT01999244,Behavioral
2059,NCT04275297,Behavioral
3010,NCT04491539,Behavioral
3005,NCT03348345,Behavioral
3004,NCT02833298,Behavioral
3004,NCT02833298,Behavioral
8822,NCT02905929,Behavioral
8822,NCT02905929,Behavioral
8822,NCT02905929,Behavioral
8360,NCT00074802,Behavioral
3070,NCT02679794,Behavioral
8359,NCT00271921,Behavioral
9973,NCT03781856,Behavioral
3126,NCT00774254,Behavioral
3126,NCT00774254,Behavioral
9173,NCT04430010,Behavioral
9975,NCT03779997,Behavioral
42,NCT03628235,Behavioral
3121,NCT03882957,Behavioral
3121,NCT03882957,Behavioral
3119,NCT02299427,Behavioral
8837,NCT03784846,Behavioral
3119,NCT02299427,Behavioral
8836,NCT02325128,Behavioral
9973,NCT03781856,Behavioral
43,NCT02787538,Behavioral
43,NCT02787538,Behavioral
45,NCT04263311,Behavioral
9971,NCT03782493,Behavioral
8326,NCT03206775,Behavioral
39,NCT04021030,Behavioral
1178,NCT01772823,Behavioral
8842,NCT03592771,Behavioral
8326,NCT03206775,Behavioral
8863,NCT02926677,Behavioral
8842,NCT03592771,Behavioral
8863,NCT02926677,Behavioral
9538,NCT04103385,Behavioral
9177,NCT04426838,Behavioral
9177,NCT04426838,Behavioral
9176,NCT04427202,Behavioral
8837,NCT03784846,Behavioral
8326,NCT03206775,Behavioral
2028,NCT03973489,Behavioral
8863,NCT02926677,Behavioral
8326,NCT03206775,Behavioral
2030,NCT03269721,Behavioral
36,NCT03683134,Behavioral
36,NCT03683134,Behavioral
9970,NCT03782506,Behavioral
3109,NCT04371536,Behavioral
9970,NCT03782506,Behavioral
3083,NCT03978442,Behavioral
8346,NCT03848312,Behavioral
9165,NCT04441593,Behavioral
9165,NCT04441593,Behavioral
8827,NCT02853149,Behavioral
8827,NCT02853149,Behavioral
3084,NCT04533607,Behavioral
3083,NCT03978442,Behavioral
3083,NCT03978442,Behavioral
9171,NCT04433975,Behavioral
3083,NCT03978442,Behavioral
8827,NCT02853149,Behavioral
3080,NCT03679117,Behavioral
3076,NCT03917875,Behavioral
1175,NCT02891421,Behavioral
3071,NCT03982511,Behavioral
3070,NCT02679794,Behavioral
8829,NCT02871921,Behavioral
8346,NCT03848312,Behavioral
2049,NCT00379652,Behavioral
8344,NCT04427527,Behavioral
9171,NCT04433975,Behavioral
8835,NCT00624520,Behavioral
2030,NCT03269721,Behavioral
8864,NCT01496378,Behavioral
9541,NCT04097717,Behavioral
8865,NCT03256110,Behavioral
8340,NCT04254562,Behavioral
8340,NCT04254562,Behavioral
8340,NCT04254562,Behavioral
8342,NCT00713050,Behavioral
8343,NCT03737318,Behavioral
8343,NCT03737318,Behavioral
9966,NCT03786055,Behavioral
9547,NCT04092777,Behavioral
8343,NCT03737318,Behavioral
1014,NCT01599624,Behavioral
1444,NCT00809445,Behavioral
1011,NCT03293901,Behavioral
2349,NCT00728377,Behavioral
9751,NCT03940508,Behavioral
2350,NCT04221633,Behavioral
2350,NCT04221633,Behavioral
8664,NCT02415764,Behavioral
8665,NCT02344537,Behavioral
8666,NCT00258752,Behavioral
1733,NCT03529214,Behavioral
2349,NCT00728377,Behavioral
8949,NCT02459327,Behavioral
8667,NCT01773239,Behavioral
1734,NCT04073940,Behavioral
8754,NCT03183050,Behavioral
8753,NCT04458194,Behavioral
8753,NCT04458194,Behavioral
9386,NCT04241939,Behavioral
8945,NCT02743039,Behavioral
2351,NCT04116229,Behavioral
2358,NCT04481373,Behavioral
2346,NCT03340051,Behavioral
9372,NCT04254653,Behavioral
9473,NCT04166240,Behavioral
9472,NCT04166591,Behavioral
9649,NCT04021602,Behavioral
2166,NCT00685555,Behavioral
9366,NCT04257474,Behavioral
9366,NCT04257474,Behavioral
9371,NCT04254666,Behavioral
1724,NCT02098603,Behavioral
2365,NCT00421850,Behavioral
1732,NCT03511937,Behavioral
2386,NCT01968642,Behavioral
2382,NCT00798551,Behavioral
2381,NCT00012883,Behavioral
8949,NCT02459327,Behavioral
9649,NCT04021602,Behavioral
2166,NCT00685555,Behavioral
2347,NCT01742169,Behavioral
2346,NCT03340051,Behavioral
1603,NCT02963935,Behavioral
8938,NCT03890029,Behavioral
8940,NCT01878175,Behavioral
9730,NCT03961633,Behavioral
9725,NCT03963908,Behavioral
9725,NCT03963908,Behavioral
9724,NCT03964454,Behavioral
8939,NCT04475718,Behavioral
9389,NCT04240756,Behavioral
9724,NCT03964454,Behavioral
2334,NCT03640208,Behavioral
2325,NCT00127257,Behavioral
9390,NCT04240691,Behavioral
9722,NCT03966872,Behavioral
2325,NCT00127257,Behavioral
2321,NCT00013026,Behavioral
8938,NCT03890029,Behavioral
2319,NCT03481270,Behavioral
2331,NCT00420550,Behavioral
2335,NCT02968381,Behavioral
2344,NCT04323267,Behavioral
8753,NCT04458194,Behavioral
8944,NCT03869970,Behavioral
2342,NCT01402453,Behavioral
2342,NCT01402453,Behavioral
8671,NCT04042909,Behavioral
8671,NCT04042909,Behavioral
8944,NCT03869970,Behavioral
8944,NCT03869970,Behavioral
9386,NCT04241939,Behavioral
1743,NCT03763591,Behavioral
9386,NCT04241939,Behavioral
2339,NCT02365116,Behavioral
9735,NCT03954392,Behavioral
9735,NCT03954392,Behavioral
2339,NCT02365116,Behavioral
9387,NCT04241913,Behavioral
2335,NCT02968381,Behavioral
1889,NCT01406366,Behavioral
2161,NCT04125537,Behavioral
8757,NCT00596284,Behavioral
2423,NCT00461162,Behavioral
1649,NCT02556112,Behavioral
9345,NCT04276805,Behavioral
1661,NCT03659656,Behavioral
8967,NCT03032159,Behavioral
8763,NCT04179721,Behavioral
8762,NCT04481568,Behavioral
8647,NCT03238456,Behavioral
8762,NCT04481568,Behavioral
9751,NCT03940508,Behavioral
8761,NCT01825252,Behavioral
2423,NCT00461162,Behavioral
8966,NCT03149185,Behavioral
8966,NCT03149185,Behavioral
9347,NCT04274764,Behavioral
1662,NCT04335812,Behavioral
1663,NCT03575468,Behavioral
1649,NCT02556112,Behavioral
1649,NCT02556112,Behavioral
9359,NCT04263259,Behavioral
1623,NCT04559698,Behavioral
8645,NCT00995696,Behavioral
1604,NCT01634126,Behavioral
1604,NCT01634126,Behavioral
1610,NCT03593356,Behavioral
9753,NCT03938103,Behavioral
1610,NCT03593356,Behavioral
1894,NCT01339390,Behavioral
9344,NCT04278157,Behavioral
1645,NCT02918435,Behavioral
9641,NCT04026581,Behavioral
8764,NCT03261661,Behavioral
8763,NCT04179721,Behavioral
9344,NCT04278157,Behavioral
9641,NCT04026581,Behavioral
9642,NCT04025463,Behavioral
9753,NCT03938103,Behavioral
1663,NCT03575468,Behavioral
8761,NCT01825252,Behavioral
8760,NCT01513343,Behavioral
8757,NCT00596284,Behavioral
1702,NCT04201028,Behavioral
8958,NCT03410823,Behavioral
1702,NCT04201028,Behavioral
9355,NCT04268745,Behavioral
2411,NCT00682669,Behavioral
2411,NCT00682669,Behavioral
2408,NCT01770184,Behavioral
1889,NCT01406366,Behavioral
9649,NCT04021602,Behavioral
8956,NCT03611660,Behavioral
8956,NCT03611660,Behavioral
8955,NCT02290223,Behavioral
1705,NCT00301444,Behavioral
1706,NCT00245882,Behavioral
8653,NCT03494166,Behavioral
1706,NCT00245882,Behavioral
8650,NCT03003221,Behavioral
8960,NCT03595748,Behavioral
8650,NCT03003221,Behavioral
8649,NCT01733017,Behavioral
2423,NCT00461162,Behavioral
9352,NCT04269772,Behavioral
1664,NCT00662415,Behavioral
1667,NCT04459455,Behavioral
1667,NCT04459455,Behavioral
9355,NCT04268745,Behavioral
8759,NCT00983892,Behavioral
2158,NCT02301455,Behavioral
8649,NCT01733017,Behavioral
2422,NCT02660086,Behavioral
1683,NCT01865123,Behavioral
1683,NCT01865123,Behavioral
1683,NCT01865123,Behavioral
1685,NCT02159092,Behavioral
2414,NCT00436865,Behavioral
2314,NCT04250077,Behavioral
2314,NCT04250077,Behavioral
2171,NCT03911141,Behavioral
9458,NCT04183504,Behavioral
1816,NCT04146545,Behavioral
2252,NCT02063178,Behavioral
2252,NCT02063178,Behavioral
1821,NCT00325533,Behavioral
8920,NCT02165735,Behavioral
8918,NCT00968500,Behavioral
8722,NCT04524104,Behavioral
1826,NCT02676635,Behavioral
9691,NCT03993041,Behavioral
2250,NCT03556293,Behavioral
2250,NCT03556293,Behavioral
2250,NCT03556293,Behavioral
9430,NCT04211506,Behavioral
1830,NCT01704768,Behavioral
2250,NCT03556293,Behavioral
2249,NCT03906942,Behavioral
2252,NCT02063178,Behavioral
2252,NCT02063178,Behavioral
8709,NCT02022423,Behavioral
2252,NCT02063178,Behavioral
1793,NCT04478110,Behavioral
1793,NCT04478110,Behavioral
9699,NCT03984929,Behavioral
1800,NCT01436240,Behavioral
2252,NCT02063178,Behavioral
2252,NCT02063178,Behavioral
8712,NCT01834794,Behavioral
8714,NCT00072995,Behavioral
9464,NCT04176172,Behavioral
8714,NCT00072995,Behavioral
2252,NCT02063178,Behavioral
2252,NCT02063178,Behavioral
9464,NCT04176172,Behavioral
2252,NCT02063178,Behavioral
2197,NCT01357551,Behavioral
9676,NCT04002063,Behavioral
2248,NCT03242655,Behavioral
2247,NCT02703701,Behavioral
1830,NCT01704768,Behavioral
2229,NCT03532256,Behavioral
9678,NCT04000880,Behavioral
8909,NCT03609671,Behavioral
1843,NCT03272048,Behavioral
8906,NCT02564341,Behavioral
2229,NCT03532256,Behavioral
8906,NCT02564341,Behavioral
2229,NCT03532256,Behavioral
8906,NCT02564341,Behavioral
9436,NCT04207567,Behavioral
9452,NCT04188873,Behavioral
9680,NCT04000256,Behavioral
9452,NCT04188873,Behavioral
9688,NCT03995316,Behavioral
2222,NCT03271931,Behavioral
2227,NCT03930420,Behavioral
9688,NCT03995316,Behavioral
9457,NCT04186793,Behavioral
8731,NCT02982070,Behavioral
8911,NCT00248612,Behavioral
2214,NCT00124904,Behavioral
1833,NCT03105973,Behavioral
9676,NCT04002063,Behavioral
1834,NCT03791580,Behavioral
1834,NCT03791580,Behavioral
2244,NCT00607620,Behavioral
9449,NCT04195477,Behavioral
