NCTId,ArmGroupType
NCT04302649,No Intervention
NCT03865979,No Intervention
NCT04461405,No Intervention
NCT03864965,No Intervention
NCT03863353,No Intervention
NCT03885700,No Intervention
NCT01492257,No Intervention
NCT04047277,No Intervention
NCT04072549,No Intervention
NCT03120585,No Intervention
NCT01177579,No Intervention
NCT03376633,No Intervention
NCT01177579,No Intervention
NCT01891773,No Intervention
NCT03114410,No Intervention
NCT01756469,No Intervention
NCT03699709,No Intervention
NCT04226027,No Intervention
NCT02501447,No Intervention
NCT02056639,No Intervention
NCT04225585,No Intervention
NCT01695252,No Intervention
NCT03629678,No Intervention
NCT00494052,No Intervention
NCT01321944,No Intervention
NCT04221607,No Intervention
NCT00785200,No Intervention
NCT04233671,No Intervention
NCT01453894,No Intervention
NCT01873131,No Intervention
NCT04241913,No Intervention
NCT03570320,No Intervention
NCT02395328,No Intervention
NCT02121821,No Intervention
NCT00135798,No Intervention
NCT01985269,No Intervention
NCT04092530,No Intervention
NCT03804242,No Intervention
NCT01191229,No Intervention
NCT02340624,No Intervention
NCT02328989,No Intervention
NCT02134847,No Intervention
NCT01930084,No Intervention
NCT01873196,No Intervention
NCT01873196,No Intervention
NCT01191229,No Intervention
NCT03538769,No Intervention
NCT04219397,No Intervention
NCT04263311,No Intervention
NCT03238456,No Intervention
NCT04559191,No Intervention
NCT01351064,No Intervention
NCT03294551,No Intervention
NCT03194854,No Intervention
NCT03929939,No Intervention
NCT01549899,No Intervention
NCT02360007,No Intervention
NCT04512157,No Intervention
NCT01982474,No Intervention
NCT03711981,No Intervention
NCT01511185,No Intervention
NCT02383979,No Intervention
NCT04171817,No Intervention
NCT04023487,No Intervention
NCT00995696,No Intervention
NCT02058342,No Intervention
NCT03612271,No Intervention
NCT04305457,No Intervention
NCT03494166,No Intervention
NCT03211884,No Intervention
NCT02854657,No Intervention
NCT01088438,No Intervention
NCT02521454,No Intervention
NCT04207567,No Intervention
NCT01084239,No Intervention
NCT01927523,No Intervention
NCT00608426,No Intervention
NCT02924467,No Intervention
NCT00682773,No Intervention
NCT01024569,No Intervention
NCT04384263,No Intervention
NCT03798548,No Intervention
NCT04561765,No Intervention
NCT02761551,No Intervention
NCT04198974,No Intervention
NCT02577380,No Intervention
NCT00640445,No Intervention
NCT01710943,No Intervention
NCT00599209,No Intervention
NCT02147522,No Intervention
NCT01790477,No Intervention
NCT02789215,No Intervention
NCT04302948,No Intervention
NCT02873299,No Intervention
NCT00203996,No Intervention
NCT04295135,No Intervention
NCT03464188,No Intervention
NCT04418518,No Intervention
NCT01793194,No Intervention
NCT00520611,No Intervention
NCT03928067,No Intervention
NCT04291066,No Intervention
NCT00464386,No Intervention
NCT04163341,No Intervention
NCT01411891,No Intervention
NCT04229212,No Intervention
NCT02697422,No Intervention
NCT04146545,No Intervention
NCT02476253,No Intervention
NCT01841983,No Intervention
NCT01906515,No Intervention
NCT03668678,No Intervention
NCT03149510,No Intervention
NCT03075475,No Intervention
NCT01747889,No Intervention
NCT03336255,No Intervention
NCT02241824,No Intervention
NCT01942811,No Intervention
NCT03480854,No Intervention
NCT02044484,No Intervention
NCT04316715,No Intervention
NCT04314778,No Intervention
NCT03848221,No Intervention
NCT04465708,No Intervention
NCT01995812,No Intervention
NCT02779231,No Intervention
NCT04564209,No Intervention
NCT01251523,No Intervention
NCT02619773,No Intervention
NCT03710694,No Intervention
NCT04042909,No Intervention
NCT04009070,No Intervention
NCT03555669,No Intervention
NCT02676635,No Intervention
NCT04427527,No Intervention
NCT00788346,No Intervention
NCT04251988,No Intervention
NCT00585013,No Intervention
NCT01736930,No Intervention
NCT03409367,No Intervention
NCT04087304,No Intervention
NCT04087304,No Intervention
NCT03953924,No Intervention
NCT01344616,No Intervention
NCT03058302,No Intervention
NCT04477304,No Intervention
NCT02916433,No Intervention
NCT01619930,No Intervention
NCT04135625,No Intervention
NCT02386878,No Intervention
NCT01199172,No Intervention
NCT04274764,No Intervention
NCT03073291,No Intervention
NCT02955537,No Intervention
NCT03191253,No Intervention
NCT04269161,No Intervention
NCT01514279,No Intervention
NCT02423551,No Intervention
NCT04281264,No Intervention
NCT04263259,No Intervention
NCT00399880,No Intervention
NCT00407147,No Intervention
NCT03791580,No Intervention
NCT02664610,No Intervention
NCT04166240,No Intervention
NCT01140269,No Intervention
NCT02159092,No Intervention
NCT04094857,No Intervention
NCT04371887,No Intervention
NCT03602391,No Intervention
NCT04103931,No Intervention
NCT04542005,No Intervention
NCT01707524,No Intervention
NCT02050789,No Intervention
NCT04110236,No Intervention
NCT04110522,No Intervention
NCT02949037,No Intervention
NCT04567238,No Intervention
NCT04071600,No Intervention
NCT01663558,No Intervention
NCT02038101,No Intervention
NCT03342872,No Intervention
NCT03294473,No Intervention
NCT04246528,No Intervention
NCT01668069,No Intervention
NCT04140084,No Intervention
NCT04140084,No Intervention
NCT02362425,No Intervention
NCT04140084,No Intervention
NCT02339493,No Intervention
NCT04140084,No Intervention
NCT03860818,No Intervention
NCT04131946,No Intervention
NCT01080833,No Intervention
NCT04132869,No Intervention
NCT00938782,No Intervention
NCT02672735,No Intervention
NCT02875535,No Intervention
NCT04067804,No Intervention
NCT01402674,No Intervention
NCT01177072,No Intervention
NCT02854657,No Intervention
NCT04073914,No Intervention
NCT03244475,No Intervention
NCT00473239,No Intervention
NCT01752608,No Intervention
NCT04075682,No Intervention
NCT01698177,No Intervention
NCT03200366,No Intervention
NCT02352480,No Intervention
NCT03334175,No Intervention
NCT04080570,No Intervention
NCT02127281,No Intervention
NCT02918435,No Intervention
NCT01868672,No Intervention
NCT00883350,No Intervention
NCT00727636,No Intervention
NCT03914781,No Intervention
NCT04372329,No Intervention
NCT02694627,No Intervention
NCT04442152,No Intervention
NCT03429985,No Intervention
NCT00632060,No Intervention
NCT01063153,No Intervention
NCT04103593,No Intervention
NCT02192931,No Intervention
NCT00841269,No Intervention
NCT01413126,No Intervention
NCT01142908,No Intervention
NCT02067039,No Intervention
NCT00746083,No Intervention
NCT01209910,No Intervention
NCT04145791,No Intervention
NCT01626417,No Intervention
NCT03458013,No Intervention
NCT02010684,No Intervention
NCT01775865,No Intervention
NCT03246100,No Intervention
NCT01157117,No Intervention
NCT04219540,No Intervention
NCT02726438,No Intervention
NCT04075903,No Intervention
NCT02927821,No Intervention
NCT00766051,No Intervention
NCT04492592,No Intervention
NCT00833898,No Intervention
NCT04164108,No Intervention
NCT04163614,No Intervention
NCT04589377,No Intervention
NCT02746900,No Intervention
NCT04418934,No Intervention
NCT02098603,No Intervention
NCT03711916,No Intervention
NCT02046109,Experimental
NCT03040687,Experimental
NCT03038828,Experimental
NCT02157051,Experimental
NCT02187211,Experimental
NCT03339258,Experimental
NCT03760497,Experimental
NCT02792699,Experimental
NCT02157051,Experimental
NCT01861951,Experimental
NCT04261738,Experimental
NCT03305055,Experimental
NCT03760497,Experimental
NCT00234806,Experimental
NCT00563784,Experimental
NCT01043718,Experimental
NCT00476346,Experimental
NCT03312621,Experimental
NCT00273351,Experimental
NCT03202303,Experimental
NCT02792114,Experimental
NCT03040687,Experimental
NCT03033602,Experimental
NCT00387075,Experimental
NCT04549532,Experimental
NCT00107991,Experimental
NCT03682263,Experimental
NCT03415412,Experimental
NCT02129114,Experimental
NCT02360020,Experimental
NCT03038828,Experimental
NCT02132793,Experimental
NCT03167658,Experimental
NCT03682263,Experimental
NCT00710502,Experimental
NCT00710502,Experimental
NCT00315250,Experimental
NCT00760851,Experimental
NCT02115646,Experimental
NCT00310791,Experimental
NCT01662973,Experimental
NCT03221530,Experimental
NCT03211819,Experimental
NCT01184547,Experimental
NCT03433300,Experimental
NCT04044326,Experimental
NCT01844102,Experimental
NCT00523224,Experimental
NCT03030703,Experimental
NCT00430313,Experimental
NCT01698879,Experimental
NCT02428920,Experimental
NCT01768546,Experimental
NCT04311320,Experimental
NCT03953911,Experimental
NCT02445196,Experimental
NCT03880487,Experimental
NCT03250156,Experimental
NCT01768546,Experimental
NCT04130984,Experimental
NCT02206542,Experimental
NCT03415412,Experimental
NCT02760537,Experimental
NCT02238483,Experimental
NCT02991690,Experimental
NCT03415412,Experimental
NCT03598816,Experimental
NCT03302299,Experimental
NCT02679937,Experimental
NCT04212650,Experimental
NCT03762291,Experimental
NCT00430313,Experimental
NCT01665781,Experimental
NCT03760497,Experimental
NCT03504085,Experimental
NCT02205385,Experimental
NCT04026802,Experimental
NCT02187211,Experimental
NCT00570206,Experimental
NCT02628483,Experimental
NCT04210986,Experimental
NCT01903330,Experimental
NCT04029298,Experimental
NCT02039895,Experimental
NCT01048112,Experimental
NCT01942811,Experimental
NCT03833674,Experimental
NCT03063385,Experimental
NCT03085953,Experimental
NCT04205656,Experimental
NCT01509573,Experimental
NCT04205656,Experimental
NCT03529487,Experimental
NCT03973606,Experimental
NCT03029507,Experimental
NCT03663452,Experimental
NCT01402817,Experimental
NCT01410721,Experimental
NCT04534959,Experimental
NCT02322047,Experimental
NCT02334384,Experimental
NCT03264235,Experimental
NCT02816346,Experimental
NCT03564795,Experimental
NCT02302430,Experimental
NCT00693563,Experimental
NCT02816346,Experimental
NCT01087736,Experimental
NCT00837239,Experimental
NCT00837239,Experimental
NCT01032044,Experimental
NCT03765567,Experimental
NCT03564782,Experimental
NCT03947216,Experimental
NCT01425476,Experimental
NCT00640445,Experimental
NCT04255498,Experimental
NCT03440554,Experimental
NCT04255498,Experimental
NCT01260727,Experimental
NCT01186315,Experimental
NCT02718469,Experimental
NCT02224365,Experimental
NCT03040687,Experimental
NCT01168687,Experimental
NCT02718469,Experimental
NCT00708890,Experimental
NCT03378167,Experimental
NCT02718469,Experimental
NCT01706211,Experimental
NCT01168687,Experimental
NCT00411671,Experimental
NCT04466423,Experimental
NCT03678766,Experimental
NCT01969864,Experimental
NCT04265690,Experimental
NCT01876771,Experimental
NCT01260727,Experimental
NCT03593187,Experimental
NCT01260727,Experimental
NCT01969864,Experimental
NCT01104805,Experimental
NCT01158001,Experimental
NCT01005836,Experimental
NCT01260727,Experimental
NCT02784587,Experimental
NCT04329065,Experimental
NCT02187224,Experimental
NCT02157051,Experimental
NCT00410189,Experimental
NCT02963987,Experimental
NCT02286843,Experimental
NCT03409133,Experimental
NCT02963987,Experimental
NCT00859781,Experimental
NCT03551483,Experimental
NCT04100564,Experimental
NCT02878850,Experimental
NCT02403232,Experimental
NCT02851030,Experimental
NCT00464724,Experimental
NCT00402896,Experimental
NCT02987543,Experimental
NCT01385046,Experimental
NCT01353209,Experimental
NCT02157051,Experimental
NCT03417388,Experimental
NCT02387320,Experimental
NCT02831257,Experimental
NCT03459846,Experimental
NCT03678766,Experimental
NCT02816346,Experimental
NCT01959022,Experimental
NCT04387227,Experimental
NCT02204098,Experimental
NCT04598386,Experimental
NCT01005836,Experimental
NCT04176328,Experimental
NCT02418962,Experimental
NCT01672658,Experimental
NCT03939507,Experimental
NCT02863809,Experimental
NCT01739803,Experimental
NCT02816346,Experimental
NCT02222532,Experimental
NCT04386317,Experimental
NCT02418962,Experimental
NCT04601532,Experimental
NCT03885700,Experimental
NCT02204098,Experimental
NCT03342482,Experimental
NCT02286921,Experimental
NCT03869671,Experimental
NCT02816346,Experimental
NCT00556764,Experimental
NCT02286921,Experimental
NCT03459846,Experimental
NCT02076308,Experimental
NCT02830945,Experimental
NCT01209910,Experimental
NCT04028180,Experimental
NCT03920137,Experimental
NCT02469324,Experimental
NCT03623022,Experimental
NCT03623022,Experimental
NCT01964859,Experimental
NCT00387855,Experimental
NCT01670825,Experimental
NCT01683409,Experimental
NCT01683409,Experimental
NCT01683409,Experimental
NCT01683409,Experimental
NCT04574869,Experimental
NCT04574869,Experimental
NCT04574869,Experimental
NCT04574869,Experimental
NCT02946736,Experimental
NCT02946736,Experimental
NCT03767894,Experimental
NCT01502449,Experimental
NCT01052103,Experimental
NCT03236012,Experimental
NCT02949037,Experimental
NCT02562872,Experimental
NCT02562872,Experimental
NCT02562872,Experimental
NCT02722356,Experimental
NCT00632060,Experimental
NCT03227861,Experimental
NCT01670227,Experimental
NCT00619463,Experimental
NCT00619463,Experimental
NCT03079999,Experimental
NCT01529034,Experimental
NCT02319447,Experimental
NCT04590963,Experimental
NCT03138564,Experimental
NCT00437021,Experimental
NCT02734238,Experimental
NCT02582957,Experimental
NCT01459107,Experimental
NCT00947596,Experimental
NCT02668276,Experimental
NCT01866735,Experimental
NCT01130987,Experimental
NCT02243774,Experimental
NCT02243774,Experimental
NCT02243774,Experimental
NCT02243774,Experimental
NCT03492021,Experimental
NCT03492021,Experimental
NCT02877680,Experimental
NCT02689713,Experimental
NCT01838863,Experimental
NCT02666859,Experimental
NCT02666859,Experimental
NCT01307280,Experimental
NCT00437021,Experimental
NCT00437021,Experimental
NCT00437021,Experimental
NCT00437021,Experimental
NCT01307280,Experimental
NCT01307280,Experimental
NCT03869060,Experimental
NCT03544632,Experimental
NCT04298138,Experimental
NCT04298138,Experimental
NCT04298138,Experimental
NCT01093053,Experimental
NCT01208870,Experimental
NCT01208870,Experimental
NCT00992953,Experimental
NCT01338701,Experimental
NCT01338701,Experimental
NCT03154307,Experimental
NCT01873196,Experimental
NCT01872390,Experimental
NCT01129089,Experimental
NCT01129089,Experimental
NCT01129089,Experimental
NCT00505609,Experimental
NCT01147900,Experimental
NCT01147900,Experimental
NCT01147900,Experimental
NCT04330326,Experimental
NCT02272257,Experimental
NCT01387490,Experimental
NCT01140269,Experimental
NCT02971072,Experimental
NCT04453943,Experimental
NCT01873196,Experimental
NCT01930084,Experimental
NCT01930084,Experimental
NCT03254628,Experimental
NCT04166370,Experimental
NCT04166370,Experimental
NCT03885973,Experimental
NCT03829358,Experimental
NCT03824756,Experimental
NCT03555669,Experimental
NCT03254628,Experimental
NCT02121821,Experimental
NCT03074799,Experimental
NCT03058302,Experimental
NCT03058302,Experimental
NCT02908399,Experimental
NCT02577380,Experimental
NCT02395328,Experimental
NCT04453943,Experimental
NCT02191267,Experimental
NCT02191267,Experimental
NCT01761396,Experimental
NCT00744146,Experimental
NCT02010684,Experimental
NCT03992001,Experimental
NCT03992001,Experimental
NCT01779427,Experimental
NCT01779427,Experimental
NCT01412866,Experimental
NCT00744146,Experimental
NCT04589377,Experimental
NCT02075307,Experimental
NCT01888848,Experimental
NCT01399138,Experimental
NCT02993458,Experimental
NCT03154307,Experimental
NCT00744146,Experimental
NCT00744146,Experimental
NCT02191267,Experimental
NCT02773446,Experimental
NCT01024569,Experimental
NCT04561765,Experimental
NCT04561765,Experimental
NCT03358563,Experimental
NCT03358563,Experimental
NCT03211884,Experimental
NCT02773446,Experimental
NCT00744146,Experimental
NCT02773446,Experimental
NCT02773446,Experimental
NCT02773446,Experimental
NCT02773446,Experimental
NCT01750268,Experimental
NCT01749215,Experimental
NCT00595491,Experimental
NCT03385304,Experimental
NCT04185597,Experimental
NCT03282110,Experimental
NCT02269423,Experimental
NCT02269423,Experimental
NCT02269423,Experimental
NCT01653535,Experimental
NCT01487434,Experimental
NCT03334396,Experimental
NCT03334396,Experimental
NCT03334396,Experimental
NCT03334396,Experimental
NCT03334396,Experimental
NCT03334396,Experimental
NCT03334422,Experimental
NCT03334422,Experimental
NCT03334422,Experimental
NCT03733301,Experimental
NCT04533464,Experimental
NCT02045511,Experimental
NCT00675714,Experimental
NCT02832778,Experimental
NCT00823212,Experimental
NCT04043182,Experimental
NCT04302649,Experimental
NCT02215200,Experimental
NCT02215200,Experimental
NCT02832778,Experimental
NCT02236078,Experimental
NCT00675714,Experimental
NCT00675714,Experimental
NCT00675714,Experimental
