NCTId,ArmGroupType
NCT02870205,Active Comparator
NCT03772210,Active Comparator
NCT03772210,Active Comparator
NCT03772210,Active Comparator
NCT01415479,Active Comparator
NCT01167270,Active Comparator
NCT03698279,Active Comparator
NCT04201613,Active Comparator
NCT00256750,Active Comparator
NCT03136484,Active Comparator
NCT01553318,Active Comparator
NCT02103660,Active Comparator
NCT02103660,Active Comparator
NCT01102972,Active Comparator
NCT00767039,Active Comparator
NCT01428713,Active Comparator
NCT03633708,Active Comparator
NCT04201613,Active Comparator
NCT01428713,Active Comparator
NCT03389750,Active Comparator
NCT03389750,Active Comparator
NCT02260856,Active Comparator
NCT03389750,Active Comparator
NCT03389750,Active Comparator
NCT01408147,Active Comparator
NCT01968785,Active Comparator
NCT02864160,Active Comparator
NCT01841957,Active Comparator
NCT01968785,Active Comparator
NCT03740490,Active Comparator
NCT02133872,Active Comparator
NCT02133872,Active Comparator
NCT00860470,Active Comparator
NCT01412541,Active Comparator
NCT04484649,Active Comparator
NCT03040466,Active Comparator
NCT04464993,Active Comparator
NCT01495923,Active Comparator
NCT04464993,Active Comparator
NCT04464993,Active Comparator
NCT04464993,Active Comparator
NCT01147614,Active Comparator
NCT00758628,Active Comparator
NCT04464993,Active Comparator
NCT03408483,Active Comparator
NCT02763150,Active Comparator
NCT02550730,Active Comparator
NCT03874793,Active Comparator
NCT02834624,Active Comparator
NCT02836990,Active Comparator
NCT02836990,Active Comparator
NCT00654615,Active Comparator
NCT00578877,Active Comparator
NCT00654615,Active Comparator
NCT00742859,Active Comparator
NCT01352637,Active Comparator
NCT04393246,Active Comparator
NCT01352637,Active Comparator
NCT04072757,Active Comparator
NCT04201613,Active Comparator
NCT04201613,Active Comparator
NCT01085136,Active Comparator
NCT04201613,Active Comparator
NCT01233050,Active Comparator
NCT01233050,Active Comparator
NCT00986310,Active Comparator
NCT03325062,Active Comparator
NCT02261974,Active Comparator
NCT02849080,Active Comparator
NCT04083690,Active Comparator
NCT03654365,Active Comparator
NCT00322257,Active Comparator
NCT02578147,Active Comparator
NCT01770743,Active Comparator
NCT02431208,Active Comparator
NCT00266058,Active Comparator
NCT02431208,Active Comparator
NCT01309828,Active Comparator
NCT01337232,Active Comparator
NCT01440803,Active Comparator
NCT00266058,Active Comparator
NCT02834624,Active Comparator
NCT02737514,Active Comparator
NCT01864460,Active Comparator
NCT00679666,Active Comparator
NCT03353922,Active Comparator
NCT00287521,Active Comparator
NCT00738920,Active Comparator
NCT00389493,Active Comparator
NCT00389493,Active Comparator
NCT02263326,Active Comparator
NCT00962806,Active Comparator
NCT00829114,Active Comparator
NCT00829114,Active Comparator
NCT03823898,Active Comparator
NCT01152918,Active Comparator
NCT01926678,Active Comparator
NCT01641809,Active Comparator
NCT00823979,Active Comparator
NCT00045903,Active Comparator
NCT04079582,Active Comparator
NCT01661764,Active Comparator
NCT00738920,Active Comparator
NCT00738920,Active Comparator
NCT02118012,Active Comparator
NCT02118012,Active Comparator
NCT02035826,Active Comparator
NCT01141049,Active Comparator
NCT03168529,Active Comparator
NCT02035826,Active Comparator
NCT02035826,Active Comparator
NCT04027218,Active Comparator
NCT04027218,Active Comparator
NCT01390233,Active Comparator
NCT03541941,Active Comparator
NCT04027218,Active Comparator
NCT04371536,Active Comparator
NCT01676116,Active Comparator
NCT03920670,Active Comparator
NCT01097785,Active Comparator
NCT01390233,Active Comparator
NCT01661764,Active Comparator
NCT04244799,Active Comparator
NCT00183963,Active Comparator
NCT01569191,Active Comparator
NCT00700791,Active Comparator
NCT00016406,Active Comparator
NCT00700791,Active Comparator
NCT02071563,Active Comparator
NCT03991182,Active Comparator
NCT01910493,Active Comparator
NCT02071563,Active Comparator
NCT02071563,Active Comparator
NCT01910493,Active Comparator
NCT01958437,Active Comparator
NCT04148118,Active Comparator
NCT01152918,Active Comparator
NCT02843178,Active Comparator
NCT02843178,Active Comparator
NCT02843178,Active Comparator
NCT01569191,Active Comparator
NCT01569191,Active Comparator
NCT00085501,Active Comparator
NCT00700791,Active Comparator
NCT00085501,Active Comparator
NCT01248208,Active Comparator
NCT01475617,Active Comparator
NCT00247377,Active Comparator
NCT00183963,Active Comparator
NCT00700791,Active Comparator
NCT00183963,Active Comparator
NCT01661764,Active Comparator
NCT00247377,Active Comparator
NCT02169024,Active Comparator
NCT03135366,Active Comparator
NCT00700791,Active Comparator
NCT02865187,Active Comparator
NCT00700791,Active Comparator
NCT01751620,Active Comparator
NCT02140775,Active Comparator
NCT02241824,Active Comparator
NCT01894191,Active Comparator
NCT04345393,Active Comparator
NCT01615237,Active Comparator
NCT03308812,Active Comparator
NCT01615237,Active Comparator
NCT01980771,Active Comparator
NCT04434664,Active Comparator
NCT01581463,Active Comparator
NCT03252223,Active Comparator
NCT02229851,Active Comparator
NCT00901979,Active Comparator
NCT03252223,Active Comparator
NCT02722278,Active Comparator
NCT01017523,Active Comparator
NCT01165476,Active Comparator
NCT00510614,Active Comparator
NCT02127281,Active Comparator
NCT04169269,Active Comparator
NCT04434664,Active Comparator
NCT04012749,Active Comparator
NCT04012749,Active Comparator
NCT01615237,Active Comparator
NCT02912078,Active Comparator
NCT01894191,Active Comparator
NCT04441307,Active Comparator
NCT04281264,Active Comparator
NCT01894191,Active Comparator
NCT03229356,Active Comparator
NCT02424526,Active Comparator
NCT04026295,Active Comparator
NCT02424526,Active Comparator
NCT03229356,Active Comparator
NCT03529695,Active Comparator
NCT03453866,Active Comparator
NCT04317924,Active Comparator
NCT03872375,Active Comparator
NCT04012749,Active Comparator
NCT04169269,Active Comparator
NCT01419652,Active Comparator
NCT02831582,Active Comparator
NCT01347164,Active Comparator
NCT01184755,Active Comparator
NCT04173884,Active Comparator
NCT04173884,Active Comparator
NCT00469079,Active Comparator
NCT04137250,Active Comparator
NCT03205709,Active Comparator
NCT04032106,Active Comparator
NCT03882957,Active Comparator
NCT03862963,Active Comparator
NCT02299427,Active Comparator
NCT03828201,Active Comparator
NCT02847962,Active Comparator
NCT02103296,Active Comparator
NCT03413709,Active Comparator
NCT03328572,Active Comparator
NCT04173884,Active Comparator
NCT01309217,Active Comparator
NCT02132650,Active Comparator
NCT00122447,Active Comparator
NCT02131272,Active Comparator
NCT01686087,Active Comparator
NCT04063813,Active Comparator
NCT02922985,Active Comparator
NCT02682784,Active Comparator
NCT00148031,Active Comparator
NCT03014414,Active Comparator
NCT03599193,Active Comparator
NCT02148445,Active Comparator
NCT02682784,Active Comparator
NCT00911820,Active Comparator
NCT00911820,Active Comparator
NCT00122447,Active Comparator
NCT00122447,Active Comparator
NCT02566317,Active Comparator
NCT01724125,Active Comparator
NCT04049305,Active Comparator
NCT01511198,Active Comparator
NCT04219280,Active Comparator
NCT01329939,Active Comparator
NCT00531661,Active Comparator
NCT04211766,Active Comparator
NCT04211766,Active Comparator
NCT04214249,Active Comparator
NCT02015156,Active Comparator
NCT04218370,Active Comparator
NCT00681200,Active Comparator
NCT00558701,Active Comparator
NCT01932996,Active Comparator
NCT00871468,Active Comparator
NCT04478110,Active Comparator
NCT04229979,Active Comparator
NCT04231318,Active Comparator
NCT02269514,Active Comparator
NCT02773979,Active Comparator
NCT00593086,Active Comparator
NCT03851744,Active Comparator
NCT02773979,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04204668,Active Comparator
NCT04192227,Active Comparator
NCT00620282,Active Comparator
NCT02870231,Active Comparator
NCT02995915,Active Comparator
NCT04203225,Active Comparator
NCT04204668,Active Comparator
NCT04204668,Active Comparator
NCT02269514,Active Comparator
NCT02773979,Active Comparator
NCT04188873,Active Comparator
NCT00573599,Active Comparator
NCT01369173,Active Comparator
NCT01099605,Active Comparator
NCT04273282,Active Comparator
NCT04273282,Active Comparator
NCT04276805,Active Comparator
NCT04278157,Active Comparator
NCT00814905,Active Comparator
NCT04283630,Active Comparator
NCT01369173,Active Comparator
NCT00137254,Active Comparator
NCT00137215,Active Comparator
NCT04294004,Active Comparator
NCT00137202,Active Comparator
NCT01317784,Active Comparator
NCT01317784,Active Comparator
NCT01317784,Active Comparator
NCT04268745,Active Comparator
NCT01554644,Active Comparator
NCT04235686,Active Comparator
NCT04241939,Active Comparator
NCT04235907,Active Comparator
NCT04235907,Active Comparator
NCT01943084,Active Comparator
NCT04240756,Active Comparator
NCT00333268,Active Comparator
NCT00333203,Active Comparator
NCT01241123,Active Comparator
NCT04246996,Active Comparator
NCT04258319,Active Comparator
NCT04191824,Active Comparator
NCT04191824,Active Comparator
NCT01241149,Active Comparator
NCT01293604,Active Comparator
NCT00325533,Active Comparator
NCT04254692,Active Comparator
NCT01516255,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT02873299,Active Comparator
NCT01487811,Active Comparator
NCT04103385,Active Comparator
NCT04103619,Active Comparator
NCT04103619,Active Comparator
NCT04108858,Active Comparator
NCT00976833,Active Comparator
NCT01073124,Active Comparator
NCT01865123,Active Comparator
NCT01401244,Active Comparator
NCT03536676,Active Comparator
NCT02239926,Active Comparator
NCT01663558,Active Comparator
NCT01782898,Active Comparator
NCT01663558,Active Comparator
NCT04118998,Active Comparator
NCT00936000,Active Comparator
NCT01605773,Active Comparator
NCT03683134,Active Comparator
NCT01904500,Active Comparator
NCT04124939,Active Comparator
NCT01205776,Active Comparator
NCT02556112,Active Comparator
NCT04086875,Active Comparator
NCT01043510,Active Comparator
NCT01043510,Active Comparator
NCT02334462,Active Comparator
NCT04088357,Active Comparator
NCT04090359,Active Comparator
NCT01205776,Active Comparator
NCT01913353,Active Comparator
NCT01363037,Active Comparator
NCT04091022,Active Comparator
NCT01363037,Active Comparator
NCT01490658,Active Comparator
NCT04335812,Active Comparator
NCT03575468,Active Comparator
NCT02239627,Active Comparator
NCT01715220,Active Comparator
NCT04124939,Active Comparator
NCT04188873,Active Comparator
NCT04179981,Active Comparator
NCT04173572,Active Comparator
NCT01262339,Active Comparator
NCT04176172,Active Comparator
NCT04176172,Active Comparator
NCT04178993,Active Comparator
NCT02787538,Active Comparator
NCT02415309,Active Comparator
NCT01569841,Active Comparator
NCT04166591,Active Comparator
NCT04180540,Active Comparator
NCT00841165,Active Comparator
NCT02415309,Active Comparator
NCT02875288,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT04188873,Active Comparator
NCT01497600,Active Comparator
NCT00580749,Active Comparator
NCT04128995,Active Comparator
NCT01464099,Active Comparator
NCT04128995,Active Comparator
NCT00245882,Active Comparator
NCT00245882,Active Comparator
NCT04131647,Active Comparator
NCT03642847,Active Comparator
NCT04142229,Active Comparator
NCT01682902,Active Comparator
NCT01121276,Active Comparator
NCT00580749,Active Comparator
NCT04149249,Active Comparator
NCT04150848,Active Comparator
NCT04153188,Active Comparator
NCT02130323,Active Comparator
NCT04160000,Active Comparator
NCT04160000,Active Comparator
NCT04162145,Active Comparator
NCT04299438,Active Comparator
NCT02873299,Active Comparator
NCT02556112,Active Comparator
NCT01705288,Active Comparator
NCT04428580,Active Comparator
NCT03252951,Active Comparator
NCT04433975,Active Comparator
NCT04440007,Active Comparator
NCT04441593,Active Comparator
NCT01087905,Active Comparator
NCT04443608,Active Comparator
NCT00373009,Active Comparator
NCT01999322,Active Comparator
NCT00373009,Active Comparator
NCT04448002,Active Comparator
NCT00895635,Active Comparator
NCT01087905,Active Comparator
NCT01087905,Active Comparator
NCT01087905,Active Comparator
NCT01011634,Active Comparator
NCT01366924,Active Comparator
NCT04417946,Active Comparator
NCT04459416,Active Comparator
NCT04406935,Active Comparator
NCT03030430,Active Comparator
NCT03072511,Active Comparator
NCT03030430,Active Comparator
NCT00800267,Active Comparator
NCT04399980,Active Comparator
NCT00800267,Active Comparator
NCT04401527,Active Comparator
NCT04406935,Active Comparator
NCT04415073,Active Comparator
NCT04406935,Active Comparator
NCT04407377,Active Comparator
NCT04279392,Active Comparator
NCT04409236,Active Comparator
NCT00377208,Active Comparator
NCT04414982,Active Comparator
NCT00601835,Active Comparator
NCT01011634,Active Comparator
NCT01087905,Active Comparator
NCT02748889,Active Comparator
NCT04484337,Active Comparator
NCT04484337,Active Comparator
NCT04484337,Active Comparator
NCT00142792,Active Comparator
NCT04484337,Active Comparator
NCT00142792,Active Comparator
NCT04484337,Active Comparator
NCT00142792,Active Comparator
NCT02616198,Active Comparator
NCT00379652,Active Comparator
NCT01050205,Active Comparator
NCT04485026,Active Comparator
NCT01050205,Active Comparator
NCT04485767,Active Comparator
NCT02616198,Active Comparator
NCT04486313,Active Comparator
NCT02859142,Active Comparator
NCT04484337,Active Comparator
NCT00379652,Active Comparator
NCT04462770,Active Comparator
NCT01087905,Active Comparator
NCT04463719,Active Comparator
NCT04463992,Active Comparator
NCT01087905,Active Comparator
NCT02741284,Active Comparator
NCT04471207,Active Comparator
NCT04473430,Active Comparator
NCT04474210,Active Comparator
NCT03922061,Active Comparator
NCT00379652,Active Comparator
NCT01630551,Active Comparator
NCT00827632,Active Comparator
NCT00827632,Active Comparator
NCT03341078,Active Comparator
NCT04481919,Active Comparator
NCT04482712,Active Comparator
NCT01087905,Active Comparator
NCT04386291,Active Comparator
NCT00668941,Active Comparator
NCT02341079,Active Comparator
NCT03018119,Active Comparator
NCT01545232,Active Comparator
NCT01545232,Active Comparator
NCT01545570,Active Comparator
NCT03018119,Active Comparator
NCT03018119,Active Comparator
NCT03018119,Active Comparator
NCT04327596,Active Comparator
NCT02848781,Active Comparator
NCT02392364,Active Comparator
NCT04329832,Active Comparator
NCT03385057,Active Comparator
NCT03385057,Active Comparator
NCT02848781,Active Comparator
NCT04330716,Active Comparator
NCT03407443,Active Comparator
NCT04334382,Active Comparator
NCT04319094,Active Comparator
NCT02392364,Active Comparator
NCT04335682,Active Comparator
NCT04315558,Active Comparator
NCT04305743,Active Comparator
NCT04306211,Active Comparator
NCT04309812,Active Comparator
NCT00713739,Active Comparator
NCT00942695,Active Comparator
NCT00942695,Active Comparator
NCT00668447,Active Comparator
NCT00668447,Active Comparator
NCT02579057,Active Comparator
NCT00713739,Active Comparator
NCT00713739,Active Comparator
NCT00366301,Active Comparator
NCT00366301,Active Comparator
NCT00366301,Active Comparator
NCT01339390,Active Comparator
NCT03302611,Active Comparator
NCT04335682,Active Comparator
NCT04337021,Active Comparator
NCT00668941,Active Comparator
NCT04375813,Active Comparator
NCT04360824,Active Comparator
NCT04365153,Active Comparator
NCT04365153,Active Comparator
NCT02057094,Active Comparator
NCT02057094,Active Comparator
NCT04368364,Active Comparator
NCT00412568,Active Comparator
NCT00610480,Active Comparator
NCT04354454,Active Comparator
NCT00610480,Active Comparator
NCT04303676,Active Comparator
NCT04303676,Active Comparator
NCT04378790,Active Comparator
NCT00714168,Active Comparator
NCT04380415,Active Comparator
NCT04382391,Active Comparator
NCT04355143,Active Comparator
NCT03372928,Active Comparator
NCT04340622,Active Comparator
NCT04342728,Active Comparator
NCT04341675,Active Comparator
NCT04341727,Active Comparator
NCT04341727,Active Comparator
NCT04341727,Active Comparator
NCT04341727,Active Comparator
NCT04342728,Active Comparator
NCT04342728,Active Comparator
NCT04344184,Active Comparator
NCT03524690,Active Comparator
NCT04344860,Active Comparator
NCT04344860,Active Comparator
NCT04350359,Active Comparator
NCT04350359,Active Comparator
NCT04350359,Active Comparator
NCT04351880,Active Comparator
NCT04351880,Active Comparator
NCT02556112,Active Comparator
NCT04084210,Active Comparator
NCT01002118,Active Comparator
NCT04163172,Active Comparator
NCT00494260,Active Comparator
NCT03833713,Active Comparator
NCT02979613,Active Comparator
NCT00191282,Active Comparator
NCT03837522,Active Comparator
NCT03837522,Active Comparator
NCT00963690,Active Comparator
NCT04163172,Active Comparator
NCT03828682,Active Comparator
NCT00965302,Active Comparator
NCT02015390,Active Comparator
NCT02015390,Active Comparator
NCT03841513,Active Comparator
NCT01166815,Active Comparator
NCT02867358,Active Comparator
NCT02867358,Active Comparator
NCT03831451,Active Comparator
NCT03828370,Active Comparator
NCT03842670,Active Comparator
NCT04565860,Active Comparator
NCT03819608,Active Comparator
NCT03819608,Active Comparator
NCT03819608,Active Comparator
NCT01599598,Active Comparator
NCT04565860,Active Comparator
NCT04565860,Active Comparator
NCT04565860,Active Comparator
NCT03822962,Active Comparator
NCT03788408,Active Comparator
NCT01278862,Active Comparator
NCT03823209,Active Comparator
NCT01992172,Active Comparator
NCT04594109,Active Comparator
NCT03823911,Active Comparator
NCT03825588,Active Comparator
NCT00505414,Active Comparator
NCT03842670,Active Comparator
NCT00857662,Active Comparator
NCT02413710,Active Comparator
NCT03878745,Active Comparator
NCT03867539,Active Comparator
NCT03713918,Active Comparator
NCT03904186,Active Comparator
NCT03594292,Active Comparator
NCT03875339,Active Comparator
NCT03878589,Active Comparator
NCT03878589,Active Comparator
NCT00655811,Active Comparator
NCT03866616,Active Comparator
NCT03881267,Active Comparator
NCT03881735,Active Comparator
NCT02156336,Active Comparator
NCT03882359,Active Comparator
NCT01190761,Active Comparator
NCT01190748,Active Comparator
NCT02419157,Active Comparator
NCT03867344,Active Comparator
NCT01861210,Active Comparator
NCT03993002,Active Comparator
NCT03969654,Active Comparator
NCT03993002,Active Comparator
NCT03845465,Active Comparator
NCT03993002,Active Comparator
NCT03993002,Active Comparator
NCT03849144,Active Comparator
NCT03849937,Active Comparator
NCT03969654,Active Comparator
NCT03854916,Active Comparator
NCT01714479,Active Comparator
NCT03858777,Active Comparator
NCT01240902,Active Comparator
NCT03858777,Active Comparator
NCT00121108,Active Comparator
NCT03862053,Active Comparator
NCT02940717,Active Comparator
NCT03865979,Active Comparator
NCT01599598,Active Comparator
NCT03818191,Active Comparator
NCT02419157,Active Comparator
NCT03782506,Active Comparator
NCT01632761,Active Comparator
NCT01632761,Active Comparator
NCT01632761,Active Comparator
NCT01632761,Active Comparator
NCT03781856,Active Comparator
NCT04274959,Active Comparator
NCT01007188,Active Comparator
NCT02794116,Active Comparator
NCT03777046,Active Comparator
NCT03785288,Active Comparator
NCT03785288,Active Comparator
NCT03785366,Active Comparator
NCT03785392,Active Comparator
NCT03785392,Active Comparator
NCT04017624,Active Comparator
NCT03792477,Active Comparator
NCT03530020,Active Comparator
NCT00847483,Active Comparator
NCT03792477,Active Comparator
NCT03771235,Active Comparator
NCT03766373,Active Comparator
NCT02327208,Active Comparator
NCT03768206,Active Comparator
NCT03341754,Active Comparator
NCT03769727,Active Comparator
NCT03770377,Active Comparator
NCT02052310,Active Comparator
NCT04067401,Active Comparator
NCT03775590,Active Comparator
NCT03839797,Active Comparator
NCT03773419,Active Comparator
NCT01216982,Active Comparator
NCT00847483,Active Comparator
NCT00847483,Active Comparator
NCT03775590,Active Comparator
NCT03775590,Active Comparator
NCT01954251,Active Comparator
NCT02207608,Active Comparator
NCT03734237,Active Comparator
NCT03215615,Active Comparator
NCT03321474,Active Comparator
NCT02223338,Active Comparator
NCT01992185,Active Comparator
NCT02920398,Active Comparator
NCT01916629,Active Comparator
NCT03810417,Active Comparator
NCT03215615,Active Comparator
NCT03215615,Active Comparator
NCT03803683,Active Comparator
NCT03812146,Active Comparator
NCT03215615,Active Comparator
NCT03812614,Active Comparator
NCT01728142,Active Comparator
NCT01728129,Active Comparator
NCT03734237,Active Comparator
NCT03734237,Active Comparator
NCT03803683,Active Comparator
NCT03614819,Active Comparator
NCT04494490,Active Comparator
NCT04589416,Active Comparator
NCT03794102,Active Comparator
NCT03794102,Active Comparator
NCT02369614,Active Comparator
NCT02369614,Active Comparator
NCT01007188,Active Comparator
NCT04589416,Active Comparator
NCT04589416,Active Comparator
NCT02223338,Active Comparator
NCT03803553,Active Comparator
NCT03800927,Active Comparator
NCT03802994,Active Comparator
NCT03802994,Active Comparator
NCT03802994,Active Comparator
NCT04532788,Active Comparator
NCT04532788,Active Comparator
NCT03803553,Active Comparator
NCT02419157,Active Comparator
NCT02419157,Active Comparator
NCT04084210,Active Comparator
NCT02846116,Active Comparator
NCT00871247,Active Comparator
NCT00870480,Active Comparator
NCT03931395,Active Comparator
NCT02016482,Active Comparator
NCT04255251,Active Comparator
NCT04036396,Active Comparator
NCT02846116,Active Comparator
NCT02703051,Active Comparator
NCT02228967,Active Comparator
NCT01557868,Active Comparator
NCT01557868,Active Comparator
NCT03068949,Active Comparator
NCT03068949,Active Comparator
NCT03068949,Active Comparator
NCT04038671,Active Comparator
NCT04038671,Active Comparator
NCT04026711,Active Comparator
NCT00859105,Active Comparator
NCT04038697,Active Comparator
NCT04017312,Active Comparator
NCT04010227,Active Comparator
NCT03395964,Active Comparator
NCT04014400,Active Comparator
NCT03566095,Active Comparator
NCT02185898,Active Comparator
NCT02185898,Active Comparator
NCT04017312,Active Comparator
NCT04017390,Active Comparator
NCT02963376,Active Comparator
NCT00646438,Active Comparator
NCT04021602,Active Comparator
NCT04021602,Active Comparator
NCT00751127,Active Comparator
NCT02963376,Active Comparator
NCT02963376,Active Comparator
NCT00859105,Active Comparator
NCT04038697,Active Comparator
NCT00672074,Active Comparator
NCT03912194,Active Comparator
NCT01927276,Active Comparator
NCT04059523,Active Comparator
NCT04060849,Active Comparator
NCT01725087,Active Comparator
NCT00722124,Active Comparator
NCT00722124,Active Comparator
NCT04073212,Active Comparator
NCT04073914,Active Comparator
NCT04077190,Active Comparator
NCT03593356,Active Comparator
NCT04504019,Active Comparator
NCT04080414,Active Comparator
NCT03756025,Active Comparator
NCT01596998,Active Comparator
NCT01489644,Active Comparator
NCT04084210,Active Comparator
NCT04084210,Active Comparator
NCT03525561,Active Comparator
NCT03293654,Active Comparator
NCT00328926,Active Comparator
NCT04052503,Active Comparator
NCT04039087,Active Comparator
NCT00267358,Active Comparator
NCT00328926,Active Comparator
NCT04048590,Active Comparator
NCT03185728,Active Comparator
NCT03924505,Active Comparator
NCT04049643,Active Comparator
NCT01378780,Active Comparator
NCT03293654,Active Comparator
NCT00116428,Active Comparator
NCT02323438,Active Comparator
NCT01634126,Active Comparator
NCT01634126,Active Comparator
NCT02142712,Active Comparator
NCT02142712,Active Comparator
NCT04056013,Active Comparator
NCT04007666,Active Comparator
NCT03912194,Active Comparator
NCT02394457,Active Comparator
NCT03948386,Active Comparator
NCT03933631,Active Comparator
NCT03937531,Active Comparator
NCT00694174,Active Comparator
NCT03938103,Active Comparator
NCT03940508,Active Comparator
NCT00928694,Active Comparator
NCT03948386,Active Comparator
NCT03948386,Active Comparator
NCT00928694,Active Comparator
NCT03951610,Active Comparator
NCT02140762,Active Comparator
NCT03951883,Active Comparator
NCT03954392,Active Comparator
NCT02285777,Active Comparator
NCT01858428,Active Comparator
NCT03961308,Active Comparator
NCT03276741,Active Comparator
NCT03924557,Active Comparator
NCT00916695,Active Comparator
NCT03912363,Active Comparator
NCT03899181,Active Comparator
NCT03899181,Active Comparator
NCT03904420,Active Comparator
NCT03904615,Active Comparator
NCT03904615,Active Comparator
NCT03907917,Active Comparator
NCT03912363,Active Comparator
NCT00164619,Active Comparator
NCT03922529,Active Comparator
NCT01465503,Active Comparator
NCT01913925,Active Comparator
NCT00809445,Active Comparator
NCT00271999,Active Comparator
NCT03920878,Active Comparator
NCT00764322,Active Comparator
NCT00509444,Active Comparator
NCT00916695,Active Comparator
NCT03962725,Active Comparator
NCT03912194,Active Comparator
NCT01538745,Active Comparator
NCT01651533,Active Comparator
NCT03985852,Active Comparator
NCT02601092,Active Comparator
NCT03993041,Active Comparator
NCT03535272,Active Comparator
NCT04406441,Active Comparator
NCT04406441,Active Comparator
NCT02725905,Active Comparator
NCT03984929,Active Comparator
NCT04002063,Active Comparator
NCT04002102,Active Comparator
NCT02375256,Active Comparator
NCT00264758,Active Comparator
NCT04002440,Active Comparator
NCT04003987,Active Comparator
NCT04003987,Active Comparator
NCT03984994,Active Comparator
NCT03984409,Active Comparator
NCT03963908,Active Comparator
NCT03978598,Active Comparator
NCT03964454,Active Comparator
NCT01714531,Active Comparator
NCT01884090,Active Comparator
NCT03155841,Active Comparator
NCT03975465,Active Comparator
NCT00881478,Active Comparator
NCT03976102,Active Comparator
NCT00691184,Active Comparator
NCT03984409,Active Comparator
NCT00691184,Active Comparator
NCT03980743,Active Comparator
NCT01148563,Active Comparator
NCT03982069,Active Comparator
NCT03982069,Active Comparator
NCT03982342,Active Comparator
NCT03982342,Active Comparator
NCT04488055,Active Comparator
NCT00916539,Active Comparator
NCT02616198,Active Comparator
NCT01588457,Active Comparator
NCT01711359,Active Comparator
NCT01134653,Active Comparator
NCT03066999,Active Comparator
NCT01839396,Active Comparator
NCT03066999,Active Comparator
NCT01588457,Active Comparator
NCT01588457,Active Comparator
NCT01588457,Active Comparator
NCT01710358,Active Comparator
NCT01588457,Active Comparator
NCT01588457,Active Comparator
NCT03267043,Active Comparator
NCT03267043,Active Comparator
NCT03674944,Active Comparator
NCT00981253,Active Comparator
NCT03824093,Active Comparator
NCT02648204,Active Comparator
NCT02648204,Active Comparator
NCT01557621,Active Comparator
NCT03398902,Active Comparator
NCT00869609,Active Comparator
NCT03001024,Active Comparator
NCT00869609,Active Comparator
NCT04502524,Active Comparator
NCT03925038,Active Comparator
NCT02187055,Active Comparator
NCT02835495,Active Comparator
NCT01975857,Active Comparator
NCT03560232,Active Comparator
NCT02453230,Active Comparator
NCT00427154,Active Comparator
NCT03281161,Active Comparator
NCT00427154,Active Comparator
NCT03560232,Active Comparator
NCT03560232,Active Comparator
NCT03560232,Active Comparator
NCT03824093,Active Comparator
NCT01378195,Active Comparator
NCT03965195,Active Comparator
NCT01011829,Active Comparator
NCT02700542,Active Comparator
NCT03219177,Active Comparator
NCT02548117,Active Comparator
NCT00846872,Active Comparator
NCT00846872,Active Comparator
NCT01790438,Active Comparator
NCT04232657,Active Comparator
NCT01625793,Active Comparator
NCT03625492,Active Comparator
NCT02929667,Active Comparator
NCT00537303,Active Comparator
NCT03199313,Active Comparator
NCT03533829,Active Comparator
NCT03533829,Active Comparator
NCT03533829,Active Comparator
NCT03199313,Active Comparator
NCT00993590,Active Comparator
NCT03582683,Active Comparator
NCT02311777,Active Comparator
NCT03581877,Active Comparator
NCT03689530,Active Comparator
NCT02932579,Active Comparator
NCT02290938,Active Comparator
NCT00626457,Active Comparator
NCT00511901,Active Comparator
NCT01978080,Active Comparator
NCT00947232,Active Comparator
NCT04109443,Active Comparator
NCT03613714,Active Comparator
NCT01538459,Active Comparator
NCT00713479,Active Comparator
NCT03372811,Active Comparator
NCT01240993,Active Comparator
NCT02133209,Active Comparator
NCT02133209,Active Comparator
NCT03075670,Active Comparator
NCT02189876,Active Comparator
NCT03483441,Active Comparator
NCT01582451,Active Comparator
NCT04129567,Active Comparator
NCT02129608,Active Comparator
NCT01744821,Active Comparator
NCT01532622,Active Comparator
NCT00636454,Active Comparator
NCT01910454,Active Comparator
NCT03229057,Active Comparator
NCT03229057,Active Comparator
NCT03003221,Active Comparator
NCT01208142,Active Comparator
NCT01468987,Active Comparator
NCT01427673,Active Comparator
NCT01257802,Active Comparator
NCT02939131,Active Comparator
NCT00499746,Active Comparator
NCT03202680,Active Comparator
NCT00499746,Active Comparator
NCT03629678,Active Comparator
NCT02129608,Active Comparator
NCT01079234,Active Comparator
NCT03337113,Active Comparator
NCT00643812,Active Comparator
NCT04118972,Active Comparator
NCT01454284,Active Comparator
NCT02746263,Active Comparator
NCT03868930,Active Comparator
NCT02703909,Active Comparator
NCT03337113,Active Comparator
NCT02352103,Active Comparator
NCT02129608,Active Comparator
NCT03071406,Active Comparator
NCT03071406,Active Comparator
NCT01515475,Active Comparator
NCT04042909,Active Comparator
NCT04063670,Active Comparator
NCT00258752,Active Comparator
NCT02011685,Active Comparator
NCT00499746,Active Comparator
NCT04029220,Active Comparator
NCT00476021,Active Comparator
