,NCTId,ConditionMeshId
4894,NCT02017756,D000002340
3562,NCT01178320,D000002340
5382,NCT00741091,D000002340
9445,NCT04201132,D000002340
2144,NCT02515578,D000002318
7857,NCT02697422,D000002318
2895,NCT03845283,D000002318
5204,NCT00046306,D000002318
3324,NCT00469339,D000002318
4203,NCT04047147,D000002318
4975,NCT01929564,D000002318
4957,NCT02178410,D000002318
9806,NCT03898570,D000002318
4350,NCT02702479,D000002318
4508,NCT01169259,D000002318
3867,NCT00005137,D000002318
4839,NCT02379403,D000002318
113,NCT00005463,D000002318
2534,NCT01142908,D000002318
1764,NCT00626379,D000002318
8714,NCT00072995,D000002318
5504,NCT04011059,D000002318
3963,NCT03495284,D000002318
2146,NCT00318734,D000002318
1885,NCT00942656,D000002318
1576,NCT01207167,D000002318
1090,NCT00005483,D000002318
2377,NCT02180074,D000002318
7711,NCT02843178,D000002318
8404,NCT00361075,D000002318
4209,NCT03356340,D000002318
5086,NCT03520400,D000002318
3891,NCT00005271,D000002318
2873,NCT01930149,D000002318
5860,NCT00005493,D000002318
3991,NCT00005131,D000002318
1437,NCT03875651,D000002318
5809,NCT02553291,D000002318
4703,NCT02038101,D000002318
1948,NCT00377702,D000002318
8827,NCT02853149,D000002318
4032,NCT00664040,D000002318
4637,NCT01630213,D000002318
126,NCT00005171,D000002318
2825,NCT01002118,D000002318
4825,NCT04588727,D000002318
2360,NCT00106951,D000002318
8723,NCT02189889,D000002318
7633,NCT03580538,D000002318
3830,NCT01123577,D000002318
36,NCT03683134,D000002318
4161,NCT03042117,D000002318
2886,NCT04216342,D000002318
5273,NCT00130377,D000002318
3111,NCT00937963,D000002318
8039,NCT03771417,D000002318
2961,NCT00005311,D000002318
2111,NCT02364570,D000002318
7050,NCT01650220,D000002318
4785,NCT02019680,D000002318
1881,NCT01295684,D000002318
2759,NCT02903433,D000002318
1819,NCT01293604,D000002318
1291,NCT02517671,D000002318
1884,NCT00942695,D000002318
2287,NCT00064480,D000002318
6809,NCT03973606,D000002318
2890,NCT00006181,D000002318
3802,NCT00005175,D000002318
6815,NCT01770210,D000002318
4564,NCT03021616,D000002318
2396,NCT00404872,D000002318
3015,NCT02035826,D000002318
2495,NCT01230606,D000002318
1785,NCT00494052,D000002318
5675,NCT00958061,D000002318
5965,NCT01078909,D000002318
6541,NCT01420016,D000002318
5966,NCT00847574,D000002318
4007,NCT03064932,D000002318
7112,NCT00113737,D000002318
5852,NCT00808353,D000002318
5592,NCT03625349,D000002318
7536,NCT00368095,D000002318
5007,NCT03020758,D000002318
2169,NCT03841838,D000002318
2985,NCT01316783,D000002318
6633,NCT01630980,D000002318
2421,NCT02265250,D000002318
2417,NCT01049048,D000002318
7386,NCT02553148,D000002318
1978,NCT00296101,D000002318
3204,NCT03911284,D000002318
5830,NCT04316429,D000002318
2171,NCT03911141,D000002318
4357,NCT04344873,D000002318
1892,NCT00361673,D000002318
9907,NCT03823911,D000002318
5702,NCT03052530,D000002318
7990,NCT00122447,D000002318
8461,NCT00566670,D000002318
2277,NCT00387166,D000002318
3309,NCT03399370,D000002318
1512,NCT03713333,D000002318
1883,NCT01283672,D000002318
2361,NCT00005444,D000002318
2222,NCT03271931,D000002318
3127,NCT04543825,D000002318
9712,NCT03976258,D000002318
5093,NCT03069092,D000002318
2459,NCT00005245,D000002318
4641,NCT01163773,D000002318
7744,NCT03308812,D000002318
3129,NCT00380016,D000002318
2152,NCT00763308,D000002318
2260,NCT03081871,D000002318
3032,NCT00005722,D000002318
2192,NCT02531958,D000002318
1914,NCT02115724,D000002318
3507,NCT01439477,D000002318
6838,NCT02224365,D000002318
5383,NCT02781675,D000002318
5969,NCT03763747,D000002318
3908,NCT00880178,D000002318
7822,NCT00094302,D000002318
5840,NCT02830945,D000002318
4046,NCT00005159,D000002318
3552,NCT03736486,D000002318
2080,NCT02516332,D000002318
3992,NCT00884013,D000002318
9774,NCT03922529,D000002318
3242,NCT01175629,D000002318
1836,NCT00415415,D000002318
7146,NCT03830840,D000002318
2868,NCT02402803,D000002318
7034,NCT00867425,D000002318
1740,NCT04349072,D000002312
5652,NCT04603521,D000002312
3437,NCT03723655,D000002312
4869,NCT03214757,D000002311
7092,NCT04476901,D000002311
8835,NCT00624520,D000002311
8374,NCT02973594,D000002311
4855,NCT04159454,D000002311
2629,NCT00167440,D000002303
9217,NCT04383938,D000002295
9867,NCT03854721,D000002295
9590,NCT04064190,D000002295
1808,NCT01520038,D000002295
3067,NCT04136808,D000002295
9956,NCT03794102,D000002295
3018,NCT02808143,D000002295
8452,NCT02295540,D000002294
2104,NCT00592371,D000002294
8616,NCT03854032,D000002294
7020,NCT02033538,D000002294
101,NCT04552535,D000002294
9477,NCT04160065,D000002294
4395,NCT01040832,D000002294
9595,NCT04058145,D000002294
4916,NCT01946867,D000002294
3954,NCT00007631,D000002294
2905,NCT02002182,D000002294
7312,NCT04590963,D000002294
8301,NCT01468896,D000002294
6885,NCT02985255,D000002294
6370,NCT01807546,D000002294
6473,NCT00847912,D000002294
7799,NCT04060342,D000002294
6542,NCT00756444,D000002294
9255,NCT04349436,D000002294
3951,NCT03278626,D000002294
5107,NCT00901173,D000002294
5694,NCT03789097,D000002294
1939,NCT04242173,D000002294
2041,NCT02147418,D000002294
8748,NCT02140021,D000002294
2943,NCT01979211,D000002294
9243,NCT04359199,D000002294
2022,NCT01321892,D000002294
7019,NCT02041819,D000002294
1893,NCT03126331,D000002292
3884,NCT00491738,D000002292
8796,NCT03852030,D000002292
6746,NCT01449825,D000002292
6613,NCT03598816,D000002292
5911,NCT01773655,D000002292
6337,NCT04213664,D000002292
3002,NCT00001703,D000002292
3458,NCT00566995,D000002292
9848,NCT03867045,D000002292
5018,NCT01221506,D000002292
4534,NCT00656955,D000002292
4069,NCT01598597,D000002292
7922,NCT00072046,D000002292
9111,NCT04495257,D000002292
18,NCT00340457,D000002292
6587,NCT01446224,D000002292
6658,NCT01574300,D000002289
8681,NCT00963807,D000002289
9037,NCT04561362,D000002289
8690,NCT00410904,D000002289
4166,NCT03401385,D000002289
8725,NCT00025389,D000002289
5012,NCT04041297,D000002289
2067,NCT01438307,D000002289
4319,NCT04274907,D000002289
7968,NCT00450281,D000002289
2605,NCT00356122,D000002289
7879,NCT00033722,D000002289
6170,NCT00411632,D000002289
6303,NCT00352391,D000002289
8675,NCT00885963,D000002289
2138,NCT01049776,D000002289
4069,NCT01598597,D000002289
5252,NCT04015778,D000002289
3273,NCT03233724,D000002289
3687,NCT00347412,D000002289
9047,NCT04553133,D000002289
7942,NCT00040885,D000002289
5192,NCT01109524,D000002289
7930,NCT00008385,D000002289
8770,NCT00124280,D000002289
6055,NCT02357836,D000002289
8750,NCT01090011,D000002289
9471,NCT04169321,D000002289
4737,NCT01859026,D000002289
9361,NCT04262869,D000002289
8297,NCT04206787,D000002289
8251,NCT01649947,D000002289
6142,NCT00852644,D000002289
8293,NCT00861627,D000002289
6172,NCT00409968,D000002289
3491,NCT00256789,D000002289
4544,NCT00128999,D000002289
7823,NCT01085136,D000002289
7183,NCT01443078,D000002289
7952,NCT00124618,D000002289
8765,NCT00280748,D000002289
3635,NCT02271139,D000002289
5850,NCT03164616,D000002289
2267,NCT02950337,D000002289
5326,NCT03048500,D000002289
6202,NCT00036647,D000002289
4960,NCT02941601,D000002289
6203,NCT00372073,D000002289
4613,NCT01409681,D000002289
4182,NCT03137264,D000002289
4793,NCT00561054,D000002289
5585,NCT01380795,D000002289
5492,NCT04027946,D000002289
6571,NCT02049151,D000002289
6575,NCT02083679,D000002289
5824,NCT01387269,D000002289
8923,NCT01909752,D000002289
4831,NCT02599454,D000002289
5823,NCT00622193,D000002289
9121,NCT04485026,D000002289
5329,NCT02638090,D000002289
5821,NCT01387282,D000002289
8843,NCT00400803,D000002289
3851,NCT00094094,D000002289
2621,NCT03050554,D000002289
4787,NCT00858403,D000002289
6882,NCT01019798,D000002289
5820,NCT01395914,D000002289
6788,NCT00563784,D000002289
8813,NCT01671332,D000002289
9331,NCT04291755,D000002289
3926,NCT00453362,D000002289
7973,NCT00085501,D000002289
7977,NCT00776100,D000002289
9143,NCT04467723,D000002289
7380,NCT03521154,D000002289
7978,NCT00268489,D000002289
8176,NCT01814501,D000002288
7500,NCT01023477,D000002285
9491,NCT04144023,D000002285
8819,NCT01448447,D000002285
6506,NCT00742222,D000002285
7931,NCT00053898,D000002285
3026,NCT00183963,D000002285
5585,NCT01380795,D000002283
6473,NCT00847912,D000002280
8574,NCT03483441,D000002280
7026,NCT03237013,D000002280
3065,NCT03467789,D000002280
3954,NCT00007631,D000002280
2394,NCT02828111,D000002280
3793,NCT00028353,D000002278
8819,NCT01448447,D000002278
3026,NCT00183963,D000002278
7931,NCT00053898,D000002278
9491,NCT04144023,D000002278
1249,NCT02130323,D000002278
6506,NCT00742222,D000002278
1447,NCT00764322,D000002278
7500,NCT01023477,D000002278
8748,NCT02140021,D000002278
9960,NCT03792516,D000002278
4281,NCT04278183,D000002278
6111,NCT01372644,D000002278
8668,NCT03456804,D000002277
8659,NCT03592264,D000002277
8616,NCT03854032,D000002277
8669,NCT01505868,D000002277
8677,NCT03071406,D000002277
9477,NCT04160065,D000002277
3273,NCT03233724,D000002277
6613,NCT03598816,D000002277
5332,NCT01894451,D000002277
5693,NCT03707080,D000002277
9917,NCT03819088,D000002277
9491,NCT04144023,D000002277
3026,NCT00183963,D000002277
7162,NCT04568330,D000002277
3358,NCT02460991,D000002277
9936,NCT03804593,D000002277
6506,NCT00742222,D000002277
5018,NCT01221506,D000002277
8252,NCT01417286,D000002277
3004,NCT02833298,D000002277
3002,NCT00001703,D000002277
3031,NCT01129570,D000002277
5192,NCT01109524,D000002277
4386,NCT03185871,D000002277
9155,NCT04456140,D000002277
8162,NCT04390243,D000002277
3904,NCT01013324,D000002277
8681,NCT00963807,D000002277
8150,NCT00568308,D000002277
3065,NCT03467789,D000002277
8688,NCT04159896,D000002277
9499,NCT04134559,D000002277
6473,NCT00847912,D000002277
3067,NCT04136808,D000002277
8689,NCT02520115,D000002277
9529,NCT04109924,D000002277
2394,NCT02828111,D000002277
4947,NCT03908255,D000002277
4709,NCT01336452,D000002277
9531,NCT04108858,D000002277
1893,NCT03126331,D000002277
8691,NCT00118157,D000002277
9584,NCT04072445,D000002277
3954,NCT00007631,D000002277
5694,NCT03789097,D000002277
3951,NCT03278626,D000002277
6370,NCT01807546,D000002277
9191,NCT04410302,D000002277
5585,NCT01380795,D000002277
6765,NCT04387227,D000002277
9590,NCT04064190,D000002277
2366,NCT04033432,D000002277
3461,NCT01586767,D000002277
9425,NCT04216732,D000002277
1730,NCT01511393,D000002277
8447,NCT04294264,D000002277
9111,NCT04495257,D000002277
7799,NCT04060342,D000002277
8832,NCT03995667,D000002277
5045,NCT04163627,D000002277
9682,NCT03999684,D000002277
3018,NCT02808143,D000002277
4332,NCT01587703,D000002277
4337,NCT02578641,D000002277
5107,NCT00901173,D000002277
3235,NCT00906984,D000002277
3989,NCT01953588,D000002277
6706,NCT02157051,D000002277
7026,NCT03237013,D000002277
8748,NCT02140021,D000002277
7019,NCT02041819,D000002277
8301,NCT01468896,D000002277
9808,NCT03897543,D000002277
7876,NCT03817736,D000002277
9105,NCT04498520,D000002277
8819,NCT01448447,D000002277
4395,NCT01040832,D000002277
3875,NCT00081900,D000002277
7931,NCT00053898,D000002277
7922,NCT00072046,D000002277
7020,NCT02033538,D000002277
7500,NCT01023477,D000002277
9802,NCT03901378,D000002277
151,NCT01034865,D000002277
3092,NCT00006332,D000002277
6337,NCT04213664,D000002277
1514,NCT00183885,D000002277
2354,NCT03219372,D000002277
7312,NCT04590963,D000002277
5376,NCT02452853,D000002277
9749,NCT03941730,D000002277
8851,NCT01835223,D000002277
6542,NCT00756444,D000002277
6885,NCT02985255,D000002277
6887,NCT02228265,D000002277
2905,NCT02002182,D000002277
9331,NCT04291755,D000002277
1939,NCT04242173,D000002277
4983,NCT02720484,D000002277
5490,NCT02040142,D000002277
7497,NCT04471974,D000002277
8574,NCT03483441,D000002277
8452,NCT02295540,D000002277
9255,NCT04349436,D000002277
9325,NCT04294225,D000002277
2022,NCT01321892,D000002277
9368,NCT04257045,D000002277
3112,NCT02366286,D000002277
8458,NCT02399215,D000002276
8149,NCT00017199,D000002276
9811,NCT03891784,D000002276
8409,NCT01253161,D000002276
3160,NCT00746109,D000002270
5792,NCT02483650,D000002249
1747,NCT00841165,D000002249
7789,NCT02599961,D000002239
2594,NCT01347762,D000002189
2367,NCT04266314,D000002189
2003,NCT03964974,D000002189
2908,NCT01153490,D000002189
8524,NCT01041170,D000002189
2542,NCT01611948,D000002189
9708,NCT03980561,D000002189
5760,NCT01874886,D000002189
5380,NCT03681353,D000002189
2033,NCT01511640,D000002189
6881,NCT04360044,D000002189
5512,NCT04567238,D000002189
8306,NCT04567394,D000002189
1941,NCT00218517,D000002189
4580,NCT03073291,D000002189
5142,NCT04565028,D000002189
5605,NCT02759185,D000002189
2034,NCT00954681,D000002189
8712,NCT01834794,D000002189
8105,NCT02088177,D000002189
6589,NCT04596644,D000002189
9174,NCT04429568,D000002189
8029,NCT01964404,D000002189
2570,NCT01598896,D000002189
6586,NCT04576507,D000002189
6785,NCT01273922,D000002177
1856,NCT00037219,D000002177
5096,NCT00000788,D000002177
4405,NCT00734539,D000002177
6105,NCT01447407,D000002177
6737,NCT01048112,D000002169
4434,NCT02067676,D000002169
7708,NCT00859716,D000002169
6340,NCT03795545,D000002137
1226,NCT00713739,D000002137
9842,NCT03873259,D000002137
2602,NCT00169806,D000002137
2920,NCT00169754,D000002137
6341,NCT03795532,D000002137
3202,NCT03040466,D000002137
7397,NCT03567421,D000002137
9277,NCT04332861,D000002137
9700,NCT03984409,D000002137
6342,NCT03763539,D000002137
5074,NCT04247087,D000002114
4851,NCT04557345,D000002114
7080,NCT01505764,D000002100
7950,NCT00081250,D000002100
5821,NCT01387282,D000002100
5820,NCT01395914,D000002100
1581,NCT00267358,D000002100
5824,NCT01387269,D000002100
5825,NCT00219817,D000002100
7942,NCT00040885,D000002100
1580,NCT00378131,D000002100
7318,NCT04233944,D000002100
8708,NCT01941810,D000002100
7853,NCT02006719,D000002062
6824,NCT02206542,D000002062
7553,NCT03752619,D000002062
6825,NCT02076308,D000002062
9051,NCT04549051,D000002062
107,NCT00351741,D000002056
7433,NCT01654094,D000002056
6979,NCT00285636,D000002056
1862,NCT00137254,D000002056
5981,NCT04356859,D000002056
6770,NCT03564795,D000002056
7096,NCT01079247,D000002056
8040,NCT02994654,D000002056
7145,NCT02457663,D000002056
7315,NCT03144427,D000002056
3198,NCT01005732,D000002056
1008,NCT00350077,D000002056
7534,NCT00675974,D000002056
1805,NCT00591448,D000002056
6762,NCT04601532,D000002056
1009,NCT00243243,D000002056
7764,NCT01138917,D000002056
7675,NCT00731887,D000002056
7235,NCT01140269,D000002056
6781,NCT02115646,D000002056
1541,NCT02185898,D000002056
6096,NCT01564407,D000002056
6298,NCT01843686,D000002056
5734,NCT02739464,D000002056
6064,NCT02104713,D000002056
7342,NCT01866735,D000002056
1791,NCT01075165,D000002056
1329,NCT00588796,D000002056
5931,NCT01213914,D000002056
9567,NCT04084093,D000002056
3707,NCT02673229,D000002056
6957,NCT01795079,D000002056
1240,NCT00593086,D000002056
2549,NCT01161810,D000002056
6716,NCT01184547,D000002056
4581,NCT04368117,D000002056
1239,NCT01034813,D000002056
4911,NCT04379063,D000002055
9397,NCT04235751,D000002055
7701,NCT01145443,D000002055
7681,NCT03753360,D000002055
6671,NCT04466423,D000002055
3247,NCT01943682,D000002051
6212,NCT02481310,D000002051
8072,NCT03015896,D000002051
8152,NCT01812005,D000002051
8174,NCT02992522,D000002051
8849,NCT02043496,D000002032
8313,NCT00032760,D000002032
7073,NCT01096251,D000002032
6769,NCT03678766,D000002032
4271,NCT00680979,D000002032
8891,NCT00773617,D000002032
5815,NCT04378101,D000002032
7834,NCT01702805,D000001997
5757,NCT00254176,D000001997
5603,NCT03542812,D000001997
128,NCT03631472,D000001991
8590,NCT00245453,D000001991
2563,NCT01240174,D000001991
4760,NCT03251911,D000001991
6930,NCT03073798,D000001991
5244,NCT01156701,D000001991
1384,NCT03237364,D000001989
4469,NCT00570297,D000001988
1384,NCT03237364,D000001988
7217,NCT00355043,D000001988
2546,NCT01238445,D000001988
4245,NCT01300325,D000001988
9657,NCT04017312,D000001987
4895,NCT03696290,D000001987
4854,NCT00129701,D000001987
5244,NCT01156701,D000001986
9727,NCT03962725,D000001986
5101,NCT00574587,D000001943
5332,NCT01894451,D000001943
2831,NCT02776917,D000001943
8819,NCT01448447,D000001943
4976,NCT01972048,D000001943
7249,NCT01232881,D000001943
8792,NCT03283553,D000001943
6173,NCT00405678,D000001943
7583,NCT00235235,D000001943
4920,NCT00159458,D000001943
6851,NCT01007890,D000001943
9749,NCT03941730,D000001943
7915,NCT00956813,D000001943
3026,NCT00183963,D000001943
9225,NCT04378751,D000001943
7699,NCT02721147,D000001943
7631,NCT00622401,D000001943
2829,NCT00495209,D000001943
7698,NCT00399529,D000001943
1231,NCT03615599,D000001943
9748,NCT03941743,D000001943
6175,NCT00386620,D000001943
2254,NCT02236572,D000001943
7330,NCT00204477,D000001943
6169,NCT00419510,D000001943
8439,NCT02511301,D000001943
5368,NCT02529280,D000001943
8910,NCT02391727,D000001943
6417,NCT00999804,D000001943
8909,NCT03609671,D000001943
8907,NCT00148902,D000001943
8455,NCT00496366,D000001943
2126,NCT02111031,D000001943
5127,NCT02725840,D000001943
9172,NCT04432727,D000001943
9325,NCT04294225,D000001943
6518,NCT02248090,D000001943
1722,NCT03711916,D000001943
7184,NCT02329639,D000001943
3497,NCT01502592,D000001943
4658,NCT03437837,D000001943
8798,NCT01992432,D000001943
1120,NCT04460911,D000001943
7356,NCT01670877,D000001943
7710,NCT04379414,D000001943
6235,NCT02815852,D000001943
1133,NCT03078751,D000001943
9319,NCT04300478,D000001943
6839,NCT03384914,D000001943
7998,NCT02831582,D000001943
8451,NCT03233555,D000001943
1695,NCT00833963,D000001943
1242,NCT04396626,D000001943
105,NCT00837499,D000001943
7985,NCT02760030,D000001943
6860,NCT02792114,D000001943
8783,NCT02061423,D000001943
3592,NCT03361800,D000001943
7945,NCT01439945,D000001943
8393,NCT02808598,D000001943
5137,NCT02698891,D000001943
7946,NCT01376349,D000001943
7947,NCT01091454,D000001943
2922,NCT00341159,D000001943
7948,NCT01009918,D000001943
6050,NCT02574546,D000001943
6880,NCT01498458,D000001943
8398,NCT02706964,D000001943
4662,NCT01427400,D000001943
7970,NCT01385137,D000001943
7953,NCT00079118,D000001943
7954,NCT00316836,D000001943
1753,NCT01111201,D000001943
7605,NCT04037852,D000001943
7606,NCT04049305,D000001943
7683,NCT03935282,D000001943
9723,NCT03964532,D000001943
6005,NCT03719495,D000001943
7962,NCT00016406,D000001943
8842,NCT03592771,D000001943
7963,NCT00874211,D000001943
7967,NCT01124695,D000001943
7610,NCT02032277,D000001943
3652,NCT00028340,D000001943
6594,NCT01326481,D000001943
1167,NCT01570998,D000001943
5197,NCT00991978,D000001943
3799,NCT00332852,D000001943
7944,NCT00365105,D000001943
9742,NCT03945721,D000001943
2793,NCT00134680,D000001943
2653,NCT01447771,D000001943
1447,NCT00764322,D000001943
4324,NCT00044525,D000001943
6176,NCT00340158,D000001943
6022,NCT03366844,D000001943
7980,NCT00775645,D000001943
7934,NCT00382070,D000001943
6021,NCT03387553,D000001943
2456,NCT00341692,D000001943
8100,NCT00336089,D000001943
7937,NCT00041119,D000001943
9857,NCT03863522,D000001943
7975,NCT01515800,D000001943
7943,NCT00087178,D000001943
8830,NCT02823262,D000001943
5350,NCT03683147,D000001943
7617,NCT00140140,D000001943
6605,NCT00795678,D000001943
7972,NCT00087399,D000001943
1761,NCT02639832,D000001943
5339,NCT03465813,D000001943
9368,NCT04257045,D000001943
7941,NCT00110084,D000001943
6914,NCT04606342,D000001943
9236,NCT04368702,D000001943
6181,NCT00206453,D000001943
2153,NCT00540852,D000001943
5528,NCT02592070,D000001943
6323,NCT00005879,D000001943
7719,NCT00201929,D000001943
9943,NCT03801369,D000001943
6302,NCT00508586,D000001943
9938,NCT03803761,D000001943
6706,NCT02157051,D000001943
3853,NCT01880853,D000001943
7749,NCT00537173,D000001943
6108,NCT01419613,D000001943
8965,NCT02728076,D000001943
5415,NCT00948701,D000001943
8705,NCT02295059,D000001943
4365,NCT04418856,D000001943
4618,NCT03598660,D000001943
2480,NCT00907959,D000001943
6109,NCT01390064,D000001943
5078,NCT00344071,D000001943
6703,NCT02286843,D000001943
2029,NCT04498481,D000001943
9919,NCT03818087,D000001943
7068,NCT00473096,D000001943
6766,NCT04329065,D000001943
8294,NCT03280836,D000001943
6771,NCT03564782,D000001943
6506,NCT00742222,D000001943
9466,NCT04174352,D000001943
6155,NCT00656019,D000001943
8252,NCT01417286,D000001943
5717,NCT03723928,D000001943
8600,NCT00873366,D000001943
9037,NCT04561362,D000001943
9491,NCT04144023,D000001943
2880,NCT01795586,D000001943
4283,NCT00726661,D000001943
6711,NCT01425476,D000001943
8691,NCT00118157,D000001943
5241,NCT02019524,D000001943
9026,NCT04568616,D000001943
9025,NCT04569747,D000001943
6103,NCT01459172,D000001943
5673,NCT04296942,D000001943
6138,NCT00904423,D000001943
6296,NCT02953860,D000001943
6295,NCT02955394,D000001943
8238,NCT00784849,D000001943
9020,NCT04576247,D000001943
6290,NCT03295695,D000001943
4542,NCT00333229,D000001943
6101,NCT01501656,D000001943
8633,NCT01672684,D000001943
6139,NCT00896649,D000001943
7760,NCT02927249,D000001943
9105,NCT04498520,D000001943
9497,NCT04134884,D000001943
7412,NCT00615940,D000001943
7139,NCT00188682,D000001943
7105,NCT00202046,D000001943
6144,NCT00839696,D000001943
3989,NCT01953588,D000001943
5742,NCT00774371,D000001943
9950,NCT03796559,D000001943
4912,NCT00582478,D000001943
8235,NCT00676793,D000001943
6780,NCT02204098,D000001943
4003,NCT04220203,D000001943
3817,NCT01273896,D000001943
9564,NCT04086875,D000001943
3738,NCT03256344,D000001943
2881,NCT01322750,D000001943
6157,NCT00647790,D000001943
6158,NCT00636441,D000001943
4069,NCT01598597,D000001943
5732,NCT04394247,D000001943
9155,NCT04456140,D000001943
5694,NCT03789097,D000001943
87,NCT04460898,D000001943
7046,NCT02115607,D000001943
6790,NCT00255060,D000001943
9891,NCT03838367,D000001943
8285,NCT00055861,D000001943
6160,NCT00591864,D000001943
9531,NCT04108858,D000001943
8264,NCT04491591,D000001943
8594,NCT03581136,D000001943
4236,NCT00332709,D000001943
2506,NCT01349088,D000001943
1686,NCT03096418,D000001943
6509,NCT01935102,D000001943
5399,NCT00178802,D000001943
9570,NCT04082117,D000001943
1258,NCT04501419,D000001943
6081,NCT01763931,D000001943
4386,NCT03185871,D000001943
4662,NCT01427400,D000001941
2456,NCT00341692,D000001941
4582,NCT02239874,D000001941
8439,NCT02511301,D000001941
5617,NCT00339300,D000001932
8495,NCT01236586,D000001932
4056,NCT01682746,D000001932
6385,NCT01100658,D000001932
3560,NCT01117168,D000001932
3938,NCT02389855,D000001932
15,NCT02911155,D000001932
3781,NCT02392078,D000001932
9268,NCT04341311,D000001932
4511,NCT03593330,D000001932
3047,NCT02800486,D000001932
5590,NCT02851706,D000001932
6373,NCT04396717,D000001932
3410,NCT02861898,D000001932
9615,NCT04047602,D000001932
4898,NCT02684071,D000001932
9609,NCT04049669,D000001932
4500,NCT00418899,D000001932
7992,NCT00369785,D000001932
9155,NCT04456140,D000001932
6351,NCT01892397,D000001932
8740,NCT01954576,D000001932
5580,NCT03194906,D000001932
6965,NCT01207375,D000001930
6924,NCT02129361,D000001930
7457,NCT02791945,D000001930
7620,NCT02990793,D000001930
3971,NCT02688660,D000001930
6679,NCT04171960,D000001930
7254,NCT00466934,D000001930
5908,NCT01882244,D000001930
5559,NCT03429322,D000001930
8411,NCT03649958,D000001930
8803,NCT01921179,D000001930
7462,NCT00878150,D000001930
6018,NCT03418129,D000001930
5562,NCT01611194,D000001930
4595,NCT02745210,D000001930
7425,NCT01454154,D000001930
8033,NCT03625570,D000001930
4593,NCT02657317,D000001930
7424,NCT01768650,D000001930
8426,NCT00462683,D000001930
7287,NCT00619463,D000001930
6949,NCT02223728,D000001930
7272,NCT01338701,D000001930
6409,NCT02525432,D000001930
6306,NCT01948947,D000001930
1193,NCT00704067,D000001930
6709,NCT01672658,D000001930
4175,NCT02655354,D000001930
6019,NCT03402035,D000001930
2925,NCT04465019,D000001930
2399,NCT02840097,D000001930
7260,NCT01779427,D000001930
4036,NCT04530032,D000001930
1188,NCT01333488,D000001930
7284,NCT01175993,D000001930
7407,NCT02439736,D000001930
4461,NCT00132249,D000001930
6836,NCT02541123,D000001930
6782,NCT01614444,D000001930
5978,NCT04515212,D000001930
8167,NCT03523507,D000001930
6356,NCT04584554,D000001930
7382,NCT00970944,D000001930
4017,NCT01248390,D000001930
2646,NCT00505908,D000001930
1372,NCT03479541,D000001930
4936,NCT03833375,D000001930
2841,NCT03465995,D000001930
8881,NCT03241732,D000001930
6786,NCT01132898,D000001930
8368,NCT02366754,D000001930
7573,NCT01824589,D000001930
6835,NCT02957461,D000001930
4815,NCT01068522,D000001930
7571,NCT03060109,D000001930
7570,NCT04238910,D000001930
6833,NCT02477943,D000001930
6358,NCT02927288,D000001930
8366,NCT04548596,D000001930
6832,NCT01426919,D000001930
6628,NCT04549532,D000001930
7374,NCT04372797,D000001930
5961,NCT04073225,D000001930
3243,NCT01166386,D000001930
6968,NCT01056146,D000001930
8147,NCT03325946,D000001930
5968,NCT02367521,D000001930
7366,NCT04602806,D000001930
7388,NCT01554891,D000001930
2256,NCT03281590,D000001930
9033,NCT04565119,D000001930
6600,NCT02383472,D000001930
6712,NCT01410721,D000001930
5569,NCT02938130,D000001930
9023,NCT04570930,D000001930
1340,NCT01728142,D000001930
5923,NCT01803048,D000001930
1341,NCT01728129,D000001930
6289,NCT03600324,D000001930
6720,NCT01020318,D000001930
4666,NCT03482206,D000001930
4622,NCT04568369,D000001930
5344,NCT03153397,D000001930
6889,NCT00693121,D000001930
5619,NCT02237885,D000001930
7598,NCT01925963,D000001930
7406,NCT01416948,D000001930
5943,NCT01673828,D000001930
6735,NCT04074486,D000001930
1224,NCT03451058,D000001930
1350,NCT01198964,D000001930
7403,NCT03379220,D000001930
1758,NCT01691378,D000001930
4602,NCT02990091,D000001930
8187,NCT02025439,D000001930
7533,NCT00702637,D000001930
7321,NCT01093053,D000001930
7535,NCT00627250,D000001930
4153,NCT00974259,D000001930
9915,NCT03819608,D000001930
1924,NCT03265912,D000001930
8377,NCT01891383,D000001930
7360,NCT01132937,D000001930
2060,NCT03982602,D000001930
7632,NCT03156010,D000001930
1689,NCT00822263,D000001930
7024,NCT02089594,D000001930
1538,NCT01294124,D000001930
6061,NCT02240329,D000001930
7030,NCT02374918,D000001930
7032,NCT01747811,D000001930
7244,NCT03211884,D000001930
8562,NCT01975857,D000001930
4094,NCT03422276,D000001930
6057,NCT02339220,D000001930
7182,NCT02845349,D000001930
6517,NCT02207803,D000001930
7039,NCT00483522,D000001930
9451,NCT04192227,D000001930
7042,NCT04504630,D000001930
6984,NCT00233090,D000001930
7175,NCT02764983,D000001930
1487,NCT01714531,D000001930
7667,NCT01212848,D000001930
7054,NCT01419223,D000001930
1175,NCT02891421,D000001930
6986,NCT00205569,D000001930
4489,NCT04245124,D000001930
6987,NCT00205530,D000001930
6046,NCT02657135,D000001930
6988,NCT00205491,D000001930
7234,NCT01387490,D000001930
6047,NCT02634944,D000001930
7001,NCT01625962,D000001930
7023,NCT01942564,D000001930
6550,NCT04495686,D000001930
3800,NCT01313130,D000001930
7004,NCT01220713,D000001930
2539,NCT01366027,D000001930
6982,NCT00233129,D000001930
