,NCTId,OverallStatus
7653,NCT04113135,Withdrawn
4210,NCT01701349,Withdrawn
4244,NCT00615407,Withdrawn
7574,NCT00110526,Withdrawn
4463,NCT00090688,Withdrawn
1047,NCT00947245,Withdrawn
4462,NCT00124865,Withdrawn
7469,NCT02380313,Withdrawn
7477,NCT02368106,Withdrawn
4439,NCT01843491,Withdrawn
4429,NCT03110952,Withdrawn
4419,NCT02799836,Withdrawn
4418,NCT00554736,Withdrawn
4410,NCT00806910,Withdrawn
4386,NCT03185871,Withdrawn
4367,NCT02849301,Withdrawn
7534,NCT00675974,Withdrawn
4339,NCT00797940,Withdrawn
4328,NCT03172741,Withdrawn
4325,NCT00728455,Withdrawn
4294,NCT02109198,Withdrawn
4293,NCT02125591,Withdrawn
4291,NCT03278808,Withdrawn
4284,NCT01092572,Withdrawn
4282,NCT02037282,Withdrawn
3671,NCT01512095,Withdrawn
1310,NCT00412295,Withdrawn
3621,NCT03814798,Withdrawn
8378,NCT04418934,Withdrawn
9595,NCT04058145,Withdrawn
8414,NCT01162369,Withdrawn
3054,NCT02068079,Withdrawn
8452,NCT02295540,Withdrawn
8453,NCT01032590,Withdrawn
9587,NCT04068857,Withdrawn
8479,NCT01625793,Withdrawn
2982,NCT02524366,Withdrawn
8490,NCT00846872,Withdrawn
8495,NCT01236586,Withdrawn
1411,NCT02406534,Withdrawn
8523,NCT03731598,Withdrawn
2910,NCT02120560,Withdrawn
2903,NCT00826839,Withdrawn
2900,NCT04317924,Withdrawn
2889,NCT00981266,Withdrawn
8590,NCT00245453,Withdrawn
9567,NCT04084093,Withdrawn
2815,NCT02021175,Withdrawn
8608,NCT01752608,Withdrawn
2798,NCT02644057,Withdrawn
3128,NCT00425880,Withdrawn
8377,NCT01891383,Withdrawn
3582,NCT01256203,Withdrawn
3166,NCT03003728,Withdrawn
8099,NCT00876226,Withdrawn
8101,NCT03887793,Withdrawn
8112,NCT02981160,Withdrawn
8113,NCT00679666,Withdrawn
3502,NCT01276782,Withdrawn
3488,NCT03201159,Withdrawn
3482,NCT01636999,Withdrawn
3475,NCT02078934,Withdrawn
3457,NCT03282669,Withdrawn
9629,NCT04038671,Withdrawn
8159,NCT02256085,Withdrawn
3438,NCT03177941,Withdrawn
3418,NCT02180139,Withdrawn
3390,NCT02774317,Withdrawn
3361,NCT00319332,Withdrawn
3265,NCT04273191,Withdrawn
9608,NCT04049682,Withdrawn
3260,NCT00323570,Withdrawn
3250,NCT00540540,Withdrawn
3225,NCT00476580,Withdrawn
8337,NCT02246075,Withdrawn
7132,NCT02022904,Withdrawn
5000,NCT02270164,Withdrawn
5586,NCT00923728,Withdrawn
5306,NCT03678207,Withdrawn
6537,NCT00916656,Withdrawn
5948,NCT00161252,Withdrawn
6524,NCT01969903,Withdrawn
9873,NCT03849144,Withdrawn
6990,NCT00062972,Withdrawn
9962,NCT03788486,Withdrawn
9963,NCT03787862,Withdrawn
1008,NCT00350077,Withdrawn
6050,NCT02574546,Withdrawn
6493,NCT01045564,Withdrawn
5242,NCT02540512,Withdrawn
5233,NCT01520298,Withdrawn
7008,NCT00387296,Withdrawn
6060,NCT02303964,Withdrawn
7019,NCT02041819,Withdrawn
7020,NCT02033538,Withdrawn
6093,NCT01593072,Withdrawn
6094,NCT01584037,Withdrawn
6097,NCT01547325,Withdrawn
9860,NCT03862053,Withdrawn
1025,NCT01771575,Withdrawn
6420,NCT02977039,Withdrawn
5145,NCT01263418,Withdrawn
6540,NCT00382057,Withdrawn
5347,NCT01615055,Withdrawn
6388,NCT02195570,Withdrawn
5912,NCT01518491,Withdrawn
109,NCT01927835,Withdrawn
5624,NCT01847495,Withdrawn
5631,NCT04132700,Withdrawn
111,NCT01306266,Withdrawn
5647,NCT02442739,Withdrawn
5572,NCT02440061,Withdrawn
6732,NCT02046109,Withdrawn
6731,NCT01182883,Withdrawn
5715,NCT02000739,Withdrawn
5727,NCT01906437,Withdrawn
5729,NCT01195220,Withdrawn
6676,NCT04265690,Withdrawn
9901,NCT03829566,Withdrawn
6870,NCT00730587,Withdrawn
5453,NCT00662051,Withdrawn
5805,NCT01967654,Withdrawn
6617,NCT04044326,Withdrawn
5433,NCT01480167,Withdrawn
6613,NCT03598816,Withdrawn
6612,NCT02144441,Withdrawn
9949,NCT03797612,Withdrawn
6584,NCT01175291,Withdrawn
5413,NCT01847300,Withdrawn
6410,NCT00937170,Withdrawn
6784,NCT01505478,Withdrawn
7087,NCT02911675,Withdrawn
9,NCT00948233,Withdrawn
6322,NCT01497678,Withdrawn
6347,NCT03486353,Withdrawn
6270,NCT00868946,Withdrawn
7104,NCT01007006,Withdrawn
5121,NCT01849887,Withdrawn
6251,NCT04203186,Withdrawn
6269,NCT00992693,Withdrawn
5123,NCT01377805,Withdrawn
6360,NCT03255681,Withdrawn
8328,NCT01185990,Unknown status
3117,NCT02241824,Unknown status
5787,NCT02368145,Unknown status
3077,NCT00005667,Unknown status
3086,NCT02153814,Unknown status
8300,NCT00917007,Unknown status
3243,NCT01166386,Unknown status
3235,NCT00906984,Unknown status
8410,NCT00484640,Unknown status
3089,NCT00775515,Unknown status
6660,NCT02403232,Unknown status
6662,NCT03394703,Unknown status
6664,NCT03090815,Unknown status
1747,NCT00841165,Unknown status
5792,NCT02483650,Unknown status
5767,NCT02044484,Unknown status
5757,NCT00254176,Unknown status
3175,NCT02303275,Unknown status
8312,NCT00004375,Unknown status
6673,NCT02258386,Unknown status
6301,NCT00728325,Unknown status
6397,NCT03106116,Unknown status
8424,NCT01729299,Unknown status
5796,NCT00299481,Unknown status
2916,NCT02302950,Unknown status
8532,NCT01439750,Unknown status
8526,NCT00587496,Unknown status
6343,NCT02665520,Unknown status
1790,NCT03131544,Unknown status
2941,NCT01276678,Unknown status
2953,NCT00074685,Unknown status
6614,NCT02693444,Unknown status
8493,NCT01008241,Unknown status
2970,NCT01341275,Unknown status
1764,NCT00626379,Unknown status
2976,NCT01874964,Unknown status
5839,NCT02412982,Unknown status
8482,NCT00771589,Unknown status
6625,NCT01662973,Unknown status
8473,NCT00642590,Unknown status
6632,NCT02387320,Unknown status
5816,NCT02496962,Unknown status
3023,NCT00962806,Unknown status
1761,NCT02639832,Unknown status
8443,NCT00775788,Unknown status
6674,NCT02435459,Unknown status
8431,NCT01436214,Unknown status
8435,NCT02802774,Unknown status
1712,NCT02672735,Unknown status
1723,NCT03520426,Unknown status
8163,NCT00700791,Unknown status
6737,NCT01048112,Unknown status
3443,NCT01787812,Unknown status
3451,NCT01780129,Unknown status
8148,NCT03168529,Unknown status
5655,NCT02489396,Unknown status
5653,NCT01177579,Unknown status
1661,NCT03659656,Unknown status
6742,NCT03415412,Unknown status
8125,NCT01469663,Unknown status
6321,NCT00565149,Unknown status
3492,NCT01509690,Unknown status
3493,NCT03231592,Unknown status
5644,NCT01500525,Unknown status
6751,NCT03156088,Unknown status
6298,NCT01843686,Unknown status
1639,NCT00632346,Unknown status
8110,NCT01858311,Unknown status
1634,NCT02443090,Unknown status
8100,NCT00336089,Unknown status
1613,NCT00785304,Unknown status
5589,NCT03158740,Unknown status
8087,NCT02571478,Unknown status
8084,NCT02858778,Unknown status
1664,NCT00662415,Unknown status
3422,NCT02607124,Unknown status
1792,NCT00871468,Unknown status
3421,NCT02433769,Unknown status
1705,NCT00301444,Unknown status
8275,NCT00737321,Unknown status
8274,NCT02074254,Unknown status
8268,NCT00380679,Unknown status
8254,NCT01250938,Unknown status
8224,NCT00759733,Unknown status
8222,NCT00220714,Unknown status
8219,NCT00968773,Unknown status
3344,NCT01323114,Unknown status
3345,NCT01116323,Unknown status
3360,NCT00454948,Unknown status
5724,NCT00655967,Unknown status
8205,NCT03181022,Unknown status
8197,NCT02436616,Unknown status
8195,NCT00004494,Unknown status
8188,NCT01632202,Unknown status
3385,NCT02405039,Unknown status
5718,NCT00440336,Unknown status
3395,NCT03643783,Unknown status
8173,NCT01839123,Unknown status
8172,NCT01846845,Unknown status
1700,NCT03224416,Unknown status
3419,NCT03060291,Unknown status
6611,NCT02832401,Unknown status
8556,NCT00644566,Unknown status
2902,NCT02790502,Unknown status
2384,NCT00224913,Unknown status
6472,NCT00000152,Unknown status
2412,NCT02277314,Unknown status
6076,NCT01845740,Unknown status
2427,NCT02738749,Unknown status
6074,NCT01857128,Unknown status
6073,NCT01879696,Unknown status
6199,NCT03693924,Unknown status
6065,NCT02058680,Unknown status
2449,NCT00274417,Unknown status
2453,NCT02187913,Unknown status
6201,NCT01055990,Unknown status
6378,NCT02634502,Unknown status
6219,NCT02797769,Unknown status
8821,NCT03137082,Unknown status
2480,NCT00907959,Unknown status
2493,NCT02413125,Unknown status
2494,NCT03707626,Unknown status
1956,NCT00668941,Unknown status
8808,NCT00866411,Unknown status
1955,NCT03506984,Unknown status
2503,NCT02308735,Unknown status
2509,NCT01329406,Unknown status
6051,NCT02535949,Unknown status
2386,NCT01968642,Unknown status
2377,NCT02180074,Unknown status
6603,NCT01171638,Unknown status
8886,NCT02522923,Unknown status
2152,NCT00763308,Unknown status
6156,NCT00653783,Unknown status
2090,NCT03722589,Unknown status
2072,NCT00661128,Unknown status
6431,NCT02507882,Unknown status
6132,NCT01041534,Unknown status
2206,NCT01276184,Unknown status
6441,NCT02897414,Unknown status
2219,NCT03699930,Unknown status
6120,NCT01299142,Unknown status
8973,NCT02422485,Unknown status
2259,NCT01857245,Unknown status
6460,NCT02276118,Unknown status
8966,NCT03149185,Unknown status
6463,NCT03630588,Unknown status
2271,NCT00008749,Unknown status
2062,NCT03490188,Unknown status
6098,NCT01525680,Unknown status
2058,NCT01987115,Unknown status
2043,NCT01064011,Unknown status
2297,NCT03062033,Unknown status
2322,NCT01643512,Unknown status
6381,NCT03214549,Unknown status
6226,NCT01885806,Unknown status
8780,NCT01802944,Unknown status
2547,NCT03548883,Unknown status
6499,NCT01301638,Unknown status
2717,NCT03127358,Unknown status
2731,NCT00440596,Unknown status
6549,NCT02524613,Unknown status
8637,NCT03608085,Unknown status
1826,NCT02676635,Unknown status
2763,NCT01059487,Unknown status
2769,NCT01977989,Unknown status
5908,NCT01882244,Unknown status
2773,NCT01723059,Unknown status
2785,NCT02746874,Unknown status
2787,NCT01415570,Unknown status
6565,NCT02676479,Unknown status
5884,NCT02749968,Unknown status
8606,NCT00407615,Unknown status
5879,NCT03486561,Unknown status
2817,NCT02378727,Unknown status
6592,NCT02848469,Unknown status
2832,NCT02606396,Unknown status
2833,NCT02970968,Unknown status
2849,NCT01202994,Unknown status
8565,NCT01307137,Unknown status
6399,NCT01658618,Unknown status
5866,NCT00004025,Unknown status
8665,NCT02344537,Unknown status
2698,NCT01049828,Unknown status
1830,NCT01704768,Unknown status
6236,NCT02775773,Unknown status
1916,NCT02248688,Unknown status
2590,NCT02643914,Unknown status
1906,NCT01813227,Unknown status
6041,NCT02881944,Unknown status
6035,NCT03078530,Unknown status
1875,NCT00142636,Unknown status
6031,NCT03123224,Unknown status
6235,NCT02815852,Unknown status
6515,NCT03198819,Unknown status
5973,NCT01871051,Unknown status
1848,NCT00814905,Unknown status
8065,NCT00599599,Unknown status
2645,NCT01228214,Unknown status
1846,NCT01088178,Unknown status
5939,NCT00643721,Unknown status
1845,NCT01099605,Unknown status
2666,NCT00873964,Unknown status
2674,NCT02080429,Unknown status
5931,NCT01213914,Unknown status
2679,NCT01521117,Unknown status
2687,NCT01300078,Unknown status
2689,NCT01322997,Unknown status
2692,NCT02443142,Unknown status
5053,NCT00790478,Unknown status
3599,NCT01171027,Unknown status
7003,NCT03398395,Unknown status
4621,NCT00161525,Unknown status
7007,NCT03321292,Unknown status
7345,NCT02518893,Unknown status
4662,NCT01427400,Unknown status
4669,NCT01710943,Unknown status
7329,NCT01301053,Unknown status
4675,NCT02746900,Unknown status
4690,NCT02545010,Unknown status
4697,NCT03168490,Unknown status
7024,NCT02089594,Unknown status
4703,NCT02038101,Unknown status
5200,NCT01007630,Unknown status
4709,NCT01336452,Unknown status
7028,NCT00010309,Unknown status
4719,NCT03274713,Unknown status
4721,NCT00517270,Unknown status
4724,NCT03595410,Unknown status
4730,NCT03366363,Unknown status
7033,NCT00282516,Unknown status
7294,NCT00632060,Unknown status
4733,NCT03280979,Unknown status
4753,NCT02419885,Unknown status
7282,NCT01502449,Unknown status
4763,NCT00820378,Unknown status
7267,NCT02938975,Unknown status
7266,NCT01399138,Unknown status
7264,NCT02075307,Unknown status
4611,NCT03183401,Unknown status
5248,NCT01889446,Unknown status
5161,NCT03201406,Unknown status
4594,NCT01892514,Unknown status
1571,NCT02846116,Unknown status
7466,NCT00657787,Unknown status
5319,NCT01493349,Unknown status
6964,NCT01387100,Unknown status
7455,NCT03282110,Unknown status
5279,NCT02624674,Unknown status
4495,NCT02901639,Unknown status
5276,NCT00124358,Unknown status
7441,NCT02832778,Unknown status
4511,NCT03593330,Unknown status
4517,NCT02817854,Unknown status
7429,NCT03207152,Unknown status
7426,NCT02467933,Unknown status
7425,NCT01454154,Unknown status
4525,NCT01273077,Unknown status
7419,NCT03713970,Unknown status
4547,NCT03831165,Unknown status
7403,NCT03379220,Unknown status
4556,NCT01801384,Unknown status
4558,NCT02555904,Unknown status
7397,NCT03567421,Unknown status
4575,NCT02621658,Unknown status
5259,NCT01624389,Unknown status
5258,NCT02479737,Unknown status
4582,NCT02239874,Unknown status
7384,NCT00865553,Unknown status
5250,NCT02075151,Unknown status
4784,NCT01594190,Unknown status
4793,NCT00561054,Unknown status
5376,NCT02452853,Unknown status
4938,NCT01785004,Unknown status
7185,NCT02073240,Unknown status
7184,NCT02329639,Unknown status
5099,NCT01454492,Unknown status
4945,NCT03272438,Unknown status
5067,NCT02678026,Unknown status
5065,NCT00612287,Unknown status
4955,NCT03230669,Unknown status
4958,NCT00847756,Unknown status
5064,NCT00173537,Unknown status
4966,NCT02091323,Unknown status
4970,NCT03102086,Unknown status
7117,NCT02305524,Unknown status
4982,NCT01063296,Unknown status
4986,NCT03230305,Unknown status
7158,NCT02277405,Unknown status
7157,NCT02289638,Unknown status
7156,NCT02289651,Unknown status
7155,NCT02289664,Unknown status
5001,NCT00489151,Unknown status
7153,NCT02286297,Unknown status
7152,NCT02286323,Unknown status
5004,NCT03501407,Unknown status
7151,NCT02294916,Unknown status
5006,NCT02383303,Unknown status
7150,NCT02295670,Unknown status
7119,NCT02293226,Unknown status
5054,NCT00298922,Unknown status
4939,NCT03030508,Unknown status
4933,NCT03042182,Unknown status
7052,NCT01517711,Unknown status
4930,NCT02068924,Unknown status
4803,NCT01712282,Unknown status
4813,NCT01524042,Unknown status
4815,NCT01068522,Unknown status
5149,NCT01202500,Unknown status
4823,NCT02485145,Unknown status
5135,NCT00390494,Unknown status
7238,NCT01398319,Unknown status
5124,NCT01791660,Unknown status
7232,NCT03288233,Unknown status
4844,NCT02811666,Unknown status
7231,NCT02272257,Unknown status
7223,NCT00216333,Unknown status
4869,NCT03214757,Unknown status
4871,NCT02676024,Unknown status
4877,NCT03540745,Unknown status
4881,NCT03308903,Unknown status
4887,NCT01053299,Unknown status
7208,NCT01985269,Unknown status
7207,NCT02121821,Unknown status
4894,NCT02017756,Unknown status
4903,NCT02443220,Unknown status
7073,NCT01096251,Unknown status
7086,NCT03354351,Unknown status
7204,NCT02908399,Unknown status
4909,NCT03419728,Unknown status
4916,NCT01946867,Unknown status
4921,NCT02433210,Unknown status
5349,NCT00351416,Unknown status
5389,NCT02876588,Unknown status
3607,NCT00339703,Unknown status
7865,NCT02476253,Unknown status
3878,NCT02756494,Unknown status
3883,NCT01235156,Unknown status
5540,NCT00628615,Unknown status
3899,NCT02312050,Unknown status
7831,NCT01619930,Unknown status
7806,NCT00706394,Unknown status
7805,NCT01927523,Unknown status
3958,NCT02059564,Unknown status
7791,NCT02058342,Unknown status
3977,NCT02467998,Unknown status
3978,NCT02322554,Unknown status
7779,NCT00605163,Unknown status
7776,NCT00208585,Unknown status
6817,NCT01190033,Unknown status
4028,NCT03340012,Unknown status
7741,NCT00136370,Unknown status
7733,NCT03413709,Unknown status
4072,NCT01127282,Unknown status
6824,NCT02206542,Unknown status
7708,NCT00859716,Unknown status
7703,NCT02272959,Unknown status
4095,NCT01560026,Unknown status
7695,NCT00208572,Unknown status
7689,NCT01489215,Unknown status
6825,NCT02076308,Unknown status
6826,NCT00394264,Unknown status
7677,NCT03677674,Unknown status
6808,NCT02129114,Unknown status
6805,NCT00681616,Unknown status
5522,NCT01243437,Unknown status
5552,NCT01448291,Unknown status
3612,NCT00420719,Unknown status
8028,NCT01614353,Unknown status
3646,NCT00258869,Unknown status
8013,NCT02193984,Unknown status
5587,NCT01221038,Unknown status
3675,NCT01925794,Unknown status
3691,NCT00294242,Unknown status
7120,NCT02291640,Unknown status
6791,NCT02205450,Unknown status
3713,NCT02629939,Unknown status
3725,NCT01558479,Unknown status
3755,NCT00724906,Unknown status
3772,NCT00422643,Unknown status
3792,NCT00893815,Unknown status
3795,NCT01899976,Unknown status
6792,NCT00178698,Unknown status
3798,NCT02096432,Unknown status
3800,NCT01313130,Unknown status
5564,NCT01991249,Unknown status
7906,NCT03631719,Unknown status
5561,NCT03579108,Unknown status
6803,NCT02039895,Unknown status
3846,NCT00078598,Unknown status
3848,NCT02195778,Unknown status
7880,NCT03511443,Unknown status
7879,NCT00033722,Unknown status
3855,NCT03193879,Unknown status
7676,NCT03202745,Unknown status
4136,NCT03400514,Unknown status
7490,NCT01235247,Unknown status
4321,NCT01138254,Unknown status
5428,NCT00860002,Unknown status
4327,NCT03653195,Unknown status
5427,NCT03056625,Unknown status
4334,NCT01624623,Unknown status
4335,NCT01589939,Unknown status
5425,NCT02021617,Unknown status
4341,NCT03163589,Unknown status
7548,NCT01125124,Unknown status
4350,NCT02702479,Unknown status
4354,NCT01588938,Unknown status
5418,NCT02031328,Unknown status
6898,NCT03545217,Unknown status
4371,NCT01504217,Unknown status
7525,NCT00129532,Unknown status
7524,NCT00130078,Unknown status
4381,NCT01013636,Unknown status
7518,NCT00532181,Unknown status
5415,NCT00948701,Unknown status
7514,NCT01572532,Unknown status
4389,NCT03404986,Unknown status
4393,NCT03351088,Unknown status
7512,NCT02271737,Unknown status
7511,NCT03127397,Unknown status
4398,NCT03719963,Unknown status
6903,NCT01039363,Unknown status
5403,NCT03125291,Unknown status
5399,NCT00178802,Unknown status
6892,NCT01825226,Unknown status
4318,NCT00914784,Unknown status
5500,NCT02286141,Unknown status
4310,NCT00173823,Unknown status
4142,NCT00075283,Unknown status
4143,NCT02893150,Unknown status
7667,NCT01212848,Unknown status
7660,NCT00681694,Unknown status
6875,NCT00523224,Unknown status
6876,NCT01698879,Unknown status
5449,NCT02352480,Unknown status
4169,NCT03180723,Unknown status
4174,NCT03264521,Unknown status
4177,NCT03352115,Unknown status
7640,NCT00468832,Unknown status
4189,NCT00101790,Unknown status
5448,NCT01698177,Unknown status
4226,NCT00475202,Unknown status
6882,NCT01019798,Unknown status
4256,NCT00391664,Unknown status
7587,NCT02755636,Unknown status
4267,NCT03572595,Unknown status
6883,NCT03137953,Unknown status
4278,NCT03175640,Unknown status
6884,NCT03039465,Unknown status
6885,NCT02985255,Unknown status
4287,NCT01744548,Unknown status
5440,NCT02530619,Unknown status
6890,NCT03200886,Unknown status
7562,NCT00711373,Unknown status
4306,NCT02881684,Unknown status
1583,NCT01524146,Unknown status
3150,NCT01673789,Unknown status
29,NCT00646438,Unknown status
1396,NCT03594292,Unknown status
1466,NCT00880035,Unknown status
1388,NCT02940717,Unknown status
134,NCT02829073,Unknown status
1512,NCT03713333,Unknown status
1307,NCT01632761,Unknown status
1033,NCT02155478,Unknown status
1366,NCT02478788,Unknown status
1299,NCT01216982,Unknown status
1011,NCT03293901,Unknown status
1088,NCT01815268,Unknown status
90,NCT00533975,Unknown status
1533,NCT02406391,Unknown status
1164,NCT01427673,Unknown status
1480,NCT00916695,Unknown status
1096,NCT01982474,Unknown status
1174,NCT01241136,Unknown status
1257,NCT00134797,Unknown status
1226,NCT00713739,Unknown status
1517,NCT01538745,Unknown status
12,NCT02663219,Unknown status
1438,NCT02357381,Unknown status
1016,NCT00978484,Unknown status
1392,NCT03713918,Unknown status
1378,NCT02178462,Unknown status
91,NCT02109757,Unknown status
1488,NCT01560754,Unknown status
1026,NCT03326596,Unknown status
139,NCT01368549,Unknown status
1266,NCT02679430,Unknown status
1514,NCT00183885,Unknown status
1039,NCT03306602,Unknown status
1338,NCT01374724,Unknown status
1192,NCT01713881,Unknown status
1169,NCT01161095,Unknown status
1365,NCT02015390,Unknown status
1236,NCT01241149,Unknown status
1250,NCT02105753,Unknown status
43,NCT02787538,Unknown status
1375,NCT03255161,Unknown status
96,NCT02569632,Unknown status
1400,NCT00652574,Unknown status
1509,NCT00159484,Unknown status
1238,NCT02340624,Unknown status
1237,NCT01241123,Unknown status
1445,NCT00271999,Unknown status
1046,NCT02419443,Unknown status
1251,NCT01715220,Unknown status
1243,NCT02875288,Unknown status
1102,NCT01783652,Unknown status
1245,NCT02415309,Unknown status
5842,NCT01627314,Terminated
7789,NCT02599961,Terminated
7848,NCT02131272,Terminated
2224,NCT00924508,Terminated
2766,NCT00769262,Terminated
2741,NCT00523042,Terminated
3901,NCT02233855,Terminated
2220,NCT01461889,Terminated
7080,NCT01505764,Terminated
3965,NCT03254199,Terminated
4849,NCT01016860,Terminated
8143,NCT03246113,Terminated
2771,NCT01193777,Terminated
5191,NCT01616537,Terminated
1346,NCT01278862,Terminated
