,NCTId,OverallStatus
5409,NCT01751048,Completed
5408,NCT02853617,Completed
5134,NCT02078284,Completed
5128,NCT01395784,Completed
4691,NCT00836147,Completed
4837,NCT01372358,Completed
4856,NCT04007419,Completed
4854,NCT00129701,Completed
4852,NCT03277846,Completed
4851,NCT04557345,Completed
4847,NCT01859039,Completed
4846,NCT00603174,Completed
4843,NCT01581307,Completed
4842,NCT01155843,Completed
4841,NCT04297228,Completed
4838,NCT01372345,Completed
4835,NCT00535444,Completed
4806,NCT03065647,Completed
4834,NCT01881828,Completed
4832,NCT02859831,Completed
4829,NCT02698371,Completed
4828,NCT01373840,Completed
4826,NCT01963169,Completed
4821,NCT00223990,Completed
4819,NCT01033188,Completed
4818,NCT03068117,Completed
4809,NCT02268331,Completed
4808,NCT00279617,Completed
4857,NCT01914185,Completed
4859,NCT01761734,Completed
4860,NCT00317473,Completed
4862,NCT01578499,Completed
4918,NCT01267110,Completed
4917,NCT01915160,Completed
4914,NCT00688298,Completed
4913,NCT02136628,Completed
4908,NCT02155153,Completed
4907,NCT01721473,Completed
4905,NCT01803464,Completed
4897,NCT02414529,Completed
4893,NCT02609308,Completed
4892,NCT01625910,Completed
4890,NCT01390649,Completed
4889,NCT00734357,Completed
4886,NCT02121782,Completed
4885,NCT03971227,Completed
4883,NCT01499706,Completed
4879,NCT02111512,Completed
4876,NCT01829269,Completed
4875,NCT03379961,Completed
4873,NCT00342524,Completed
4870,NCT02777112,Completed
4863,NCT04095910,Completed
4807,NCT02359045,Completed
4804,NCT01090583,Completed
5126,NCT01367977,Completed
4722,NCT02094898,Completed
4746,NCT02181556,Completed
4744,NCT00220363,Completed
4740,NCT01766960,Completed
4739,NCT00013715,Completed
4738,NCT03634852,Completed
4734,NCT03914781,Completed
4728,NCT04119206,Completed
4727,NCT03247803,Completed
4726,NCT01715740,Completed
4725,NCT00062556,Completed
4717,NCT00736554,Completed
4802,NCT01560520,Completed
4715,NCT03512730,Completed
4714,NCT00850824,Completed
4711,NCT01527838,Completed
4707,NCT01596023,Completed
4705,NCT00006162,Completed
4704,NCT02244957,Completed
4702,NCT02045290,Completed
4696,NCT01968993,Completed
4695,NCT03239782,Completed
4694,NCT00816426,Completed
4750,NCT03245879,Completed
4752,NCT01191411,Completed
4754,NCT01435954,Completed
4756,NCT00672594,Completed
4801,NCT02350231,Completed
4797,NCT01896414,Completed
4795,NCT02613767,Completed
4794,NCT01557400,Completed
4792,NCT02956174,Completed
4789,NCT02856217,Completed
4786,NCT02023151,Completed
4783,NCT01054833,Completed
4782,NCT03333876,Completed
4780,NCT02278237,Completed
4779,NCT02751203,Completed
4776,NCT03046069,Completed
4775,NCT02650154,Completed
4772,NCT00624585,Completed
4768,NCT01622959,Completed
4767,NCT00255229,Completed
4766,NCT02972138,Completed
4765,NCT02701868,Completed
4764,NCT01843751,Completed
4762,NCT00372983,Completed
4761,NCT03490682,Completed
4922,NCT00197223,Completed
4926,NCT03654118,Completed
4927,NCT03389581,Completed
5058,NCT03457272,Completed
5079,NCT04396431,Completed
5078,NCT00344071,Completed
5077,NCT03337438,Completed
5074,NCT04247087,Completed
5072,NCT01646463,Completed
5071,NCT02660970,Completed
5070,NCT00138411,Completed
5068,NCT01508676,Completed
5066,NCT01801696,Completed
5061,NCT00747643,Completed
5055,NCT01591928,Completed
4928,NCT02124109,Completed
5052,NCT01331486,Completed
5051,NCT01059240,Completed
5050,NCT00342472,Completed
5048,NCT01369797,Completed
5047,NCT01500083,Completed
5046,NCT00617825,Completed
5044,NCT00748111,Completed
5043,NCT00901459,Completed
5042,NCT03285191,Completed
5039,NCT03291808,Completed
5080,NCT02981043,Completed
5081,NCT02120248,Completed
5083,NCT02155127,Completed
5084,NCT01960465,Completed
5122,NCT01859858,Completed
5119,NCT02720471,Completed
5117,NCT02456311,Completed
5116,NCT00798538,Completed
5115,NCT02002403,Completed
5113,NCT01119521,Completed
5112,NCT03501082,Completed
5110,NCT01280968,Completed
5108,NCT02744846,Completed
5107,NCT00901173,Completed
5106,NCT00699777,Completed
5105,NCT00057070,Completed
5103,NCT03724487,Completed
5102,NCT01993251,Completed
5101,NCT00574587,Completed
5097,NCT00109161,Completed
5096,NCT00000788,Completed
5094,NCT00932958,Completed
5087,NCT01854892,Completed
5086,NCT03520400,Completed
5085,NCT01247753,Completed
5036,NCT04279704,Completed
5034,NCT03372018,Completed
5033,NCT01573494,Completed
4988,NCT02381340,Completed
4984,NCT03693313,Completed
4981,NCT02375659,Completed
4980,NCT02093091,Completed
4978,NCT02590198,Completed
4977,NCT01270113,Completed
4975,NCT01929564,Completed
4973,NCT02800642,Completed
4971,NCT02694978,Completed
4968,NCT02332993,Completed
4967,NCT00793390,Completed
4963,NCT02071745,Completed
4961,NCT03106363,Completed
4959,NCT01584596,Completed
4956,NCT01762995,Completed
4953,NCT00817947,Completed
4952,NCT03030599,Completed
4943,NCT03271203,Completed
4940,NCT00465010,Completed
4936,NCT03833375,Completed
4934,NCT00141908,Completed
4929,NCT00422799,Completed
4987,NCT00659087,Completed
4990,NCT01892631,Completed
5032,NCT02056535,Completed
4991,NCT01174173,Completed
5028,NCT00167648,Completed
5026,NCT02233517,Completed
5024,NCT00430196,Completed
5021,NCT01633567,Completed
5019,NCT00324675,Completed
5018,NCT01221506,Completed
5016,NCT01466998,Completed
5013,NCT01844596,Completed
5011,NCT02094170,Completed
5009,NCT00491660,Completed
5008,NCT01435941,Completed
5007,NCT03020758,Completed
5005,NCT00237367,Completed
5003,NCT00999388,Completed
5002,NCT02333019,Completed
4999,NCT01722032,Completed
4998,NCT01874951,Completed
4996,NCT01626729,Completed
4995,NCT02186379,Completed
4993,NCT02154555,Completed
4992,NCT02122640,Completed
5547,NCT01956058,Completed
5548,NCT00579943,Completed
5549,NCT02236273,Completed
6078,NCT01822301,Completed
6095,NCT01566877,Completed
6090,NCT01645722,Completed
6089,NCT01648166,Completed
6088,NCT01673594,Completed
6085,NCT01728753,Completed
6084,NCT01751737,Completed
6083,NCT01758224,Completed
6082,NCT01760785,Completed
6081,NCT01763931,Completed
6079,NCT01820455,Completed
6077,NCT01828983,Completed
6055,NCT02357836,Completed
6075,NCT01847469,Completed
6072,NCT01943825,Completed
6071,NCT02006368,Completed
6069,NCT02019927,Completed
6067,NCT02025179,Completed
6064,NCT02104713,Completed
6063,NCT02168114,Completed
6061,NCT02240329,Completed
6058,NCT02318979,Completed
6057,NCT02339220,Completed
6100,NCT01502319,Completed
6101,NCT01501656,Completed
6102,NCT01466127,Completed
6103,NCT01459172,Completed
6128,NCT01118208,Completed
6126,NCT01155024,Completed
6125,NCT01212731,Completed
6124,NCT01264471,Completed
6123,NCT01265433,Completed
6119,NCT01305811,Completed
6118,NCT01310192,Completed
6117,NCT01320059,Completed
6116,NCT01322503,Completed
6115,NCT01339208,Completed
6114,NCT01345591,Completed
6113,NCT01353027,Completed
6112,NCT01353040,Completed
6111,NCT01372644,Completed
6110,NCT01373489,Completed
6109,NCT01390064,Completed
6108,NCT01419613,Completed
6107,NCT01433302,Completed
6106,NCT01447186,Completed
6105,NCT01447407,Completed
6104,NCT01448694,Completed
6056,NCT02353026,Completed
6054,NCT02378025,Completed
5550,NCT04145323,Completed
5928,NCT01672541,Completed
5947,NCT00542204,Completed
5943,NCT01673828,Completed
5940,NCT00323921,Completed
5938,NCT02319967,Completed
5935,NCT00397696,Completed
5934,NCT03121027,Completed
5933,NCT00628498,Completed
5932,NCT02181062,Completed
5930,NCT04169412,Completed
5929,NCT00270439,Completed
5926,NCT01750203,Completed
6049,NCT02605876,Completed
5925,NCT01881815,Completed
5921,NCT02139722,Completed
5919,NCT01086475,Completed
5918,NCT01177488,Completed
5917,NCT01205646,Completed
5916,NCT01239680,Completed
5915,NCT01292876,Completed
5914,NCT01434004,Completed
5911,NCT01773655,Completed
5910,NCT01794078,Completed
5949,NCT01011348,Completed
5951,NCT01652079,Completed
5952,NCT00480779,Completed
5953,NCT01537081,Completed
6048,NCT02611375,Completed
6047,NCT02634944,Completed
6046,NCT02657135,Completed
6043,NCT02773056,Completed
6042,NCT02871349,Completed
6033,NCT03097978,Completed
6032,NCT03110302,Completed
6024,NCT03266965,Completed
6011,NCT03615196,Completed
6006,NCT03708276,Completed
5997,NCT03898271,Completed
5969,NCT03763747,Completed
5968,NCT02367521,Completed
5966,NCT00847574,Completed
5965,NCT01078909,Completed
5963,NCT01559688,Completed
5959,NCT00962403,Completed
5958,NCT00183833,Completed
5957,NCT02267187,Completed
5956,NCT02253147,Completed
5954,NCT00506389,Completed
6130,NCT01077089,Completed
6131,NCT01075035,Completed
6134,NCT00986986,Completed
6232,NCT01303367,Completed
6260,NCT01843621,Completed
6255,NCT02488902,Completed
6254,NCT02488980,Completed
6253,NCT02491606,Completed
6252,NCT02864901,Completed
6245,NCT01294982,Completed
6244,NCT02505035,Completed
6240,NCT02421666,Completed
6234,NCT01905618,Completed
6233,NCT01092416,Completed
6231,NCT00329706,Completed
6135,NCT00975559,Completed
6230,NCT00321932,Completed
6225,NCT00989170,Completed
6224,NCT04458350,Completed
6220,NCT03030716,Completed
6218,NCT01226433,Completed
6217,NCT01334190,Completed
6216,NCT01463254,Completed
6215,NCT03787485,Completed
6214,NCT03113786,Completed
6213,NCT02462733,Completed
6261,NCT01790659,Completed
6262,NCT01769612,Completed
6263,NCT01536795,Completed
6266,NCT01083576,Completed
6297,NCT01871909,Completed
6294,NCT03347552,Completed
6288,NCT00518713,Completed
6287,NCT01335009,Completed
6286,NCT02156271,Completed
6285,NCT00162981,Completed
6284,NCT02310334,Completed
6283,NCT00287469,Completed
6282,NCT00298610,Completed
6281,NCT00337181,Completed
6280,NCT00349713,Completed
6279,NCT00358332,Completed
6278,NCT00370682,Completed
6277,NCT00384670,Completed
6276,NCT00460525,Completed
6275,NCT00468858,Completed
6274,NCT00490230,Completed
6273,NCT00606580,Completed
6271,NCT00703924,Completed
6268,NCT01032382,Completed
6267,NCT01080716,Completed
6210,NCT00004045,Completed
6209,NCT00851799,Completed
6208,NCT00870285,Completed
6171,NCT00410059,Completed
6169,NCT00419510,Completed
6168,NCT00426959,Completed
6166,NCT00541164,Completed
6165,NCT00582140,Completed
6164,NCT00582569,Completed
6161,NCT00589966,Completed
6160,NCT00591864,Completed
6159,NCT00636090,Completed
6157,NCT00647790,Completed
6155,NCT00656019,Completed
6154,NCT00714727,Completed
6150,NCT00743821,Completed
6149,NCT00749203,Completed
6146,NCT00807820,Completed
6145,NCT00815672,Completed
6144,NCT00839696,Completed
6143,NCT00851253,Completed
6141,NCT00853528,Completed
6140,NCT00870545,Completed
6139,NCT00896649,Completed
6136,NCT00972439,Completed
6170,NCT00411632,Completed
6172,NCT00409968,Completed
6207,NCT00046475,Completed
6173,NCT00405678,Completed
6205,NCT01656889,Completed
6202,NCT00036647,Completed
6197,NCT02045784,Completed
6196,NCT01076504,Completed
6195,NCT01249625,Completed
6193,NCT03482336,Completed
6191,NCT01873573,Completed
6189,NCT02063230,Completed
6188,NCT00962637,Completed
6187,NCT00494975,Completed
6186,NCT00921557,Completed
6185,NCT00116090,Completed
6184,NCT00083525,Completed
6183,NCT00122369,Completed
6182,NCT00186108,Completed
6180,NCT00253994,Completed
6179,NCT00256724,Completed
6177,NCT00337961,Completed
6176,NCT00340158,Completed
6175,NCT00386620,Completed
6174,NCT00404170,Completed
5909,NCT01832714,Completed
5907,NCT01928849,Completed
5906,NCT02006433,Completed
5667,NCT02836288,Completed
5684,NCT02175329,Completed
5683,NCT00923936,Completed
5682,NCT04535180,Completed
5680,NCT03350217,Completed
5679,NCT00722761,Completed
5677,NCT00681993,Completed
5676,NCT00081354,Completed
5675,NCT00958061,Completed
5671,NCT00275587,Completed
5668,NCT00080366,Completed
5666,NCT01674075,Completed
5738,NCT00876434,Completed
5665,NCT03231579,Completed
5664,NCT01744782,Completed
5660,NCT00489931,Completed
5659,NCT01836445,Completed
5658,NCT01365819,Completed
5657,NCT02792426,Completed
5654,NCT00785200,Completed
5651,NCT02683187,Completed
5649,NCT03114410,Completed
5648,NCT03048786,Completed
5686,NCT00788346,Completed
5688,NCT00302042,Completed
5689,NCT01343654,Completed
5692,NCT00101868,Completed
5735,NCT01987830,Completed
5733,NCT02602223,Completed
5731,NCT02789215,Completed
5730,NCT03080493,Completed
5726,NCT00599209,Completed
5722,NCT00379743,Completed
5714,NCT00001781,Completed
5713,NCT03834025,Completed
5712,NCT03249779,Completed
5711,NCT02958267,Completed
5710,NCT02206893,Completed
5709,NCT00326495,Completed
5708,NCT01091857,Completed
5706,NCT00341757,Completed
5705,NCT01278355,Completed
5702,NCT03052530,Completed
5701,NCT01837524,Completed
5700,NCT01794949,Completed
5699,NCT01646541,Completed
5698,NCT03089684,Completed
5696,NCT02994108,Completed
5645,NCT02655458,Completed
5643,NCT02627599,Completed
5641,NCT03579225,Completed
5599,NCT02829554,Completed
5596,NCT00536185,Completed
5595,NCT01948544,Completed
5594,NCT02600819,Completed
5588,NCT00001536,Completed
5582,NCT02364518,Completed
5579,NCT02771847,Completed
5578,NCT03505567,Completed
5576,NCT02359994,Completed
5575,NCT02546479,Completed
5573,NCT01034579,Completed
5571,NCT02360007,Completed
5570,NCT01458132,Completed
5568,NCT01992874,Completed
5566,NCT00473642,Completed
5565,NCT00738725,Completed
5562,NCT01611194,Completed
5560,NCT01157117,Completed
5558,NCT03020719,Completed
5557,NCT01462552,Completed
5555,NCT01211418,Completed
5554,NCT01147120,Completed
5598,NCT00821236,Completed
5600,NCT04170803,Completed
5640,NCT02393365,Completed
5601,NCT03733080,Completed
5639,NCT03326401,Completed
5637,NCT03822403,Completed
5636,NCT00680693,Completed
5635,NCT00823381,Completed
5630,NCT01410084,Completed
5625,NCT01955408,Completed
5623,NCT00573924,Completed
5622,NCT01006824,Completed
5620,NCT01291277,Completed
5619,NCT02237885,Completed
5618,NCT03759236,Completed
5617,NCT00339300,Completed
5616,NCT01602913,Completed
5613,NCT01152684,Completed
5612,NCT01694784,Completed
5610,NCT00682773,Completed
5607,NCT02265120,Completed
5606,NCT01769430,Completed
5605,NCT02759185,Completed
5604,NCT00401414,Completed
5602,NCT01134510,Completed
5736,NCT02147522,Completed
5739,NCT00339573,Completed
5903,NCT02325414,Completed
5848,NCT00778414,Completed
5862,NCT01247974,Completed
5861,NCT01241253,Completed
5860,NCT00005493,Completed
5859,NCT02759328,Completed
5858,NCT01128166,Completed
5857,NCT00133445,Completed
5854,NCT00043706,Completed
5853,NCT00341107,Completed
5852,NCT00808353,Completed
5851,NCT00221247,Completed
5847,NCT01793090,Completed
5741,NCT01014533,Completed
5846,NCT00291161,Completed
5845,NCT01480219,Completed
5844,NCT00778544,Completed
5843,NCT01003262,Completed
5841,NCT02796651,Completed
5840,NCT02830945,Completed
5838,NCT02140177,Completed
5837,NCT01601847,Completed
5836,NCT02081391,Completed
5835,NCT01659411,Completed
5863,NCT00370214,Completed
5864,NCT00664898,Completed
5865,NCT03157531,Completed
5868,NCT01231945,Completed
5901,NCT02807623,Completed
5897,NCT03030794,Completed
5896,NCT01845636,Completed
5894,NCT02253654,Completed
5892,NCT01947179,Completed
5891,NCT00811954,Completed
5890,NCT01477450,Completed
5889,NCT01477710,Completed
5888,NCT01628224,Completed
5887,NCT01709786,Completed
5886,NCT01830725,Completed
5885,NCT01988402,Completed
5883,NCT01337063,Completed
5882,NCT01513668,Completed
5881,NCT02844543,Completed
5880,NCT02236663,Completed
5878,NCT00392873,Completed
5877,NCT01941862,Completed
5873,NCT01435512,Completed
5870,NCT01105091,Completed
5869,NCT01829997,Completed
5831,NCT00140634,Completed
5829,NCT00525954,Completed
5828,NCT03411577,Completed
5789,NCT02284685,Completed
5783,NCT00156351,Completed
5782,NCT00098384,Completed
5781,NCT00338845,Completed
5778,NCT01841983,Completed
5777,NCT00273910,Completed
5776,NCT01480193,Completed
5773,NCT02559219,Completed
5768,NCT02281760,Completed
5763,NCT00100399,Completed
5759,NCT03848221,Completed
5756,NCT01995812,Completed
5755,NCT01191788,Completed
5754,NCT00208988,Completed
5753,NCT00237094,Completed
5750,NCT00417742,Completed
5749,NCT02427061,Completed
5747,NCT02188563,Completed
5746,NCT01322568,Completed
5744,NCT01860352,Completed
5743,NCT03716505,Completed
5742,NCT00774371,Completed
5784,NCT03067649,Completed
5791,NCT02769078,Completed
5827,NCT04181034,Completed
5794,NCT01378065,Completed
5826,NCT04515069,Completed
5825,NCT00219817,Completed
5824,NCT01387269,Completed
5823,NCT00622193,Completed
5822,NCT01280344,Completed
5821,NCT01387282,Completed
5820,NCT01395914,Completed
5819,NCT00651794,Completed
5818,NCT01272284,Completed
5812,NCT03111550,Completed
5811,NCT03581565,Completed
5810,NCT00792519,Completed
5809,NCT02553291,Completed
5808,NCT02249182,Completed
5803,NCT00341952,Completed
5801,NCT01073579,Completed
5800,NCT00694551,Completed
5799,NCT01328197,Completed
5798,NCT01365975,Completed
5797,NCT04073901,Completed
5795,NCT02185599,Completed
4693,NCT02258256,Completed
4997,NCT00138723,Completed
3836,NCT00522119,Completed
4236,NCT00332709,Completed
4263,NCT01401842,Completed
3880,NCT00001479,Completed
4261,NCT02103335,Completed
4258,NCT00339651,Completed
3881,NCT01565863,Completed
4255,NCT00032344,Completed
4254,NCT01190254,Completed
4253,NCT00576693,Completed
4252,NCT00321971,Completed
4247,NCT00124514,Completed
4246,NCT03251794,Completed
4245,NCT01300325,Completed
4243,NCT00308061,Completed
4242,NCT00000173,Completed
4241,NCT01717287,Completed
4240,NCT00120471,Completed
4239,NCT00089947,Completed
3879,NCT00312364,Completed
3873,NCT00171990,Completed
4264,NCT01480999,Completed
4274,NCT00358917,Completed
4292,NCT02421367,Completed
4288,NCT01044095,Completed
4283,NCT00726661,Completed
4280,NCT00422448,Completed
4277,NCT00999986,Completed
4275,NCT02703506,Completed
3861,NCT00443443,Completed
3862,NCT00633321,Completed
3872,NCT01751451,Completed
3867,NCT00005137,Completed
3868,NCT01904604,Completed
4271,NCT00680979,Completed
3870,NCT01486264,Completed
4269,NCT03337139,Completed
3871,NCT00351767,Completed
4268,NCT03968848,Completed
3885,NCT03146897,Completed
3888,NCT01156090,Completed
3811,NCT01823341,Completed
4234,NCT03521817,Completed
3903,NCT00318643,Completed
3904,NCT01013324,Completed
4202,NCT01228344,Completed
4199,NCT02137512,Completed
3906,NCT03852316,Completed
4198,NCT00088504,Completed
3907,NCT02188953,Completed
4196,NCT00970853,Completed
4195,NCT03604705,Completed
4194,NCT00200057,Completed
4193,NCT01967394,Completed
3908,NCT00880178,Completed
4192,NCT03093662,Completed
4190,NCT02564055,Completed
4187,NCT01795547,Completed
4185,NCT02197689,Completed
3909,NCT00384397,Completed
3902,NCT02213198,Completed
3900,NCT03305016,Completed
4206,NCT00339638,Completed
3892,NCT01118169,Completed
4233,NCT02068937,Completed
3889,NCT00444301,Completed
4231,NCT03172962,Completed
4230,NCT01654926,Completed
3891,NCT00005271,Completed
4229,NCT02716909,Completed
4227,NCT04132557,Completed
4221,NCT01190267,Completed
4208,NCT02976831,Completed
4220,NCT02245178,Completed
4215,NCT02135276,Completed
4214,NCT02316353,Completed
4213,NCT01530867,Completed
4212,NCT03004157,Completed
4211,NCT02322333,Completed
3896,NCT00523978,Completed
3859,NCT01745887,Completed
4295,NCT01922856,Completed
3858,NCT02595073,Completed
3857,NCT00007592,Completed
4379,NCT02814994,Completed
4378,NCT02372175,Completed
3818,NCT01352676,Completed
4375,NCT01244204,Completed
4374,NCT02441998,Completed
4373,NCT00001469,Completed
4372,NCT03483805,Completed
4370,NCT00984451,Completed
4369,NCT02230566,Completed
4366,NCT00760162,Completed
4364,NCT02948738,Completed
4362,NCT00192634,Completed
4361,NCT00522041,Completed
3819,NCT00725101,Completed
4360,NCT00005567,Completed
4359,NCT00697151,Completed
3820,NCT00481143,Completed
4380,NCT02178982,Completed
3817,NCT01273896,Completed
3816,NCT00106431,Completed
4400,NCT02079831,Completed
3813,NCT00125138,Completed
4409,NCT02430792,Completed
4407,NCT02170532,Completed
4406,NCT04204018,Completed
4405,NCT00734539,Completed
4404,NCT04266821,Completed
4401,NCT01817244,Completed
4399,NCT04293536,Completed
4383,NCT01223313,Completed
3814,NCT03407625,Completed
4396,NCT00662571,Completed
4395,NCT01040832,Completed
4392,NCT02344576,Completed
4388,NCT00221416,Completed
4387,NCT01811316,Completed
4384,NCT02222662,Completed
4358,NCT00534378,Completed
3822,NCT02445989,Completed
3823,NCT01894087,Completed
4309,NCT01897896,Completed
4331,NCT03315442,Completed
4324,NCT00044525,Completed
4322,NCT01285960,Completed
4320,NCT01228916,Completed
4315,NCT01170676,Completed
3851,NCT00094094,Completed
4311,NCT01625442,Completed
3853,NCT01880853,Completed
3850,NCT04394234,Completed
3856,NCT00747734,Completed
4305,NCT02304263,Completed
4303,NCT00114699,Completed
4302,NCT01264627,Completed
4301,NCT00312169,Completed
4298,NCT00098748,Completed
4297,NCT00006286,Completed
4332,NCT01587703,Completed
3849,NCT03263975,Completed
4355,NCT03030885,Completed
4351,NCT03159234,Completed
3824,NCT00138476,Completed
3827,NCT01629095,Completed
3828,NCT00002120,Completed
4353,NCT00342758,Completed
3830,NCT01123577,Completed
3833,NCT00099957,Completed
4352,NCT04561804,Completed
4349,NCT02915471,Completed
3847,NCT00000172,Completed
3835,NCT03422510,Completed
4348,NCT02192684,Completed
4345,NCT02193958,Completed
3844,NCT00324571,Completed
4343,NCT03309163,Completed
4342,NCT00136019,Completed
4336,NCT04176627,Completed
3911,NCT00631085,Completed
4183,NCT00680069,Completed
4182,NCT03137264,Completed
4081,NCT00527345,Completed
4060,NCT02842866,Completed
3963,NCT03495284,Completed
4059,NCT01587638,Completed
4058,NCT03486405,Completed
3964,NCT00866788,Completed
4057,NCT00272363,Completed
4056,NCT01682746,Completed
4053,NCT00031447,Completed
4052,NCT02730819,Completed
4051,NCT00257907,Completed
3967,NCT00032890,Completed
4050,NCT02914275,Completed
4049,NCT03031457,Completed
4048,NCT00235729,Completed
4046,NCT00005159,Completed
4045,NCT00300287,Completed
4044,NCT02757937,Completed
4061,NCT00835120,Completed
4062,NCT02230332,Completed
3960,NCT03286179,Completed
4070,NCT00939380,Completed
3952,NCT00102466,Completed
4079,NCT00837434,Completed
3953,NCT02403466,Completed
4077,NCT01871506,Completed
4076,NCT01295229,Completed
4074,NCT01321346,Completed
4073,NCT00359723,Completed
3954,NCT00007631,Completed
4063,NCT00180479,Completed
4069,NCT01598597,Completed
4067,NCT00761813,Completed
3956,NCT00982644,Completed
4065,NCT01714323,Completed
3957,NCT02045043,Completed
3959,NCT00005014,Completed
4064,NCT04351841,Completed
4043,NCT00554359,Completed
4042,NCT02924051,Completed
3969,NCT01177176,Completed
3986,NCT01282008,Completed
4012,NCT01390909,Completed
4010,NCT02781727,Completed
4009,NCT00005278,Completed
3983,NCT01956669,Completed
4007,NCT03064932,Completed
4006,NCT03032770,Completed
3985,NCT02933502,Completed
4004,NCT02209077,Completed
4015,NCT02664012,Completed
4000,NCT01154101,Completed
3998,NCT03903146,Completed
3987,NCT01651247,Completed
3996,NCT01431183,Completed
3990,NCT03460743,Completed
3991,NCT00005131,Completed
3994,NCT01196429,Completed
4014,NCT01590888,Completed
4017,NCT01248390,Completed
4039,NCT01192178,Completed
4025,NCT02564653,Completed
4038,NCT00402922,Completed
4037,NCT00039741,Completed
4034,NCT00799617,Completed
4032,NCT00664040,Completed
3972,NCT00386542,Completed
4029,NCT00101712,Completed
4026,NCT01322529,Completed
4024,NCT00356915,Completed
4018,NCT00237926,Completed
4023,NCT00138593,Completed
3973,NCT00249782,Completed
4020,NCT01016483,Completed
3974,NCT02293694,Completed
3979,NCT00905125,Completed
3980,NCT00644332,Completed
3982,NCT00097123,Completed
4080,NCT03077438,Completed
4082,NCT00071266,Completed
4180,NCT03008837,Completed
4083,NCT04266834,Completed
4156,NCT01694849,Completed
4154,NCT00857376,Completed
3919,NCT03343795,Completed
3920,NCT00389779,Completed
4153,NCT00974259,Completed
4151,NCT02664610,Completed
3921,NCT01589692,Completed
3922,NCT00926796,Completed
3926,NCT00453362,Completed
3927,NCT03354663,Completed
4150,NCT00000861,Completed
3928,NCT00617851,Completed
4145,NCT00135798,Completed
4144,NCT01110200,Completed
4141,NCT00164658,Completed
4140,NCT02354482,Completed
3929,NCT00418938,Completed
4157,NCT00005007,Completed
4158,NCT02842853,Completed
4159,NCT00703846,Completed
4172,NCT02564042,Completed
4179,NCT00959764,Completed
4176,NCT02486783,Completed
4175,NCT02655354,Completed
3914,NCT00325117,Completed
3915,NCT00972283,Completed
4173,NCT03372746,Completed
3916,NCT00122187,Completed
4171,NCT00081640,Completed
4160,NCT00100581,Completed
4170,NCT00822367,Completed
4168,NCT01336764,Completed
4167,NCT00134979,Completed
4165,NCT01928953,Completed
3918,NCT00040027,Completed
4164,NCT03499860,Completed
4689,NCT02880527,Completed
4139,NCT00364026,Completed
3930,NCT01625468,Completed
3931,NCT00507936,Completed
4098,NCT02887183,Completed
4104,NCT03289676,Completed
3940,NCT02932878,Completed
3941,NCT03060538,Completed
3942,NCT00593983,Completed
4103,NCT01353677,Completed
3944,NCT03106233,Completed
3945,NCT00121979,Completed
4096,NCT00000720,Completed
4106,NCT00117689,Completed
3948,NCT01058421,Completed
4091,NCT02669420,Completed
4090,NCT00000411,Completed
4089,NCT02199691,Completed
4087,NCT00472303,Completed
4085,NCT00945906,Completed
4084,NCT00000641,Completed
4105,NCT01537367,Completed
4107,NCT02804750,Completed
4134,NCT02961751,Completed
4118,NCT00235300,Completed
4129,NCT00385697,Completed
3932,NCT00250575,Completed
4124,NCT01523977,Completed
3933,NCT00000980,Completed
4122,NCT00856856,Completed
4121,NCT01816516,Completed
4120,NCT03209895,Completed
4117,NCT01271023,Completed
4108,NCT00691587,Completed
4116,NCT02236598,Completed
3934,NCT00609323,Completed
3935,NCT00481715,Completed
3936,NCT00039962,Completed
4111,NCT01181323,Completed
3937,NCT03242070,Completed
3938,NCT02389855,Completed
4412,NCT02546388,Completed
3992,NCT00884013,Completed
3752,NCT00517166,Completed
4507,NCT02318862,Completed
4616,NCT00027404,Completed
3742,NCT01638104,Completed
3776,NCT00087529,Completed
4653,NCT01786109,Completed
4651,NCT03486093,Completed
3718,NCT00232076,Completed
4553,NCT01029483,Completed
3702,NCT01980485,Completed
4498,NCT02119195,Completed
3703,NCT00395876,Completed
4552,NCT00364182,Completed
4589,NCT03710694,Completed
4648,NCT02453646,Completed
3743,NCT04461353,Completed
4647,NCT02602730,Completed
3704,NCT00102388,Completed
4645,NCT02940795,Completed
4644,NCT02601625,Completed
3708,NCT00233337,Completed
4503,NCT04579601,Completed
4643,NCT03494283,Completed
4505,NCT00202878,Completed
3773,NCT00454779,Completed
4642,NCT01084239,Completed
4551,NCT04596904,Completed
4615,NCT02501447,Completed
4654,NCT04516824,Completed
4655,NCT01371266,Completed
4555,NCT01747889,Completed
4477,NCT00716456,Completed
4664,NCT04512157,Completed
4478,NCT03433053,Completed
3696,NCT00335790,Completed
3722,NCT01346527,Completed
4481,NCT02670850,Completed
4482,NCT01481285,Completed
3719,NCT00528840,Completed
4559,NCT01747447,Completed
4483,NCT03054103,Completed
4658,NCT03437837,Completed
3778,NCT00485836,Completed
4656,NCT00795561,Completed
4484,NCT02963441,Completed
4485,NCT00211900,Completed
4486,NCT00788879,Completed
4554,NCT01684722,Completed
3697,NCT00368134,Completed
3740,NCT02253550,Completed
3699,NCT00110240,Completed
4491,NCT01589666,Completed
4493,NCT02037555,Completed
3700,NCT00729937,Completed
3777,NCT00486018,Completed
4506,NCT03543891,Completed
4617,NCT01483040,Completed
4543,NCT01864564,Completed
3744,NCT00330369,Completed
4631,NCT01700517,Completed
4625,NCT02476630,Completed
3750,NCT00166088,Completed
