,NCTId,ConditionBrowseLeafId
4623,NCT04427995,T4560
1272,NCT00751127,T4560
1180,NCT00803387,T4560
2806,NCT00221923,T4560
1290,NCT00121147,T4560
9456,NCT04188015,T4560
3205,NCT00047515,T4560
1198,NCT00277498,T4560
3676,NCT03790137,T4551
9197,NCT04404530,T4539
9257,NCT04348708,T4539
8579,NCT01428258,T4539
3436,NCT02775461,T4523
1670,NCT03789721,T4514
9930,NCT03810508,T4514
9583,NCT04072458,T4507
9769,NCT03927105,T4507
3487,NCT01482962,T4507
4031,NCT02588651,T4507
9773,NCT03922724,T4507
9181,NCT04422912,T4492
2572,NCT00135720,T4492
9536,NCT04103931,T449
1381,NCT01240902,T449
2828,NCT02101619,T449
99,NCT02746809,T449
1254,NCT01605669,T449
95,NCT02207569,T449
3437,NCT03723655,T449
9108,NCT04496297,T449
3549,NCT00156520,T449
1740,NCT04349072,T449
5652,NCT04603521,T449
4851,NCT04557345,T449
1394,NCT01675440,T449
2572,NCT00135720,T4489
9181,NCT04422912,T4489
2953,NCT00074685,T4489
6478,NCT04445116,T4475
9652,NCT04018599,T4474
6653,NCT03378167,T4474
4148,NCT03055858,T4461
9222,NCT04379843,T4461
27,NCT04205877,T4461
2956,NCT00767039,T4461
9702,NCT03982342,T4461
7239,NCT04453943,T4432
7614,NCT01851629,T4432
7133,NCT01484184,T4432
7637,NCT00073853,T4432
2282,NCT02600910,T4432
8045,NCT00061906,T4412
5164,NCT01781936,T4407
9416,NCT04222712,T4407
5738,NCT00876434,T4407
5388,NCT01617083,T4403
8149,NCT00017199,T4400
9811,NCT03891784,T4400
6346,NCT02635971,T4398
3103,NCT04087889,T4398
5288,NCT01836237,T4398
6536,NCT01746979,T4398
6680,NCT00837239,T4398
2780,NCT03076216,T4398
1701,NCT01950572,T4398
5498,NCT03451773,T4398
8283,NCT00783172,T4398
5614,NCT01591733,T4398
4289,NCT03165591,T4398
9800,NCT03902600,T4398
3566,NCT02021604,T4398
9037,NCT04561362,T4398
8170,NCT00417976,T4398
3355,NCT01445327,T4398
8165,NCT00320749,T4398
3332,NCT02974764,T4398
3674,NCT00613730,T4398
6239,NCT02305186,T4398
6378,NCT02634502,T4398
4844,NCT02811666,T4398
1524,NCT00159471,T4398
4843,NCT01581307,T4398
1510,NCT00183846,T4398
4329,NCT00683085,T4398
9733,NCT03956056,T4398
5075,NCT03662412,T4398
9512,NCT04123574,T4398
9917,NCT03819088,T4398
8654,NCT01222689,T4398
9201,NCT04400903,T4398
1017,NCT02200055,T4398
9001,NCT04588025,T4398
9215,NCT04386057,T4398
9916,NCT03819387,T4398
4218,NCT04315311,T4398
5647,NCT02442739,T4398
9756,NCT03937453,T4398
6578,NCT02917798,T4398
157,NCT04281290,T4398
5477,NCT02926040,T4398
9496,NCT04137536,T4398
9279,NCT04330716,T4398
8149,NCT00017199,T4398
3049,NCT01051284,T4398
3757,NCT00219557,T4398
3281,NCT00411762,T4398
6519,NCT03820921,T4398
2538,NCT01015820,T4398
7960,NCT00075686,T4398
8162,NCT04390243,T4398
3436,NCT02775461,T4398
4020,NCT01016483,T4398
3471,NCT02985801,T4398
5352,NCT01786850,T4398
9811,NCT03891784,T4398
2409,NCT01364805,T4398
4022,NCT00819169,T4398
8689,NCT02520115,T4368
7946,NCT01376349,T4366
5715,NCT02000739,T4365
9105,NCT04498520,T4365
5951,NCT01652079,T4365
7991,NCT00872989,T4365
9112,NCT04494945,T4365
5995,NCT03921658,T4365
4141,NCT00164658,T4365
5991,NCT04024878,T4365
9122,NCT04485013,T4365
3994,NCT01196429,T4365
5510,NCT00340600,T4365
4022,NCT00819169,T4365
9047,NCT04553133,T4365
2481,NCT02529150,T4365
6765,NCT04387227,T4365
2289,NCT00531570,T4365
5082,NCT04300699,T4365
1378,NCT02178462,T4365
9279,NCT04330716,T4365
4690,NCT02545010,T4365
6578,NCT02917798,T4365
7005,NCT03532139,T4365
9024,NCT04570839,T4365
9368,NCT04257045,T4365
2510,NCT01744821,T4365
8747,NCT04374630,T4365
3165,NCT02144051,T4365
5241,NCT02019524,T4365
7946,NCT01376349,T4365
5399,NCT00178802,T4365
6169,NCT00419510,T4365
3075,NCT02000778,T4365
4256,NCT00391664,T4365
9251,NCT04354246,T4365
6152,NCT00720096,T4365
6230,NCT00321932,T4365
2002,NCT01705288,T4365
6579,NCT02043158,T4365
7394,NCT01121406,T4365
2114,NCT00218179,T4365
2973,NCT00342446,T4365
2118,NCT00158145,T4365
1903,NCT00753480,T4365
8689,NCT02520115,T4365
3052,NCT00879840,T4365
8989,NCT04598321,T4365
3075,NCT02000778,T4363
3052,NCT00879840,T4363
9105,NCT04498520,T4363
6152,NCT00720096,T4363
9024,NCT04570839,T4363
3165,NCT02144051,T4363
5991,NCT04024878,T4363
9279,NCT04330716,T4363
8989,NCT04598321,T4363
5995,NCT03921658,T4363
8962,NCT04066894,T4363
9112,NCT04494945,T4363
8689,NCT02520115,T4363
9251,NCT04354246,T4363
7991,NCT00872989,T4363
9122,NCT04485013,T4363
6578,NCT02917798,T4363
6765,NCT04387227,T4363
5951,NCT01652079,T4363
6579,NCT02043158,T4363
9047,NCT04553133,T4363
2002,NCT01705288,T4363
7394,NCT01121406,T4363
2114,NCT00218179,T4363
2118,NCT00158145,T4363
1903,NCT00753480,T4363
5796,NCT00299481,T4363
9612,NCT04049227,T4363
4141,NCT00164658,T4363
2289,NCT00531570,T4363
5082,NCT04300699,T4363
2481,NCT02529150,T4363
7005,NCT03532139,T4363
2510,NCT01744821,T4363
5510,NCT00340600,T4363
5241,NCT02019524,T4363
7946,NCT01376349,T4363
1707,NCT00160472,T4363
1701,NCT01950572,T4363
9368,NCT04257045,T4363
4022,NCT00819169,T4363
3994,NCT01196429,T4363
2973,NCT00342446,T4363
5399,NCT00178802,T4363
9678,NCT04000880,T4363
3610,NCT00035100,T4363
4256,NCT00391664,T4363
1378,NCT02178462,T4363
4690,NCT02545010,T4363
6169,NCT00419510,T4363
9037,NCT04561362,T4363
6230,NCT00321932,T4363
5715,NCT02000739,T4363
8747,NCT04374630,T4363
8495,NCT01236586,T4351
3832,NCT01200680,T4351
9624,NCT04040205,T4351
9803,NCT03900793,T4351
5507,NCT02335905,T4332
5130,NCT03009045,T4332
5792,NCT02483650,T4332
9963,NCT03787862,T4332
3090,NCT04148118,T433
3102,NCT00031291,T433
7790,NCT01770743,T433
3329,NCT00114621,T433
4456,NCT00412477,T433
2309,NCT01753115,T433
8814,NCT01932242,T433
1320,NCT03088111,T433
5070,NCT00138411,T433
3515,NCT01491607,T433
5738,NCT00876434,T432
9416,NCT04222712,T432
3416,NCT00187018,T4317
1107,NCT01260324,T429
6069,NCT02019927,T429
5563,NCT01084733,T4276
4916,NCT01946867,T4276
5371,NCT03529422,T4276
8452,NCT02295540,T4276
9972,NCT03781986,T4276
6885,NCT02985255,T4276
3387,NCT03267914,T4276
6069,NCT02019927,T4274
9901,NCT03829566,T4274
5467,NCT00244361,T4266
4056,NCT01682746,T4243
3189,NCT01884740,T4243
7992,NCT00369785,T4243
4902,NCT00848523,T4243
4902,NCT00848523,T4241
3047,NCT02800486,T4241
3189,NCT01884740,T4241
3461,NCT01586767,T4240
8325,NCT00760474,T4213
7889,NCT02383602,T4213
5309,NCT03843021,T4213
5109,NCT02839785,T4213
2369,NCT00538083,T4213
4288,NCT01044095,T4213
9513,NCT04123041,T4213
9091,NCT04511338,T4213
3590,NCT00773279,T4213
3773,NCT00454779,T4213
6469,NCT02381054,T4213
7566,NCT04072211,T4213
3509,NCT00380380,T4213
2944,NCT03007134,T4213
9656,NCT04017390,T4213
8100,NCT00336089,T4213
1405,NCT02496221,T4213
2322,NCT01643512,T4213
7099,NCT01937338,T4213
5471,NCT02635334,T4213
5668,NCT00080366,T4213
4108,NCT00691587,T4213
2848,NCT02030600,T4213
1156,NCT00154362,T4213
1606,NCT02060513,T4213
2872,NCT02068430,T4213
2200,NCT00121355,T4213
5283,NCT03161795,T4213
2851,NCT04313088,T4213
3621,NCT03814798,T4213
6700,NCT02796716,T4213
5491,NCT03501420,T4213
141,NCT01339546,T4213
8142,NCT02853435,T4213
1282,NCT02920398,T4213
5568,NCT01992874,T4213
7705,NCT04377412,T4213
7872,NCT04027218,T4213
5009,NCT00491660,T4213
1731,NCT01497600,T4213
4807,NCT02359045,T4213
6893,NCT01178840,T4213
9423,NCT04218799,T4213
7386,NCT02553148,T4213
3620,NCT00440648,T4213
7503,NCT01637324,T4213
8157,NCT03353922,T4213
1331,NCT04532788,T4213
1044,NCT00341510,T4213
8113,NCT00679666,T4213
3401,NCT00646451,T4213
7688,NCT01942746,T4213
4782,NCT03333876,T4213
9961,NCT03792477,T4213
1466,NCT00880035,T4213
6197,NCT02045784,T4213
7765,NCT04098419,T4213
8858,NCT02206607,T4213
6849,NCT02863809,T4213
9406,NCT04231318,T4213
6000,NCT03851406,T4213
3472,NCT02367287,T4213
6072,NCT01943825,T4213
2770,NCT02034513,T4213
1717,NCT00104455,T4213
5770,NCT02484248,T4213
1719,NCT01464099,T4213
7254,NCT00466934,T4213
1721,NCT03336567,T4213
1034,NCT03719391,T4213
5999,NCT03861390,T4213
1105,NCT04125186,T4213
1729,NCT03248141,T4213
2103,NCT03411278,T4213
9560,NCT04088175,T4213
9853,NCT03865212,T4203
4184,NCT02004691,T4150
4184,NCT02004691,T4148
4184,NCT02004691,T4147
2394,NCT02828111,T4137
3065,NCT03467789,T4137
8574,NCT03483441,T4137
7956,NCT01099449,T4131
7949,NCT00489411,T4131
4775,NCT02650154,T4131
9483,NCT04150913,T4131
7980,NCT00775645,T4131
9901,NCT03829566,T4114
7359,NCT02008877,T4111
7172,NCT03433183,T4111
7596,NCT01661283,T4111
1409,NCT00068367,T4111
5480,NCT00837148,T4111
7636,NCT01207687,T4109
7290,NCT03079999,T4109
9231,NCT04374305,T4109
6137,NCT00911248,T4109
6631,NCT02831257,T4109
5998,NCT03873610,T4109
6713,NCT01402817,T4108
8141,NCT04212351,T4108
7596,NCT01661283,T4108
7125,NCT04481048,T4108
6137,NCT00911248,T4108
9231,NCT04374305,T4108
7678,NCT01968590,T4108
7290,NCT03079999,T4108
7242,NCT04561765,T4108
7172,NCT03433183,T4108
7636,NCT01207687,T4108
6631,NCT02831257,T4108
6153,NCT00716469,T4108
6023,NCT03276195,T4108
5998,NCT03873610,T4108
7636,NCT01207687,T4107
6137,NCT00911248,T4107
5998,NCT03873610,T4107
7242,NCT04561765,T4107
7678,NCT01968590,T4107
1409,NCT00068367,T4107
9231,NCT04374305,T4107
7125,NCT04481048,T4107
7290,NCT03079999,T4107
7596,NCT01661283,T4107
6713,NCT01402817,T4107
7359,NCT02008877,T4107
8141,NCT04212351,T4107
6153,NCT00716469,T4107
7172,NCT03433183,T4107
6023,NCT03276195,T4107
6631,NCT02831257,T4107
5480,NCT00837148,T4107
7636,NCT01207687,T4106
7678,NCT01968590,T4106
6137,NCT00911248,T4106
7290,NCT03079999,T4106
5998,NCT03873610,T4106
9231,NCT04374305,T4106
6153,NCT00716469,T4106
7242,NCT04561765,T4106
7125,NCT04481048,T4106
6631,NCT02831257,T4106
7359,NCT02008877,T4106
7172,NCT03433183,T4106
6713,NCT01402817,T4106
6023,NCT03276195,T4106
7596,NCT01661283,T4106
1409,NCT00068367,T4106
8141,NCT04212351,T4106
5480,NCT00837148,T4106
7290,NCT03079999,T4103
1980,NCT03005639,T4103
47,NCT03199846,T4103
2466,NCT00186862,T4103
8288,NCT00751270,T4103
7028,NCT00010309,T4103
8724,NCT00039468,T4103
5454,NCT02076152,T4103
7774,NCT00727506,T4103
9517,NCT04119024,T4103
9520,NCT04118036,T4103
4205,NCT04006119,T4103
8658,NCT00948467,T4103
9609,NCT04049669,T4103
8303,NCT00026221,T4103
6125,NCT01212731,T4103
5777,NCT00273910,T4103
9477,NCT04160065,T4103
9623,NCT04042506,T4103
9471,NCT04169321,T4103
8698,NCT03384836,T4103
5226,NCT01252251,T4103
7901,NCT02359097,T4103
8740,NCT01954576,T4103
3810,NCT00094107,T4103
9453,NCT04188535,T4103
9434,NCT04209790,T4103
3254,NCT01826448,T4103
9268,NCT04341311,T4103
7639,NCT02910557,T4103
3233,NCT01005654,T4103
7636,NCT01207687,T4103
3469,NCT00324155,T4103
3189,NCT01884740,T4103
3163,NCT03452579,T4103
9111,NCT04495257,T4103
9668,NCT04007588,T4103
6243,NCT02630043,T4103
4898,NCT02684071,T4103
4902,NCT00848523,T4103
9039,NCT04559230,T4103
6572,NCT00813943,T4103
3054,NCT02068079,T4103
9811,NCT03891784,T4103
3561,NCT03251989,T4103
4339,NCT00797940,T4103
9315,NCT04305145,T4103
6576,NCT00689221,T4103
6429,NCT01875653,T4103
8601,NCT04234568,T4103
6423,NCT03662776,T4103
9977,NCT03778294,T4103
7992,NCT00369785,T4103
6299,NCT01326104,T4103
3438,NCT03177941,T4103
6287,NCT01335009,T4103
3422,NCT02607124,T4103
3410,NCT02861898,T4103
4788,NCT04334824,T4103
9231,NCT04374305,T4103
4314,NCT03355794,T4103
5662,NCT02287428,T4103
4836,NCT04169867,T4103
4500,NCT00418899,T4103
3852,NCT04588662,T4103
6361,NCT00590681,T4103
8143,NCT03246113,T4103
3319,NCT03173950,T4103
5402,NCT01973608,T4103
9120,NCT04485559,T4103
6391,NCT01355679,T4103
3461,NCT01586767,T4103
3047,NCT02800486,T4103
6137,NCT00911248,T4103
8678,NCT02829931,T4103
5260,NCT02796352,T4103
8409,NCT01253161,T4103
6107,NCT01433302,T4103
8677,NCT03071406,T4103
2777,NCT02539433,T4103
5876,NCT02139397,T4103
5441,NCT02854657,T4103
5580,NCT03194906,T4103
6792,NCT00178698,T4103
9392,NCT04239040,T4103
6827,NCT01903330,T4103
7545,NCT03343197,T4103
8791,NCT03385486,T4103
5866,NCT00004025,T4103
1730,NCT01511393,T4103
8246,NCT03028948,T4103
5033,NCT01573494,T4103
4069,NCT01598597,T4103
5735,NCT01987830,T4103
9425,NCT04216732,T4103
5238,NCT04267978,T4103
8614,NCT00253448,T4103
6731,NCT01182883,T4103
8871,NCT01137006,T4103
2909,NCT01004952,T4103
8458,NCT02399215,T4103
3775,NCT03636477,T4103
8149,NCT00017199,T4103
9802,NCT03901378,T4103
8619,NCT01703507,T4103
2983,NCT03927742,T4103
3605,NCT02847728,T4103
8450,NCT03677739,T4103
9853,NCT03865212,T4103
5911,NCT01773655,T4103
6631,NCT02831257,T4103
4948,NCT03426891,T4103
6655,NCT01876771,T4103
8437,NCT00679289,T4103
4951,NCT04055688,T4103
2888,NCT03405792,T4103
9811,NCT03891784,T4102
9853,NCT03865212,T4102
9802,NCT03901378,T4102
8698,NCT03384836,T4102
8677,NCT03071406,T4102
8149,NCT00017199,T4102
3438,NCT03177941,T4102
3810,NCT00094107,T4102
6792,NCT00178698,T4102
8437,NCT00679289,T4102
2909,NCT01004952,T4102
6107,NCT01433302,T4102
8871,NCT01137006,T4102
4836,NCT04169867,T4102
8409,NCT01253161,T4102
2777,NCT02539433,T4102
3852,NCT04588662,T4102
5033,NCT01573494,T4102
8601,NCT04234568,T4102
5260,NCT02796352,T4102
9111,NCT04495257,T4102
8791,NCT03385486,T4102
1730,NCT01511393,T4102
8619,NCT01703507,T4102
5911,NCT01773655,T4102
6137,NCT00911248,T4102
6655,NCT01876771,T4102
6631,NCT02831257,T4102
8450,NCT03677739,T4102
3254,NCT01826448,T4102
7639,NCT02910557,T4102
9231,NCT04374305,T4102
4788,NCT04334824,T4102
7636,NCT01207687,T4102
9668,NCT04007588,T4102
6287,NCT01335009,T4102
5402,NCT01973608,T4102
3469,NCT00324155,T4102
3054,NCT02068079,T4102
9315,NCT04305145,T4102
8458,NCT02399215,T4102
2983,NCT03927742,T4102
3605,NCT02847728,T4102
5441,NCT02854657,T4102
8246,NCT03028948,T4102
6429,NCT01875653,T4102
5777,NCT00273910,T4102
47,NCT03199846,T4102
9517,NCT04119024,T4102
9477,NCT04160065,T4102
9623,NCT04042506,T4102
5224,NCT04047251,T4102
8303,NCT00026221,T4102
7028,NCT00010309,T4102
9471,NCT04169321,T4102
7290,NCT03079999,T4102
9425,NCT04216732,T4102
5866,NCT00004025,T4102
5226,NCT01252251,T4102
1980,NCT03005639,T4102
8658,NCT00948467,T4102
3233,NCT01005654,T4096
9392,NCT04239040,T4096
2466,NCT00186862,T4096
6391,NCT01355679,T4096
4332,NCT01587703,T4096
9758,NCT03936465,T4096
7603,NCT01287104,T4096
5876,NCT02139397,T4096
3461,NCT01586767,T4096
6243,NCT02630043,T4096
3042,NCT00208026,T4091
2602,NCT00169806,T4082
8321,NCT01637129,T4080
4176,NCT02486783,T4075
4053,NCT00031447,T4073
96,NCT02569632,T4068
1476,NCT02285777,T4068
1473,NCT02140762,T4068
1591,NCT02287688,T4068
7510,NCT03431558,T4066
7738,NCT00707785,T4066
5757,NCT00254176,T4066
2531,NCT01222585,T4066
4337,NCT02578641,T4058
6143,NCT00851253,T4058
4952,NCT03030599,T4055
98,NCT03433131,T4055
7772,NCT02221869,T4055
5802,NCT03198156,T4055
7992,NCT00369785,T4039
6553,NCT04392557,T4037
5531,NCT02362425,T4027
3461,NCT01586767,T4022
9863,NCT03858777,T4016
8672,NCT04230499,T4012
3221,NCT03044821,T4010
2324,NCT02509377,T4010
9957,NCT03794011,T4010
9864,NCT03856034,T4010
8273,NCT03069352,T4006
8298,NCT01130506,T4006
8295,NCT02835729,T4006
8710,NCT00004263,T4006
3247,NCT01943682,T4006
4880,NCT01113502,T4006
6903,NCT01039363,T4006
5327,NCT02532010,T4006
2172,NCT04337138,T4006
6876,NCT01698879,T4006
9427,NCT04214249,T4006
5615,NCT02494167,T4006
9410,NCT04227847,T4006
9407,NCT04229979,T4006
67,NCT03045120,T4006
9369,NCT04256317,T4006
8778,NCT04086264,T4006
5638,NCT02255162,T4006
7137,NCT00257647,T4006
4949,NCT01479582,T4006
9986,NCT03772925,T4006
9339,NCT04282668,T4006
9822,NCT03881735,T4006
9845,NCT03867682,T4006
8805,NCT01214655,T4006
4345,NCT02193958,T4006
9234,NCT04372433,T4006
9840,NCT03874052,T4006
8727,NCT00085124,T4006
8950,NCT03900949,T4006
9134,NCT04478695,T4006
3758,NCT03421626,T4006
4536,NCT00088543,T4006
9736,NCT03953898,T4006
3489,NCT00184054,T4006
8548,NCT04231851,T4006
1413,NCT03591510,T4006
4249,NCT02752035,T4006
3673,NCT01463410,T4006
8746,NCT02665143,T4006
4711,NCT01527838,T4006
3660,NCT03224819,T4006
8554,NCT00268242,T4006
3659,NCT01660607,T4006
9882,NCT03843528,T4006
5814,NCT03194685,T4006
9718,NCT03971799,T4006
8527,NCT00723203,T4006
1201,NCT02312037,T4006
5871,NCT03250338,T4006
7913,NCT00719563,T4006
8626,NCT01841333,T4006
8625,NCT03310918,T4006
4074,NCT01321346,T4006
4001,NCT03110354,T4006
4771,NCT04509622,T4006
1117,NCT02863458,T4006
8732,NCT00896701,T4006
5979,NCT04512105,T4006
1125,NCT02455024,T4006
8733,NCT00831766,T4006
9789,NCT03912064,T4006
7913,NCT00719563,T4005
9882,NCT03843528,T4005
9789,NCT03912064,T4005
9234,NCT04372433,T4005
9789,NCT03912064,T4004
8710,NCT00004263,T4004
8733,NCT00831766,T4004
9840,NCT03874052,T4004
9882,NCT03843528,T4004
4772,NCT00624585,T4004
9766,NCT03929211,T4004
8034,NCT01048619,T4004
3820,NCT00481143,T4004
3380,NCT00592046,T4004
1117,NCT02863458,T4004
6347,NCT03486353,T4004
9427,NCT04214249,T4004
5615,NCT02494167,T4004
5359,NCT01133275,T4004
5519,NCT01553461,T4004
8818,NCT01314599,T4004
5136,NCT01286038,T4004
7913,NCT00719563,T4004
6230,NCT00321932,T4004
9986,NCT03772925,T4004
4345,NCT02193958,T4004
3673,NCT01463410,T4004
9369,NCT04256317,T4004
8548,NCT04231851,T4004
3659,NCT01660607,T4004
9736,NCT03953898,T4004
2876,NCT04484363,T4004
8298,NCT01130506,T4004
8710,NCT00004263,T4002
3673,NCT01463410,T4002
9901,NCT03829566,T3999
3481,NCT02341950,T3999
7505,NCT00337428,T3999
5857,NCT00133445,T3999
4537,NCT03890497,T3999
3454,NCT00137696,T3999
2038,NCT03922061,T3999
7878,NCT03563040,T3997
2762,NCT01801670,T3997
4238,NCT03713320,T3997
4862,NCT01578499,T3997
1579,NCT02296164,T3997
7604,NCT03357224,T3997
7913,NCT00719563,T3997
4084,NCT00000641,T3988
6464,NCT00002309,T3988
9326,NCT04294043,T3988
7814,NCT00002090,T3988
9326,NCT04294043,T3987
9487,NCT04146051,T3984
8638,NCT00619671,T3984
9078,NCT04524273,T3984
2284,NCT03863119,T3974
7640,NCT00468832,T3974
4794,NCT01557400,T3974
1946,NCT02836418,T3974
3196,NCT03680365,T3974
1450,NCT01952028,T3974
8383,NCT01081080,T3974
2125,NCT03433807,T3974
5411,NCT04313049,T3974
5320,NCT00016653,T3974
6864,NCT01126697,T3974
9994,NCT03769116,T3974
1146,NCT02592941,T3974
4027,NCT01890798,T3974
6178,NCT00308113,T3974
7569,NCT04322357,T3974
6063,NCT02168114,T3974
8602,NCT01359319,T3974
3288,NCT02194725,T3974
9083,NCT04518059,T3967
6156,NCT00653783,T3967
9203,NCT04398745,T3958
1877,NCT02682667,T3958
1960,NCT04545333,T3958
9573,NCT04080531,T3958
7981,NCT00124579,T3958
8263,NCT00079456,T3958
9126,NCT04483206,T3958
4100,NCT02616640,T3958
6393,NCT02294357,T3958
4949,NCT01479582,T3958
7913,NCT00719563,T3958
5645,NCT02655458,T3958
5203,NCT03119363,T3958
7938,NCT00869206,T3958
8734,NCT02958969,T3958
7816,NCT02431208,T3958
4332,NCT01587703,T3958
8492,NCT01245673,T3958
5864,NCT00664898,T3958
2242,NCT01063179,T3958
8177,NCT02077959,T3958
1177,NCT03180853,T3958
5395,NCT03224507,T3958
4092,NCT02807454,T3958
9985,NCT03773107,T3958
8509,NCT01239368,T3958
9068,NCT04534322,T3958
3172,NCT02176213,T3958
4882,NCT03143049,T3958
5038,NCT02036502,T3958
7963,NCT00874211,T3958
9678,NCT04000880,T3958
5627,NCT00352924,T3958
9658,NCT04017130,T3958
7686,NCT01067287,T3958
3166,NCT03003728,T3958
9153,NCT04459416,T3958
5361,NCT02368301,T3958
4261,NCT02103335,T3958
7964,NCT00040937,T3958
2561,NCT00891033,T3958
4270,NCT02188368,T3958
3955,NCT02720510,T3958
8515,NCT01352286,T3958
6752,NCT03762291,T3958
3123,NCT03351140,T3958
7707,NCT03198754,T3958
7928,NCT02331368,T3958
7821,NCT00857324,T3958
2707,NCT02939287,T3958
3380,NCT00592046,T3958
9170,NCT04436029,T3958
9251,NCT04354246,T3958
4265,NCT02685826,T3958
4266,NCT02206425,T3958
9759,NCT03933904,T3932
6185,NCT00116090,T3925
4369,NCT02230566,T3923
3416,NCT00187018,T3920
5588,NCT00001536,T3920
6511,NCT02597881,T3920
9377,NCT04251026,T3914
4369,NCT02230566,T3912
9377,NCT04251026,T3912
7913,NCT00719563,T391
4031,NCT02588651,T391
3461,NCT01586767,T3909
6143,NCT00851253,T3909
7913,NCT00719563,T390
4031,NCT02588651,T390
7913,NCT00719563,T3878
6257,NCT02080767,T3876
9239,NCT04365543,T3843
7302,NCT02194582,T3839
3585,NCT01586858,T3818
6491,NCT01697267,T3818
8147,NCT03325946,T3804
8147,NCT03325946,T3779
5847,NCT01793090,T3762
5847,NCT01793090,T3759
7983,NCT00113399,T3753
3585,NCT01586858,T375
4157,NCT00005007,T375
6491,NCT01697267,T375
5691,NCT02244463,T373
4210,NCT01701349,T373
9477,NCT04160065,T3727
8677,NCT03071406,T3727
4060,NCT02842866,T3714
4460,NCT00248833,T3714
1591,NCT02287688,T3714
2606,NCT03824093,T3714
3730,NCT00459316,T3714
4080,NCT03077438,T3714
7479,NCT02169882,T3714
7894,NCT00002074,T3714
7895,NCT00002306,T3714
4089,NCT02199691,T3714
96,NCT02569632,T3714
4453,NCT00678652,T3714
7738,NCT00707785,T3714
7893,NCT00002305,T3714
3909,NCT00384397,T3714
1140,NCT02640677,T3714
1476,NCT02285777,T3714
4176,NCT02486783,T3714
4158,NCT02842853,T3714
1473,NCT02140762,T3714
6076,NCT01845740,T3714
7992,NCT00369785,T3712
6351,NCT01892397,T3712
3561,NCT03251989,T3712
4056,NCT01682746,T3712
6631,NCT02831257,T3712
9231,NCT04374305,T3712
3319,NCT03173950,T3712
4169,NCT03180723,T3708
7992,NCT00369785,T369
3047,NCT02800486,T368
4898,NCT02684071,T3676
3319,NCT03173950,T3675
4898,NCT02684071,T3675
9609,NCT04049669,T3675
7992,NCT00369785,T3675
4056,NCT01682746,T3675
3561,NCT03251989,T3675
6299,NCT01326104,T3675
9758,NCT03936465,T3675
7913,NCT00719563,T367
4769,NCT03971305,T367
3247,NCT01943682,T367
4862,NCT01578499,T367
2218,NCT01702428,T3658
2145,NCT01681992,T3658
3909,NCT00384397,T3658
7992,NCT00369785,T365
8288,NCT00751270,T364
3189,NCT01884740,T364
3047,NCT02800486,T364
4314,NCT03355794,T364
4056,NCT01682746,T364
7992,NCT00369785,T364
5191,NCT01616537,T3631
3059,NCT03427411,T362
3180,NCT04287868,T362
8748,NCT02140021,T362
8962,NCT04066894,T362
9778,NCT03919175,T3617
4590,NCT01500538,T3617
8072,NCT03015896,T3617
8178,NCT02049541,T3617
8146,NCT00004084,T3617
9583,NCT04072458,T3617
7929,NCT00075946,T3617
5145,NCT01263418,T3617
7913,NCT00719563,T3617
8189,NCT01996865,T3617
8174,NCT02992522,T3617
8152,NCT01812005,T3617
2000,NCT02050113,T3613
6095,NCT01566877,T3608
6112,NCT01353040,T3608
8152,NCT01812005,T3606
8166,NCT02303392,T3606
7913,NCT00719563,T3606
7993,NCT00121186,T3606
8146,NCT00004084,T3606
6416,NCT03311126,T3606
1953,NCT03153202,T3606
8189,NCT01996865,T3606
8072,NCT03015896,T3606
2994,NCT03061188,T3606
8532,NCT01439750,T3606
9183,NCT04419389,T3606
8178,NCT02049541,T3606
8674,NCT00764517,T3606
4590,NCT01500538,T3606
9583,NCT04072458,T3606
5148,NCT00183989,T3606
7172,NCT03433183,T3592
7359,NCT02008877,T3592
5480,NCT00837148,T3592
7596,NCT01661283,T3592
1409,NCT00068367,T3592
5911,NCT01773655,T3589
1701,NCT01950572,T3589
5490,NCT02040142,T3589
9444,NCT04201145,T3589
5538,NCT01160458,T3589
6123,NCT01265433,T3589
1400,NCT00652574,T3589
4818,NCT03068117,T3589
2217,NCT01592383,T3589
1633,NCT02964481,T3585
6253,NCT02491606,T3576
6251,NCT04203186,T3576
1280,NCT01166815,T3576
