,NCTId,StdAge
6844,NCT00693563,Child
7782,NCT03698279,Child
4369,NCT02230566,Child
1729,NCT03248141,Child
3888,NCT01156090,Child
7784,NCT04072757,Child
4364,NCT02948738,Child
8247,NCT02688192,Child
6288,NCT00518713,Child
2313,NCT00127686,Child
4360,NCT00005567,Child
3603,NCT00727636,Child
2204,NCT01254669,Child
9120,NCT04485559,Child
2668,NCT01331980,Child
7788,NCT01957813,Child
6274,NCT00490230,Child
3426,NCT00917501,Child
4388,NCT00221416,Child
4403,NCT00360087,Child
3880,NCT00001479,Child
1701,NCT01950572,Child
4411,NCT02301195,Child
6266,NCT01083576,Child
9859,NCT03863327,Child
3419,NCT03060291,Child
6268,NCT01032382,Child
4406,NCT04204018,Child
4405,NCT00734539,Child
2321,NCT00013026,Child
6269,NCT00992693,Child
4404,NCT04266821,Child
8009,NCT04026295,Child
7765,NCT04098419,Child
2026,NCT01589523,Child
7772,NCT02221869,Child
6270,NCT00868946,Child
4400,NCT02079831,Child
4399,NCT04293536,Child
4398,NCT03719963,Child
3422,NCT02607124,Child
6271,NCT00703924,Child
6272,NCT00623168,Child
9132,NCT04479514,Child
8643,NCT03932032,Child
3424,NCT03338257,Child
1714,NCT01846312,Child
6273,NCT00606580,Child
8007,NCT02715206,Child
9129,NCT04480346,Child
9872,NCT03849456,Child
4353,NCT00342758,Child
7789,NCT02599961,Child
4315,NCT01170676,Child
1749,NCT01988532,Child
7802,NCT04484649,Child
9879,NCT03847194,Child
9880,NCT03845465,Child
3446,NCT00358761,Child
7804,NCT00860470,Child
4320,NCT01228916,Child
1752,NCT00519402,Child
7805,NCT01927523,Child
6310,NCT04306523,Child
3893,NCT04589819,Child
8002,NCT03010644,Child
4316,NCT03674775,Child
2846,NCT00001204,Child
4314,NCT03355794,Child
2305,NCT04030117,Child
6313,NCT02346994,Child
9882,NCT03843528,Child
8977,NCT04609085,Child
7809,NCT01495923,Child
3450,NCT00675584,Child
6826,NCT00394264,Child
4308,NCT04597437,Child
9883,NCT03843294,Child
6318,NCT00756626,Child
2018,NCT01011634,Child
2299,NCT02091154,Child
8001,NCT02949128,Child
1763,NCT01576601,Child
7813,NCT02216123,Child
4326,NCT04534621,Child
4327,NCT03653195,Child
4352,NCT04561804,Child
4341,NCT03163589,Child
1737,NCT01262339,Child
4350,NCT02702479,Child
4349,NCT02915471,Child
3438,NCT03177941,Child
2669,NCT03404349,Child
1738,NCT03642691,Child
7791,NCT02058342,Child
6297,NCT01871909,Child
9874,NCT03848962,Child
8245,NCT03112720,Child
1739,NCT03054597,Child
7794,NCT03399786,Child
9118,NCT04486313,Child
4342,NCT00136019,Child
4340,NCT04557761,Child
3602,NCT01533480,Child
3890,NCT03789591,Child
3439,NCT01128764,Child
7795,NCT02260856,Child
6299,NCT01326104,Child
7796,NCT03334266,Child
1742,NCT01781949,Child
7797,NCT00198822,Child
3440,NCT00758615,Child
9875,NCT03848923,Child
1743,NCT03763591,Child
4332,NCT01587703,Child
6537,NCT00916656,Child
9878,NCT03847467,Child
6305,NCT03494738,Child
8985,NCT04604275,Child
2709,NCT03982979,Child
8254,NCT01250938,Child
8578,NCT02765906,Child
4022,NCT00819169,Child
104,NCT03390660,Child
3950,NCT03596151,Child
4024,NCT00356915,Child
6747,NCT03953911,Child
6470,NCT00904579,Child
4026,NCT01322529,Child
3953,NCT02403466,Child
6748,NCT04311320,Child
4027,NCT01890798,Child
6731,NCT01182883,Child
8864,NCT01496378,Child
9022,NCT04572581,Child
3577,NCT01389726,Child
4021,NCT04567511,Child
9016,NCT04577976,Child
4019,NCT02293655,Child
6473,NCT00847912,Child
8874,NCT01216891,Child
8183,NCT00125580,Child
103,NCT01235260,Child
3556,NCT01810354,Child
8994,NCT04594902,Child
4013,NCT02167022,Child
9014,NCT04579926,Child
6503,NCT04154462,Child
4010,NCT02781727,Child
2797,NCT00120224,Child
4009,NCT00005278,Child
1945,NCT00528814,Child
1946,NCT02836418,Child
4033,NCT00004342,Child
3549,NCT00156520,Child
1928,NCT00071175,Child
8190,NCT04501536,Child
6758,NCT01385046,Child
7931,NCT00053898,Child
4057,NCT00272363,Child
6453,NCT04579198,Child
4056,NCT01682746,Child
8875,NCT04019977,Child
1915,NCT01050959,Child
4053,NCT00031447,Child
3578,NCT04144062,Child
6454,NCT02761551,Child
7933,NCT03984747,Child
4050,NCT02914275,Child
1917,NCT03385057,Child
2804,NCT01048632,Child
4046,NCT00005159,Child
1927,NCT02544035,Child
8575,NCT02461706,Child
1921,NCT00368732,Child
8863,NCT02926677,Child
113,NCT00005463,Child
6460,NCT02276118,Child
4042,NCT02924051,Child
2241,NCT02865967,Child
6754,NCT03883009,Child
1924,NCT03265912,Child
8576,NCT02553161,Child
4039,NCT01192178,Child
112,NCT00796315,Child
4037,NCT00039741,Child
2240,NCT01848353,Child
2701,NCT01564563,Child
6477,NCT02232711,Child
1847,NCT00967915,Child
7963,NCT00874211,Child
1967,NCT01188473,Child
3975,NCT02813187,Child
6491,NCT01697267,Child
3976,NCT02813161,Child
2789,NCT03087253,Child
3977,NCT02467998,Child
3978,NCT02322554,Child
4006,NCT03032770,Child
9952,NCT03796065,Child
6488,NCT04365270,Child
2702,NCT01217840,Child
1962,NCT00454415,Child
95,NCT02207569,Child
3982,NCT00097123,Child
6501,NCT02260778,Child
3972,NCT00386542,Child
3971,NCT02688660,Child
3970,NCT04548895,Child
6733,NCT00234806,Child
6500,NCT03924674,Child
9000,NCT04591288,Child
91,NCT02109757,Child
3966,NCT03344458,Child
6735,NCT04074486,Child
2704,NCT02824705,Child
1972,NCT02838368,Child
1975,NCT00710619,Child
3964,NCT00866788,Child
7969,NCT03341858,Child
6498,NCT04604821,Child
3959,NCT00005014,Child
3566,NCT02021604,Child
8873,NCT00759746,Child
3983,NCT01956669,Child
3995,NCT02262806,Child
8579,NCT01428258,Child
6478,NCT04445116,Child
3559,NCT04069832,Child
6479,NCT02050789,Child
2232,NCT00322049,Child
2796,NCT03028233,Child
3560,NCT01117168,Child
8181,NCT00917085,Child
1978,NCT00296101,Child
99,NCT02746809,Child
6481,NCT02875535,Child
3998,NCT03903146,Child
3996,NCT01431183,Child
2794,NCT00097617,Child
3954,NCT00007631,Child
2792,NCT02956408,Child
3563,NCT03786471,Child
6741,NCT04421235,Child
97,NCT02069925,Child
7958,NCT03991182,Child
2705,NCT00059267,Child
3575,NCT00846573,Child
3991,NCT00005131,Child
3990,NCT03460743,Child
7959,NCT03343158,Child
3987,NCT01651247,Child
3986,NCT01282008,Child
3985,NCT02933502,Child
8870,NCT02318186,Child
8580,NCT01859000,Child
9031,NCT04565509,Child
6452,NCT02924467,Child
1913,NCT03018119,Child
7896,NCT03124277,Child
6515,NCT03198819,Child
4128,NCT03481894,Child
4129,NCT00385697,Child
9050,NCT04549077,Child
2261,NCT00360204,Child
6419,NCT02968355,Child
3586,NCT00396032,Child
117,NCT02886689,Child
8987,NCT04599881,Child
7895,NCT00002306,Child
9930,NCT03810508,Child
4137,NCT03378219,Child
8209,NCT03459118,Child
2215,NCT01639573,Child
2688,NCT04105166,Child
6422,NCT03872895,Child
4124,NCT01523977,Child
7900,NCT01665690,Child
136,NCT01568424,Child
3933,NCT00000980,Child
9048,NCT04551677,Child
3585,NCT01586858,Child
6423,NCT03662776,Child
3516,NCT00396253,Child
1879,NCT01830712,Child
6425,NCT01251523,Child
4117,NCT01271023,Child
7904,NCT04119375,Child
1994,NCT00542672,Child
4114,NCT02840877,Child
9046,NCT04554212,Child
141,NCT01339546,Child
2708,NCT01502124,Child
7892,NCT01389219,Child
1855,NCT01617109,Child
7880,NCT03511443,Child
2214,NCT00124904,Child
2271,NCT00008749,Child
2682,NCT01285362,Child
8846,NCT03471221,Child
3922,NCT00926796,Child
6404,NCT01491919,Child
2782,NCT01158508,Child
4159,NCT00703846,Child
4158,NCT02842853,Child
1854,NCT02608853,Child
4157,NCT00005007,Child
3499,NCT04420156,Child
7884,NCT01779414,Child
6406,NCT00168090,Child
7891,NCT02071563,Child
8587,NCT01800318,Child
6407,NCT00108862,Child
2001,NCT00669045,Child
3501,NCT01230021,Child
7887,NCT03371186,Child
4150,NCT00000861,Child
6781,NCT02115646,Child
7888,NCT03135366,Child
4148,NCT03055858,Child
3925,NCT04387305,Child
6411,NCT02438592,Child
3506,NCT02352389,Child
8634,NCT02019667,Child
6414,NCT01418014,Child
3584,NCT01506544,Child
7905,NCT04034381,Child
7906,NCT03631719,Child
3532,NCT01388439,Child
4086,NCT04604418,Child
126,NCT00005171,Child
4085,NCT00945906,Child
8198,NCT02313181,Child
4084,NCT00000641,Child
8171,NCT01856049,Child
3940,NCT02932878,Child
4083,NCT04266834,Child
3531,NCT01072123,Child
4081,NCT00527345,Child
4080,NCT03077438,Child
8197,NCT02436616,Child
6441,NCT02897414,Child
4078,NCT03937960,Child
2706,NCT01624194,Child
1989,NCT03501992,Child
2250,NCT03556293,Child
4074,NCT01321346,Child
3535,NCT01730911,Child
2694,NCT01386528,Child
2786,NCT00818896,Child
1908,NCT00118898,Child
2218,NCT01702428,Child
8860,NCT03945552,Child
1910,NCT01545232,Child
8574,NCT03483441,Child
118,NCT00005455,Child
3944,NCT03106233,Child
85,NCT00306007,Child
1912,NCT02052544,Child
6656,NCT00164671,Child
1990,NCT02557152,Child
2815,NCT02021175,Child
7911,NCT01072279,Child
131,NCT02939131,Child
2256,NCT03281590,Child
9045,NCT04554914,Child
7907,NCT03455127,Child
6430,NCT00642057,Child
7908,NCT03271307,Child
3521,NCT01212289,Child
3522,NCT00278928,Child
7909,NCT03064620,Child
4103,NCT01353677,Child
8203,NCT03865758,Child
6431,NCT02507882,Child
1889,NCT01406366,Child
6770,NCT03564795,Child
4099,NCT02512926,Child
4089,NCT02199691,Child
2814,NCT00531518,Child
6728,NCT00310791,Child
4096,NCT00000720,Child
9041,NCT04558541,Child
7914,NCT00223509,Child
6511,NCT02597881,Child
6435,NCT02888912,Child
3938,NCT02389855,Child
4093,NCT02113475,Child
2813,NCT00001571,Child
8200,NCT00542113,Child
1895,NCT00269555,Child
4091,NCT02669420,Child
6510,NCT02691247,Child
7761,NCT02870205,Child
1271,NCT00859105,Child
7714,NCT04133766,Child
7719,NCT00201929,Child
7720,NCT04244799,Child
4514,NCT00396162,Child
8015,NCT00004048,Child
9154,NCT04456738,Child
6555,NCT02378090,Child
7728,NCT03916796,Child
9807,NCT03898115,Child
9173,NCT04430010,Child
6896,NCT03736395,Child
9813,NCT03890107,Child
1674,NCT03621826,Child
1607,NCT02195544,Child
6229,NCT04562012,Child
6247,NCT04360486,Child
4557,NCT01672060,Child
7675,NCT00731887,Child
4592,NCT00580944,Child
2858,NCT03566706,Child
6862,NCT01977846,Child
4480,NCT03602118,Child
2198,NCT02079701,Child
7741,NCT00136370,Child
7739,NCT00470158,Child
6235,NCT02815852,Child
7738,NCT00707785,Child
1640,NCT03756025,Child
3360,NCT00454948,Child
4597,NCT03655587,Child
4539,NCT02774434,Child
6883,NCT03137953,Child
9176,NCT04427202,Child
1690,NCT00012701,Child
9162,NCT04448002,Child
4573,NCT02359916,Child
6870,NCT00730587,Child
7721,NCT04160169,Child
2361,NCT00005444,Child
2353,NCT01238432,Child
6561,NCT04200352,Child
8967,NCT03032159,Child
7672,NCT00438594,Child
9834,NCT03875339,Child
6548,NCT02889640,Child
8258,NCT00067353,Child
6249,NCT04302766,Child
1672,NCT03536676,Child
9144,NCT04467099,Child
1627,NCT00065988,Child
8544,NCT03267043,Child
6887,NCT02228265,Child
2649,NCT00001887,Child
7701,NCT01145443,Child
3390,NCT02774317,Child
4500,NCT00418899,Child
9971,NCT03782493,Child
8884,NCT02624193,Child
8016,NCT02293824,Child
8025,NCT01025674,Child
3367,NCT00811057,Child
6892,NCT01825226,Child
9179,NCT04424576,Child
7733,NCT03413709,Child
8014,NCT03176004,Child
6885,NCT02985255,Child
8540,NCT01557621,Child
9810,NCT03895684,Child
6197,NCT02045784,Child
3868,NCT01904604,Child
9968,NCT03785366,Child
3396,NCT01597596,Child
8022,NCT02160847,Child
4504,NCT03655730,Child
8017,NCT01695291,Child
8266,NCT03584945,Child
1678,NCT03921294,Child
9149,NCT04463394,Child
4473,NCT03284372,Child
6178,NCT00308113,Child
3608,NCT01539720,Child
9838,NCT03874507,Child
4552,NCT00364182,Child
6225,NCT00989170,Child
4469,NCT00570297,Child
3377,NCT01212003,Child
4547,NCT03831165,Child
6193,NCT03482336,Child
7737,NCT03774602,Child
3867,NCT00005137,Child
4511,NCT03593330,Child
4461,NCT00132249,Child
4501,NCT00097292,Child
2870,NCT01248208,Child
6243,NCT02630043,Child
7676,NCT03202745,Child
6884,NCT03039465,Child
6863,NCT00760851,Child
3858,NCT02595073,Child
6866,NCT03760497,Child
3363,NCT00005112,Child
7735,NCT03794999,Child
9150,NCT04462770,Child
7694,NCT02910934,Child
4466,NCT04395781,Child
7734,NCT02847962,Child
4588,NCT00015613,Child
4509,NCT03955874,Child
6560,NCT00340977,Child
6175,NCT00386620,Child
3394,NCT04413708,Child
6864,NCT01126697,Child
4601,NCT01344616,Child
7745,NCT00858988,Child
3606,NCT04002830,Child
8027,NCT01515072,Child
7723,NCT01668992,Child
4489,NCT04245124,Child
7706,NCT01746264,Child
2662,NCT00660322,Child
4569,NCT03853304,Child
4525,NCT01273077,Child
7725,NCT00138047,Child
2879,NCT00340548,Child
7726,NCT00115271,Child
7754,NCT03255941,Child
7689,NCT01489215,Child
1669,NCT04047121,Child
7690,NCT00571038,Child
2768,NCT00658476,Child
3618,NCT02234557,Child
6257,NCT02080767,Child
8595,NCT02079766,Child
7666,NCT02298361,Child
4524,NCT00299065,Child
4535,NCT03660917,Child
4487,NCT03352479,Child
2325,NCT00127257,Child
9167,NCT04439656,Child
9973,NCT03781856,Child
6260,NCT01843621,Child
3384,NCT00672009,Child
9858,NCT03863353,Child
4529,NCT00731497,Child
1646,NCT01596998,Child
6713,NCT01402817,Child
6854,NCT04100564,Child
2867,NCT02696148,Child
1594,NCT04274153,Child
3416,NCT00187018,Child
6889,NCT00693121,Child
1645,NCT02918435,Child
6161,NCT00589966,Child
7759,NCT03971435,Child
8645,NCT00995696,Child
1670,NCT03789721,Child
4526,NCT01431924,Child
8011,NCT03896165,Child
6261,NCT01790659,Child
8650,NCT03003221,Child
9817,NCT03883607,Child
6186,NCT00921557,Child
7703,NCT02272959,Child
3847,NCT00000172,Child
1633,NCT02964481,Child
2332,NCT03263195,Child
6868,NCT02725970,Child
9803,NCT03900793,Child
8809,NCT01283295,Child
8536,NCT02290938,Child
7668,NCT04178538,Child
2036,NCT03342196,Child
8621,NCT04563520,Child
4607,NCT03804242,Child
7722,NCT04115813,Child
2717,NCT03127358,Child
8795,NCT00183339,Child
6213,NCT02462733,Child
8018,NCT04075877,Child
7709,NCT02764528,Child
9142,NCT04469530,Child
8543,NCT03674944,Child
4537,NCT03890497,Child
7751,NCT03529695,Child
6185,NCT00116090,Child
6858,NCT03663452,Child
4571,NCT00141895,Child
7118,NCT02295618,Adult
6767,NCT04255498,Adult
6707,NCT01959022,Adult
9555,NCT04090528,Adult
9937,NCT03804021,Adult
8539,NCT03745040,Adult
6932,NCT03767699,Adult
8486,NCT03055598,Adult
7129,NCT03143179,Adult
9548,NCT04092387,Adult
9767,NCT03928288,Adult
6887,NCT02228265,Adult
8631,NCT00151047,Adult
7124,NCT04534972,Adult
8595,NCT02079766,Adult
9550,NCT04091061,Adult
9556,NCT04090359,Adult
9819,NCT03882762,Adult
9549,NCT04092101,Adult
6765,NCT04387227,Adult
6937,NCT03488875,Adult
8684,NCT03315507,Adult
6929,NCT02075801,Adult
9772,NCT03924557,Adult
9957,NCT03794011,Adult
9561,NCT04088123,Adult
9562,NCT04087213,Adult
8652,NCT04305457,Adult
6930,NCT03073798,Adult
8659,NCT03592264,Adult
7119,NCT02293226,Adult
6770,NCT03564795,Adult
8570,NCT02133846,Adult
7130,NCT02719860,Adult
6766,NCT04329065,Adult
6886,NCT03038594,Adult
8485,NCT03933345,Adult
9557,NCT04089371,Adult
6769,NCT03678766,Adult
8529,NCT02080975,Adult
9935,NCT03804827,Adult
7123,NCT04575402,Adult
9766,NCT03929211,Adult
6697,NCT03305055,Adult
9552,NCT04090970,Adult
6666,NCT01861951,Adult
9554,NCT04090684,Adult
9820,NCT03882359,Adult
9558,NCT04088799,Adult
6934,NCT01574495,Adult
6931,NCT03890666,Adult
7127,NCT04287478,Adult
7121,NCT02368808,Adult
7122,NCT04586049,Adult
8571,NCT03001024,Adult
9769,NCT03927105,Adult
7126,NCT04387812,Adult
9765,NCT03929237,Adult
8685,NCT00002940,Adult
9764,NCT03931746,Adult
9559,NCT04088357,Adult
9936,NCT03804593,Adult
9771,NCT03926741,Adult
8484,NCT01790438,Adult
9560,NCT04088175,Adult
9553,NCT04090775,Adult
9976,NCT03779269,Adult
6888,NCT00253643,Adult
8624,NCT04207060,Adult
9768,NCT03928041,Adult
7120,NCT02291640,Adult
6936,NCT03826303,Adult
8572,NCT02189876,Adult
6768,NCT03996876,Adult
9551,NCT04091022,Adult
9934,NCT03805438,Adult
9770,NCT03927053,Adult
7128,NCT03692273,Adult
9821,NCT03881891,Adult
6935,NCT04522973,Adult
9818,NCT03883581,Adult
6686,NCT00000700,Adult
9822,NCT03881735,Adult
9575,NCT04079179,Adult
9579,NCT04074343,Adult
8542,NCT00981253,Adult
8566,NCT02187055,Adult
6669,NCT00341887,Adult
6779,NCT02295410,Adult
9580,NCT04073914,Adult
7102,NCT02447848,Adult
8527,NCT00723203,Adult
6882,NCT01019798,Adult
9928,NCT03811405,Adult
9581,NCT04073212,Adult
6780,NCT02204098,Adult
7101,NCT02544061,Adult
9959,NCT03792698,Adult
9755,NCT03937531,Adult
6944,NCT03521856,Adult
9992,NCT03769961,Adult
7103,NCT01062022,Adult
8682,NCT02352103,Adult
6942,NCT01491763,Adult
6943,NCT04251091,Adult
7105,NCT00202046,Adult
9757,NCT03936985,Adult
9576,NCT04077190,Adult
6726,NCT00387075,Adult
9577,NCT04076813,Adult
9756,NCT03937453,Adult
9929,NCT03810703,Adult
6778,NCT02334384,Adult
8586,NCT00000798,Adult
7104,NCT01007006,Adult
8491,NCT03778177,Adult
9578,NCT04075682,Adult
9754,NCT03938077,Adult
8634,NCT02019667,Adult
8597,NCT00200096,Adult
9587,NCT04068857,Adult
6782,NCT01614444,Adult
6695,NCT03433300,Adult
7096,NCT01079247,Adult
9828,NCT03878758,Adult
6881,NCT04360044,Adult
9586,NCT04068883,Adult
9588,NCT04068649,Adult
9753,NCT03938103,Adult
9926,NCT03812146,Adult
7095,NCT03077126,Adult
6947,NCT03262766,Adult
9752,NCT03938974,Adult
6783,NCT01611935,Adult
9751,NCT03940508,Adult
9827,NCT03880656,Adult
6725,NCT00402896,Adult
6945,NCT03433599,Adult
6781,NCT02115646,Adult
9969,NCT03785288,Adult
7100,NCT02069613,Adult
9583,NCT04072458,Adult
8565,NCT01307137,Adult
7099,NCT01937338,Adult
8605,NCT00046813,Adult
8492,NCT01245673,Adult
7097,NCT00156663,Adult
7098,NCT03127293,Adult
9584,NCT04072445,Adult
6670,NCT00430313,Adult
8681,NCT00963807,Adult
9585,NCT04071951,Adult
9927,NCT03811444,Adult
6777,NCT02377089,Adult
8606,NCT00407615,Adult
9563,NCT04087096,Adult
7106,NCT02439762,Adult
9932,NCT03807739,Adult
7113,NCT04603651,Adult
9823,NCT03881449,Adult
8541,NCT03199196,Adult
8568,NCT04502524,Adult
9567,NCT04084093,Adult
8488,NCT00063804,Adult
6773,NCT03409133,Adult
7112,NCT00113737,Adult
9568,NCT04083859,Adult
6884,NCT03039465,Adult
9824,NCT03881267,Adult
6939,NCT02080923,Adult
6940,NCT01747824,Adult
7131,NCT02330081,Adult
9566,NCT04084210,Adult
8632,NCT02088749,Adult
6772,NCT03440554,Adult
9933,NCT03807635,Adult
6885,NCT02985255,Adult
9763,NCT03931772,Adult
6771,NCT03564782,Adult
7117,NCT02305524,Adult
9564,NCT04086875,Adult
7116,NCT02430506,Adult
8528,NCT01978080,Adult
7114,NCT02905981,Adult
8569,NCT02247765,Adult
8651,NCT03229057,Adult
6938,NCT03339648,Adult
9565,NCT04084561,Adult
8487,NCT00590148,Adult
9762,NCT03933488,Adult
6727,NCT00315250,Adult
9760,NCT03933631,Adult
9970,NCT03782506,Adult
9826,NCT03881098,Adult
7109,NCT00349622,Adult
9572,NCT04080570,Adult
6775,NCT03040687,Adult
9993,NCT03769727,Adult
7108,NCT03834714,Adult
6668,NCT01768546,Adult
9573,NCT04080531,Adult
9758,NCT03936465,Adult
8490,NCT00846872,Adult
7107,NCT00134784,Adult
9930,NCT03810508,Adult
9574,NCT04080414,Adult
6776,NCT02718469,Adult
8633,NCT01672684,Adult
8683,NCT02086604,Adult
6883,NCT03137953,Adult
9569,NCT04082481,Adult
6941,NCT01707030,Adult
9958,NCT03793829,Adult
6667,NCT02792699,Adult
8613,NCT01312181,Adult
9825,NCT03881241,Adult
9931,NCT03810417,Adult
6774,NCT03342482,Adult
7111,NCT00336622,Adult
9571,NCT04081272,Adult
9570,NCT04082117,Adult
8585,NCT02700698,Adult
6696,NCT03339258,Adult
9759,NCT03933904,Adult
8567,NCT02906241,Adult
8489,NCT02219906,Adult
8658,NCT00948467,Adult
9539,NCT04103060,Adult
8630,NCT01979055,Adult
8626,NCT01841333,Adult
9488,NCT04145895,Adult
7163,NCT00643188,Adult
6742,NCT03415412,Adult
9788,NCT03912363,Adult
6913,NCT03248583,Adult
7162,NCT04568330,Adult
9509,NCT04125290,Adult
6700,NCT02796716,Adult
9951,NCT03796286,Adult
9806,NCT03898570,Adult
9787,NCT03913169,Adult
6743,NCT03221777,Adult
9510,NCT04124939,Adult
6732,NCT02046109,Adult
9949,NCT03797612,Adult
6659,NCT03887247,Adult
9789,NCT03912064,Adult
8579,NCT01428258,Adult
9950,NCT03796559,Adult
9508,NCT04125420,Adult
9505,NCT04128618,Adult
9791,NCT03908996,Adult
9804,NCT03899805,Adult
9805,NCT03899181,Adult
9506,NCT04126096,Adult
7165,NCT01807728,Adult
8690,NCT00410904,Adult
9790,NCT03910114,Adult
7164,NCT03499951,Adult
6911,NCT00909857,Adult
6897,NCT00999453,Adult
6912,NCT03952949,Adult
9507,NCT04126070,Adult
8471,NCT01258244,Adult
6741,NCT04421235,Adult
9511,NCT04124419,Adult
6914,NCT04606342,Adult
8536,NCT02290938,Adult
6745,NCT01233609,Adult
9514,NCT04121858,Adult
7157,NCT02289638,Adult
6660,NCT02403232,Adult
6916,NCT02301702,Adult
9808,NCT03897543,Adult
9997,NCT03767738,Adult
8532,NCT01439750,Adult
9515,NCT04121364,Adult
6895,NCT01257581,Adult
8578,NCT02765906,Adult
7156,NCT02289651,Adult
6699,NCT02816346,Adult
6917,NCT00342199,Adult
6746,NCT01449825,Adult
6704,NCT02226367,Adult
8474,NCT01804452,Adult
9785,NCT03913494,Adult
6896,NCT03736395,Adult
8537,NCT02328690,Adult
7160,NCT02638051,Adult
8473,NCT00642590,Adult
6744,NCT02991690,Adult
8619,NCT01703507,Adult
9786,NCT03913260,Adult
9512,NCT04123574,Adult
9948,NCT03797898,Adult
9998,NCT03767595,Adult
8583,NCT04454424,Adult
7158,NCT02277405,Adult
9807,NCT03898115,Adult
6915,NCT03820947,Adult
8656,NCT00422097,Adult
