,NCTId,StdAge
3219,NCT01673750,Child
7485,NCT03397420,Child
8941,NCT01511107,Child
7486,NCT03366454,Child
3782,NCT03969329,Child
7487,NCT02903602,Child
4980,NCT02093091,Child
7488,NCT02894294,Child
3220,NCT02121132,Child
7489,NCT02725255,Child
4978,NCT02590198,Child
7490,NCT01235247,Child
8358,NCT00007527,Child
2447,NCT02231957,Child
7479,NCT02169882,Child
3212,NCT01351064,Child
7463,NCT02320903,Child
1348,NCT00001723,Child
2927,NCT03600103,Child
3206,NCT00317564,Child
7468,NCT03964792,Child
5943,NCT01673828,Child
7466,NCT00657787,Child
3204,NCT03911284,Child
6600,NCT02383472,Child
3211,NCT03615950,Child
9305,NCT04309825,Child
5938,NCT02319967,Child
5030,NCT04313296,Child
7464,NCT01976780,Child
5031,NCT04540003,Child
2456,NCT00341692,Child
1354,NCT00494260,Child
5945,NCT03685058,Child
7470,NCT00902798,Child
9672,NCT04002882,Child
7472,NCT03412136,Child
8066,NCT02197390,Child
1358,NCT01857973,Child
9300,NCT04315883,Child
5010,NCT03000998,Child
5009,NCT00491660,Child
2451,NCT04352764,Child
7475,NCT01304407,Child
9674,NCT04002362,Child
8141,NCT04212351,Child
3210,NCT01428713,Child
8362,NCT01783327,Child
5953,NCT01537081,Child
7534,NCT00675974,Child
2911,NCT03438227,Child
4887,NCT01053299,Child
4712,NCT03259178,Child
3317,NCT04098900,Child
3828,NCT00002120,Child
4708,NCT01810731,Child
1531,NCT03261882,Child
9767,NCT03928288,Child
6933,NCT01955382,Child
3827,NCT01629095,Child
6931,NCT03890666,Child
4713,NCT04542005,Child
9765,NCT03929237,Child
1528,NCT00264758,Child
1527,NCT01908205,Child
2389,NCT01396044,Child
8311,NCT04097353,Child
7621,NCT02114229,Child
8037,NCT02077907,Child
8312,NCT00004375,Child
8890,NCT03422367,Child
4687,NCT00746083,Child
2383,NCT01376778,Child
7628,NCT03527641,Child
8305,NCT03367845,Child
8956,NCT03611660,Child
7627,NCT04242160,Child
3829,NCT04450966,Child
4703,NCT02038101,Child
9773,NCT03922724,Child
7625,NCT02171312,Child
3625,NCT00016510,Child
8307,NCT04208685,Child
2386,NCT01968642,Child
4702,NCT02045290,Child
8040,NCT02994654,Child
9221,NCT04380311,Child
3832,NCT01200680,Child
8316,NCT02037750,Child
2720,NCT01916538,Child
9227,NCT04378075,Child
8953,NCT04606966,Child
46,NCT00875641,Child
4745,NCT04516252,Child
8043,NCT01337232,Child
4750,NCT03245879,Child
3305,NCT04398628,Child
9754,NCT03938077,Child
8660,NCT00828100,Child
6946,NCT03298724,Child
3629,NCT00396318,Child
9231,NCT04374305,Child
2398,NCT04469036,Child
6942,NCT01491763,Child
9758,NCT03936465,Child
7611,NCT04599296,Child
6574,NCT00777296,Child
48,NCT04587245,Child
6100,NCT01502319,Child
7609,NCT03894241,Child
9222,NCT04379843,Child
9761,NCT03933540,Child
2764,NCT00005525,Child
3308,NCT00001908,Child
7603,NCT01287104,Child
6939,NCT02080923,Child
6094,NCT01584037,Child
9224,NCT04378790,Child
8528,NCT01978080,Child
2063,NCT02323399,Child
1513,NCT04406441,Child
7630,NCT03432715,Child
6698,NCT03202303,Child
8758,NCT03564522,Child
6146,NCT00807820,Child
9793,NCT03907449,Child
6910,NCT01229748,Child
3840,NCT02750930,Child
4639,NCT01353352,Child
2766,NCT00769262,Child
6911,NCT00909857,Child
2372,NCT01855620,Child
3346,NCT04608188,Child
9790,NCT03910114,Child
8030,NCT02593474,Child
8533,NCT02605200,Child
7649,NCT01390220,Child
9788,NCT03912363,Child
2765,NCT04135443,Child
3621,NCT03814798,Child
7655,NCT02816294,Child
3838,NCT00637689,Child
8290,NCT00608036,Child
4620,NCT01891773,Child
7661,NCT04230967,Child
53,NCT03197688,Child
1589,NCT02877147,Child
3351,NCT00394329,Child
2882,NCT00375089,Child
4625,NCT02476630,Child
3347,NCT00345475,Child
8534,NCT01908517,Child
3842,NCT02207517,Child
8291,NCT00760279,Child
2883,NCT02817009,Child
6906,NCT01004094,Child
6153,NCT00716469,Child
4651,NCT03486093,Child
4652,NCT04198974,Child
1546,NCT01108848,Child
7636,NCT01207687,Child
7639,NCT02910557,Child
3835,NCT03422510,Child
9782,NCT03915015,Child
6921,NCT02312349,Child
7637,NCT00073853,Child
1551,NCT03249675,Child
1549,NCT02617940,Child
9207,NCT04392232,Child
50,NCT03274726,Child
4680,NCT00314899,Child
2642,NCT03359421,Child
3624,NCT00064870,Child
2890,NCT00006181,Child
4683,NCT02561390,Child
4668,NCT00140114,Child
8300,NCT00917007,Child
6140,NCT00870545,Child
3622,NCT04141605,Child
9787,NCT03913169,Child
1565,NCT04253743,Child
1564,NCT04283344,Child
4656,NCT00795561,Child
1563,NCT04316819,Child
8031,NCT02255474,Child
8032,NCT04080128,Child
7640,NCT00468832,Child
1559,NCT03931395,Child
6917,NCT00342199,Child
8033,NCT03625570,Child
4664,NCT04512157,Child
6133,NCT01000077,Child
9783,NCT03914573,Child
4755,NCT04171336,Child
8318,NCT04362189,Child
2399,NCT02840097,Child
3802,NCT00005175,Child
6973,NCT00692575,Child
1446,NCT02829086,Child
8764,NCT03261661,Child
4841,NCT04297228,Child
2627,NCT04109443,Child
6974,NCT00621751,Child
4846,NCT00603174,Child
4834,NCT01881828,Child
4847,NCT01859039,Child
8334,NCT04060030,Child
9721,NCT03967093,Child
6690,NCT04205656,Child
6027,NCT03197922,Child
1439,NCT02045706,Child
2419,NCT00102817,Child
6583,NCT03905642,Child
40,NCT02959827,Child
2074,NCT01585571,Child
4821,NCT00223990,Child
6042,NCT02871349,Child
2183,NCT02638168,Child
8051,NCT02251743,Child
2629,NCT00167440,Child
1453,NCT04218747,Child
4830,NCT02511041,Child
7558,NCT03207750,Child
6036,NCT03023644,Child
1450,NCT01952028,Child
4832,NCT02859831,Child
7559,NCT01605903,Child
9726,NCT03962894,Child
4833,NCT00536445,Child
9718,NCT03971799,Child
3801,NCT01476423,Child
9751,NCT03940508,Child
4879,NCT02111512,Child
1429,NCT00584194,Child
3636,NCT00633373,Child
1428,NCT00584454,Child
7538,NCT03950986,Child
8056,NCT03710109,Child
8342,NCT00713050,Child
9711,NCT03978598,Child
4874,NCT04464187,Child
6009,NCT03668873,Child
1426,NCT00584844,Child
3251,NCT03213184,Child
7536,NCT00368095,Child
9268,NCT04341311,Child
2722,NCT00340249,Child
7539,NCT04031326,Child
8760,NCT01513343,Child
8054,NCT01147614,Child
4863,NCT04095910,Child
4857,NCT01914185,Child
7547,NCT04602416,Child
6023,NCT03276195,Child
4860,NCT00317473,Child
4861,NCT03083431,Child
8895,NCT04233918,Child
4864,NCT01109810,Child
4869,NCT03214757,Child
2100,NCT01009905,Child
4867,NCT03975400,Child
7544,NCT01626599,Child
6019,NCT03402035,Child
4868,NCT03800394,Child
9714,NCT03976076,Child
6968,NCT01056146,Child
6967,NCT01115998,Child
8949,NCT02459327,Child
2405,NCT01858519,Child
7584,NCT04046965,Child
3814,NCT03407625,Child
8320,NCT01657422,Child
8321,NCT01637129,Child
9238,NCT04367246,Child
6954,NCT01894464,Child
9743,NCT03945474,Child
3293,NCT00341835,Child
8772,NCT02041923,Child
7581,NCT03705377,Child
9239,NCT04365543,Child
6955,NCT01815554,Child
3813,NCT00125138,Child
9241,NCT04364282,Child
4775,NCT02650154,Child
4774,NCT00832273,Child
7567,NCT03870204,Child
6950,NCT02150668,Child
4759,NCT01428154,Child
3297,NCT00001659,Child
6948,NCT02340026,Child
6577,NCT03828019,Child
4764,NCT01843751,Child
1495,NCT00881478,Child
6952,NCT02104622,Child
8147,NCT03325946,Child
1492,NCT03155841,Child
4769,NCT03971305,Child
4770,NCT00915681,Child
3815,NCT00001163,Child
1490,NCT01884090,Child
3294,NCT01416467,Child
7579,NCT03842111,Child
6063,NCT02168114,Child
1477,NCT02195505,Child
9734,NCT03954977,Child
7573,NCT01824589,Child
8326,NCT03206775,Child
2410,NCT00267631,Child
7572,NCT01988909,Child
9735,NCT03954392,Child
1465,NCT00694174,Child
4809,NCT02268331,Child
4790,NCT03971318,Child
6052,NCT02506192,Child
4810,NCT04499495,Child
7569,NCT04322357,Child
9249,NCT04354467,Child
4815,NCT01068522,Child
2907,NCT00123786,Child
3282,NCT01253811,Child
8662,NCT01208142,Child
6960,NCT01593189,Child
3283,NCT01751620,Child
9737,NCT03951883,Child
2071,NCT00204048,Child
3631,NCT02587520,Child
3811,NCT01823341,Child
1473,NCT02140762,Child
1474,NCT03399461,Child
7577,NCT00431847,Child
8598,NCT03051997,Child
44,NCT01290393,Child
9740,NCT03948139,Child
1476,NCT02285777,Child
7578,NCT01959321,Child
6956,NCT01806987,Child
5107,NCT00901173,Child
9637,NCT04033081,Child
5108,NCT02744846,Child
9421,NCT04219397,Child
1091,NCT02817841,Child
3666,NCT00078208,Child
9542,NCT04096937,Child
1090,NCT00005483,Child
8607,NCT00228046,Child
5461,NCT03050658,Child
5462,NCT03429985,Child
7261,NCT01761396,Child
5463,NCT04561050,Child
8481,NCT02710318,Child
5720,NCT04428632,Child
7260,NCT01779427,Child
5465,NCT00032513,Child
5719,NCT03541187,Child
5467,NCT00244361,Child
3058,NCT03644914,Child
8440,NCT04247555,Child
5726,NCT00599209,Child
5731,NCT02789215,Child
5434,NCT04217902,Child
3065,NCT03467789,Child
5436,NCT00106041,Child
9422,NCT04219280,Child
3064,NCT02412865,Child
1102,NCT01783652,Child
3063,NCT02456649,Child
10,NCT00026728,Child
3707,NCT02673229,Child
5729,NCT01195220,Child
9995,NCT03768310,Child
1096,NCT01982474,Child
7268,NCT02993458,Child
2586,NCT03301753,Child
3056,NCT02351518,Child
5469,NCT01879033,Child
5716,NCT02352116,Child
7146,NCT03830840,Child
2142,NCT00258479,Child
2546,NCT01238445,Child
1070,NCT02813356,Child
9530,NCT04109222,Child
8108,NCT03694418,Child
5502,NCT03538639,Child
9528,NCT04110236,Child
9532,NCT04107610,Child
3042,NCT00208026,Child
5505,NCT03716440,Child
3698,NCT01696721,Child
1066,NCT03975790,Child
9442,NCT04203381,Child
5507,NCT02335905,Child
3700,NCT00729937,Child
2544,NCT01513473,Child
8480,NCT01797497,Child
8443,NCT00775788,Child
5714,NCT00001781,Child
1082,NCT01335412,Child
3703,NCT00395876,Child
6642,NCT03885700,Child
5478,NCT02114190,Child
3669,NCT01951417,Child
5482,NCT00841269,Child
3048,NCT00986648,Child
5483,NCT01028144,Child
5486,NCT03533556,Child
3050,NCT01950650,Child
7142,NCT01046825,Child
2543,NCT01268670,Child
5493,NCT00466206,Child
5734,NCT02739464,Child
2534,NCT01142908,Child
7147,NCT01038557,Child
6636,NCT01286142,Child
5388,NCT01617083,Child
5389,NCT02876588,Child
2129,NCT01263600,Child
2526,NCT04397900,Child
9412,NCT04226092,Child
3663,NCT03676023,Child
5394,NCT02086864,Child
1123,NCT03964649,Child
5752,NCT03881020,Child
2527,NCT00340171,Child
5751,NCT03860077,Child
7292,NCT01529034,Child
5399,NCT00178802,Child
6633,NCT01630980,Child
12,NCT02663219,Child
8487,NCT00590148,Child
5757,NCT00254176,Child
2525,NCT04029220,Child
3716,NCT00307580,Child
7304,NCT00387855,Child
8713,NCT04221997,Child
5372,NCT04431063,Child
7113,NCT04603651,Child
2971,NCT02968199,Child
5374,NCT03971448,Child
7302,NCT02194582,Child
2591,NCT02453230,Child
8427,NCT01280591,Child
5378,NCT03297645,Child
3085,NCT01401816,Child
1131,NCT01623544,Child
3084,NCT04533607,Child
7115,NCT00111163,Child
1120,NCT04460911,Child
7291,NCT02825654,Child
2743,NCT00097552,Child
8710,NCT00004263,Child
1112,NCT02375503,Child
5419,NCT01647399,Child
2133,NCT03441503,Child
3069,NCT00000693,Child
5421,NCT03590509,Child
1111,NCT02917057,Child
7125,NCT04481048,Child
7286,NCT01670227,Child
1110,NCT00005319,Child
3068,NCT03679676,Child
3664,NCT01261325,Child
8685,NCT00002940,Child
6635,NCT02963987,Child
1108,NCT03109002,Child
1113,NCT02274389,Child
2531,NCT01222585,Child
5749,NCT02427061,Child
1116,NCT01152918,Child
1119,NCT00004986,Child
5403,NCT03125291,Child
7121,NCT02368808,Child
5405,NCT02839915,Child
7290,NCT03079999,Child
8101,NCT03887793,Child
9558,NCT04088799,Child
2132,NCT04583007,Child
2975,NCT03394040,Child
5411,NCT04313049,Child
3071,NCT03982511,Child
9994,NCT03769116,Child
8434,NCT03885232,Child
5414,NCT02157597,Child
5508,NCT00340795,Child
1065,NCT01589978,Child
1138,NCT02627001,Child
7208,NCT01985269,Child
7202,NCT02929121,Child
5588,NCT00001536,Child
7166,NCT03865680,Child
9504,NCT04128995,Child
7201,NCT02929134,Child
3016,NCT00109668,Child
9470,NCT04170738,Child
1015,NCT00689260,Child
7199,NCT03074799,Child
5655,NCT02489396,Child
8695,NCT03705325,Child
9472,NCT04166591,Child
7198,NCT03254628,Child
2998,NCT01807572,Child
3014,NCT00991185,Child
9469,NCT04171544,Child
9468,NCT04171817,Child
8470,NCT00731588,Child
3020,NCT02084836,Child
8472,NCT03533829,Child
5664,NCT01744782,Child
7207,NCT02121821,Child
5663,NCT01873131,Child
8697,NCT00515255,Child
3,NCT01599390,Child
5577,NCT03294551,Child
2564,NCT03451071,Child
5579,NCT02771847,Child
5580,NCT03194906,Child
7205,NCT02577380,Child
7204,NCT02908399,Child
5584,NCT02070328,Child
7203,NCT02927496,Child
7196,NCT03745495,Child
7195,NCT03824756,Child
6653,NCT03378167,Child
3006,NCT00324909,Child
7187,NCT04286243,Child
5644,NCT01500525,Child
7186,NCT04370977,Child
5618,NCT03759236,Child
8116,NCT02424526,Child
3676,NCT03790137,Child
8117,NCT03730259,Child
3009,NCT03318237,Child
5626,NCT03107546,Child
3003,NCT01419652,Child
6655,NCT01876771,Child
7180,NCT02386878,Child
9486,NCT04148352,Child
9488,NCT04145895,Child
5615,NCT02494167,Child
7172,NCT03433183,Child
5603,NCT03542812,Child
5608,NCT02475707,Child
8121,NCT04007913,Child
9500,NCT04132869,Child
5606,NCT01769430,Child
5650,NCT04251208,Child
7192,NCT03973593,Child
1007,NCT03463577,Child
7191,NCT04135625,Child
1004,NCT02472067,Child
5649,NCT03114410,Child
3011,NCT02634216,Child
5610,NCT00682773,Child
9499,NCT04134559,Child
3010,NCT04491539,Child
2576,NCT00299949,Child
9509,NCT04125290,Child
5570,NCT01458132,Child
9443,NCT04203225,Child
3023,NCT00962806,Child
5686,NCT00788346,Child
9520,NCT04118036,Child
3694,NCT04285489,Child
5531,NCT02362425,Child
9450,NCT04195399,Child
2145,NCT01681992,Child
9519,NCT04118153,Child
7226,NCT00140361,Child
1048,NCT03369730,Child
8475,NCT01719679,Child
5537,NCT03860818,Child
5681,NCT03409367,Child
7225,NCT00198835,Child
3032,NCT00005722,Child
6,NCT01153880,Child
2553,NCT01404858,Child
5687,NCT00722800,Child
8110,NCT01858311,Child
5518,NCT01110005,Child
5511,NCT01040949,Child
7,NCT02019732,Child
5513,NCT03294473,Child
7148,NCT03857360,Child
3696,NCT00335790,Child
5517,NCT02057289,Child
2581,NCT03925038,Child
5525,NCT01443728,Child
5519,NCT01553461,Child
3039,NCT04355793,Child
5521,NCT03175536,Child
7233,NCT01524133,Child
5522,NCT01243437,Child
5523,NCT03478852,Child
1044,NCT00341510,Child
2147,NCT00384241,Child
7222,NCT00222547,Child
2159,NCT01140724,Child
7159,NCT03668678,Child
7213,NCT01129089,Child
9457,NCT04186793,Child
9458,NCT04183504,Child
1035,NCT00936845,Child
5564,NCT01991249,Child
7210,NCT01873196,Child
3689,NCT03812263,Child
5670,NCT02262832,Child
8457,NCT02621944,Child
2995,NCT02133599,Child
1032,NCT01031160,Child
5569,NCT02938130,Child
7161,NCT03075475,Child
5560,NCT01157117,Child
5558,NCT03020719,Child
5543,NCT02789176,Child
5549,NCT02236273,Child
5544,NCT03246100,Child
2556,NCT00262249,Child
5546,NCT04492592,Child
2579,NCT00108797,Child
7221,NCT00244777,Child
5548,NCT00579943,Child
5551,NCT01957501,Child
8456,NCT01280500,Child
5675,NCT00958061,Child
7218,NCT00351702,Child
1039,NCT03306602,Child
7217,NCT00355043,Child
7216,NCT00396500,Child
7215,NCT00407394,Child
2523,NCT00499746,Child
7112,NCT00113737,Child
5109,NCT02839785,Child
2108,NCT01403428,Child
2489,NCT01514279,Child
8731,NCT02982070,Child
8931,NCT03895021,Child
9353,NCT04269707,Child
9354,NCT04269161,Child
2949,NCT02151877,Child
5853,NCT00341107,Child
2172,NCT04337138,Child
3745,NCT03588741,Child
5200,NCT01007630,Child
5851,NCT00221247,Child
7070,NCT00196781,Child
7386,NCT02553148,Child
3148,NCT00943501,Child
9617,NCT04047277,Child
5855,NCT03293524,Child
5193,NCT03674216,Child
7068,NCT00473096,Child
2485,NCT00222963,Child
5178,NCT03450135,Child
5179,NCT03731000,Child
7398,NCT01725152,Child
1259,NCT00002434,Child
2947,NCT00339430,Child
5182,NCT02947009,Child
8391,NCT02860442,Child
5856,NCT01818791,Child
8732,NCT00896701,Child
5860,NCT00005493,Child
9350,NCT04270682,Child
2109,NCT04256265,Child
8499,NCT00993590,Child
5857,NCT00133445,Child
5847,NCT01793090,Child
1237,NCT01241123,Child
1236,NCT01241149,Child
5836,NCT02081391,Child
8497,NCT02700542,Child
3140,NCT00061165,Child
7373,NCT01170546,Child
5837,NCT01601847,Child
9609,NCT04049669,Child
8133,NCT01447602,Child
2498,NCT01107301,Child
2496,NCT04521595,Child
5234,NCT02697565,Child
9608,NCT04049682,Child
2499,NCT04063670,Child
5236,NCT04041687,Child
2601,NCT01561924,Child
7078,NCT03833219,Child
5840,NCT02830945,Child
1229,NCT01287351,Child
7382,NCT00970944,Child
5218,NCT02138838,Child
8083,NCT00395499,Child
7381,NCT00751946,Child
5213,NCT03126253,Child
2952,NCT02580032,Child
2953,NCT00074685,Child
5842,NCT01627314,Child
7074,NCT03866837,Child
7376,NCT00756600,Child
3142,NCT04131504,Child
3141,NCT00585013,Child
5222,NCT04184843,Child
9363,NCT04260048,Child
5223,NCT01199666,Child
7377,NCT02975596,Child
5863,NCT00370214,Child
1260,NCT00002317,Child
8496,NCT02508935,Child
1261,NCT00002103,Child
9639,NCT04027010,Child
8382,NCT03342872,Child
1592,NCT02873013,Child
2753,NCT02763917,Child
1285,NCT00139581,Child
8383,NCT01081080,Child
2173,NCT03147742,Child
5138,NCT04287361,Child
8676,NCT01515475,Child
1282,NCT02920398,Child
5141,NCT03978533,Child
5143,NCT01505244,Child
7413,NCT04060017,Child
5146,NCT04164537,Child
6677,NCT01911390,Child
6609,NCT04045938,Child
3648,NCT00053742,Child
5126,NCT01367977,Child
8739,NCT02496780,Child
3761,NCT02376751,Child
9644,NCT04024631,Child
7427,NCT02345434,Child
5895,NCT04446442,Child
2940,NCT02834624,Child
7426,NCT02467933,Child
8137,NCT00760812,Child
2474,NCT01599923,Child
1295,NCT00150059,Child
6607,NCT00290186,Child
5123,NCT01377805,Child
9641,NCT04026581,Child
8934,NCT03164967,Child
2754,NCT02205528,Child
5876,NCT02139397,Child
5149,NCT01202500,Child
5875,NCT03406104,Child
7063,NCT00810225,Child
28,NCT01262079,Child
27,NCT04205877,Child
5166,NCT03555370,Child
9344,NCT04278157,Child
5169,NCT01856205,Child
3162,NCT02190266,Child
9346,NCT04276194,Child
5164,NCT01781936,Child
5172,NCT02500589,Child
3749,NCT03869515,Child
1262,NCT00002102,Child
7400,NCT03395028,Child
3160,NCT00746109,Child
9625,NCT04039087,Child
2945,NCT03843437,Child
6676,NCT04265690,Child
5874,NCT04307420,Child
5872,NCT00221507,Child
5152,NCT03255564,Child
7410,NCT02595034,Child
1274,NCT02636348,Child
2944,NCT03007134,Child
2107,NCT00007735,Child
8079,NCT01167270,Child
5159,NCT03710356,Child
9342,NCT04279587,Child
7408,NCT03329404,Child
7060,NCT01121250,Child
1270,NCT01890850,Child
3751,NCT03418870,Child
1269,NCT04111263,Child
5163,NCT01109368,Child
1220,NCT00130364,Child
5240,NCT00948597,Child
2970,NCT01341275,Child
3113,NCT04608149,Child
5320,NCT00016653,Child
5321,NCT03718585,Child
9392,NCT04239040,Child
3659,NCT01660607,Child
5792,NCT02483650,Child
9582,NCT04072549,Child
1165,NCT03845400,Child
17,NCT03973905,Child
7328,NCT01309347,Child
2596,NCT01134653,Child
1163,NCT04582266,Child
9580,NCT04073914,Child
2125,NCT03433807,Child
7103,NCT01062022,Child
3103,NCT04087889,Child
5318,NCT00341250,Child
5312,NCT02723825,Child
3109,NCT04371536,Child
9388,NCT04240951,Child
1179,NCT01769456,Child
19,NCT02429284,Child
9386,NCT04241939,Child
3730,NCT00459316,Child
5801,NCT01073579,Child
6624,NCT03221530,Child
1174,NCT01241136,Child
5311,NCT03610555,Child
9586,NCT04068883,Child
5798,NCT01365975,Child
5797,NCT04073901,Child
9389,NCT04240756,Child
8925,NCT04068662,Child
3110,NCT00001909,Child
6669,NCT00341887,Child
1158,NCT00639418,Child
3102,NCT00031291,Child
13,NCT00121108,Child
5773,NCT02559219,Child
5772,NCT03828708,Child
3094,NCT03207880,Child
8715,NCT04154618,Child
1142,NCT00049439,Child
5771,NCT03882437,Child
5770,NCT02484248,Child
1146,NCT02592941,Child
1140,NCT02640677,Child
8098,NCT03582566,Child
5366,NCT03116243,Child
5769,NCT03266003,Child
8425,NCT01495858,Child
5367,NCT00341627,Child
7110,NCT04545606,Child
5356,NCT02609529,Child
5336,NCT02879006,Child
3723,NCT02057705,Child
7322,NCT01208870,Child
1156,NCT00154362,Child
8418,NCT00914108,Child
9397,NCT04235751,Child
1154,NCT04018001,Child
5342,NCT03769571,Child
3100,NCT02039960,Child
3096,NCT04097834,Child
7318,NCT04233944,Child
9575,NCT04079179,Child
2166,NCT00685555,Child
3099,NCT03992729,Child
5778,NCT01841983,Child
5777,NCT00273910,Child
1180,NCT00803387,Child
7340,NCT02668276,Child
5831,NCT00140634,Child
7094,NCT04023084,Child
7083,NCT00109551,Child
6620,NCT00342355,Child
8406,NCT04372823,Child
5262,NCT00361010,Child
7359,NCT02008877,Child
9376,NCT04251988,Child
9990,NCT03770832,Child
5265,NCT02556996,Child
5819,NCT00651794,Child
8407,NCT02708069,Child
9377,NCT04251026,Child
5268,NCT03780413,Child
5269,NCT04250779,Child
1201,NCT02312037,Child
2505,NCT01165411,Child
1207,NCT02458092,Child
8495,NCT01236586,Child
1208,NCT04074928,Child
5827,NCT04181034,Child
2749,NCT03990350,Child
5243,NCT03743337,Child
2955,NCT03633708,Child
5244,NCT01156701,Child
5828,NCT03411577,Child
6619,NCT01509573,Child
9371,NCT04254666,Child
2956,NCT00767039,Child
1212,NCT00373958,Child
3736,NCT02391948,Child
7081,NCT00367770,Child
7363,NCT03447860,Child
3130,NCT00001729,Child
2503,NCT02308735,Child
5271,NCT01609348,Child
1199,NCT00444457,Child
5272,NCT02343263,Child
1184,NCT03467737,Child
5808,NCT02249182,Child
9592,NCT04059523,Child
8089,NCT03489434,Child
5807,NCT04173806,Child
2961,NCT00005311,Child
1185,NCT00761631,Child
3115,NCT02630563,Child
5286,NCT03495388,Child
1183,NCT01375036,Child
7093,NCT01474057,Child
1182,NCT04496414,Child
5297,NCT04040010,Child
9589,NCT04066218,Child
5298,NCT04323774,Child
7347,NCT02877680,Child
2598,NCT03050840,Child
7355,NCT03386539,Child
8132,NCT03599193,Child
2600,NCT00608283,Child
8494,NCT01264718,Child
5815,NCT04378101,Child
9379,NCT04247828,Child
7354,NCT00788398,Child
1197,NCT04507204,Child
1194,NCT02273882,Child
9593,NCT04059107,Child
3121,NCT03882957,Child
2748,NCT00108758,Child
7089,NCT00109616,Child
7090,NCT01679938,Child
3119,NCT02299427,Child
2507,NCT03120585,Child
1591,NCT02287688,Child
4794,NCT01557400,Child
4276,NCT04398901,Child
6532,NCT03893825,Child
4246,NCT03251794,Child
6352,NCT02626611,Child
9089,NCT04513990,Child
4247,NCT00124514,Child
2675,NCT00451308,Child
3906,NCT03852316,Child
3467,NCT02775565,Child
6363,NCT03832049,Child
7834,NCT01702805,Child
4254,NCT01190254,Child
9899,NCT03832478,Child
2839,NCT00005781,Child
2014,NCT04177472,Child
6814,NCT03939507,Child
4245,NCT01300325,Child
73,NCT00601835,Child
7839,NCT00827112,Child
6810,NCT02851030,Child
4241,NCT01717287,Child
2287,NCT00064480,Child
6355,NCT04156919,Child
9086,NCT04516213,Child
3474,NCT00050856,Child
9906,NCT03825588,Child
4232,NCT01796106,Child
9084,NCT04517734,Child
1805,NCT00591448,Child
6529,NCT04458857,Child
8227,NCT02257099,Child
3909,NCT00384397,Child
9908,NCT03823742,Child
9094,NCT04508348,Child
3464,NCT00311506,Child
2674,NCT02080429,Child
6330,NCT03332563,Child
4296,NCT01641796,Child
6821,NCT02222532,Child
1767,NCT01900834,Child
9103,NCT04499937,Child
7817,NCT03376633,Child
1768,NCT01423383,Child
9888,NCT03840798,Child
3600,NCT04496466,Child
4286,NCT01076816,Child
6535,NCT00337688,Child
6819,NCT01005836,Child
8640,NCT00766051,Child
1772,NCT00137670,Child
4283,NCT00726661,Child
9101,NCT04502316,Child
2292,NCT00342862,Child
8000,NCT04498975,Child
4280,NCT00422448,Child
1774,NCT01329939,Child
8556,NCT00644566,Child
4278,NCT03175640,Child
3900,NCT03305016,Child
4273,NCT02889809,Child
6336,NCT04239066,Child
4271,NCT00680979,Child
9097,NCT04506294,Child
6338,NCT03939091,Child
8234,NCT00176462,Child
4267,NCT03572595,Child
6533,NCT03813238,Child
9909,NCT03823209,Child
4227,NCT04132557,Child
1846,NCT01088178,Child
3916,NCT00122187,Child
6387,NCT03516838,Child
6386,NCT03205865,Child
6385,NCT01100658,Child
9071,NCT04528446,Child
4190,NCT02564055,Child
1830,NCT01704768,Child
4193,NCT01967394,Child
6528,NCT04464707,Child
7864,NCT03328572,Child
7863,NCT02103296,Child
1827,NCT02997345,Child
4196,NCT00970853,Child
6525,NCT03848806,Child
2212,NCT00466778,Child
6791,NCT02205450,Child
2679,NCT01521117,Child
9069,NCT04531514,Child
8877,NCT02734667,Child
6391,NCT01355679,Child
3491,NCT00256789,Child
155,NCT01764269,Child
1840,NCT03825783,Child
7874,NCT01906515,Child
4177,NCT03352115,Child
4176,NCT02486783,Child
6789,NCT00476346,Child
1841,NCT01953016,Child
9923,NCT03813966,Child
3919,NCT03343795,Child
9065,NCT04538963,Child
2681,NCT03409003,Child
7862,NCT03828201,Child
8221,NCT02021578,Child
1824,NCT00797095,Child
1816,NCT04146545,Child
7848,NCT02131272,Child
6364,NCT00518323,Child
4225,NCT03474029,Child
2284,NCT03863119,Child
7849,NCT00616083,Child
6365,NCT01403649,Child
4221,NCT01190267,Child
6369,NCT00028145,Child
75,NCT02616198,Child
9911,NCT03822325,Child
4216,NCT02282748,Child
3480,NCT00506597,Child
1815,NCT00127699,Child
4214,NCT02316353,Child
2211,NCT02934191,Child
3485,NCT02880540,Child
3481,NCT02341950,Child
6799,NCT03063385,Child
1818,NCT01561352,Child
9914,NCT03819881,Child
7857,NCT02697422,Child
3483,NCT00359411,Child
4206,NCT00339638,Child
6376,NCT02133469,Child
3593,NCT00001162,Child
8222,NCT00220714,Child
9917,NCT03819088,Child
2279,NCT01760408,Child
7860,NCT04465708,Child
4202,NCT01228344,Child
4297,NCT00006286,Child
4298,NCT00098748,Child
2844,NCT02296840,Child
9865,NCT03855410,Child
6285,NCT00162981,Child
3887,NCT02957799,Child
4374,NCT02441998,Child
4375,NCT01244204,Child
6279,NCT00358332,Child
8249,NCT01810640,Child
3429,NCT01880034,Child
3454,NCT00137696,Child
4381,NCT01013636,Child
6277,NCT00384670,Child
6276,NCT00460525,Child
4384,NCT02222662,Child
6275,NCT00468858,Child
3885,NCT03146897,Child
1726,NCT01198587,Child
