,NCTId,InterventionAncestorId
3744,NCT00330369,D000065128
7081,NCT00367770,D000065128
3682,NCT00389675,D000065128
3920,NCT00389779,D000065128
7927,NCT00134056,D000065128
4686,NCT01241383,D000065128
4403,NCT00360087,D000065128
6242,NCT04573478,D000065128
4139,NCT00364026,D000065128
3733,NCT00353574,D000065128
4388,NCT00221416,D000065127
1018,NCT02098499,D000065127
4187,NCT01795547,D000065127
2814,NCT00531518,D000065127
6364,NCT00518323,D000065127
4102,NCT03892889,D000065127
9823,NCT03881449,D000065127
9551,NCT04091022,D000065108
5876,NCT02139397,D000065108
1215,NCT00143026,D000065105
6024,NCT03266965,D000065105
6962,NCT01429077,D000065105
5664,NCT01744782,D000065104
4760,NCT03251911,D000065101
7839,NCT00827112,D000065100
8271,NCT02333045,D000065100
3834,NCT02519777,D000065100
1656,NCT01363037,D000065100
4298,NCT00098748,D000065100
130,NCT00237263,D000065098
6243,NCT02630043,D000065098
1215,NCT00143026,D000065098
6590,NCT01158950,D000065098
8276,NCT02929485,D000065098
2599,NCT03028298,D000065096
7114,NCT02905981,D000065096
6188,NCT00962637,D000065096
3042,NCT00208026,D000065095
1295,NCT00150059,D000065095
7355,NCT03386539,D000065095
9903,NCT03828682,D000065095
7798,NCT00256750,D000065095
1285,NCT00139581,D000065095
2281,NCT01878786,D000065095
4106,NCT00117689,D000065095
1220,NCT00130364,D000065095
3369,NCT02213068,D000065095
8191,NCT01889758,D000065095
4169,NCT03180723,D000065095
3718,NCT00232076,D000065095
8390,NCT00496483,D000065095
3746,NCT02987257,D000065095
1326,NCT00232011,D000065095
7993,NCT00121186,D000065095
3636,NCT00633373,D000065095
7918,NCT01256294,D000065095
3670,NCT00232115,D000065095
1909,NCT01149759,D000065095
5205,NCT00120302,D000065095
3115,NCT02630563,D000065095
9221,NCT04380311,D000065095
1327,NCT00231998,D000065095
1322,NCT00121316,D000065095
6920,NCT04537689,D000065095
6577,NCT03828019,D000065095
8555,NCT03560232,D000065093
8941,NCT01511107,D000065093
7237,NCT01434173,D000065093
5848,NCT00778414,D000065093
5844,NCT00778544,D000065093
4410,NCT00806910,D000065092
7075,NCT02733614,D000065092
6466,NCT01850940,D000065092
4467,NCT01954290,D000065092
8852,NCT03723395,D000065088
3989,NCT01953588,D000065088
9025,NCT04569747,D000065088
2793,NCT00134680,D000065088
9325,NCT04294225,D000065088
1820,NCT02415621,D000065088
9018,NCT04577001,D000065088
2931,NCT00256217,D000065088
3799,NCT00332852,D000065088
1557,NCT00870480,D000065088
9612,NCT04049227,D000065088
4969,NCT00433173,D000065088
9047,NCT04553133,D000065088
4405,NCT00734539,D000065088
6424,NCT00021814,D000065088
4236,NCT00332709,D000065088
7893,NCT00002305,D000065088
6055,NCT02357836,D000065088
6856,NCT01353209,D000065088
1556,NCT00871247,D000065088
6417,NCT00999804,D000065088
4754,NCT01435954,D000065088
9895,NCT03833921,D000065088
8331,NCT01772290,D000065088
4024,NCT00356915,D000065088
7894,NCT00002074,D000065088
7895,NCT00002306,D000065088
2651,NCT02548117,D000065088
8914,NCT02341638,D000065088
9026,NCT04568616,D000065088
5845,NCT01480219,D000065088
6852,NCT00859781,D000065088
5296,NCT00298155,D000065088
7443,NCT00675714,D000065088
1039,NCT03306602,D000065088
5096,NCT00000788,D000065088
6540,NCT00382057,D000065088
7348,NCT02689713,D000065088
7931,NCT00053898,D000065088
5349,NCT00351416,D000065088
2449,NCT00274417,D000065088
6683,NCT02987543,D000065088
7934,NCT00382070,D000065088
3865,NCT01760980,D000065088
7985,NCT02760030,D000065088
3872,NCT01751451,D000065088
4159,NCT00703846,D000065088
1703,NCT00384579,D000065087
4385,NCT02351544,D000065087
2035,NCT03978234,D000065087
9159,NCT04451382,D000065087
1068,NCT04075578,D000065087
1704,NCT00384371,D000065087
3870,NCT01486264,D000065087
56,NCT01287247,D000065087
9510,NCT04124939,D000065087
7277,NCT03236012,D000065087
9310,NCT04305743,D000065087
6843,NCT00711087,D000065087
7011,NCT01464307,D000065087
1737,NCT01262339,D000065087
4662,NCT01427400,D000065087
5073,NCT04502589,D000065086
3486,NCT01215721,D000064804
4754,NCT01435954,D000064804
2445,NCT01862536,D000064804
6007,NCT03686813,D000064804
3035,NCT01925456,D000064804
2651,NCT02548117,D000064804
1556,NCT00871247,D000064804
8286,NCT03817931,D000064804
2577,NCT01390870,D000064804
2207,NCT00465959,D000064804
4699,NCT04478357,D000064804
8957,NCT01302938,D000064804
1226,NCT00713739,D000064804
2746,NCT01334554,D000064804
6424,NCT00021814,D000064804
2191,NCT00452582,D000064804
8408,NCT01324999,D000064804
2599,NCT03028298,D000064804
1557,NCT00870480,D000064804
9625,NCT04039087,D000064804
3462,NCT00581061,D000064804
1263,NCT00143221,D000064804
8908,NCT00323635,D000064804
1537,NCT02228850,D000064804
6811,NCT04386317,D000064804
1203,NCT00644631,D000064804
2542,NCT01611948,D000064729
2707,NCT02939287,D000064729
8120,NCT00404274,D000064729
6984,NCT00233090,D000064690
2142,NCT00258479,D000064690
7533,NCT00702637,D000064690
1216,NCT03893032,D000064690
6188,NCT00962637,D000064449
3540,NCT00268957,D000064449
3092,NCT00006332,D000064449
7114,NCT02905981,D000064449
6488,NCT04365270,D000064449
3054,NCT02068079,D000064449
3844,NCT00324571,D000064449
1936,NCT02057094,D000064449
3820,NCT00481143,D000064449
3620,NCT00440648,D000064449
2124,NCT02482675,D000064449
5290,NCT00237952,D000064449
2599,NCT03028298,D000064449
8652,NCT04305457,D000064426
3141,NCT00585013,D000064426
2949,NCT02151877,D000064426
2030,NCT03269721,D000064426
3702,NCT01980485,D000064426
7232,NCT03288233,D000064426
8524,NCT01041170,D000063387
6881,NCT04360044,D000063386
4653,NCT01786109,D000063386
5207,NCT01253408,D000063386
8095,NCT04294966,D000063386
2570,NCT01598896,D000063386
8029,NCT01964404,D000063386
5605,NCT02759185,D000063386
4961,NCT03106363,D000063386
4328,NCT03172741,D000063386
4653,NCT01786109,D000063385
8029,NCT01964404,D000063385
4328,NCT03172741,D000063385
8524,NCT01041170,D000063385
5207,NCT01253408,D000063385
4961,NCT03106363,D000063385
6881,NCT04360044,D000063385
5605,NCT02759185,D000063385
8095,NCT04294966,D000063385
2570,NCT01598896,D000063385
5679,NCT00722761,D000062865
4155,NCT02299726,D000062865
5687,NCT00722800,D000062865
2645,NCT01228214,D000062865
1751,NCT03576755,D000062865
9845,NCT03867682,D000062865
6794,NCT02855294,D000062865
1091,NCT02817841,D000062865
2857,NCT01231165,D000062865
7822,NCT00094302,D000062865
2819,NCT03418649,D000062865
2645,NCT01228214,D000062686
2857,NCT01231165,D000062686
2857,NCT01231165,D000062646
2645,NCT01228214,D000062646
5227,NCT01968694,D000061567
7940,NCT00058357,D000061567
1053,NCT02420041,D000061567
4012,NCT01390909,D000061567
9443,NCT04203225,D000061567
7179,NCT00162461,D000061567
1156,NCT00154362,D000061567
6282,NCT00298610,D000061567
5251,NCT01996384,D000061567
9818,NCT03883581,D000061567
1139,NCT00154323,D000061567
8919,NCT00595231,D000061567
6614,NCT02693444,D000061567
3896,NCT00523978,D000061567
5307,NCT04570293,D000061567
3934,NCT00609323,D000061567
6371,NCT02703948,D000061567
3435,NCT04377204,D000061567
1642,NCT01640171,D000061567
2082,NCT03844412,D000061567
2185,NCT02257346,D000061567
1969,NCT00929071,D000061567
2393,NCT02219321,D000061567
3330,NCT01027611,D000061567
8465,NCT00408200,D000061567
4566,NCT02379221,D000061567
6595,NCT01533155,D000061567
8702,NCT00938964,D000061567
2439,NCT02517996,D000061567
3043,NCT02240407,D000061567
9427,NCT04214249,D000059005
1829,NCT01516255,D000059005
1520,NCT00183742,D000059005
5677,NCT00681993,D000059005
4123,NCT04171466,D000059005
4694,NCT00816426,D000059005
8950,NCT03900949,D000059005
4124,NCT01523977,D000059005
6446,NCT00481689,D000059005
2352,NCT00856830,D000059005
4266,NCT02206425,D000059005
5101,NCT00574587,D000059005
9760,NCT03933631,D000059005
1413,NCT03591510,D000059005
9554,NCT04090684,D000059005
4134,NCT02961751,D000059005
3922,NCT00926796,D000059005
5137,NCT02698891,D000059005
7937,NCT00041119,D000059005
1373,NCT00414011,D000059005
4738,NCT03634852,D000059005
6152,NCT00720096,D000059005
5148,NCT00183989,D000059005
8733,NCT00831766,D000059005
5683,NCT00923936,D000059005
8212,NCT01297062,D000059005
5399,NCT00178802,D000059005
8548,NCT04231851,D000059005
5871,NCT03250338,D000059005
7583,NCT00235235,D000059005
4084,NCT00000641,D000059005
6605,NCT00795678,D000059005
8727,NCT00085124,D000059005
2309,NCT01753115,D000059005
2463,NCT03742258,D000059005
7621,NCT02114229,D000059005
9348,NCT04273282,D000059005
7610,NCT02032277,D000059005
8554,NCT00268242,D000059005
1959,NCT02748889,D000059005
9609,NCT04049669,D000059005
8721,NCT00004930,D000059005
5634,NCT00958022,D000059005
4564,NCT03021616,D000059005
7962,NCT00016406,D000059005
8015,NCT00004048,D000059005
6212,NCT02481310,D000059005
7237,NCT01434173,D000059005
7394,NCT01121406,D000059005
8386,NCT01537887,D000059005
8680,NCT01902225,D000059005
6903,NCT01039363,D000059005
7943,NCT00087178,D000059005
6158,NCT00636441,D000059005
7142,NCT01046825,D000059005
5522,NCT01243437,D000059005
4099,NCT02512926,D000059005
2715,NCT01986894,D000059005
8295,NCT02835729,D000059005
8234,NCT00176462,D000059005
5070,NCT00138411,D000059005
1572,NCT01618591,D000059005
6666,NCT01861951,D000059005
7862,NCT03828201,D000059005
1142,NCT00049439,D000059005
1283,NCT02223338,D000059005
9142,NCT04469530,D000059005
2370,NCT00271011,D000059004
7926,NCT00265850,D000059004
5224,NCT04047251,D000059004
1510,NCT00183846,D000059004
9940,NCT03803553,D000059004
2352,NCT00856830,D000059004
4849,NCT01016860,D000059004
9529,NCT04109924,D000059004
8724,NCT00039468,D000059004
5624,NCT01847495,D000059004
6210,NCT00004045,D000059004
1587,NCT00183872,D000059004
5614,NCT01591733,D000059004
3060,NCT00106054,D000059004
3267,NCT00911820,D000059004
1535,NCT00257816,D000059004
9584,NCT04072445,D000059004
1525,NCT00183859,D000059004
7953,NCT00079118,D000059004
7621,NCT02114229,D000059004
4898,NCT02684071,D000059004
1217,NCT00183807,D000059004
7394,NCT01121406,D000059004
5238,NCT04267978,D000059004
6152,NCT00720096,D000059004
9579,NCT04074343,D000059004
8176,NCT01814501,D000059004
5122,NCT01859858,D000059004
3929,NCT00418938,D000059004
8704,NCT02963090,D000059004
1449,NCT00642603,D000059004
2352,NCT00856830,D000059003
2309,NCT01753115,D000059003
2463,NCT03742258,D000059003
7610,NCT02032277,D000059003
7583,NCT00235235,D000059003
3060,NCT00106054,D000059003
9579,NCT04074343,D000059003
6212,NCT02481310,D000059003
8176,NCT01814501,D000059003
7621,NCT02114229,D000059003
2370,NCT00271011,D000059003
8386,NCT01537887,D000059003
5871,NCT03250338,D000059003
6152,NCT00720096,D000059003
6605,NCT00795678,D000059003
9584,NCT04072445,D000059003
1142,NCT00049439,D000059003
9554,NCT04090684,D000059003
9142,NCT04469530,D000059003
6446,NCT00481689,D000059003
2715,NCT01986894,D000059003
6158,NCT00636441,D000059003
1217,NCT00183807,D000059003
6210,NCT00004045,D000059003
7862,NCT03828201,D000059003
4124,NCT01523977,D000059003
1587,NCT00183872,D000059003
7953,NCT00079118,D000059003
9348,NCT04273282,D000059003
9940,NCT03803553,D000059003
4738,NCT03634852,D000059003
8234,NCT00176462,D000059003
8554,NCT00268242,D000059003
8724,NCT00039468,D000059003
9609,NCT04049669,D000059003
4694,NCT00816426,D000059003
5137,NCT02698891,D000059003
1959,NCT02748889,D000059003
4123,NCT04171466,D000059003
5614,NCT01591733,D000059003
1535,NCT00257816,D000059003
3922,NCT00926796,D000059003
5122,NCT01859858,D000059003
5624,NCT01847495,D000059003
7937,NCT00041119,D000059003
1572,NCT01618591,D000059003
5634,NCT00958022,D000059003
8212,NCT01297062,D000059003
5522,NCT01243437,D000059003
8733,NCT00831766,D000059003
5238,NCT04267978,D000059003
4849,NCT01016860,D000059003
5101,NCT00574587,D000059003
3929,NCT00418938,D000059003
8950,NCT03900949,D000059003
1373,NCT00414011,D000059003
9529,NCT04109924,D000059003
1829,NCT01516255,D000059003
5224,NCT04047251,D000059003
7394,NCT01121406,D000059003
8727,NCT00085124,D000059003
5399,NCT00178802,D000059003
8015,NCT00004048,D000059003
7943,NCT00087178,D000059003
5148,NCT00183989,D000059003
7142,NCT01046825,D000059003
5070,NCT00138411,D000059003
4266,NCT02206425,D000059003
1449,NCT00642603,D000059003
9427,NCT04214249,D000059003
1413,NCT03591510,D000059003
4134,NCT02961751,D000059003
7237,NCT01434173,D000059003
3267,NCT00911820,D000059003
8680,NCT01902225,D000059003
7962,NCT00016406,D000059003
8721,NCT00004930,D000059003
6666,NCT01861951,D000059003
1510,NCT00183846,D000059003
4084,NCT00000641,D000059003
1520,NCT00183742,D000059003
8295,NCT02835729,D000059003
1525,NCT00183859,D000059003
4564,NCT03021616,D000059003
8704,NCT02963090,D000059003
5683,NCT00923936,D000059003
6903,NCT01039363,D000059003
5677,NCT00681993,D000059003
7926,NCT00265850,D000059003
1283,NCT02223338,D000059003
9760,NCT03933631,D000059003
4099,NCT02512926,D000059003
8548,NCT04231851,D000059003
4898,NCT02684071,D000059003
2798,NCT02644057,D000058987
2802,NCT01915069,D000058987
1641,NCT00585104,D000058987
2746,NCT01334554,D000058986
9625,NCT04039087,D000058986
1203,NCT00644631,D000058986
6007,NCT03686813,D000058986
8408,NCT01324999,D000058986
2599,NCT03028298,D000058986
2191,NCT00452582,D000058986
2445,NCT01862536,D000058986
1263,NCT00143221,D000058986
2442,NCT00004727,D000058921
2857,NCT01231165,D000058921
4825,NCT04588727,D000058921
1771,NCT01561950,D000058921
9561,NCT04088123,D000058921
7437,NCT00823212,D000058921
7027,NCT01500434,D000058921
6926,NCT01510327,D000058921
2645,NCT01228214,D000058921
9313,NCT04305587,D000058921
3701,NCT01742117,D000058921
3334,NCT01789814,D000058921
1797,NCT01603342,D000058921
1065,NCT01589978,D000058921
4906,NCT00940784,D000058921
4825,NCT04588727,D000058919
2857,NCT01231165,D000058919
3334,NCT01789814,D000058919
1065,NCT01589978,D000058919
6926,NCT01510327,D000058919
7437,NCT00823212,D000058919
9313,NCT04305587,D000058919
3701,NCT01742117,D000058919
1771,NCT01561950,D000058919
2645,NCT01228214,D000058919
1797,NCT01603342,D000058919
4906,NCT00940784,D000058919
7027,NCT01500434,D000058919
2442,NCT00004727,D000058919
9561,NCT04088123,D000058919
3216,NCT03654365,D000058915
6611,NCT02832401,D000058915
2529,NCT00781586,D000058915
1028,NCT00809627,D000058915
5486,NCT03533556,D000058915
8016,NCT02293824,D000058915
5910,NCT01794078,D000058915
8449,NCT03937687,D000058915
1457,NCT03495063,D000058915
4331,NCT03315442,D000058915
9561,NCT04088123,D000058914
3701,NCT01742117,D000058914
8016,NCT02293824,D000058914
7437,NCT00823212,D000058914
9313,NCT04305587,D000058914
8449,NCT03937687,D000058914
1457,NCT03495063,D000058914
1065,NCT01589978,D000058914
2645,NCT01228214,D000058914
4906,NCT00940784,D000058914
2442,NCT00004727,D000058914
1771,NCT01561950,D000058914
7027,NCT01500434,D000058914
3216,NCT03654365,D000058914
6611,NCT02832401,D000058914
3334,NCT01789814,D000058914
5910,NCT01794078,D000058914
1797,NCT01603342,D000058914
6926,NCT01510327,D000058914
5486,NCT03533556,D000058914
2857,NCT01231165,D000058914
2529,NCT00781586,D000058914
4825,NCT04588727,D000058914
4331,NCT03315442,D000058914
1028,NCT00809627,D000058914
5292,NCT01655043,D000058913
8744,NCT01566890,D000058913
7149,NCT01818869,D000058913
1561,NCT01949844,D000058913
8744,NCT01566890,D000058908
1561,NCT01949844,D000058908
5292,NCT01655043,D000058908
1561,NCT01949844,D000058906
7149,NCT01818869,D000058906
8744,NCT01566890,D000058906
5292,NCT01655043,D000058906
2645,NCT01228214,D000058905
7149,NCT01818869,D000058905
8449,NCT03937687,D000058905
6926,NCT01510327,D000058905
8016,NCT02293824,D000058905
7437,NCT00823212,D000058905
1797,NCT01603342,D000058905
2442,NCT00004727,D000058905
2529,NCT00781586,D000058905
4906,NCT00940784,D000058905
1028,NCT00809627,D000058905
1065,NCT01589978,D000058905
1771,NCT01561950,D000058905
3216,NCT03654365,D000058905
8744,NCT01566890,D000058905
7027,NCT01500434,D000058905
1457,NCT03495063,D000058905
3701,NCT01742117,D000058905
3334,NCT01789814,D000058905
5910,NCT01794078,D000058905
6611,NCT02832401,D000058905
5486,NCT03533556,D000058905
9313,NCT04305587,D000058905
5292,NCT01655043,D000058905
9561,NCT04088123,D000058905
1561,NCT01949844,D000058905
4331,NCT03315442,D000058905
4825,NCT04588727,D000058905
2857,NCT01231165,D000058905
1557,NCT00870480,D000058891
2651,NCT02548117,D000058891
1556,NCT00871247,D000058891
5296,NCT00298155,D000058891
6424,NCT00021814,D000058891
1039,NCT03306602,D000058891
4754,NCT01435954,D000058891
2449,NCT00274417,D000058891
4024,NCT00356915,D000058888
8852,NCT03723395,D000058888
5096,NCT00000788,D000058888
4159,NCT00703846,D000058888
5845,NCT01480219,D000058888
7895,NCT00002306,D000058888
7893,NCT00002305,D000058888
7894,NCT00002074,D000058888
8914,NCT02341638,D000058888
7443,NCT00675714,D000058888
8331,NCT01772290,D000058888
7348,NCT02689713,D000058888
5296,NCT00298155,D000058888
6055,NCT02357836,D000058888
6852,NCT00859781,D000058888
4405,NCT00734539,D000058888
6353,NCT00482612,D000058831
4175,NCT02655354,D000058831
7182,NCT02845349,D000058831
5954,NCT00506389,D000058831
9920,NCT03817970,D000058831
6847,NCT03947216,D000058830
6353,NCT00482612,D000058830
4187,NCT01795547,D000058830
9823,NCT03881449,D000058830
4175,NCT02655354,D000058830
2814,NCT00531518,D000058830
5954,NCT00506389,D000058830
6364,NCT00518323,D000058830
4102,NCT03892889,D000058830
4388,NCT00221416,D000058830
9823,NCT03881449,D000058825
4670,NCT01332500,D000058825
4388,NCT00221416,D000058825
1786,NCT02015546,D000058825
4102,NCT03892889,D000058825
2814,NCT00531518,D000058825
4187,NCT01795547,D000058825
7182,NCT02845349,D000058825
2695,NCT01008280,D000058786
4823,NCT02485145,D000058786
5609,NCT03786120,D000058785
5398,NCT00814502,D000058785
3690,NCT04468776,D000058785
6285,NCT00162981,D000058785
7057,NCT01243060,D000058785
6288,NCT00518713,D000058785
3209,NCT01719367,D000058671
2897,NCT04434664,D000058671
1693,NCT01782898,D000058671
7443,NCT00675714,D000058671
7333,NCT01902810,D000058671
7332,NCT02587351,D000058671
6353,NCT00482612,D000058669
5954,NCT00506389,D000058669
4175,NCT02655354,D000058669
6707,NCT01959022,D000058668
7177,NCT00990106,D000058668
2577,NCT01390870,D000058668
6704,NCT02226367,D000058668
6608,NCT00202449,D000058668
4754,NCT01435954,D000058668
6701,NCT02322047,D000058668
6696,NCT03339258,D000058668
4175,NCT02655354,D000058668
8129,NCT00537043,D000058668
5728,NCT03775096,D000058668
7948,NCT01009918,D000058668
9521,NCT04116112,D000058668
6811,NCT04386317,D000058668
6424,NCT00021814,D000058668
4059,NCT01587638,D000058668
1226,NCT00713739,D000058668
7069,NCT00393874,D000058668
5195,NCT01387178,D000058666
5841,NCT02796651,D000058666
4526,NCT01431924,D000058666
4713,NCT04542005,D000058666
4407,NCT02170532,D000058666
4039,NCT01192178,D000058666
3229,NCT00395304,D000058666
7651,NCT01802723,D000058666
4144,NCT01110200,D000058666
3351,NCT00394329,D000058666
4167,NCT00134979,D000058666
5221,NCT02257372,D000058666
6931,NCT03890666,D000058666
4657,NCT04171180,D000058666
2798,NCT02644057,D000058665
2032,NCT01354613,D000058665
3920,NCT00389779,D000058647
8821,NCT03137082,D000058647
5024,NCT00430196,D000058647
3682,NCT00389675,D000058647
6524,NCT01969903,D000058647
4286,NCT01076816,D000058647
8336,NCT04205539,D000058647
4048,NCT00235729,D000058647
1666,NCT02239627,D000058647
3485,NCT02880540,D000058647
8752,NCT02819141,D000058647
5355,NCT02141113,D000058647
9727,NCT03962725,D000058647
2570,NCT01598896,D000058647
7456,NCT04360681,D000058647
6348,NCT04603911,D000058647
1290,NCT00121147,D000058647
8454,NCT01001429,D000058647
6207,NCT00046475,D000058646
