,NCTId,ConditionBrowseBranchAbbrev
2611,NCT02311777,BC10
1734,NCT04073940,BC10
4385,NCT02351544,BC10
9078,NCT04524273,BC10
4597,NCT03655587,BC10
3442,NCT04552691,BC10
3447,NCT03217201,BC10
8827,NCT02853149,BC10
8496,NCT02508935,BC10
8826,NCT01671475,BC10
3341,NCT00990262,BC10
5008,NCT01435941,BC10
2623,NCT00005575,BC10
3347,NCT00345475,BC10
1736,NCT02186626,BC10
8495,NCT01236586,BC10
2578,NCT04510168,BC10
1961,NCT01226862,BC10
2070,NCT03492229,BC10
7997,NCT02132650,BC10
8829,NCT02871921,BC10
8491,NCT03778177,BC10
7998,NCT02831582,BC10
2082,NCT03844412,BC10
3441,NCT03184792,BC10
3454,NCT00137696,BC10
3326,NCT03520387,BC10
7992,NCT00369785,BC10
2069,NCT00225862,BC10
8502,NCT01174290,BC10
2617,NCT02932579,BC10
3417,NCT00072813,BC10
8442,NCT01135095,BC10
2626,NCT00947232,BC10
4391,NCT03714711,BC10
8483,NCT04232657,BC10
5023,NCT02494687,BC10
7738,NCT00707785,BC10
3411,NCT03187080,BC10
3418,NCT02180139,BC10
8474,NCT01804452,BC10
2599,NCT03028298,BC10
3466,NCT01997723,BC10
4603,NCT02208050,BC10
8807,NCT02535572,BC10
3263,NCT00022997,BC10
8803,NCT01921179,BC10
4404,NCT04266821,BC10
3463,NCT00493051,BC10
3278,NCT03411863,BC10
9114,NCT04491175,BC10
8472,NCT03533829,BC10
8457,NCT02621944,BC10
8528,NCT01978080,BC10
7994,NCT03537729,BC10
2059,NCT04275297,BC10
2655,NCT02332694,BC10
2058,NCT01987115,BC10
3410,NCT02861898,BC10
2585,NCT04322149,BC10
8804,NCT01659814,BC10
4994,NCT04043689,BC10
3401,NCT00646451,BC10
9083,NCT04518059,BC10
3396,NCT01597596,BC10
2060,NCT03982602,BC10
3461,NCT01586767,BC10
8521,NCT04018092,BC10
2057,NCT00797953,BC10
4602,NCT02990091,BC10
4991,NCT01174173,BC10
3261,NCT01864460,BC10
7999,NCT01177137,BC10
3288,NCT02194725,BC10
9113,NCT04494698,BC10
7996,NCT01058395,BC10
4402,NCT03579329,BC10
5025,NCT04026399,BC10
2606,NCT03824093,BC10
2679,NCT01521117,BC10
8436,NCT03333252,BC10
2079,NCT01876667,BC10
8478,NCT02929667,BC10
2078,NCT00338741,BC10
8808,NCT00866411,BC10
2588,NCT02414178,BC10
2592,NCT02069353,BC10
3285,NCT00375960,BC10
8476,NCT00973518,BC10
5909,NCT01832714,BC09
6137,NCT00911248,BC09
9716,NCT03975465,BC09
4197,NCT02720653,BC09
4337,NCT02578641,BC09
91,NCT02109757,BC09
2832,NCT02606396,BC09
8616,NCT03854032,BC09
5099,NCT01454492,BC09
9231,NCT04374305,BC09
5792,NCT02483650,BC09
6143,NCT00851253,BC09
7636,NCT01207687,BC09
7444,NCT02045511,BC09
4507,NCT02318862,BC09
6421,NCT04408105,BC09
5676,NCT00081354,BC09
1096,NCT01982474,BC09
6884,NCT03039465,BC09
7761,NCT02870205,BC09
9243,NCT04359199,BC09
6376,NCT02133469,BC09
3045,NCT00799097,BC09
1872,NCT01790477,BC09
9314,NCT04305184,BC09
3373,NCT03221192,BC09
3924,NCT04431622,BC09
9100,NCT04502407,BC09
7108,NCT03834714,BC09
6379,NCT00587392,BC09
5904,NCT02307916,BC09
1538,NCT01294124,BC09
4514,NCT00396162,BC09
6917,NCT00342199,BC09
5661,NCT03226054,BC09
2844,NCT02296840,BC09
9834,NCT03875339,BC09
26,NCT04004260,BC09
3542,NCT02146781,BC09
2168,NCT02930941,BC09
9057,NCT04542551,BC09
1977,NCT01327963,BC09
6412,NCT03783702,BC09
9978,NCT03777384,BC09
3059,NCT03427411,BC09
4619,NCT03747783,BC09
2516,NCT03310528,BC09
4333,NCT04375293,BC09
5748,NCT00000362,BC09
1998,NCT03711630,BC09
6374,NCT02394600,BC09
8098,NCT03582566,BC09
5005,NCT00237367,BC09
8672,NCT04230499,BC09
9813,NCT03890107,BC09
3748,NCT04335929,BC09
9604,NCT04054687,BC09
8042,NCT01109576,BC09
9781,NCT03916809,BC09
9355,NCT04268745,BC09
3762,NCT03935828,BC09
134,NCT02829073,BC09
3763,NCT01685034,BC09
3180,NCT04287868,BC09
7999,NCT01177137,BC09
4865,NCT01412918,BC09
2865,NCT04479761,BC09
4721,NCT00517270,BC09
2046,NCT01118585,BC09
4673,NCT01107379,BC09
7625,NCT02171312,BC09
4724,NCT03595410,BC09
8941,NCT01511107,BC09
5776,NCT01480193,BC09
8510,NCT04473729,BC09
9797,NCT03904420,BC09
9610,NCT04049643,BC09
5563,NCT01084733,BC09
141,NCT01339546,BC09
1375,NCT03255161,BC09
2877,NCT02441348,BC09
9999,NCT03766373,BC09
1801,NCT03979209,BC09
4418,NCT00554736,BC09
3720,NCT00584051,BC09
2226,NCT00451841,BC09
5182,NCT02947009,BC09
149,NCT02988934,BC09
9910,NCT03822962,BC09
7983,NCT00113399,BC09
6289,NCT03600324,BC09
8328,NCT01185990,BC09
2430,NCT01559649,BC09
2698,NCT01049828,BC09
7312,NCT04590963,BC09
3678,NCT01199172,BC09
9391,NCT04240561,BC09
6631,NCT02831257,BC09
9188,NCT04411823,BC09
3459,NCT03161470,BC09
5371,NCT03529422,BC09
1662,NCT04335812,BC09
6191,NCT01873573,BC09
1236,NCT01241149,BC09
5244,NCT01156701,BC09
6878,NCT01209910,BC09
5998,NCT03873610,BC09
5494,NCT04266093,BC09
4958,NCT00847756,BC09
9007,NCT04583501,BC09
9991,NCT03770377,BC09
4262,NCT04213508,BC09
5166,NCT03555370,BC09
6198,NCT02903355,BC09
1699,NCT00211614,BC09
1422,NCT01092910,BC09
1017,NCT02200055,BC09
2022,NCT01321892,BC09
7290,NCT03079999,BC09
9954,NCT03795168,BC09
2041,NCT02147418,BC09
112,NCT00796315,BC09
2740,NCT01395368,BC09
2493,NCT02413125,BC09
1025,NCT01771575,BC09
5806,NCT03980808,BC09
7312,NCT04590963,BC08
9032,NCT04565353,BC08
2099,NCT03377621,BC08
4144,NCT01110200,BC08
8010,NCT03736382,BC08
4348,NCT02192684,BC08
5643,NCT02627599,BC08
4524,NCT00299065,BC08
7942,NCT00040885,BC08
1292,NCT00219323,BC08
9074,NCT04526509,BC08
4370,NCT00984451,BC08
4186,NCT04357730,BC08
2220,NCT01461889,BC08
2198,NCT02079701,BC08
2086,NCT04371419,BC08
5953,NCT01537081,BC08
1291,NCT02517671,BC08
2189,NCT01547286,BC08
4509,NCT03955874,BC08
1367,NCT02867358,BC08
4513,NCT01782053,BC08
5644,NCT01500525,BC08
1369,NCT03993002,BC08
5641,NCT03579225,BC08
4526,NCT01431924,BC08
4157,NCT00005007,BC08
2092,NCT00307957,BC08
2207,NCT00465959,BC08
2205,NCT04321811,BC08
5763,NCT00100399,BC08
1183,NCT01375036,BC08
5938,NCT02319967,BC08
4516,NCT00527722,BC08
2091,NCT01175122,BC08
4182,NCT03137264,BC08
5757,NCT00254176,BC08
4353,NCT00342758,BC08
4364,NCT02948738,BC08
2090,NCT03722589,BC08
1991,NCT00819013,BC08
4514,NCT00396162,BC08
9461,NCT04179981,BC08
5634,NCT00958022,BC08
4166,NCT03401385,BC08
4183,NCT00680069,BC08
4167,NCT00134979,BC08
9075,NCT04524962,BC08
1259,NCT00002434,BC08
4469,NCT00570297,BC08
2188,NCT00615706,BC08
9054,NCT04546581,BC08
7376,NCT00756600,BC08
1262,NCT00002102,BC08
7973,NCT00085501,BC08
5715,NCT02000739,BC08
1246,NCT02403934,BC08
2114,NCT00218179,BC08
5850,NCT03164616,BC08
4273,NCT02889809,BC08
2138,NCT01049776,BC08
7380,NCT03521154,BC08
2139,NCT04155047,BC08
4315,NCT01170676,BC08
9431,NCT04210427,BC08
7968,NCT00450281,BC08
4316,NCT03674775,BC08
9050,NCT04549077,BC08
5857,NCT00133445,BC08
4262,NCT04213508,BC08
7429,NCT03207152,BC08
1342,NCT03734237,BC08
5699,NCT01646541,BC08
9048,NCT04551677,BC08
2067,NCT01438307,BC08
4318,NCT00914784,BC08
1348,NCT00001723,BC08
5739,NCT00339573,BC08
2064,NCT02056340,BC08
9066,NCT04535986,BC08
4282,NCT02037282,BC08
7983,NCT00113399,BC08
2054,NCT01982149,BC08
4418,NCT00554736,BC08
5823,NCT00622193,BC08
5824,NCT01387269,BC08
5725,NCT04432272,BC08
5821,NCT01387282,BC08
4407,NCT02170532,BC08
4302,NCT01264627,BC08
5820,NCT01395914,BC08
1260,NCT00002317,BC08
2117,NCT00740337,BC08
9056,NCT04545047,BC08
7978,NCT00268489,BC08
7977,NCT00776100,BC08
5832,NCT04463264,BC08
4288,NCT01044095,BC08
4424,NCT03718130,BC08
4286,NCT01076816,BC08
4403,NCT00360087,BC08
5719,NCT03541187,BC08
2061,NCT04326036,BC08
1261,NCT00002103,BC08
4284,NCT01092572,BC08
5841,NCT02796651,BC08
4319,NCT04274907,BC08
1315,NCT01954251,BC08
5863,NCT00370214,BC08
9093,NCT04508751,BC08
1270,NCT01890850,BC08
7952,NCT00124618,BC08
7335,NCT02582957,BC08
4477,NCT00716456,BC08
2017,NCT02349893,BC08
2177,NCT01910519,BC08
4380,NCT02178982,BC08
4332,NCT01587703,BC08
7447,NCT01434771,BC08
9037,NCT04561362,BC08
4379,NCT02814994,BC08
7332,NCT02587351,BC08
1208,NCT04074928,BC08
8016,NCT02293824,BC08
4135,NCT04120194,BC08
8084,NCT02858778,BC08
4336,NCT04176627,BC08
5660,NCT00489931,BC08
4197,NCT02720653,BC08
7405,NCT01194024,BC08
4502,NCT03452514,BC08
5910,NCT01794078,BC08
7944,NCT00365105,BC08
1303,NCT00118651,BC08
4337,NCT02578641,BC08
1214,NCT01161290,BC08
1309,NCT00263887,BC08
2107,NCT00007735,BC08
4244,NCT00615407,BC08
7963,NCT00874211,BC08
2032,NCT01354613,BC08
7988,NCT01980979,BC08
2030,NCT03269721,BC08
9047,NCT04553133,BC08
2110,NCT01350336,BC08
5870,NCT01105091,BC08
4248,NCT03957577,BC08
1229,NCT01287351,BC08
7350,NCT00595491,BC08
4245,NCT01300325,BC08
5747,NCT02188563,BC08
4218,NCT04315311,BC08
1227,NCT04530136,BC08
2022,NCT01321892,BC08
1269,NCT04111263,BC08
5748,NCT00000362,BC08
4468,NCT00256477,BC08
7344,NCT02243774,BC08
9077,NCT04524715,BC08
2108,NCT01403428,BC08
2168,NCT02930941,BC08
4220,NCT02245178,BC08
7337,NCT00947596,BC08
4333,NCT04375293,BC08
5180,NCT03007485,BC08
2221,NCT03148262,BC08
6534,NCT04545385,BC08
8817,NCT00104156,BC08
8507,NCT00014950,BC08
2633,NCT02151435,BC08
2632,NCT03814980,BC08
9862,NCT03861091,BC08
8499,NCT00993590,BC08
8498,NCT02224352,BC08
3339,NCT01578317,BC08
8497,NCT02700542,BC08
3340,NCT00988169,BC08
3350,NCT01096771,BC08
6555,NCT02378090,BC08
2621,NCT03050554,BC08
3351,NCT00394329,BC08
3352,NCT00805246,BC08
3359,NCT03736603,BC08
3363,NCT00005112,BC08
8832,NCT03995667,BC08
2609,NCT03794856,BC08
3373,NCT03221192,BC08
2607,NCT04388605,BC08
2606,NCT03824093,BC08
3308,NCT00001908,BC08
8813,NCT01671332,BC08
3238,NCT01852656,BC08
9910,NCT03822962,BC08
8797,NCT03158038,BC08
155,NCT01764269,BC08
8799,NCT03170206,BC08
3251,NCT03213184,BC08
2680,NCT00927862,BC08
8538,NCT04170062,BC08
2676,NCT00835289,BC08
9916,NCT03819387,BC08
6598,NCT03992183,BC08
6596,NCT01381406,BC08
3273,NCT03233724,BC08
2649,NCT00001887,BC08
2668,NCT01331980,BC08
2665,NCT03199313,BC08
6583,NCT03905642,BC08
2662,NCT00660322,BC08
8522,NCT03581877,BC08
2658,NCT00379782,BC08
6575,NCT02083679,BC08
6574,NCT00777296,BC08
6571,NCT02049151,BC08
3293,NCT00341835,BC08
8478,NCT02929667,BC08
2605,NCT00356122,BC08
3405,NCT03022929,BC08
3506,NCT02352389,BC08
2550,NCT00973440,BC08
3484,NCT00487760,BC08
6443,NCT03552263,BC08
9771,NCT03926741,BC08
2546,NCT01238445,BC08
8876,NCT02085473,BC08
3491,NCT00256789,BC08
8419,NCT02121652,BC08
9761,NCT03933540,BC08
6425,NCT01251523,BC08
8416,NCT02874989,BC08
2593,NCT00427154,BC08
2537,NCT04433546,BC08
3514,NCT00451022,BC08
8410,NCT00484640,BC08
8408,NCT01324999,BC08
3527,NCT01386424,BC08
8883,NCT00331058,BC08
6412,NCT03783702,BC08
7081,NCT00367770,BC08
3531,NCT01072123,BC08
7085,NCT02176928,BC08
8870,NCT02318186,BC08
6452,NCT02924467,BC08
8868,NCT02679729,BC08
3479,NCT00308958,BC08
8843,NCT00400803,BC08
7033,NCT00282516,BC08
8456,NCT01280500,BC08
9826,NCT03881098,BC08
6493,NCT01045564,BC08
6491,NCT01697267,BC08
6486,NCT01451359,BC08
6484,NCT04372329,BC08
3450,NCT00675584,BC08
6477,NCT02232711,BC08
3455,NCT01284127,BC08
8859,NCT01045421,BC08
3457,NCT03282669,BC08
9802,NCT03901378,BC08
2565,NCT00411892,BC08
8861,NCT00967083,BC08
2563,NCT01240174,BC08
3464,NCT00311506,BC08
3466,NCT01997723,BC08
9785,NCT03913494,BC08
6454,NCT02761551,BC08
9923,NCT03813966,BC08
154,NCT01112917,BC08
3542,NCT02146781,BC08
8652,NCT04305457,BC08
8675,NCT00885963,BC08
2950,NCT03680495,BC08
2956,NCT00767039,BC08
8725,NCT00025389,BC08
6795,NCT02238483,BC08
6792,NCT00178698,BC08
2967,NCT00322257,BC08
8669,NCT01505868,BC08
6788,NCT00563784,BC08
8660,NCT00828100,BC08
3016,NCT00109668,BC08
2944,NCT03007134,BC08
62,NCT03373045,BC08
8644,NCT01257802,BC08
2801,NCT00530426,BC08
6916,NCT02301702,BC08
8739,NCT02496780,BC08
8639,NCT02111525,BC08
6917,NCT00342199,BC08
3033,NCT03058692,BC08
3034,NCT03884478,BC08
6748,NCT04311320,BC08
6807,NCT01665781,BC08
2940,NCT02834624,BC08
3229,NCT00395304,BC08
19,NCT02429284,BC08
2877,NCT02441348,BC08
3,NCT01599390,BC08
8704,NCT02963090,BC08
7,NCT02019732,BC08
2870,NCT01248208,BC08
9993,NCT03769727,BC08
8695,NCT03705325,BC08
2904,NCT03304548,BC08
8690,NCT00410904,BC08
17,NCT03973905,BC08
6881,NCT04360044,BC08
8721,NCT00004930,BC08
8684,NCT03315507,BC08
6882,NCT01019798,BC08
6884,NCT03039465,BC08
2847,NCT00253734,BC08
8681,NCT00963807,BC08
6818,NCT04176328,BC08
2934,NCT01047709,BC08
28,NCT01262079,BC08
8679,NCT02513563,BC08
2844,NCT02296840,BC08
3045,NCT00799097,BC08
8630,NCT01979055,BC08
3051,NCT00811278,BC08
9937,NCT03804021,BC08
6672,NCT00411671,BC08
3141,NCT00585013,BC08
8583,NCT04454424,BC08
8582,NCT04471337,BC08
8765,NCT00280748,BC08
3159,NCT00251290,BC08
6664,NCT03090815,BC08
6663,NCT04380038,BC08
6662,NCT03394703,BC08
128,NCT03631472,BC08
8770,NCT00124280,BC08
6930,NCT03073798,BC08
6658,NCT01574300,BC08
6652,NCT04169529,BC08
3185,NCT00986310,BC08
9935,NCT03804827,BC08
138,NCT03965195,BC08
6636,NCT01286142,BC08
144,NCT04423770,BC08
2697,NCT01863719,BC08
6978,NCT00448045,BC08
3228,NCT03670914,BC08
2741,NCT00523042,BC08
3135,NCT02461758,BC08
3132,NCT02148445,BC08
8589,NCT01698983,BC08
6931,NCT03890666,BC08
6725,NCT00402896,BC08
6724,NCT00410189,BC08
3062,NCT00283283,BC08
89,NCT02882100,BC08
8616,NCT03854032,BC08
8750,NCT01090011,BC08
8752,NCT02819141,BC08
2764,NCT00005525,BC08
101,NCT04552535,BC08
2761,NCT01044927,BC08
8758,NCT03564522,BC08
2753,NCT02763917,BC08
3110,NCT00001909,BC08
6693,NCT03833674,BC08
112,NCT00796315,BC08
3123,NCT03351140,BC08
6686,NCT00000700,BC08
3128,NCT00425880,BC08
2742,NCT03156283,BC08
8590,NCT00245453,BC08
3532,NCT01388439,BC08
6398,NCT03953300,BC08
1173,NCT04542915,BC08
2319,NCT03481270,BC08
2340,NCT00734175,BC08
3905,NCT01206166,BC08
6120,NCT01299142,BC08
9525,NCT04113746,BC08
6117,NCT01320059,BC08
3909,NCT00384397,BC08
3926,NCT00453362,BC08
3928,NCT00617851,BC08
1078,NCT01120509,BC08
6089,NCT01648166,BC08
1084,NCT01720277,BC08
7230,NCT02405026,BC08
6085,NCT01728753,BC08
3943,NCT04577599,BC08
2313,NCT00127686,BC08
1088,NCT01815268,BC08
3948,NCT01058421,BC08
8197,NCT02436616,BC08
7256,NCT00248300,BC08
1096,NCT01982474,BC08
8195,NCT00004494,BC08
3970,NCT04548895,BC08
2341,NCT00722774,BC08
1050,NCT03021824,BC08
7215,NCT00407394,BC08
8243,NCT04420988,BC08
6171,NCT00410059,BC08
6170,NCT00411632,BC08
7217,NCT00355043,BC08
6167,NCT00527982,BC08
1023,NCT02755831,BC08
3851,NCT00094094,BC08
1024,NCT02123225,BC08
8251,NCT01649947,BC08
3855,NCT03193879,BC08
8250,NCT01742338,BC08
7223,NCT00216333,BC08
2343,NCT00674336,BC08
8967,NCT03032159,BC08
2353,NCT01238432,BC08
2352,NCT00856830,BC08
6142,NCT00852644,BC08
8239,NCT00736268,BC08
8237,NCT04363450,BC08
9530,NCT04109222,BC08
3889,NCT00444301,BC08
7228,NCT01147900,BC08
3898,NCT01117974,BC08
3972,NCT00386542,BC08
8193,NCT04470544,BC08
3979,NCT00905125,BC08
7301,NCT03623022,BC08
5997,NCT03898271,BC08
1150,NCT00232947,BC08
4081,NCT00527345,BC08
9015,NCT04579393,BC08
1157,NCT03599739,BC08
9475,NCT04162678,BC08
1158,NCT00639418,BC08
2241,NCT02865967,BC08
9018,NCT04577001,BC08
9473,NCT04166240,BC08
1164,NCT01427673,BC08
6061,NCT02240329,BC08
4108,NCT00691587,BC08
4109,NCT04131296,BC08
9471,NCT04169321,BC08
8138,NCT01184755,BC08
4111,NCT01181323,BC08
5967,NCT02632552,BC08
5962,NCT00902603,BC08
2226,NCT00451841,BC08
7307,NCT04574869,BC08
4131,NCT04336579,BC08
4072,NCT01127282,BC08
5999,NCT03861390,BC08
6000,NCT03851406,BC08
4069,NCT01598597,BC08
8993,NCT04595903,BC08
2293,NCT00013078,BC08
3990,NCT03460743,BC08
6055,NCT02357836,BC08
3996,NCT01431183,BC08
6040,NCT02922894,BC08
4022,NCT00819169,BC08
2275,NCT01890044,BC08
1128,NCT01605864,BC08
4039,NCT01192178,BC08
4040,NCT02005445,BC08
2267,NCT02950337,BC08
1131,NCT01623544,BC08
6020,NCT03390335,BC08
4050,NCT02914275,BC08
9007,NCT04583501,BC08
6015,NCT03530163,BC08
9485,NCT04149249,BC08
1138,NCT02627001,BC08
6007,NCT03686813,BC08
4062,NCT02230332,BC08
6172,NCT00409968,BC08
6179,NCT00256724,BC08
2516,NCT03310528,BC08
7130,NCT02719860,BC08
3631,NCT02587520,BC08
6327,NCT02780414,BC08
3635,NCT02271139,BC08
3636,NCT00633373,BC08
8351,NCT01306201,BC08
3646,NCT00258869,BC08
9674,NCT04002362,BC08
3651,NCT04135404,BC08
9672,NCT04002882,BC08
6309,NCT04385251,BC08
3663,NCT03676023,BC08
9683,NCT03997916,BC08
9657,NCT04017312,BC08
6303,NCT00352391,BC08
3666,NCT00078208,BC08
3678,NCT01199172,BC08
3683,NCT02060799,BC08
2450,NCT03664765,BC08
3687,NCT00347412,BC08
2445,NCT01862536,BC08
2443,NCT03479905,BC08
9640,NCT04026711,BC08
6333,NCT04374591,BC08
2485,NCT00222963,BC08
3831,NCT00325754,BC08
6374,NCT02394600,BC08
6396,NCT02658877,BC08
3555,NCT01518478,BC08
6392,NCT03750292,BC08
9727,NCT03962725,BC08
3575,NCT00846573,BC08
9726,NCT03962894,BC08
2507,NCT03120585,BC08
7099,NCT01937338,BC08
6376,NCT02133469,BC08
3581,NCT01162122,BC08
3582,NCT01256203,BC08
2486,NCT00203996,BC08
8897,NCT01797159,BC08
9717,NCT03972228,BC08
3585,NCT01586858,BC08
6365,NCT01403649,BC08
9704,NCT03982069,BC08
3605,NCT02847728,BC08
6350,NCT02919267,BC08
3607,NCT00339703,BC08
2493,NCT02413125,BC08
3615,NCT02239328,BC08
9638,NCT04032834,BC08
8923,NCT01909752,BC08
6272,NCT00623168,BC08
6203,NCT00372073,BC08
7183,NCT01443078,BC08
6229,NCT04562012,BC08
2405,NCT01858519,BC08
9573,NCT04080531,BC08
2401,NCT00313404,BC08
9572,NCT04080570,BC08
8279,NCT00458042,BC08
9568,NCT04083859,BC08
9565,NCT04084561,BC08
3804,NCT04482699,BC08
6202,NCT00036647,BC08
7149,NCT01818869,BC08
6201,NCT01055990,BC08
2391,NCT01658800,BC08
6196,NCT01076504,BC08
6195,NCT01249625,BC08
1007,NCT03463577,BC08
7204,NCT02908399,BC08
3821,NCT00796419,BC08
8268,NCT00380679,BC08
3828,NCT00002120,BC08
1013,NCT01241513,BC08
2407,NCT02055222,BC08
9575,NCT04079179,BC08
2411,NCT00682669,BC08
6237,NCT02604238,BC08
8308,NCT02429479,BC08
3720,NCT00584051,BC08
2437,NCT00481507,BC08
6270,NCT00868946,BC08
9625,NCT04039087,BC08
8304,NCT00380068,BC08
3729,NCT02191137,BC08
8297,NCT04206787,BC08
7167,NCT02153346,BC08
3743,NCT04461353,BC08
2423,NCT00461162,BC08
3749,NCT03869515,BC08
6249,NCT04302766,BC08
9604,NCT04054687,BC08
8293,NCT00861627,BC08
6248,NCT04333459,BC08
8932,NCT03951064,BC08
6247,NCT04360486,BC08
3762,NCT03935828,BC08
3763,NCT01685034,BC08
3766,NCT03976869,BC08
7930,NCT00008385,BC08
6863,NCT00760851,BC08
1411,NCT02406534,BC08
4657,NCT04171180,BC08
4992,NCT02122640,BC08
9162,NCT04448002,BC08
9311,NCT04305613,BC08
5575,NCT02546479,BC08
9127,NCT04482712,BC08
9265,NCT04342663,BC08
4854,NCT00129701,BC08
7669,NCT04377581,BC08
1853,NCT00620334,BC08
4612,NCT03584113,BC08
9331,NCT04291755,BC08
5035,NCT03349775,BC08
4613,NCT01409681,BC08
1593,NCT01492517,BC08
9219,NCT04382391,BC08
4742,NCT03641742,BC08
5039,NCT03291808,BC08
5371,NCT03529422,BC08
5525,NCT01443728,BC08
9266,NCT04341727,BC08
4991,NCT01174173,BC08
1910,NCT01545232,BC08
5419,NCT01647399,BC08
4990,NCT01892631,BC08
1544,NCT04382625,BC08
4780,NCT02278237,BC08
5132,NCT02652286,BC08
9252,NCT04353206,BC08
4989,NCT04071327,BC08
1971,NCT01617915,BC08
4847,NCT01859039,BC08
5521,NCT03175536,BC08
4739,NCT00013715,BC08
4663,NCT04349020,BC08
5305,NCT04212962,BC08
9199,NCT04401527,BC08
7738,NCT00707785,BC08
5155,NCT04168203,BC08
4619,NCT03747783,BC08
5027,NCT03779191,BC08
1977,NCT01327963,BC08
4707,NCT01596023,BC08
5448,NCT01698177,BC08
5513,NCT03294473,BC08
5157,NCT01800994,BC08
4620,NCT01891773,BC08
5244,NCT01156701,BC08
9186,NCT04415073,BC08
5303,NCT04113421,BC08
4800,NCT00131586,BC08
7799,NCT04060342,BC08
9361,NCT04262869,BC08
1575,NCT03068949,BC08
1384,NCT03237364,BC08
7823,NCT01085136,BC08
1935,NCT02731066,BC08
4704,NCT02244957,BC08
4953,NCT00817947,BC08
9230,NCT04374565,BC08
5378,NCT03297645,BC08
4737,NCT01859026,BC08
9271,NCT04339998,BC08
1701,NCT01950572,BC08
5329,NCT02638090,BC08
4859,NCT01761734,BC08
9208,NCT04391179,BC08
4776,NCT03046069,BC08
5224,NCT04047251,BC08
7735,NCT03794999,BC08
9216,NCT04384055,BC08
1962,NCT00454415,BC08
7486,NCT03366454,BC08
5326,NCT03048500,BC08
1842,NCT00296088,BC08
9202,NCT04399980,BC08
1876,NCT01502345,BC08
1774,NCT01329939,BC08
4591,NCT01001325,BC08
1877,NCT02682667,BC08
5585,NCT01380795,BC08
5064,NCT00173537,BC08
5362,NCT03451630,BC08
5544,NCT03246100,BC08
1539,NCT00629330,BC08
5062,NCT02341326,BC08
5471,NCT02635334,BC08
5595,NCT01948544,BC08
1532,NCT03395964,BC08
4604,NCT00908830,BC08
7879,NCT00033722,BC08
1769,NCT03851744,BC08
4831,NCT02599454,BC08
9117,NCT04486560,BC08
7505,NCT00337428,BC08
1750,NCT04136951,BC08
7548,NCT01125124,BC08
5117,NCT02456311,BC08
4673,NCT01107379,BC08
1959,NCT02748889,BC08
5437,NCT04160975,BC08
5258,NCT02479737,BC08
1872,NCT01790477,BC08
7685,NCT03478553,BC08
9284,NCT04328467,BC08
5070,NCT00138411,BC08
5604,NCT00401414,BC08
7909,NCT03064620,BC08
4586,NCT01728571,BC08
1955,NCT03506984,BC08
5111,NCT02833259,BC08
4681,NCT04401631,BC08
4922,NCT00197223,BC08
4760,NCT03251911,BC08
1752,NCT00519402,BC08
5269,NCT04250779,BC08
1679,NCT00976833,BC08
5606,NCT01769430,BC08
5250,NCT02075151,BC08
4846,NCT00603174,BC08
5252,NCT04015778,BC08
7834,NCT01702805,BC08
9256,NCT04349202,BC08
9301,NCT04315558,BC08
7595,NCT04545424,BC08
5582,NCT02364518,BC08
9217,NCT04383938,BC08
1967,NCT01188473,BC08
4605,NCT02357277,BC08
4842,NCT01155843,BC08
1489,NCT00197288,BC08
5054,NCT00298922,BC08
9191,NCT04410302,BC08
5603,NCT03542812,BC08
7761,NCT02870205,BC08
9267,NCT04341675,BC08
5221,NCT02257372,BC08
9146,NCT04466098,BC08
9121,NCT04485026,BC08
4879,NCT02111512,BC08
1654,NCT00889772,BC08
5408,NCT02853617,BC08
1945,NCT00528814,BC08
5165,NCT04536350,BC08
1472,NCT02133586,BC08
1614,NCT04540081,BC08
1861,NCT00137319,BC08
7782,NCT03698279,BC08
7520,NCT00396526,BC08
9143,NCT04467723,BC08
4724,NCT03595410,BC08
5453,NCT00662051,BC08
4960,NCT02941601,BC08
5195,NCT01387178,BC08
9259,NCT04344561,BC08
5181,NCT02476721,BC08
4886,NCT02121782,BC08
7517,NCT00880204,BC08
4787,NCT00858403,BC08
4786,NCT02023151,BC08
7497,NCT04471974,BC08
5170,NCT00129662,BC08
9291,NCT04320381,BC08
5012,NCT04041297,BC08
5192,NCT01109524,BC08
1648,NCT04604145,BC08
1901,NCT02116205,BC08
5563,NCT01084733,BC08
9207,NCT04392232,BC08
1448,NCT00509444,BC08
4713,NCT04542005,BC08
9180,NCT04424446,BC08
1699,NCT00211614,BC08
4958,NCT00847756,BC08
4555,NCT01747889,BC08
9263,NCT04342728,BC08
5193,NCT03674216,BC08
1801,NCT03979209,BC08
5182,NCT02947009,BC08
9326,NCT04294043,BC08
7692,NCT00162435,BC08
5099,NCT01454492,BC08
5159,NCT03710356,BC08
5464,NCT02828280,BC08
5451,NCT01966302,BC08
4635,NCT02870868,BC08
5229,NCT00340405,BC08
7568,NCT02758236,BC08
4873,NCT00342524,BC08
9289,NCT04322162,BC08
4708,NCT01810731,BC08
4544,NCT00128999,BC08
1516,NCT03700281,BC08
5497,NCT02866721,BC08
9205,NCT04393155,BC08
9261,NCT04344184,BC08
9145,NCT04466644,BC08
5299,NCT03475420,BC08
5558,NCT03020719,BC08
1590,NCT04419883,BC08
5090,NCT00313144,BC08
4732,NCT01556191,BC08
5335,NCT04399889,BC08
5091,NCT01974180,BC08
4793,NCT00561054,BC08
9251,NCT04354246,BC08
