,NCTId,ConditionBrowseBranchAbbrev
8338,NCT00176982,All
3659,NCT01660607,All
3660,NCT03224819,All
8337,NCT02246075,All
3661,NCT04495569,All
3662,NCT00787566,All
3663,NCT03676023,All
8336,NCT04205539,All
3664,NCT01261325,All
3665,NCT04009070,All
3666,NCT00078208,All
8335,NCT02740998,All
3667,NCT03734523,All
3668,NCT02794181,All
8474,NCT01804452,All
3394,NCT04413708,All
3393,NCT02116712,All
8594,NCT03581136,All
3108,NCT03920670,All
3109,NCT04371536,All
3110,NCT00001909,All
8599,NCT01503307,All
8598,NCT03051997,All
3112,NCT02366286,All
8597,NCT00200096,All
3113,NCT04608149,All
3114,NCT01722903,All
8596,NCT03277573,All
8595,NCT02079766,All
3117,NCT02241824,All
2378,NCT02470260,All
3118,NCT01785615,All
3120,NCT02124044,All
8570,NCT02133846,All
3121,NCT03882957,All
8593,NCT03317795,All
3122,NCT01450462,All
3123,NCT03351140,All
3124,NCT01820182,All
8592,NCT04278235,All
3125,NCT00713427,All
3127,NCT04543825,All
3128,NCT00425880,All
8591,NCT00490945,All
3129,NCT00380016,All
3130,NCT00001729,All
8590,NCT00245453,All
3131,NCT03465917,All
8600,NCT00873366,All
3107,NCT04235764,All
8601,NCT04234568,All
3106,NCT00287521,All
8613,NCT01312181,All
3086,NCT02153814,All
3087,NCT01665677,All
8612,NCT01502761,All
3088,NCT03308721,All
3089,NCT00775515,All
8611,NCT03653637,All
8610,NCT01066949,All
3090,NCT04148118,All
8609,NCT03200366,All
3091,NCT00000783,All
8608,NCT01752608,All
3092,NCT00006332,All
3093,NCT01295879,All
8607,NCT00228046,All
3095,NCT00744133,All
8606,NCT00407615,All
8605,NCT00046813,All
3096,NCT04097834,All
3097,NCT00247377,All
3098,NCT01475617,All
3100,NCT02039960,All
8603,NCT01237106,All
3101,NCT00411489,All
3102,NCT00031291,All
3103,NCT04087889,All
8602,NCT01359319,All
3104,NCT03778060,All
3105,NCT04079582,All
3132,NCT02148445,All
8589,NCT01698983,All
3133,NCT00180466,All
3159,NCT00251290,All
3162,NCT02190266,All
8578,NCT02765906,All
3163,NCT03452579,All
8577,NCT00749944,All
3164,NCT01661686,All
8576,NCT02553161,All
3165,NCT02144051,All
8575,NCT02461706,All
3166,NCT03003728,All
3167,NCT00323414,All
3168,NCT01860092,All
3169,NCT00711490,All
3170,NCT03856255,All
3171,NCT00654615,All
8574,NCT03483441,All
3172,NCT02176213,All
3173,NCT00995488,All
8573,NCT03574974,All
3174,NCT01309828,All
3175,NCT02303275,All
3176,NCT00087997,All
8572,NCT02189876,All
3178,NCT04077164,All
8571,NCT03001024,All
3179,NCT01162356,All
3180,NCT04287868,All
3181,NCT02266251,All
3182,NCT03462966,All
3183,NCT03154437,All
3160,NCT00746109,All
8579,NCT01428258,All
3134,NCT01793194,All
3158,NCT01736930,All
8588,NCT02360644,All
3135,NCT02461758,All
8587,NCT01800318,All
3136,NCT02922985,All
3137,NCT01951092,All
3138,NCT04564209,All
3139,NCT02722278,All
3140,NCT00061165,All
8586,NCT00000798,All
3141,NCT00585013,All
3142,NCT04131504,All
3143,NCT00634764,All
8585,NCT02700698,All
3145,NCT00308620,All
8584,NCT01481779,All
3146,NCT02039375,All
3148,NCT00943501,All
8583,NCT04454424,All
3149,NCT00399880,All
3150,NCT01673789,All
3151,NCT02319174,All
8582,NCT04471337,All
3152,NCT03249584,All
3153,NCT01415479,All
8581,NCT00266864,All
3155,NCT04476251,All
3156,NCT00328744,All
8580,NCT01859000,All
3157,NCT02619773,All
3085,NCT01401816,All
3084,NCT04533607,All
8614,NCT00253448,All
3010,NCT04491539,All
8646,NCT00870324,All
3012,NCT01999244,All
3013,NCT01326026,All
3014,NCT00991185,All
3016,NCT00109668,All
3017,NCT01185041,All
3018,NCT02808143,All
8644,NCT01257802,All
3019,NCT00481754,All
8643,NCT03932032,All
3020,NCT02084836,All
3021,NCT01097785,All
8641,NCT02726438,All
3022,NCT01168297,All
3023,NCT00962806,All
3024,NCT01926678,All
3025,NCT02591381,All
3026,NCT00183963,All
8640,NCT00766051,All
3027,NCT00682617,All
3028,NCT00208832,All
3029,NCT00913757,All
8639,NCT02111525,All
3031,NCT01129570,All
3032,NCT00005722,All
8638,NCT00619671,All
3033,NCT03058692,All
8637,NCT03608085,All
3034,NCT03884478,All
3011,NCT02634216,All
8648,NCT01468987,All
8636,NCT00779363,All
3009,NCT03318237,All
2987,NCT04417361,All
8659,NCT03592264,All
2988,NCT00496145,All
2989,NCT03063528,All
2990,NCT00355745,All
8658,NCT00948467,All
2991,NCT02737514,All
8655,NCT00882583,All
2992,NCT01894191,All
8654,NCT01222689,All
2994,NCT03061188,All
2995,NCT02133599,All
2996,NCT00814697,All
2997,NCT00097877,All
2998,NCT01807572,All
2999,NCT01526239,All
3000,NCT01106170,All
3001,NCT00510614,All
3002,NCT00001703,All
8652,NCT04305457,All
3003,NCT01419652,All
3004,NCT02833298,All
3005,NCT03348345,All
3006,NCT00324909,All
8651,NCT03229057,All
3007,NCT02682784,All
8650,NCT03003221,All
3008,NCT01227590,All
8649,NCT01733017,All
3035,NCT01925456,All
3036,NCT02872454,All
3083,NCT03978442,All
3060,NCT00106054,All
3061,NCT00956345,All
8624,NCT04207060,All
3062,NCT00283283,All
8623,NCT04313504,All
8622,NCT03616171,All
3063,NCT02456649,All
3065,NCT03467789,All
3066,NCT01724125,All
8621,NCT04563520,All
3067,NCT04136808,All
3068,NCT03679676,All
8619,NCT01703507,All
3069,NCT00000693,All
3070,NCT02679794,All
3071,NCT03982511,All
3072,NCT02860676,All
3073,NCT03864367,All
8618,NCT02538614,All
3074,NCT01167920,All
3075,NCT02000778,All
8617,NCT03219307,All
3076,NCT03917875,All
3077,NCT00005667,All
3079,NCT00909480,All
8616,NCT03854032,All
3080,NCT03679117,All
8615,NCT01644812,All
3081,NCT00269503,All
3082,NCT01343420,All
8625,NCT03310918,All
3059,NCT03427411,All
3037,NCT00135733,All
8626,NCT01841333,All
8635,NCT00833898,All
3038,NCT02191748,All
3039,NCT04355793,All
8634,NCT02019667,All
3040,NCT02924194,All
3041,NCT00399711,All
3042,NCT00208026,All
3043,NCT02240407,All
3044,NCT00391352,All
8633,NCT01672684,All
3045,NCT00799097,All
8632,NCT02088749,All
3046,NCT00453700,All
8631,NCT00151047,All
3047,NCT02800486,All
8630,NCT01979055,All
3048,NCT00986648,All
3049,NCT01051284,All
3050,NCT01950650,All
8629,NCT01700036,All
3051,NCT00811278,All
3052,NCT00879840,All
3053,NCT00624000,All
8628,NCT00000398,All
3054,NCT02068079,All
3055,NCT01084941,All
3056,NCT02351518,All
8627,NCT01007552,All
3057,NCT04499508,All
3184,NCT03538769,All
3185,NCT00986310,All
3392,NCT02177006,All
3326,NCT03520387,All
3316,NCT04312165,All
8508,NCT01182727,All
3317,NCT04098900,All
3318,NCT03490045,All
3319,NCT03173950,All
3320,NCT00585689,All
3321,NCT04046055,All
8507,NCT00014950,All
3322,NCT03543735,All
3323,NCT01812824,All
8506,NCT01490697,All
3324,NCT00469339,All
8505,NCT00846534,All
3325,NCT00413621,All
3327,NCT00763698,All
8569,NCT02247765,All
8503,NCT00359580,All
3328,NCT01714102,All
8502,NCT01174290,All
3329,NCT00114621,All
3330,NCT01027611,All
3331,NCT03767231,All
8501,NCT03582683,All
3332,NCT02974764,All
3333,NCT04161040,All
8500,NCT03841682,All
3334,NCT01789814,All
8499,NCT00993590,All
3336,NCT00005924,All
8498,NCT02224352,All
3314,NCT01856907,All
3313,NCT03781115,All
3312,NCT01678625,All
8509,NCT01239368,All
3289,NCT00855374,All
8520,NCT04258332,All
3290,NCT00855296,All
8519,NCT03372811,All
3291,NCT01516801,All
3292,NCT00836303,All
8516,NCT02133209,All
3293,NCT00341835,All
3294,NCT01416467,All
8515,NCT01352286,All
3295,NCT03287765,All
3296,NCT04587258,All
3297,NCT00001659,All
3298,NCT00813605,All
3299,NCT03889418,All
8514,NCT00030940,All
3302,NCT01117571,All
8513,NCT03849716,All
3303,NCT03196297,All
3304,NCT00556842,All
3305,NCT04398628,All
8512,NCT01012180,All
3306,NCT03049904,All
3307,NCT01837498,All
8510,NCT04473729,All
3308,NCT00001908,All
3309,NCT03399370,All
3310,NCT01391858,All
3311,NCT01136642,All
3338,NCT02290106,All
8497,NCT02700542,All
3339,NCT01578317,All
3369,NCT02213068,All
8487,NCT00590148,All
3371,NCT01320150,All
3372,NCT00459446,All
8486,NCT03055598,All
3373,NCT03221192,All
3374,NCT03634306,All
8485,NCT03933345,All
3375,NCT00464971,All
8484,NCT01790438,All
3376,NCT00730704,All
3377,NCT01212003,All
3378,NCT01998802,All
8483,NCT04232657,All
3379,NCT03523780,All
3380,NCT00592046,All
8479,NCT01625793,All
3382,NCT01901276,All
3383,NCT04381481,All
3384,NCT00672009,All
3385,NCT02405039,All
3386,NCT01392573,All
3387,NCT03267914,All
8478,NCT02929667,All
3388,NCT04461405,All
8477,NCT00788632,All
3389,NCT01611402,All
3390,NCT02774317,All
8476,NCT00973518,All
3391,NCT04070573,All
3370,NCT02226835,All
3368,NCT00112047,All
3340,NCT00988169,All
8488,NCT00063804,All
8496,NCT02508935,All
3341,NCT00990262,All
3344,NCT01323114,All
3345,NCT01116323,All
3346,NCT04608188,All
3347,NCT00345475,All
8495,NCT01236586,All
3349,NCT01620489,All
3350,NCT01096771,All
8493,NCT01008241,All
3351,NCT00394329,All
3352,NCT00805246,All
8492,NCT01245673,All
3353,NCT04022434,All
3355,NCT01445327,All
3357,NCT02039882,All
3358,NCT02460991,All
8491,NCT03778177,All
3359,NCT03736603,All
3360,NCT00454948,All
3361,NCT00319332,All
8490,NCT00846872,All
3362,NCT00459992,All
3363,NCT00005112,All
8489,NCT02219906,All
3364,NCT01864057,All
3365,NCT00319839,All
3366,NCT03519074,All
3367,NCT00811057,All
3288,NCT02194725,All
3287,NCT00291044,All
8521,NCT04018092,All
3210,NCT01428713,All
3212,NCT01351064,All
8558,NCT04401904,All
3213,NCT02944877,All
3214,NCT02550730,All
8557,NCT03281161,All
3216,NCT03654365,All
3217,NCT02148068,All
8556,NCT00644566,All
3219,NCT01673750,All
8555,NCT03560232,All
3220,NCT02121132,All
3221,NCT03044821,All
3222,NCT01775865,All
3223,NCT01440803,All
8554,NCT00268242,All
3224,NCT04199702,All
8553,NCT03135249,All
3226,NCT01233050,All
3228,NCT03670914,All
3229,NCT00395304,All
8552,NCT01710358,All
3230,NCT04140084,All
3231,NCT03278990,All
3232,NCT04502212,All
8551,NCT01711359,All
3233,NCT01005654,All
3234,NCT00001235,All
3235,NCT00906984,All
8550,NCT01839396,All
3211,NCT03615950,All
8559,NCT04051229,All
3237,NCT00824941,All
3209,NCT01719367,All
3186,NCT01618162,All
8568,NCT04502524,All
3187,NCT01553318,All
8567,NCT02906241,All
3189,NCT01884740,All
3190,NCT04327518,All
3191,NCT02133872,All
8566,NCT02187055,All
8565,NCT01307137,All
3192,NCT04191551,All
3193,NCT00582270,All
8564,NCT02835495,All
8563,NCT03398902,All
3196,NCT03680365,All
3197,NCT00180284,All
3198,NCT01005732,All
3199,NCT02384460,All
8562,NCT01975857,All
3200,NCT03972774,All
3201,NCT01570751,All
3202,NCT03040466,All
3203,NCT01968785,All
3204,NCT03911284,All
3205,NCT00047515,All
3206,NCT00317564,All
3207,NCT00065455,All
8561,NCT03622697,All
3208,NCT03992378,All
8560,NCT02656212,All
3236,NCT00924365,All
8549,NCT01721057,All
3286,NCT01054924,All
3264,NCT00883350,All
3266,NCT04063813,All
8532,NCT01439750,All
3267,NCT00911820,All
3268,NCT00837161,All
3269,NCT01347164,All
8531,NCT00284453,All
3270,NCT01492257,All
3271,NCT00796705,All
8530,NCT00511901,All
3272,NCT00469079,All
8529,NCT02080975,All
3273,NCT03233724,All
3274,NCT00079820,All
8528,NCT01978080,All
3276,NCT02118012,All
3277,NCT02263326,All
8527,NCT00723203,All
3278,NCT03411863,All
3279,NCT01661764,All
3280,NCT02354716,All
8526,NCT00587496,All
3281,NCT00411762,All
8524,NCT01041170,All
3282,NCT01253811,All
3283,NCT01751620,All
8523,NCT03731598,All
3284,NCT01310179,All
8522,NCT03581877,All
3285,NCT00375960,All
3265,NCT04273191,All
8533,NCT02605200,All
3238,NCT01852656,All
3263,NCT00022997,All
3239,NCT03037021,All
8548,NCT04231851,All
8547,NCT01588457,All
3242,NCT01175629,All
3243,NCT01166386,All
8546,NCT01028911,All
3244,NCT02713321,All
3246,NCT03602391,All
8545,NCT04580810,All
3247,NCT01943682,All
8544,NCT03267043,All
8543,NCT03674944,All
3251,NCT03213184,All
3252,NCT01070082,All
8542,NCT00981253,All
3253,NCT03671746,All
3254,NCT01826448,All
8539,NCT03745040,All
3255,NCT04103593,All
8538,NCT04170062,All
3256,NCT01131312,All
8537,NCT02328690,All
3257,NCT03206736,All
8536,NCT02290938,All
8535,NCT00626457,All
3260,NCT00323570,All
3261,NCT01864460,All
3262,NCT03077945,All
8534,NCT01908517,All
2379,NCT03623633,All
2251,NCT00587990,All
8956,NCT03611660,All
1179,NCT01769456,All
1184,NCT03467737,All
1183,NCT01375036,All
1182,NCT04496414,All
9462,NCT04179474,All
1181,NCT02543931,All
1180,NCT00803387,All
9464,NCT04176172,All
1173,NCT04542915,All
1178,NCT01772823,All
1177,NCT03180853,All
1176,NCT02941042,All
1175,NCT02891421,All
9465,NCT04174677,All
1174,NCT01241136,All
9461,NCT04179981,All
9460,NCT04180540,All
1186,NCT01423825,All
1187,NCT02895997,All
9459,NCT04182113,All
1188,NCT01333488,All
1189,NCT03532230,All
1190,NCT01157897,All
9457,NCT04186793,All
1191,NCT01498640,All
1192,NCT01713881,All
1193,NCT00704067,All
9456,NCT04188015,All
1194,NCT02273882,All
9455,NCT04188197,All
1195,NCT01308437,All
1196,NCT00996164,All
9466,NCT04174352,All
9467,NCT04173572,All
1197,NCT04507204,All
9477,NCT04160065,All
9475,NCT04162678,All
1156,NCT00154362,All
9476,NCT04162145,All
1155,NCT00996372,All
1154,NCT04018001,All
1153,NCT02097173,All
1152,NCT03168854,All
1172,NCT00574600,All
1151,NCT00170742,All
9478,NCT04160000,All
1150,NCT00232947,All
9479,NCT04154774,All
9480,NCT04153188,All
1147,NCT01538459,All
1157,NCT03599739,All
1158,NCT00639418,All
1159,NCT02874222,All
9473,NCT04166240,All
1161,NCT03202680,All
1162,NCT02380274,All
9472,NCT04166591,All
1164,NCT01427673,All
9471,NCT04169321,All
1165,NCT03845400,All
1166,NCT01532622,All
1167,NCT01570998,All
1168,NCT02032459,All
9470,NCT04170738,All
1170,NCT02660073,All
9469,NCT04171544,All
9468,NCT04171817,All
9454,NCT04188262,All
1198,NCT00277498,All
1145,NCT03291782,All
9435,NCT04209049,All
9431,NCT04210427,All
1239,NCT01034813,All
1236,NCT01241149,All
9433,NCT04210024,All
1235,NCT00723008,All
9434,NCT04209790,All
1231,NCT03615599,All
1226,NCT00713739,All
1230,NCT02818413,All
9436,NCT04207567,All
9437,NCT04207437,All
1229,NCT01287351,All
1228,NCT03940300,All
9438,NCT04207255,All
1240,NCT00593086,All
1241,NCT00558701,All
1242,NCT04396626,All
9430,NCT04211506,All
1243,NCT02875288,All
1244,NCT02418702,All
1245,NCT02415309,All
9429,NCT04211766,All
1246,NCT02403934,All
1247,NCT02383979,All
1248,NCT02378415,All
9428,NCT04214119,All
1249,NCT02130323,All
1250,NCT02105753,All
1251,NCT01715220,All
1252,NCT01668069,All
9427,NCT04214249,All
1227,NCT04530136,All
1225,NCT03302611,All
9453,NCT04188535,All
1205,NCT00002298,All
9447,NCT04196374,All
9448,NCT04195646,All
1208,NCT04074928,All
1207,NCT02458092,All
9449,NCT04195477,All
9450,NCT04195399,All
1204,NCT03674970,All
9439,NCT04205084,All
1203,NCT00644631,All
1202,NCT03807531,All
9451,NCT04192227,All
1201,NCT02312037,All
1200,NCT01234103,All
9452,NCT04188873,All
1209,NCT01558583,All
9446,NCT04200573,All
1210,NCT00410475,All
1211,NCT02064426,All
9445,NCT04201132,All
1213,NCT03310580,All
1214,NCT01161290,All
9444,NCT04201145,All
1215,NCT00143026,All
1217,NCT00183807,All
9443,NCT04203225,All
1218,NCT03491397,All
9442,NCT04203381,All
1220,NCT00130364,All
9440,NCT04204668,All
1222,NCT04349176,All
1224,NCT03451058,All
1146,NCT02592941,All
9482,NCT04152473,All
2375,NCT01652573,All
1070,NCT02813356,All
1075,NCT00618956,All
9517,NCT04119024,All
1074,NCT00208156,All
1073,NCT01306968,All
1072,NCT04406714,All
9518,NCT04118998,All
9519,NCT04118153,All
1062,NCT01078246,All
1068,NCT04075578,All
9520,NCT04118036,All
1066,NCT03975790,All
1065,NCT01589978,All
1064,NCT00130676,All
9521,NCT04116112,All
9516,NCT04121312,All
1076,NCT04468360,All
1078,NCT01120509,All
9514,NCT04121858,All
1079,NCT00128479,All
1080,NCT01411839,All
9513,NCT04123041,All
1081,NCT01603550,All
9512,NCT04123574,All
1082,NCT01335412,All
9510,NCT04124939,All
1083,NCT00799058,All
1084,NCT01720277,All
1085,NCT00352729,All
1086,NCT00936715,All
1088,NCT01815268,All
9509,NCT04125290,All
9522,NCT04115735,All
9523,NCT04115644,All
1090,NCT00005483,All
1039,NCT03306602,All
1044,NCT00341510,All
1043,NCT02030990,All
9530,NCT04109222,All
1042,NCT02373189,All
1041,NCT00124319,All
9531,NCT04108858,All
9532,NCT04107610,All
1059,NCT04031365,All
1037,NCT01478061,All
1036,NCT02719964,All
9534,NCT04104321,All
1035,NCT00936845,All
1034,NCT03719391,All
1033,NCT02155478,All
9529,NCT04109924,All
1045,NCT04607356,All
1046,NCT02419443,All
9528,NCT04110236,All
1047,NCT00947245,All
1048,NCT03369730,All
9527,NCT04110522,All
1050,NCT03021824,All
9526,NCT04112433,All
1053,NCT02420041,All
1054,NCT00935337,All
9525,NCT04113746,All
1055,NCT03056534,All
1056,NCT00904878,All
1057,NCT03421561,All
9524,NCT04114942,All
1058,NCT02825602,All
9508,NCT04125420,All
1092,NCT02960568,All
9483,NCT04150913,All
1126,NCT04141228,All
1130,NCT00002402,All
9488,NCT04145895,All
9489,NCT04145791,All
1128,NCT01605864,All
1127,NCT03073343,All
9490,NCT04145375,All
1125,NCT02455024,All
1117,NCT02863458,All
9491,NCT04144023,All
1123,NCT03964649,All
9492,NCT04143711,All
1121,NCT01419769,All
9493,NCT04142983,All
1120,NCT04460911,All
1131,NCT01623544,All
1132,NCT00291551,All
9487,NCT04146051,All
1133,NCT03078751,All
1134,NCT04560933,All
9486,NCT04148352,All
1135,NCT01782014,All
9485,NCT04149249,All
1136,NCT03906006,All
9484,NCT04150848,All
1137,NCT01540474,All
1138,NCT02627001,All
1139,NCT00154323,All
1140,NCT02640677,All
1141,NCT00414518,All
1142,NCT00049439,All
1143,NCT01024686,All
1119,NCT00004986,All
1116,NCT01152918,All
9507,NCT04126070,All
9504,NCT04128995,All
1102,NCT01783652,All
9502,NCT04131647,All
1101,NCT02498301,All
9503,NCT04129060,All
1099,NCT01382095,All
1098,NCT02974244,All
1097,NCT03566264,All
9494,NCT04142229,All
9505,NCT04128618,All
1096,NCT01982474,All
1095,NCT00620867,All
1094,NCT01517841,All
9506,NCT04126096,All
1093,NCT00063778,All
9501,NCT04131946,All
1103,NCT04001803,All
9500,NCT04132869,All
1104,NCT00000157,All
1105,NCT04125186,All
1106,NCT03174769,All
1107,NCT01260324,All
9499,NCT04134559,All
1108,NCT03109002,All
9497,NCT04134884,All
1109,NCT01873417,All
1111,NCT02917057,All
9496,NCT04137536,All
1113,NCT02274389,All
9495,NCT04138953,All
1114,NCT01841957,All
1115,NCT01975818,All
1253,NCT01663558,All
1254,NCT01605669,All
1255,NCT01073124,All
9352,NCT04269772,All
9350,NCT04270682,All
1397,NCT00289315,All
1396,NCT03594292,All
9351,NCT04270474,All
1395,NCT03904186,All
1394,NCT01675440,All
1392,NCT03713918,All
9357,NCT04264897,All
9353,NCT04269707,All
1391,NCT01702857,All
9354,NCT04269161,All
1390,NCT00539357,All
1389,NCT02898779,All
9355,NCT04268745,All
1398,NCT00412087,All
1400,NCT00652574,All
9349,NCT04273139,All
1401,NCT00372606,All
1402,NCT03620786,All
1403,NCT00006604,All
9348,NCT04273282,All
1405,NCT02496221,All
1406,NCT02601469,All
9347,NCT04274764,All
1407,NCT03430310,All
9346,NCT04276194,All
1409,NCT00068367,All
9344,NCT04278157,All
1410,NCT02156336,All
1411,NCT02406534,All
1412,NCT02280733,All
1388,NCT02940717,All
1387,NCT00844493,All
1413,NCT03591510,All
9369,NCT04256317,All
9367,NCT04257136,All
1374,NCT03969654,All
1372,NCT03479541,All
9368,NCT04257045,All
1371,NCT02466750,All
1370,NCT02654509,All
1369,NCT03993002,All
1385,NCT02989103,All
1368,NCT00857662,All
1367,NCT02867358,All
9370,NCT04254692,All
1366,NCT02478788,All
1364,NCT00413868,All
1363,NCT00965302,All
1375,NCT03255161,All
9366,NCT04257474,All
1376,NCT00299741,All
1377,NCT03746847,All
9365,NCT04258319,All
1378,NCT02178462,All
1379,NCT00907972,All
9364,NCT04259645,All
9363,NCT04260048,All
1380,NCT01061164,All
1381,NCT01240902,All
9362,NCT04262180,All
1382,NCT04453293,All
1383,NCT02030522,All
9361,NCT04262869,All
1384,NCT03237364,All
9358,NCT04263831,All
9343,NCT04278781,All
1414,NCT01190761,All
1256,NCT00134849,All
9325,NCT04294225,All
9323,NCT04295135,All
1452,NCT00997503,All
9324,NCT04294641,All
1451,NCT01002885,All
1450,NCT01952028,All
1449,NCT00642603,All
1448,NCT00509444,All
9328,NCT04293406,All
9326,NCT04294043,All
1447,NCT00764322,All
1445,NCT00271999,All
1444,NCT00809445,All
1443,NCT03876665,All
1442,NCT01613001,All
1455,NCT01342029,All
1456,NCT03400475,All
9322,NCT04295642,All
9321,NCT04298281,All
9320,NCT04299438,All
1459,NCT03276741,All
1460,NCT02984943,All
1461,NCT02009930,All
9319,NCT04300478,All
9318,NCT04300777,All
1464,NCT00805948,All
1465,NCT00694174,All
9317,NCT04302948,All
1466,NCT00880035,All
1467,NCT01093885,All
9316,NCT04304495,All
1468,NCT00938405,All
9327,NCT04294004,All
1439,NCT02045706,All
9342,NCT04279587,All
9340,NCT04280653,All
9335,NCT04285814,All
1426,NCT00584844,All
9336,NCT04284514,All
1425,NCT00787826,All
9339,NCT04282668,All
1424,NCT00869713,All
1423,NCT01422889,All
1438,NCT02357381,All
1422,NCT01092910,All
1421,NCT02394457,All
9341,NCT04279847,All
1418,NCT01322633,All
1417,NCT00286390,All
1415,NCT02544334,All
1427,NCT00584805,All
9334,NCT04287374,All
1428,NCT00584454,All
9333,NCT04288752,All
1429,NCT00584194,All
9332,NCT04291066,All
1430,NCT00582504,All
9331,NCT04291755,All
1431,NCT00582088,All
1432,NCT03140488,All
1433,NCT01264952,All
1434,NCT01792791,All
1435,NCT00164619,All
9330,NCT04292119,All
1436,NCT01465503,All
1437,NCT03875651,All
9329,NCT04292600,All
9371,NCT04254666,All
1362,NCT04163172,All
9372,NCT04254653,All
1289,NCT03341754,All
1293,NCT02052310,All
1292,NCT00219323,All
9407,NCT04229979,All
1291,NCT02517671,All
1290,NCT00121147,All
9408,NCT04228289,All
1288,NCT03043300,All
1281,NCT04594109,All
9409,NCT04228055,All
9410,NCT04227847,All
1287,NCT00220779,All
